artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
Saalschutz,http://www.bandsintown.com/Saalschutz,8.51313,3743036,937074,Zurich,Switzerland,47.375301,2010-08-01T18:00:00,http://www.bandsintown.com/event/3743036?app_id=epfl,http://www.bandsintown.com/venue/937074,MOTHERLAND CALLING FROM FRIDJI
Hanggai,http://www.bandsintown.com/Hanggai,8.48463,3780941,947857,Steinhausen,Switzerland,47.196899,2010-08-01T20:30:00,http://www.bandsintown.com/event/3780941?app_id=epfl,http://www.bandsintown.com/venue/947857,Waltstock Open Air Specktakel
Manesh,http://www.bandsintown.com/Manesh,8.4666667,3618929,900258,Steinhausen,24,47.2,2010-08-01T22:30:00,http://www.bandsintown.com/event/3618929?app_id=epfl,http://www.bandsintown.com/venue/900258,Waldstock Festival
Khainz,http://www.bandsintown.com/Khainz,9.6166667,3607653,618797,Rona,09,46.55,2010-08-01T20:00:00,http://www.bandsintown.com/event/3607653?app_id=epfl,http://www.bandsintown.com/venue/618797,Summer Never Ends Festival
Sophie Hunger,http://www.bandsintown.com/SophieHunger,9.83866,3599791,888910,Sankt Moritz-Dorf,Switzerland,46.496101,2010-08-01T20:00:00,http://www.bandsintown.com/event/3599791?app_id=epfl,http://www.bandsintown.com/venue/888910,Festival da Jazz
Freakulizer,http://www.bandsintown.com/Freakulizer,9.62441,3633603,903656,Rona,Switzerland,46.561619,2010-08-01T20:00:00,http://www.bandsintown.com/event/3633603?app_id=epfl,http://www.bandsintown.com/venue/903656,SNE
Nine,http://www.bandsintown.com/Nine,7.37737,3784232,945763,Roches,Switzerland,47.302299,2010-08-02T21:20:00,http://www.bandsintown.com/event/3784232?app_id=epfl,http://www.bandsintown.com/venue/945763,ZÃ¼richhorn
Civet,http://www.bandsintown.com/Civet,7.598329,3741066,293614,Basel,Switzerland,47.547538,2010-08-02T18:00:00,http://www.bandsintown.com/event/3741066?app_id=epfl,http://www.bandsintown.com/venue/293614,Sommercasino
Karma to Burn,http://www.bandsintown.com/KarmaToBurn,8.55,3720110,90375,Zurich,25,47.3666667,2010-08-02T19:00:00,http://www.bandsintown.com/event/3720110?app_id=epfl,http://www.bandsintown.com/venue/90375,Hafenkneipe
CHECKOUT PANAMA,http://www.bandsintown.com/CheckoutPanama,8.5538301,3614183,897636,Zurich,ZH,47.3528099,2010-08-02T20:00:00,http://www.bandsintown.com/event/3614183?app_id=epfl,http://www.bandsintown.com/venue/897636,Lake Side
Nik Bärtsch's Ronin,http://www.bandsintown.com/NikB%C3%A4rtsch%27sRonin,8.5194702,3780328,697731,Zurich,ZH,47.3882217,2010-08-02T21:00:00,http://www.bandsintown.com/event/3780328?app_id=epfl,http://www.bandsintown.com/venue/697731,Exil
Greg Ruggiero,http://www.bandsintown.com/GregRuggiero,8.9666667,3726054,929721,Lugano,20,46.0,2010-08-02T20:00:00,http://www.bandsintown.com/event/3726054?app_id=epfl,http://www.bandsintown.com/venue/929721,August 2nd
Fatal Afire,http://www.bandsintown.com/FatalAfire,6.26717,3690393,920977,La LouvièRe,Switzerland,46.21627,2010-08-03T17:00:00,http://www.bandsintown.com/event/3690393?app_id=epfl,http://www.bandsintown.com/venue/920977,La Taverne Du Theatre
"""Warten auf Godot""",http://www.bandsintown.com/%22wartenAufGodot%22,7.459652,3786581,945453,Bern,,46.947508,2010-08-03T20:15:00,http://www.bandsintown.com/event/3786581?app_id=epfl,http://www.bandsintown.com/venue/945453,Grosser Bärengraben
First Blood,http://www.bandsintown.com/FirstBlood,8.538435,3461903,849503,Zurich,Switzerland,47.384097,2010-08-03T20:00:00,http://www.bandsintown.com/event/3461903?app_id=epfl,http://www.bandsintown.com/venue/849503,Werk 21
CHECKOUT PANAMA,http://www.bandsintown.com/CheckoutPanama,8.5538301,3614184,897636,Zurich,ZH,47.3528099,2010-08-03T20:00:00,http://www.bandsintown.com/event/3614184?app_id=epfl,http://www.bandsintown.com/venue/897636,Lake Side
Doomsday,http://www.bandsintown.com/Doomsday,8.5393044,3557103,46886,Zürich,,47.3833038,2010-08-03T20:00:00,http://www.bandsintown.com/event/3557103?app_id=epfl,http://www.bandsintown.com/venue/46886,Dynamo Werk 21
Lee Everton,http://www.bandsintown.com/LeeEverton,8.536468,3562746,44952,Zurich,Switzerland,47.371722,2010-08-03T21:00:00,http://www.bandsintown.com/event/3562746?app_id=epfl,http://www.bandsintown.com/venue/44952,Kaufleuten
SUMMER SOUNDS,http://www.bandsintown.com/SummerSounds,8.536468,3562746,44952,Zurich,Switzerland,47.371722,2010-08-03T21:00:00,http://www.bandsintown.com/event/3562746?app_id=epfl,http://www.bandsintown.com/venue/44952,Kaufleuten
BUS WACKEN de LAUSANNE PRIX PROMO,http://www.bandsintown.com/BusWackenDeLausannePrixPromo,6.62755,3717642,927449,Lausanne,Switzerland,46.53904,2010-08-04T19:00:00,http://www.bandsintown.com/event/3717642?app_id=epfl,http://www.bandsintown.com/venue/927449,BUS DÉPART LAUSANNE
"""Warten auf Godot""",http://www.bandsintown.com/%22wartenAufGodot%22,7.459652,3788692,945453,Bern,,46.947508,2010-08-04T20:15:00,http://www.bandsintown.com/event/3788692?app_id=epfl,http://www.bandsintown.com/venue/945453,Grosser Bärengraben
Rodeo Ranchers country band,http://www.bandsintown.com/RodeoRanchersCountryBand,7.5364441,3788693,925221,Belp,,46.8896597,2010-08-04T20:30:00,http://www.bandsintown.com/event/3788693?app_id=epfl,http://www.bandsintown.com/venue/925221,Restaurant Campagna
Naghma,http://www.bandsintown.com/Naghma,8.5420203,3788694,908925,Zürich,,47.3684781,2010-08-04T20:45:00,http://www.bandsintown.com/event/3788694?app_id=epfl,http://www.bandsintown.com/venue/908925,"barfussbar, Frauenbadi"
Liricas Analas,http://www.bandsintown.com/LiricasAnalas,8.536468,3562748,44952,Zurich,Switzerland,47.371722,2010-08-04T21:00:00,http://www.bandsintown.com/event/3562748?app_id=epfl,http://www.bandsintown.com/venue/44952,Kaufleuten
SUMMER SOUNDS,http://www.bandsintown.com/SummerSounds,8.536468,3562748,44952,Zurich,Switzerland,47.371722,2010-08-04T21:00:00,http://www.bandsintown.com/event/3562748?app_id=epfl,http://www.bandsintown.com/venue/44952,Kaufleuten
Pony Pony Run Run,http://www.bandsintown.com/PonyPonyRunRun,6.142701,3467242,848523,Geneva,Switzerland,46.208358,2010-08-05T20:00:00,http://www.bandsintown.com/event/3467242?app_id=epfl,http://www.bandsintown.com/venue/848523,Festival Funkytown
Arno,http://www.bandsintown.com/Arno,7.358863,3603407,891105,Sion,Switzerland,46.228096,2010-08-05T20:00:00,http://www.bandsintown.com/event/3603407?app_id=epfl,http://www.bandsintown.com/venue/891105,GUINESS FESTIVAL
"""Warten auf Godot""",http://www.bandsintown.com/%22wartenAufGodot%22,7.459652,3790547,945453,Bern,,46.947508,2010-08-05T20:15:00,http://www.bandsintown.com/event/3790547?app_id=epfl,http://www.bandsintown.com/venue/945453,Grosser Bärengraben
Sherlock Holmes,http://www.bandsintown.com/SherlockHolmes,7.37737,3790548,945763,Roches,Switzerland,47.302299,2010-08-05T21:15:00,http://www.bandsintown.com/event/3790548?app_id=epfl,http://www.bandsintown.com/venue/945763,ZÃ¼richhorn
The Men Who Stare at Goats,http://www.bandsintown.com/TheMenWhoStareAtGoats,7.4392498,3792818,950153,Bern,,46.9499044,2010-08-05T21:25:00,http://www.bandsintown.com/event/3792818?app_id=epfl,http://www.bandsintown.com/venue/950153,Grosse Schanze
Qualifikation Europa League FC Luzern  FC Utrecht in Zürich,http://www.bandsintown.com/QualifikationEuropaLeagueFcLuzern%C2%96FcUtrechtInZ%C3%BCrich,8.30517,3790546,949880,Luzern,,47.0339261,2010-08-05T17:00:00,http://www.bandsintown.com/event/3790546?app_id=epfl,http://www.bandsintown.com/venue/949880,Allmend Luzern
Roger Hodgson,http://www.bandsintown.com/RogerHodgson,8.631591,3612617,896754,Schaffhausen,Switzerland,47.695303,2010-08-05T18:30:00,http://www.bandsintown.com/event/3612617?app_id=epfl,http://www.bandsintown.com/venue/896754,Festivalgelande Herrenacker
Slayer,http://www.bandsintown.com/Slayer,8.527116,3357754,686165,Zurich,Switzerland,47.375485,2010-08-05T19:00:00,http://www.bandsintown.com/event/3357754?app_id=epfl,http://www.bandsintown.com/venue/686165,Volkshaus Zürich
