artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Luluxpo,http://www.bandsintown.com/Luluxpo,2011-10-01T19:00:00,,http://www.bandsintown.com/event/4597029?app_id=epfl,http://www.bandsintown.com/venue/1062446,Geneva,46.1983922,6.1422961,+ Chill Pop,4597029,1062446
Stevans,http://www.bandsintown.com/Stevans,2011-10-01T19:00:00,,http://www.bandsintown.com/event/4612135?app_id=epfl,http://www.bandsintown.com/venue/1195460,Gland,46.4206407,6.271175,Finger's Pub,4612135,1195460
Dabruck & Klein,http://www.bandsintown.com/DabruckAndKlein,2011-10-01T19:00:00,23,http://www.bandsintown.com/event/4631892?app_id=epfl,http://www.bandsintown.com/venue/1202551,Prilly,46.5287759,6.6002231,Patinoire de Malley,4631892,1202551
Joachim Garraud,http://www.bandsintown.com/JoachimGarraud,2011-10-01T19:00:00,23,http://www.bandsintown.com/event/4631892?app_id=epfl,http://www.bandsintown.com/venue/1202551,Prilly,46.5287759,6.6002231,Patinoire de Malley,4631892,1202551
Jean Elan,http://www.bandsintown.com/JeanElan,2011-10-01T19:00:00,23,http://www.bandsintown.com/event/4631892?app_id=epfl,http://www.bandsintown.com/venue/1202551,Prilly,46.5287759,6.6002231,Patinoire de Malley,4631892,1202551
DOCTOR VINCE,http://www.bandsintown.com/DoctorVince,2011-10-01T19:00:00,Switzerland,http://www.bandsintown.com/event/4517783?app_id=epfl,http://www.bandsintown.com/venue/289098,Lausanne,46.522385,6.61819,Le Docks,4517783,289098
Promethee,http://www.bandsintown.com/Promethee,2011-10-01T19:00:00,06,http://www.bandsintown.com/event/4273308?app_id=epfl,http://www.bandsintown.com/venue/1068353,Payerne,46.8166667,6.9333333,Silver,4273308,1068353
DIRTYMADSOUND,http://www.bandsintown.com/DIRTYMADSOUND,2011-10-01T19:00:00,07,http://www.bandsintown.com/event/8566183?app_id=epfl,http://www.bandsintown.com/venue/2406744,Geneva,46.2,6.1666667,aGytation Festival,8566183,2406744
Bloody Sailor,http://www.bandsintown.com/BloodySailor,2011-10-01T19:00:00,07,http://www.bandsintown.com/event/4588461?app_id=epfl,http://www.bandsintown.com/venue/1187225,Nyon,46.3833333,6.25,Nyoncore /Usine à Gaz,4588461,1187225
Crookers,http://www.bandsintown.com/Crookers,2011-10-01T19:00:00,GE,http://www.bandsintown.com/event/4625865?app_id=epfl,http://www.bandsintown.com/venue/1200317,Carouge,46.1877518,6.1282802,Bypass Club,4625865,1200317
Kruger,http://www.bandsintown.com/Kruger,2011-10-01T19:00:00,07,http://www.bandsintown.com/event/4628459?app_id=epfl,http://www.bandsintown.com/venue/1079730,Versoix,46.2833333,6.1666667,Caves de Versoix,4628459,1079730
L-Raphaele Lanndere,http://www.bandsintown.com/L-raphaeleLanndere,2011-10-01T20:00:00,07,http://www.bandsintown.com/event/4395037?app_id=epfl,http://www.bandsintown.com/venue/821856,Carouge,46.183255,6.14106,LE CHAT NOIR,4395037,821856
Anael Miller,http://www.bandsintown.com/AnaelMiller,2011-10-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4386335?app_id=epfl,http://www.bandsintown.com/venue/1110745,Lutry,46.5034,6.68231,L'Esprit Frappeur,4386335,1110745
Stupeflip,http://www.bandsintown.com/Stupeflip,2011-10-01T20:00:00,Etr,http://www.bandsintown.com/event/4577640?app_id=epfl,http://www.bandsintown.com/venue/1183013,Lausanne,46.522243,6.618463,Les Docks,4577640,1183013
Cock Robin Official,http://www.bandsintown.com/CockRobinOfficial,2011-10-01T20:00:00,07,http://www.bandsintown.com/event/4412544?app_id=epfl,http://www.bandsintown.com/venue/1120871,Geneva,46.2,6.1666667,THEATRE,4412544,1120871
General Bye Bye,http://www.bandsintown.com/GeneralByeBye,2011-10-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4435664?app_id=epfl,http://www.bandsintown.com/venue/1129596,Lausanne,46.522802,6.619129,Base Bar,4435664,1129596
UPSTILL,http://www.bandsintown.com/UPSTILL,2011-10-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4435664?app_id=epfl,http://www.bandsintown.com/venue/1129596,Lausanne,46.522802,6.619129,Base Bar,4435664,1129596
Chris Willis,http://www.bandsintown.com/ChrisWillis,2011-10-01T21:00:00,VD,http://www.bandsintown.com/event/4476435?app_id=epfl,http://www.bandsintown.com/venue/963162,Lausanne,46.5210495,6.6315699,D! CLUB,4476435,963162
Black Sun Empire,http://www.bandsintown.com/BlackSunEmpire,2011-10-01T22:00:00,Switzerland,http://www.bandsintown.com/event/4567265?app_id=epfl,http://www.bandsintown.com/venue/1057211,Geneva,46.203933,6.136371,L'Usine,4567265,1057211
Klaas,http://www.bandsintown.com/Klaas,2011-10-01T23:00:00,23,http://www.bandsintown.com/event/4502889?app_id=epfl,http://www.bandsintown.com/venue/1155298,Lausanne,46.5333333,6.6666667,Helvetic Invasion @ Stade Malley,4502889,1155298
Abel Ramos,http://www.bandsintown.com/AbelRamos,2011-10-01T23:00:00,VD,http://www.bandsintown.com/event/4503772?app_id=epfl,http://www.bandsintown.com/venue/1155506,Lausanne,46.5195503,6.6338348,Mica,4503772,1155506
Illeist Collective,http://www.bandsintown.com/IlleistCollective,2011-10-01T20:00:00,12,http://www.bandsintown.com/event/4231373?app_id=epfl,http://www.bandsintown.com/venue/1032147,Saint-Imier,47.15,7.0,Espace Noir,4231373,1032147
Bergitta Victor,http://www.bandsintown.com/BergittaVictor,2011-10-01T20:00:00,BE,http://www.bandsintown.com/event/4548051?app_id=epfl,http://www.bandsintown.com/venue/759109,Berne,46.9425087,7.4335098,Musigbistrot,4548051,759109
Konzerthalle Schaltzentrale,http://www.bandsintown.com/KonzerthalleSchaltzentrale,2011-10-01T22:00:00,01,http://www.bandsintown.com/event/4636710?app_id=epfl,http://www.bandsintown.com/venue/1204494,Balsthal,47.3166667,7.6833333,SOUNDS by TOM GROOVE,4636710,1204494
Wla Garcia,http://www.bandsintown.com/WlaGarcia,2011-10-01T22:00:00,22,http://www.bandsintown.com/event/4548914?app_id=epfl,http://www.bandsintown.com/venue/1108306,Sion,46.2333333,7.35,Yakabar,4548914,1108306
Jubiläumsfahrt,http://www.bandsintown.com/Jubil%C3%A4umsfahrt,2011-10-01T09:10:00,,http://www.bandsintown.com/event/4645161?app_id=epfl,http://www.bandsintown.com/venue/1190733,ZüRich,47.377993,8.540443,Bahnhof Zürich HB,4645161,1190733
"dem ""Roten Pfeil"" ins Tropenhaus Frutigen",http://www.bandsintown.com/Dem%22rotenPfeil%22InsTropenhausFrutigen,2011-10-01T09:10:00,,http://www.bandsintown.com/event/4645161?app_id=epfl,http://www.bandsintown.com/venue/1190733,ZüRich,47.377993,8.540443,Bahnhof Zürich HB,4645161,1190733
SALT & FIRE,http://www.bandsintown.com/SaltAndFire,2011-10-01T12:00:00,04,http://www.bandsintown.com/event/4500317?app_id=epfl,http://www.bandsintown.com/venue/1154327,Basel,47.5666667,7.6,SONIC 17,4500317,1154327
DJ LAUREN M,http://www.bandsintown.com/DjLaurenM,2011-10-01T12:00:00,Switzerland,http://www.bandsintown.com/event/4577907?app_id=epfl,http://www.bandsintown.com/venue/1183185,Enge,47.3605,8.53127,Kanti Enge,4577907,1183185
SPORTEXPRESS HCD Fancar nach Davos,http://www.bandsintown.com/SportexpressHcdFancarNachDavos,2011-10-01T16:00:00,,http://www.bandsintown.com/event/4645162?app_id=epfl,http://www.bandsintown.com/venue/981644,Luzern,47.053692,8.308582,Luzern Schwanenplatz,4645162,981644
Vaillant Arena,http://www.bandsintown.com/VaillantArena,2011-10-01T16:00:00,,http://www.bandsintown.com/event/4645162?app_id=epfl,http://www.bandsintown.com/venue/981644,Luzern,47.053692,8.308582,Luzern Schwanenplatz,4645162,981644
Shotgun Party,http://www.bandsintown.com/ShotgunParty,2011-10-01T16:30:00,05,http://www.bandsintown.com/event/4572015?app_id=epfl,http://www.bandsintown.com/venue/1181437,Grindelwald,46.6166667,8.05,Country Festival,4572015,1181437
Loo & Placido,http://www.bandsintown.com/LooAndPlacido,2011-10-01T19:00:00,Switzerland,http://www.bandsintown.com/event/4375050?app_id=epfl,http://www.bandsintown.com/venue/293613,Aarburg,47.32019,7.899079,Moonwalker,4375050,293613
Favez,http://www.bandsintown.com/Favez,2011-10-01T19:00:00,17,http://www.bandsintown.com/event/4547102?app_id=epfl,http://www.bandsintown.com/venue/1171778,Einsiedeln,47.1281161,8.744269,Fismo,4547102,1171778
Shakra,http://www.bandsintown.com/Shakra,2011-10-01T19:00:00,,http://www.bandsintown.com/event/4643886?app_id=epfl,http://www.bandsintown.com/venue/1207023,Lommis Tg,47.5175,8.9933,Rocknight,4643886,1207023
Destinity,http://www.bandsintown.com/Destinity,2011-10-01T19:00:00,,http://www.bandsintown.com/event/4269130?app_id=epfl,http://www.bandsintown.com/venue/1066553,Zurich (Dynamo),47.4141568,8.5415484,DARKANE + DESTINITY + DEVASTATING ENEMY,4269130,1066553
Bahamas,http://www.bandsintown.com/Bahamas,2011-10-01T19:00:00,Switzerland,http://www.bandsintown.com/event/4585572?app_id=epfl,http://www.bandsintown.com/venue/48122,Zurich,47.362215,8.522239,Abart,4585572,48122
City and Colour,http://www.bandsintown.com/CityAndColour,2011-10-01T19:00:00,,http://www.bandsintown.com/event/4447083?app_id=epfl,http://www.bandsintown.com/venue/727136,Zurich,47.354599,8.5044,Abart Club,4447083,727136
Dave202 Official Fan Page,http://www.bandsintown.com/Dave202OfficialFanPage,2011-10-01T19:00:00,04,http://www.bandsintown.com/event/4550305?app_id=epfl,http://www.bandsintown.com/venue/1173031,Basel,47.5666667,7.6,St. Jakobhalle,4550305,1173031
VNV Nation,http://www.bandsintown.com/VnvNation,2011-10-01T19:00:00,25,http://www.bandsintown.com/event/4418773?app_id=epfl,http://www.bandsintown.com/venue/1123248,Zurich,47.3666667,8.55,Schwarzer Ball (X-Tra),4418773,1123248
Shakin' Stevens,http://www.bandsintown.com/Shakin%27Stevens,2011-10-01T19:30:00,Switzerland,http://www.bandsintown.com/event/4428697?app_id=epfl,http://www.bandsintown.com/venue/343680,Zurich,47.354599,8.5044,Schützenhaus  Albisgütli,4428697,343680
Lifelover,http://www.bandsintown.com/Lifelover,2011-10-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4587801?app_id=epfl,http://www.bandsintown.com/venue/45985,Winterthur,47.494678,8.70794,Gaswerk,4587801,45985
