artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Dead to Me,http://www.bandsintown.com/DeadToMe,2012-02-01T19:00:00,GE,http://www.bandsintown.com/event/4751662?app_id=epfl,http://www.bandsintown.com/venue/1246626,Geneva,46.2117996,6.1417699,Ecurie,4751662,1246626
Pool,http://www.bandsintown.com/Pool,2012-02-01T20:00:00,VD,http://www.bandsintown.com/event/5957964?app_id=epfl,http://www.bandsintown.com/venue/749736,Nyon,46.3816599,6.23897,La Parenthèse,5957964,749736
the miserable rich,http://www.bandsintown.com/TheMiserableRich,2012-02-01T20:00:00,Etr,http://www.bandsintown.com/event/4783450?app_id=epfl,http://www.bandsintown.com/venue/275156,Fribourg,46.79489,7.151038,Fri-Son,4783450,275156
Alcoholic Faith Mission,http://www.bandsintown.com/AlcoholicFaithMission,2012-02-01T20:00:00,Etr,http://www.bandsintown.com/event/4783450?app_id=epfl,http://www.bandsintown.com/venue/275156,Fribourg,46.79489,7.151038,Fri-Son,4783450,275156
The Dubliners,http://www.bandsintown.com/TheDubliners,2012-02-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4883455?app_id=epfl,http://www.bandsintown.com/venue/911016,Berne,46.94607,7.437147,Theater National Bern,4883455,911016
Rumpelstilzli,http://www.bandsintown.com/Rumpelstilzli,2012-02-01T14:00:00,,http://www.bandsintown.com/event/4924298?app_id=epfl,http://www.bandsintown.com/venue/1025513,Volketswil,47.389984,8.6865246,Wallberg-Saal,4924298,1025513
Albisriederplatz,http://www.bandsintown.com/Albisriederplatz,2012-02-01T20:00:00,25,http://www.bandsintown.com/event/4924299?app_id=epfl,http://www.bandsintown.com/venue/903135,Zurich,47.378021,8.508807,Maiers Theater,4924299,903135
UB40,http://www.bandsintown.com/UB40,2012-02-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4746481?app_id=epfl,http://www.bandsintown.com/venue/686165,Zurich,47.375485,8.527116,Volkshaus Zürich,4746481,686165
Ana Moura,http://www.bandsintown.com/AnaMoura,2012-02-01T22:00:00,25,http://www.bandsintown.com/event/5468017?app_id=epfl,http://www.bandsintown.com/venue/1477430,Zurich,47.3666667,8.55,Kaufleuten Zürich,5468017,1477430
Malicious Joy,http://www.bandsintown.com/MaliciousJoy,2012-02-01T23:00:00,04,http://www.bandsintown.com/event/6043067?app_id=epfl,http://www.bandsintown.com/venue/169941,Basel,47.5638072,7.5911254,Kaserne,6043067,169941
Soprano,http://www.bandsintown.com/Soprano,2012-02-02T22:00:00,VD,http://www.bandsintown.com/event/4931718?app_id=epfl,http://www.bandsintown.com/venue/963162,Lausanne,46.5210495,6.6315699,D! CLUB,4931718,963162
DJ Solaris,http://www.bandsintown.com/DjSolaris,2012-02-02T19:00:00,,http://www.bandsintown.com/event/5991365?app_id=epfl,http://www.bandsintown.com/venue/1632582,Balstal,47.315868,7.69582,Fractal Syndrome 3,5991365,1632582
Jörg Schneider,http://www.bandsintown.com/J%C3%B6rgSchneider,2012-02-02T20:00:00,,http://www.bandsintown.com/event/4931707?app_id=epfl,http://www.bandsintown.com/venue/1305092,Biberist,47.1811227,7.5658319,Culturarena,4931707,1305092
"Ensemble ""Scho wieder Sunntig""",http://www.bandsintown.com/Ensemble%22schoWiederSunntig%22,2012-02-02T20:00:00,,http://www.bandsintown.com/event/4931707?app_id=epfl,http://www.bandsintown.com/venue/1305092,Biberist,47.1811227,7.5658319,Culturarena,4931707,1305092
