artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Film primé,http://www.bandsintown.com/FilmPrim%C3%A9,2012-04-01T13:30:00,,http://www.bandsintown.com/event/5144809?app_id=epfl,http://www.bandsintown.com/venue/840873,Fribourg,46.8014067,7.1515174,Rex 1,5144809,840873
Noga,http://www.bandsintown.com/Noga,2012-04-01T19:00:00,,http://www.bandsintown.com/event/5013725?app_id=epfl,http://www.bandsintown.com/venue/1222158,Les Eaux-Vives,46.2051201,6.1613402,Catalyse,5013725,1222158
The Al Mckay Allstars,http://www.bandsintown.com/TheAlMckayAllstars,2012-04-01T21:00:00,FR,http://www.bandsintown.com/event/5144818?app_id=epfl,http://www.bandsintown.com/venue/842994,Murten,46.9296112,7.1202698,Hotel Murten,5144818,842994
"Earth, Wind & Fire",http://www.bandsintown.com/Earth%2CWindAndFire,2012-04-01T21:00:00,FR,http://www.bandsintown.com/event/5144818?app_id=epfl,http://www.bandsintown.com/venue/842994,Murten,46.9296112,7.1202698,Hotel Murten,5144818,842994
Mummenschanz,http://www.bandsintown.com/Mummenschanz,2012-04-01T17:00:00,,http://www.bandsintown.com/event/5144812?app_id=epfl,http://www.bandsintown.com/venue/1067990,Thun,46.7432408,7.629527,Schadausaal,5144812,1067990
Das Zelt,http://www.bandsintown.com/DasZelt,2012-04-01T19:00:00,Switzerland,http://www.bandsintown.com/event/5144814?app_id=epfl,http://www.bandsintown.com/venue/1366512,Roches,47.302299,7.37737,DAS ZELT,5144814,1366512
Colin Stranahan,http://www.bandsintown.com/ColinStranahan,2012-04-01T20:00:00,05,http://www.bandsintown.com/event/4831002?app_id=epfl,http://www.bandsintown.com/venue/1060772,Muri,46.9166667,7.4833333,MUSIG IM OCHSEN,4831002,1060772
The Coup,http://www.bandsintown.com/TheCoup,2012-04-01T20:00:00,05,http://www.bandsintown.com/event/5119174?app_id=epfl,http://www.bandsintown.com/venue/1020389,Buchholterberg,46.81055,7.7093,Dachstock,5119174,1020389
CeU,http://www.bandsintown.com/CeU,2012-04-01T20:30:00,,http://www.bandsintown.com/event/5144817?app_id=epfl,http://www.bandsintown.com/venue/337236,Bern,46.9503361,7.4429804,Turnhalle im PROGR,5144817,337236
Klavierrezital Ivan Klansy,http://www.bandsintown.com/KlavierrezitalIvanKlansy,2012-04-01T11:00:00,11,http://www.bandsintown.com/event/5116683?app_id=epfl,http://www.bandsintown.com/venue/1363784,Luzern,47.0833333,8.2666667,Hotel Schweizerhof,5116683,1363784
Kindersonntag für Kinder ab 5 J.,http://www.bandsintown.com/KindersonntagF%C3%BCrKinderAb5J.,2012-04-01T14:00:00,,http://www.bandsintown.com/event/5144810?app_id=epfl,http://www.bandsintown.com/venue/1289829,Zürich,47.343403,8.535742,Fabriktheater Rote Fabrik,5144810,1289829
Lilibiggs Kinderkonzerte Frühlingsfestival,http://www.bandsintown.com/LilibiggsKinderkonzerteFr%C3%BChlingsfestival,2012-04-01T14:30:00,25,http://www.bandsintown.com/event/5117026?app_id=epfl,http://www.bandsintown.com/venue/1363836,Zurich,47.415237,8.562433,Alte Betonfabrik Hunziker-Areal,5117026,1363836
Live Multivision Fotoreportage,http://www.bandsintown.com/LiveMultivisionFotoreportage,2012-04-01T16:00:00,,http://www.bandsintown.com/event/5144811?app_id=epfl,http://www.bandsintown.com/venue/1372925,Sursee,47.177371,8.106714,Aula Kantonsschule,5144811,1372925
Konzert Zum Palmsonntag,http://www.bandsintown.com/KonzertZumPalmsonntag,2012-04-01T17:00:00,Lucerne,http://www.bandsintown.com/event/5116862?app_id=epfl,http://www.bandsintown.com/venue/1363806,Pfaffnau,47.232935,7.838895,Klosterkriche St. Urban LU,5116862,1363806
Internationaler Gitarrensalon La Guitar,http://www.bandsintown.com/InternationalerGitarrensalonLaGuitar,2012-04-01T18:00:00,,http://www.bandsintown.com/event/5144813?app_id=epfl,http://www.bandsintown.com/venue/1073114,Kreuzlingen,47.6474256,9.1775899,Kulturzentrum Dreispitz,5144813,1073114
Terji Skibenæs,http://www.bandsintown.com/TerjiSkiben%C3%A6s,2012-04-01T19:00:00,01,http://www.bandsintown.com/event/5021461?app_id=epfl,http://www.bandsintown.com/venue/43060,Pratteln,47.5166667,7.6833333,Z7,5021461,43060
