artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
PJ Bond,http://www.bandsintown.com/PjBond,2011-12-01T19:00:00,Geneva,http://www.bandsintown.com/event/4727106?app_id=epfl,http://www.bandsintown.com/venue/961621,Geneva,46.201351,6.13655,Le Cabinet,4727106,961621
Selenium,http://www.bandsintown.com/Selenium,2011-12-01T19:00:00,06,http://www.bandsintown.com/event/4660814?app_id=epfl,http://www.bandsintown.com/venue/1213240,Fribourg,46.8,7.15,Media Markt,4660814,1213240
The Wombats,http://www.bandsintown.com/TheWombats,2011-12-01T19:00:00,VD,http://www.bandsintown.com/event/4397490?app_id=epfl,http://www.bandsintown.com/venue/963162,Lausanne,46.5210495,6.6315699,D! CLUB,4397490,963162
Selenium,http://www.bandsintown.com/Selenium,2011-12-01T19:00:00,06,http://www.bandsintown.com/event/4765909?app_id=epfl,http://www.bandsintown.com/venue/1251694,Fribourg,46.8,7.15,Radio Fribourg,4765909,1251694
Noga,http://www.bandsintown.com/Noga,2011-12-01T19:30:00,,http://www.bandsintown.com/event/4699037?app_id=epfl,http://www.bandsintown.com/venue/1222158,Les Eaux-Vives,46.2051201,6.1613402,Catalyse,4699037,1222158
Voices of Gospel,http://www.bandsintown.com/VoicesOfGospel,2011-12-01T20:00:00,Etr,http://www.bandsintown.com/event/4700558?app_id=epfl,http://www.bandsintown.com/venue/11820,Lausanne,46.522243,6.629119,SALLE METROPOLE,4700558,11820
CHAPEL HILL,http://www.bandsintown.com/ChapelHill,2011-12-01T20:00:00,VD,http://www.bandsintown.com/event/4580078?app_id=epfl,http://www.bandsintown.com/venue/1183846,Nyon,46.3816599,6.23897,La Parenthèse,4580078,1183846
Erik Truffaz,http://www.bandsintown.com/ErikTruffaz,2011-12-01T21:00:00,Etr,http://www.bandsintown.com/event/4686152?app_id=epfl,http://www.bandsintown.com/venue/1038518,Fribourg,46.8025,7.151281,NOUVEAU MONDE,4686152,1038518
the miserable rich,http://www.bandsintown.com/TheMiserableRich,2011-12-01T20:00:00,05,http://www.bandsintown.com/event/4696935?app_id=epfl,http://www.bandsintown.com/venue/1227103,Bern,46.9166667,7.4666667,Radio RaBe Studio (Radio Concert),4696935,1227103
Daniel Meister.,http://www.bandsintown.com/DanielMeister.,2011-12-01T20:00:00,18,http://www.bandsintown.com/event/7103622?app_id=epfl,http://www.bandsintown.com/venue/1065382,Solothurn,47.2333333,7.5166667,Kofmehl,7103622,1065382
