,Artist,City,Date,Genre,Venue,origin
20008,Young Entertainment Big Band, Thun,2014-05-24,Pop,Brügglibar,
20009,Dum Dum Girls, Zürich,2014-05-24,Pop,Kinski,United States
20010,Winsch-Weber-Wolfahrt, Zürich,2014-05-24,"Jazz, Blues, Soul",Rote Fabrik,
20011,Courvoisier-Feldman, Zürich,2014-05-24,"Jazz, Blues, Soul",Rote Fabrik,
20012,Selvhenter, Zürich,2014-05-24,"Jazz, Blues, Soul",Rote Fabrik,Denmark
20013,Michel Wintsch, Zürich,2014-05-24,"Jazz, Blues, Soul",Rote Fabrik,
20014,Christian Weber, Zürich,2014-05-24,"Jazz, Blues, Soul",Rote Fabrik,
20015,Christian Wolfarth, Zürich,2014-05-24,"Jazz, Blues, Soul",Rote Fabrik,
20016,Terri Lyne Carrington / Ellis Marsalis Quartet, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20017,Terri Lyne Carrington, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20018,Antonio Hart, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20019,Ellis Marsalis, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20020,Johnaye Kendrick, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20021,Bob Wilber, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20022,Derek Douget, Bern,2014-05-24,"Jazz, Blues, Soul",Zentrum Paul Klee,
20023,Old Rivertown Jazzband, Regensdorf,2014-05-24,"Jazz, Blues, Soul",Mövenpick Hotel Zürich-Regensdorf,
20024,Telektrik, Luzern,2014-05-24,"Jazz, Blues, Soul",Jazzkantine,
20025,Chris Guilfoyle's Equaliser, Luzern,2014-05-24,"Jazz, Blues, Soul",Jazzkantine,
20026,The Yale Spizzwinks, Zürich,2014-05-24,Pop,Rosenhof,
20027,Leitung: Nick Agar-Johnson, Zürich,2014-05-24,Pop,Rosenhof,
20028,Robin Mann, Liestal,2014-05-24,"Jazz, Blues, Soul",Kulturhotel Guggenheim,
20029,Mini-Minies, Zürich,2014-05-24,Pop,Verein Langstrassenkultur,
20030,One Sentence Supervisor, Zürich,2014-05-24,Pop,Verein Langstrassenkultur,
20031,Widdershins, Zürich,2014-05-24,Pop,Verein Langstrassenkultur,
20032,Laserwolf, Zürich,2014-05-24,Pop,Verein Langstrassenkultur,
20033,DJs Aystep, Basel,2014-05-24,"Hip Hop, R'n'B",Plaza Club,
20034,K-Risma, Basel,2014-05-24,"Hip Hop, R'n'B",Plaza Club,
20035,Q-Drop, Basel,2014-05-24,"Hip Hop, R'n'B",Plaza Club,
20036,DJs Aystep, Zürich,2014-05-24,"Hip Hop, R'n'B",Plaza Zürich,
20037,K-Risma, Zürich,2014-05-24,"Hip Hop, R'n'B",Plaza Zürich,
20038,Q-Drop, Zürich,2014-05-24,"Hip Hop, R'n'B",Plaza Zürich,
20039,DJ De La Ren, Aarau,2014-05-24,"Hip Hop, R'n'B",KiFF,
20040,South Central,,2014-05-24,Electronic,Étage St. Gervais,United Kingdom
20041,Beevolution, Zürich,2014-05-24,Pop,Mehrspur,
20042,DJ Citizen D, Lausanne,2014-05-24,Pop,Bleu Lezard,
20043,Davv, Luzern,2014-05-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,
20044,Yakari, Luzern,2014-05-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,
20045,Dans la tente, Luzern,2014-05-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,
20046,Disco Doom & Little Bastard, Langenthal,2014-05-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Chrämerhuus,
20047,Sleaford Mods, Schaffhausen,2014-05-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Tap Tab Musikraum,United Kingdom
20048,Bit-Tuner & Göldin, Schaffhausen,2014-05-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Tap Tab Musikraum,
20049,Ab 23 Jahren, Basel,2014-05-24,"Ragga, Reggae, African Music, Dancehall",Bar Rouge,
20050,DJs Noli 'C, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20051,Andy Ryan, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20052,Dreni, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20053,Move, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20054,Volkan, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20055,Ritch, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20056,Furrero, Kriens,2014-05-24,"Hip Hop, R'n'B",Unique Dance Club,
20057,DJs Gee Effect, Zürich,2014-05-24,"Hip Hop, R'n'B",Vior Club,
20058,C.Rock Hoodstar, Zürich,2014-05-24,"Hip Hop, R'n'B",Vior Club,
20059,Francis Mallò, Zürich,2014-05-24,"Hip Hop, R'n'B",Vior Club,
20060,Deyan, Zürich,2014-05-24,"Hip Hop, R'n'B",Vior Club,
20061,DJs Moneypulation, Bern,2014-05-24,"Hip Hop, R'n'B",All in - Musicbar,
20062,Bonabu, Bern,2014-05-24,"Hip Hop, R'n'B",All in - Musicbar,
20063,DJs Gué Pequeno,,2014-05-24,"Hip Hop, R'n'B",Duo Club,
20064,Jay-K,,2014-05-24,"Hip Hop, R'n'B",Duo Club,
20065,Ker,,2014-05-24,"Hip Hop, R'n'B",Duo Club,
20066,DJs Paulito, Bern,2014-05-24,"Hip Hop, R'n'B",Belmondo Club,
20067,Ronfa, Bern,2014-05-24,"Hip Hop, R'n'B",Belmondo Club,
20068,Hell's Kitchen,,2014-05-24,"Jazz, Blues, Soul",Chat Noir,
20069,Printemps carougeois,,2014-05-24,"Jazz, Blues, Soul",Chat Noir,
20070,Joel Gilardini, Zürich,2014-05-24,Pop,Klubi,
20071,Préhisto'zic, Zürich,2014-05-24,Pop,Klubi,
20072,John Connell, Zürich,2014-05-24,Pop,Klubi,United States
20073,DJ D Ruffnik, Zürich,2014-05-24,Pop,Klubi,
20074,Cesar Correa Quartett, Zürich,2014-05-23,"Jazz, Blues, Soul",Mambo Café,
20075,Cesar Correa, Zürich,2014-05-23,"Jazz, Blues, Soul",Mambo Café,
20076,Dimitris Christopoulos, Zürich,2014-05-23,"Jazz, Blues, Soul",Mambo Café,
20077,Edwin Sanz, Zürich,2014-05-23,"Jazz, Blues, Soul",Mambo Café,
20078,David Stauffacher, Zürich,2014-05-23,"Jazz, Blues, Soul",Mambo Café,
20079,DJs Glowing Scars, Zürich,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Hey City of Music,
20080,Raving Mads, Zürich,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Hey City of Music,
20081,Lärm, Zürich,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Hey City of Music,
20082,Brion James Band, Worblaufen,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Downi,United States
20083,DJ András,,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Dukes,
20084,Frantz' Joyce, Zürich,2014-05-23,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
20085,Peter K Frey, Zürich,2014-05-23,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
20086,Jürg Gasser, Zürich,2014-05-23,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
20087,Alex Huber, Zürich,2014-05-23,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
20088,Jonas Labhart, Zürich,2014-05-23,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
20089,Christian Weber, Zürich,2014-05-23,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
20090,Martina Linn,,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Alte Fabrik,
20091,Harry Marte & Big Pit, Luzern,2014-05-23,"Jazz, Blues, Soul",Madeleine,
20092,DJ Planet Booga, Luzern,2014-05-23,"Jazz, Blues, Soul",Madeleine,
20093,Major League, Sursee,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
20094,Turnover, Sursee,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,United States
20095,Nai Harvest, Sursee,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
20096,Allys Fate, Sursee,2014-05-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturwerk 118,
20097,Lea Lu, Liestal,2014-05-23,Pop,Kulturhotel Guggenheim,
20098,Bobby Mc Ferrin, Luzern,2014-05-23,"Jazz, Blues, Soul",KKL,United States
20099,Ellis Marsalis Quartet, Bern,2014-05-23,"Jazz, Blues, Soul",Marians Jazzroom,
20100,Iokoi, Zürich,2014-05-23,Pop,Verein Langstrassenkultur,
20101,Zavoloko, Zürich,2014-05-23,Pop,Verein Langstrassenkultur,
20102,Kotra, Zürich,2014-05-23,Pop,Verein Langstrassenkultur,
20103,Feldermelder, Zürich,2014-05-23,Pop,Verein Langstrassenkultur,
20104,Wood Vibes & Friends, Zürich,2014-05-23,Pop,Verein Langstrassenkultur,
20105,La Minor, Winterthur,2014-05-22,Pop,Albani Music Club,Russian Federation
20106,DJs Dandy,,2014-05-22,"Hip Hop, R'n'B",Fri-Son,
20107,Funk Bastard,,2014-05-22,"Hip Hop, R'n'B",Fri-Son,
20108,Shady,,2014-05-22,"Hip Hop, R'n'B",Fri-Son,
20109,Gwen, Zürich,2014-05-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Mehrspur,
20110,The Generations Rock & Popchor, Zürich,2014-05-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Helmhaus,
20111,Leitung: Rico Gagliardi, Zürich,2014-05-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Helmhaus,
20112,Luiz Simas feat. Rodrigo Botter Maio, Winterthur,2014-05-22,"Jazz, Blues, Soul",Esse Musicbar,
20113,Diggin the Blues, Kloten,2014-05-22,"Jazz, Blues, Soul",Bücheler-Hus,
20114,Toner Low, Luzern,2014-05-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,Netherlands
20115,Shever, Luzern,2014-05-22,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel,
20116,Milena und Philipp, Basel,2014-05-22,Pop,Restaurant zum Goldenen Fass,
20117,Rosa, Zürich,2014-05-21,Pop,Rotachstrasse 31,
20118,Leitung: Jutta Freiwald, Zürich,2014-05-21,Pop,Rotachstrasse 31,
20119,Mats Up, Winterthur,2014-05-21,"Jazz, Blues, Soul",Theater am Gleis,
20120,Matthias Spillmann, Winterthur,2014-05-21,"Jazz, Blues, Soul",Theater am Gleis,
20121,Reto Suhner, Winterthur,2014-05-21,"Jazz, Blues, Soul",Theater am Gleis,
20122,Marc Méan, Winterthur,2014-05-21,"Jazz, Blues, Soul",Theater am Gleis,
20123,Raffaele Bossard, Winterthur,2014-05-21,"Jazz, Blues, Soul",Theater am Gleis,
20124,Dominic Egli, Winterthur,2014-05-21,"Jazz, Blues, Soul",Theater am Gleis,
20125,Stiller Has, Luzern,2014-05-20,"Rock, Indie, Punk, Heavy Metal, Gothic",Kleintheater Luzern,
20126,Boogie Bertel, Bern,2014-05-20,"Jazz, Blues, Soul",Bistro Prima Luna,
20127,Phoni Xang, Zürich,2014-05-20,"Jazz, Blues, Soul",Im Rank,
20128,Leitung: Nathalie Musardo Sigrist, Zürich,2014-05-20,"Jazz, Blues, Soul",Im Rank,
20129,White Lung, Zürich,2014-05-19,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,Canada
20130,Nota Bene, Zürich,2014-05-19,Pop,Neumarkt 5,
20131,Leitung: Hans Ahlmann, Zürich,2014-05-19,Pop,Neumarkt 5,
20132,Black Earth Band, Zürich,2014-05-19,Pop,Mambo Café,
20133,Swiss Jazz Orchestra, Bern,2014-05-19,"Jazz, Blues, Soul",Bierhübeli,Switzerland
20134,TV Smith, Zürich,2014-05-19,Pop,Hafenkneipe,United Kingdom
20135,ASEP Stone & Friends, Zürich,2014-05-19,Pop,Platzhirsch Bar & Hotel,
20136,A Cappella Chor Strassweiber, Köniz,2014-05-18,Pop,Kulturhof Schloss Köniz,
20137,Jubiläumskonzert, Köniz,2014-05-18,Pop,Kulturhof Schloss Köniz,
20138,Madeleine Peyroux, Zürich,2014-05-18,"Jazz, Blues, Soul",Moods,
20139,Madeleine Peyroux, Zürich,2014-05-18,"Jazz, Blues, Soul",Moods,
20140,Jon Herington, Zürich,2014-05-18,"Jazz, Blues, Soul",Moods,
20141,Barak Mori, Zürich,2014-05-18,"Jazz, Blues, Soul",Moods,
20142,Zürcher Kantonalbank Special, Zürich,2014-05-18,"Jazz, Blues, Soul",Moods,
20143,Twobones, Luzern,2014-05-18,"Jazz, Blues, Soul",Grand Casino Luzern,
20144,Paul Haag, Luzern,2014-05-18,"Jazz, Blues, Soul",Grand Casino Luzern,
20145,Danilo Moccia, Luzern,2014-05-18,"Jazz, Blues, Soul",Grand Casino Luzern,
20146,Dado Moroni, Luzern,2014-05-18,"Jazz, Blues, Soul",Grand Casino Luzern,
20147,Isla Eckinger, Luzern,2014-05-18,"Jazz, Blues, Soul",Grand Casino Luzern,
20148,Peter Schmidlin, Luzern,2014-05-18,"Jazz, Blues, Soul",Grand Casino Luzern,
20149,Michael Zisman, Bern,2014-05-18,"Jazz, Blues, Soul",Kultur-Casino,
20150,Chick Corea, Bern,2014-05-18,"Jazz, Blues, Soul",Kultur-Casino,
20151,Migros Kulturprozent Jazz, Bern,2014-05-18,"Jazz, Blues, Soul",Kultur-Casino,
20152,Joo Joo Eye Ball,,2014-05-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Burnoutbar,
20153,Bob Moses, Zürich,2014-05-18,Electronic,Zukunft,Canada
20154,Pandour, Zürich,2014-05-18,Electronic,Zukunft,
20155,DJs Dejan, Zürich,2014-05-18,Electronic,Zukunft,
20156,Alex Dallas, Zürich,2014-05-18,Electronic,Zukunft,
20157,Soda Club & Inderrock, Zürich,2014-05-18,Electronic,Zukunft,
20158,Trojka Trash, Schaffhausen,2014-05-18,"Jazz, Blues, Soul",Tap Tab Musikraum,
20159,High Heels Breaker, Schaffhausen,2014-05-18,"Jazz, Blues, Soul",Tap Tab Musikraum,
20160,DJs Disco Ste, Schaffhausen,2014-05-18,"Jazz, Blues, Soul",Tap Tab Musikraum,
20161,Der alte B. und das Mehr, Schaffhausen,2014-05-18,"Jazz, Blues, Soul",Tap Tab Musikraum,
20162,Tanzabend mit Anstand & Jazz, Schaffhausen,2014-05-18,"Jazz, Blues, Soul",Tap Tab Musikraum,
20163,DJs Aircraft, Winterthur,2014-05-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld,
20164,Spank, Winterthur,2014-05-18,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld,
20165,DJs Freaza, Zürich,2014-05-18,"Hip Hop, R'n'B",Härterei Club,
20166,Teyst, Zürich,2014-05-18,"Hip Hop, R'n'B",Härterei Club,
20167,Ron'Del, Zürich,2014-05-18,"Hip Hop, R'n'B",Härterei Club,
20168,DJ Applefresh, Hinwil,2014-05-18,"Ragga, Reggae, African Music, Dancehall",The Pirates,
20169,Hank Shizzoe, Thun,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Mokka,
20170,DJ Marc a Dvice, Luzern,2014-05-17,"Hip Hop, R'n'B",Pravda,
20171,Lombego Surfers, Laufen,2014-05-17,Pop,Biomill,
20172,Wolf Wolf, Laufen,2014-05-17,Pop,Biomill,
20173,King Legba & The Loas, Laufen,2014-05-17,Pop,Biomill,
20174,Zimt & Zucker, Kloten,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Floor,
20175,Gustav, Wetzikon,2014-05-17,Pop,Scala,
20176,Wildsnake, Luzern,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
20177,DJ Goofy, Luzern,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers,
20178,Live: Kibir la Amlak, Aarau,2014-05-17,"Hip Hop, R'n'B",KiFF,United Kingdom
20179,Tallawah Soundsystem, Aarau,2014-05-17,"Hip Hop, R'n'B",KiFF,
20180,Philipp Gerber Project, Mühlethurnen,2014-05-17,"Jazz, Blues, Soul",Alti Moschti,
20181,Manifique, Solothurn,2014-05-17,"Jazz, Blues, Soul",KreuzKultur,
20182,Triple Ace, Basel,2014-05-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20183,Oliver Kent, Basel,2014-05-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20184,Uli Langthaler, Basel,2014-05-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20185,Dusan Novakov, Basel,2014-05-17,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20186,Hildegard lernt fliegen, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20187,Andreas Schaerer, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20188,Andreas Tschopp, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20189,Benedikt Reising, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20190,Matthias Wenger, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20191,Marco Müller, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20192,Christoph Steiner, Zürich,2014-05-17,"Jazz, Blues, Soul",Moods,
20193,The bianca Story, Winterthur,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Albani Music Club,
20194,Azton, Baden,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Prima Vista,
20195,Baby Jail, Bern,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Buchhandlung Stauffacher,
20196,Broken Fingers Saxophon Quartett, Thun,2014-05-17,Pop,Brügglibar,
20197,Daniel Gaggioli, Thun,2014-05-17,Pop,Brügglibar,
20198,Silvia Straubhaar, Thun,2014-05-17,Pop,Brügglibar,
20199,Beni Muff, Thun,2014-05-17,Pop,Brügglibar,
20200,Cornel Studach, Thun,2014-05-17,Pop,Brügglibar,
20201,Fritz Hauser, Basel,2014-05-17,"Jazz, Blues, Soul",IWB - Filter 4,
20202,Solodrumming, Basel,2014-05-17,"Jazz, Blues, Soul",IWB - Filter 4,
20203,DJ Captain Teis, Luzern,2014-05-17,"Hip Hop, R'n'B",Madeleine,
20204,John Butler Trio, Zürich,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus,Australia
20205,Nils Landgren Funk Unit, Zürich,2014-05-17,"Hip Hop, R'n'B",Kaufleuten,Sweden
20206,Nils Landgren, Zürich,2014-05-17,"Hip Hop, R'n'B",Kaufleuten,
20207,Johan Borgström, Zürich,2014-05-17,"Hip Hop, R'n'B",Kaufleuten,
20208,Jonas Wall, Zürich,2014-05-17,"Hip Hop, R'n'B",Kaufleuten,
20209,Peter Andreas Pfeiler, Zürich,2014-05-17,"Hip Hop, R'n'B",Kaufleuten,
20210,Robin Mann, Liestal,2014-05-17,"Jazz, Blues, Soul",Kulturhotel Guggenheim,
20211,Okta Logue, Zürich,2014-05-17,Pop,Hafenkneipe,
20212,Pablo Infernal, Zürich,2014-05-17,Pop,Hafenkneipe,
20213,The Pixels, Zürich,2014-05-17,Pop,Hafenkneipe,
20214,DJs Play, Zürich,2014-05-17,"Ragga, Reggae, African Music, Dancehall",Latin Palace,
20215,Banana, Zürich,2014-05-17,"Ragga, Reggae, African Music, Dancehall",Latin Palace,
20216,Chocolate, Zürich,2014-05-17,"Ragga, Reggae, African Music, Dancehall",Latin Palace,
20217,DJs The Sponty Phytons, Luzern,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar 59,
20218,Luke Ulele, Luzern,2014-05-17,"Rock, Indie, Punk, Heavy Metal, Gothic",Bar 59,
20219,DJs El Mono, Zürich,2014-05-17,"Ragga, Reggae, African Music, Dancehall",Aubrey,
20220,Emigrante, Zürich,2014-05-17,"Ragga, Reggae, African Music, Dancehall",Aubrey,
20221,DJs Gue'Pequeno, Zürich,2014-05-17,"Hip Hop, R'n'B",Vior Club,
20222,Jay-K, Zürich,2014-05-17,"Hip Hop, R'n'B",Vior Club,
20223,M-Live, Zürich,2014-05-17,"Hip Hop, R'n'B",Vior Club,
20224,Wiz & Meville, Zürich,2014-05-17,"Hip Hop, R'n'B",Vior Club,
20225,Kamikaze,,2014-05-16,Pop,Fri-Son,
20226,Lucerne Jazz Orchestra, Zürich,2014-05-16,"Jazz, Blues, Soul",Mehrspur,
20227,In Arkida, Bern,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule,
20228,Scars Divide, Bern,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule,
20229,Ngoni, Zürich,2014-05-16,"Hip Hop, R'n'B",Langstars,
20230,Peter Waters & Michael Neff, Zürich,2014-05-16,Pop,Kafi für Dich,
20231,Torp, Chur,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Werkstatt,
20232,Hot Poodle of Darkness, Chur,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Werkstatt,
20233,Camarones Orquestra Guitarrista, Zürich,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Hey City of Music,Brazil
20234,Broken Fate, Zürich,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Hey City of Music,
20235,Linda Kratky, Zürich,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Golden Gate,
20236,Bombay Suicide, Zürich,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Golden Gate,
20237,Todd Wolfe Band, Herisau,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Pontem,United States
20238,A-Live, Mühlethurnen,2014-05-16,Pop,Alti Moschti,
20239,Stickerei Jazz Trio, Romanshorn,2014-05-16,"Jazz, Blues, Soul",Restaurant Panem,
20240,Christoph Seitler, Romanshorn,2014-05-16,"Jazz, Blues, Soul",Restaurant Panem,
20241,Daniel Staub, Romanshorn,2014-05-16,"Jazz, Blues, Soul",Restaurant Panem,
20242,Adi Gerlach, Romanshorn,2014-05-16,"Jazz, Blues, Soul",Restaurant Panem,
20243,Jamsession, Romanshorn,2014-05-16,"Jazz, Blues, Soul",Restaurant Panem,
20244,Hänschenklein, Thun,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Brügglibar,
20245,Atrium, Zürich,2014-05-16,"Jazz, Blues, Soul",Moods,
20246,Zoë, Zürich,2014-05-16,"Jazz, Blues, Soul",Moods,
20247,Bounty Hunters, Zürich,2014-05-16,"Jazz, Blues, Soul",Moods,
20248,Andrea Kirchhofer, Zürich,2014-05-16,"Jazz, Blues, Soul",Moods,
20249,Sarah Abrigada, Zürich,2014-05-16,"Jazz, Blues, Soul",Moods,
20250,Steve Grob, Zürich,2014-05-16,"Jazz, Blues, Soul",Moods,
20251,The Brasshole Brush Out, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20252,Dani Kern, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20253,Mats Huwyler, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20254,Dionys Jäger, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20255,Melissa Heinemann, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20256,DJs Deemani, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20257,Damian Buo, Zug,2014-05-16,"Jazz, Blues, Soul",Galvanik,
20258,DJ Bandura, Luzern,2014-05-16,"Hip Hop, R'n'B",Madeleine,
20259,Kelis, Zürich,2014-05-16,"Hip Hop, R'n'B",Kaufleuten,United States
20260,Jet Turino, Olten,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Coq d'Or,
20261,Cello Inferno, Olten,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Coq d'Or,
20262,Drive by Kiss, Olten,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Coq d'Or,
20263,DJs Kitty Dynamite, Olten,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Coq d'Or,
20264,Leue, Olten,2014-05-16,"Rock, Indie, Punk, Heavy Metal, Gothic",Coq d'Or,
20265,Petra Vogel, Liestal,2014-05-16,Pop,Kulturhotel Guggenheim,
20266,Gabriel Zufferey, Schaffhausen,2014-05-15,"Jazz, Blues, Soul",Kammgarn,
20267,DJs Double Chin, Schaffhausen,2014-05-15,"Hip Hop, R'n'B",Tap Tab Musikraum,
20268,Soul Rabbi, Schaffhausen,2014-05-15,"Hip Hop, R'n'B",Tap Tab Musikraum,
20269,Jazz Lounge, Schaffhausen,2014-05-15,"Hip Hop, R'n'B",Tap Tab Musikraum,
20270,Skulls & Tones, Basel,2014-05-15,Pop,Restaurant Hirscheneck,
20271,The Dirtons, Basel,2014-05-15,Pop,Restaurant Hirscheneck,
20272,Erwin Born, Basel,2014-05-15,Pop,Restaurant Hirscheneck,
20273,Gran Noir, Zürich,2014-05-15,"Rock, Indie, Punk, Heavy Metal, Gothic",La Catrina,
20274,Patrick Bishop, Bern,2014-05-15,Pop,Café Kairo,
20275,Live: Quantic, Basel,2014-05-15,"Hip Hop, R'n'B",Kaserne,
20276,Jam Session, Bern,2014-05-15,Electronic,Dampfzentrale,
20277,Georgia Anne Muldrow, Zürich,2014-05-15,"Hip Hop, R'n'B",Rote Fabrik,United States
20278,Dudley Perkins, Zürich,2014-05-15,"Hip Hop, R'n'B",Rote Fabrik,
20279,Oh No, Zürich,2014-05-15,"Hip Hop, R'n'B",Rote Fabrik,United States
20280,DJ Romes, Zürich,2014-05-15,"Hip Hop, R'n'B",Rote Fabrik,United States
20281,Michaël Gregorio,,2014-05-15,Pop,Arena Genève,
20282,Baum, Basel,2014-05-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Parterre One,
20283,Beth Wimmer Trio, Baden,2014-05-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Prima Vista,United States
20284,Lee Schornoz & Michel Gorski, Bern,2014-05-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Chop Records,
20285,Nautical North, Zürich,2014-05-15,Pop,Mambo Café,
20286,Soundcane, Zürich,2014-05-15,Pop,Exil,
20287,Cherub, Zürich,2014-05-15,Pop,Mascotte,United States
20288,Kim Wilde, Luzern,2014-05-15,Pop,Hotel Schweizerhof Luzern,United Kingdom
20289,DJ Andy Wolf, Luzern,2014-05-15,Pop,Hotel Schweizerhof Luzern,
20290,Amattochor, Zürich,2014-05-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Heinrichstrasse 219,
20291,Leitung: Philippe Frey, Zürich,2014-05-15,"Rock, Indie, Punk, Heavy Metal, Gothic",Heinrichstrasse 219,
20292,Schülerinnen und Schüler der Musikschule Prova, Winterthur,2014-05-15,Pop,Musikschule Prova,
20293,Nils Wogram & Big Band der Hochschule für Musik, Basel,2014-05-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20294,Abteilung Jazz, Basel,2014-05-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20295,Artist in Residence, Basel,2014-05-14,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
20296,Sworn In, Zürich,2014-05-14,"Rock, Indie, Punk, Heavy Metal, Gothic",Kinski,United States
