artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
Frederic Sidler,http://www.bandsintown.com/FredericSidler,7.3754802,3641040,907166,Sion,VS,46.2328911,2010-06-01T20:15:00,http://www.bandsintown.com/event/3641040?app_id=epfl,http://www.bandsintown.com/venue/907166,Stade de Tourbillon
Länderspiel Schweiz,http://www.bandsintown.com/L%C3%A4nderspielSchweiz,8.313788,3639895,840863,Luzern,,47.0490818,2010-06-01T15:45:00,http://www.bandsintown.com/event/3639895?app_id=epfl,http://www.bandsintown.com/venue/840863,Luzern
Lila Downs,http://www.bandsintown.com/LilaDowns,8.5359888,3299050,497860,Zurich,ZH,47.3713799,2010-06-01T19:00:00,http://www.bandsintown.com/event/3299050?app_id=epfl,http://www.bandsintown.com/venue/497860,Kaufleutensaal
Kutti MC,http://www.bandsintown.com/KuttiMc,8.304375,3635267,905038,Lucerne,Switzerland,47.049545,2010-06-01T19:30:00,http://www.bandsintown.com/event/3635267?app_id=epfl,http://www.bandsintown.com/venue/905038,Bettina Oberli
To Rococo Rot,http://www.bandsintown.com/ToRococoRot,8.5194702,3612855,697731,Zurich,ZH,47.3882217,2010-06-01T21:00:00,http://www.bandsintown.com/event/3612855?app_id=epfl,http://www.bandsintown.com/venue/697731,Exil
Nicolas Masson,http://www.bandsintown.com/NicolasMasson,6.85,3501896,861252,Vevey,23,46.45,2010-06-02T20:30:00,http://www.bandsintown.com/event/3501896?app_id=epfl,http://www.bandsintown.com/venue/861252,Espace Guinguette
Muse,http://www.bandsintown.com/Muse,7.464985,3337285,812009,Berne,Switzerland,46.962251,2010-06-02T18:00:00,http://www.bandsintown.com/event/3337285?app_id=epfl,http://www.bandsintown.com/venue/812009,Stade de Suisse Bern
The Young Gods,http://www.bandsintown.com/TheYoungGods,7.440461,3605043,892149,Berne,Switzerland,46.948432,2010-06-02T20:00:00,http://www.bandsintown.com/event/3605043?app_id=epfl,http://www.bandsintown.com/venue/892149,Koch-Schütz-Studer & The Young Gods
Muse Tour,http://www.bandsintown.com/MuseTour,7.464985,3382844,169948,Berne,Switzerland,46.962251,2010-06-02T20:00:00,http://www.bandsintown.com/event/3382844?app_id=epfl,http://www.bandsintown.com/venue/169948,STADE DE SUISSE
Incognito,http://www.bandsintown.com/Incognito,8.5359888,3299044,497860,Zurich,ZH,47.3713799,2010-06-02T19:00:00,http://www.bandsintown.com/event/3299044?app_id=epfl,http://www.bandsintown.com/venue/497860,Kaufleutensaal
Delta Moon,http://www.bandsintown.com/DeltaMoon,8.191783,3279090,811707,Sempach,Switzerland,47.13564,2010-06-02T20:00:00,http://www.bandsintown.com/event/3279090?app_id=epfl,http://www.bandsintown.com/venue/811707,Bierhauspub
JGOR GIANOLA,http://www.bandsintown.com/JgorGianola,9.048262,3635674,905363,Castione,Switzerland,46.227311,2010-06-02T23:00:00,http://www.bandsintown.com/event/3635674?app_id=epfl,http://www.bandsintown.com/venue/905363,ALTO VOLTAGGIO
Garcia Plays Kyuss,http://www.bandsintown.com/GarciaPlaysKyuss,6.61819,3413467,289098,Lausanne,Switzerland,46.522385,2010-06-03T19:00:00,http://www.bandsintown.com/event/3413467?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
John Garcia,http://www.bandsintown.com/JohnGarcia,6.61819,3413467,289098,Lausanne,Switzerland,46.522385,2010-06-03T19:00:00,http://www.bandsintown.com/event/3413467?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
My Heart Belongs to Cecilia Winter,http://www.bandsintown.com/MyHeartBelongsToCeciliaWinter,6.93112,3618934,617990,Neuchâtel,Switzerland,46.99034,2010-06-03T20:00:00,http://www.bandsintown.com/event/3618934?app_id=epfl,http://www.bandsintown.com/venue/617990,Festineuch
Stevans,http://www.bandsintown.com/Stevans,6.93112,3618934,617990,Neuchâtel,Switzerland,46.99034,2010-06-03T20:00:00,http://www.bandsintown.com/event/3618934?app_id=epfl,http://www.bandsintown.com/venue/617990,Festineuch
Nicolas Masson,http://www.bandsintown.com/NicolasMasson,6.85,3501897,861252,Vevey,23,46.45,2010-06-03T20:30:00,http://www.bandsintown.com/event/3501897?app_id=epfl,http://www.bandsintown.com/venue/861252,Espace Guinguette
The Young Gods,http://www.bandsintown.com/TheYoungGods,7.247257,3605044,892150,Biel/Bienne,Switzerland,47.140888,2010-06-03T20:00:00,http://www.bandsintown.com/event/3605044?app_id=epfl,http://www.bandsintown.com/venue/892150,Koch-Schütz-Studer & The Young Gods
Gypsy Sound System,http://www.bandsintown.com/GypsySoundSystem,7.53382,3605623,892532,Sierre,Switzerland,46.293598,2010-06-03T20:00:00,http://www.bandsintown.com/event/3605623?app_id=epfl,http://www.bandsintown.com/venue/892532,Sismic Festival
Kathy Kelly,http://www.bandsintown.com/KathyKelly,7.630185,2935484,705883,Thun,Switzerland,46.756967,2010-06-03T20:00:00,http://www.bandsintown.com/event/2935484?app_id=epfl,http://www.bandsintown.com/venue/705883,Alte Reithalle
Laura Kalauz,http://www.bandsintown.com/LauraKalauz,7.4442012,3645399,841044,Bern,,46.9407562,2010-06-03T20:00:00,http://www.bandsintown.com/event/3645399?app_id=epfl,http://www.bandsintown.com/venue/841044,Dampfzentrale Kesselhaus
Martin Schick,http://www.bandsintown.com/MartinSchick,7.4442012,3645399,841044,Bern,,46.9407562,2010-06-03T20:00:00,http://www.bandsintown.com/event/3645399?app_id=epfl,http://www.bandsintown.com/venue/841044,Dampfzentrale Kesselhaus
William Fitzsimmons,http://www.bandsintown.com/WilliamFitzsimmons,8.535557,3493890,772420,Zurich,25,47.343448,2010-06-03T19:00:00,http://www.bandsintown.com/event/3493890?app_id=epfl,http://www.bandsintown.com/venue/772420,Rote fabrik
Frontier Ruckus,http://www.bandsintown.com/FrontierRuckus,8.63623,3587252,306328,Schaffhausen,SH,47.69448,2010-06-03T19:00:00,http://www.bandsintown.com/event/3587252?app_id=epfl,http://www.bandsintown.com/venue/306328,Tap Tab
Hazmat Modine,http://www.bandsintown.com/HazmatModine,8.55,3612988,10674,Zurich,25,47.3666667,2010-06-03T20:00:00,http://www.bandsintown.com/event/3612988?app_id=epfl,http://www.bandsintown.com/venue/10674,Moods
Lali Puna,http://www.bandsintown.com/LaliPuna,8.5194702,3613643,697731,Zurich,ZH,47.3882217,2010-06-03T20:00:00,http://www.bandsintown.com/event/3613643?app_id=epfl,http://www.bandsintown.com/venue/697731,Exil
Kino Ladies Night,http://www.bandsintown.com/KinoLadiesNight,8.726411,3645397,908030,Winterthur,Switzerland,47.498756,2010-06-03T20:00:00,http://www.bandsintown.com/event/3645397?app_id=epfl,http://www.bandsintown.com/venue/908030,Kino Kiwi-Center
Pasta del Amore,http://www.bandsintown.com/PastaDelAmore,8.05,3645398,306294,Aarau,01,47.3833333,2010-06-03T20:00:00,http://www.bandsintown.com/event/3645398?app_id=epfl,http://www.bandsintown.com/venue/306294,Flosserplatz
Klangstube,http://www.bandsintown.com/Klangstube,8.536468,3590127,44952,Zurich,Switzerland,47.371722,2010-06-03T20:00:00,http://www.bandsintown.com/event/3590127?app_id=epfl,http://www.bandsintown.com/venue/44952,Kaufleuten
Julian Layn,http://www.bandsintown.com/JulianLayn,8.536468,3590127,44952,Zurich,Switzerland,47.371722,2010-06-03T20:00:00,http://www.bandsintown.com/event/3590127?app_id=epfl,http://www.bandsintown.com/venue/44952,Kaufleuten
Wattup Festival,http://www.bandsintown.com/WattupFestival,6.116876,3590236,886936,Petit-Lancy,Switzerland,46.190521,2010-06-04T19:00:00,http://www.bandsintown.com/event/3590236?app_id=epfl,http://www.bandsintown.com/venue/886936,Salle Communale du Petit Lancy
Gypsy Sound System,http://www.bandsintown.com/GypsySoundSystem,6.142701,3605624,892533,Geneva,Switzerland,46.208358,2010-06-04T20:00:00,http://www.bandsintown.com/event/3605624?app_id=epfl,http://www.bandsintown.com/venue/892533,CHAT NOIR LIVE GUESTS
Beat Assailant,http://www.bandsintown.com/BeatAssailant,6.93112,3601366,617990,Neuchâtel,Switzerland,46.99034,2010-06-04T20:00:00,http://www.bandsintown.com/event/3601366?app_id=epfl,http://www.bandsintown.com/venue/617990,Festineuch
Nicolas Masson,http://www.bandsintown.com/NicolasMasson,6.85,3501899,861252,Vevey,23,46.45,2010-06-04T20:30:00,http://www.bandsintown.com/event/3501899?app_id=epfl,http://www.bandsintown.com/venue/861252,Espace Guinguette
Lamb of God,http://www.bandsintown.com/LambOfGod,7.151038,3504958,275156,Fribourg,Etr,46.79489,2010-06-04T22:00:00,http://www.bandsintown.com/event/3504958?app_id=epfl,http://www.bandsintown.com/venue/275156,Fri-Son
T.Raumschmiere,http://www.bandsintown.com/T.Raumschmiere,7.072902,3468703,80386,Martigny,Wallis,46.101375,2010-06-04T23:00:00,http://www.bandsintown.com/event/3468703?app_id=epfl,http://www.bandsintown.com/venue/80386,Les Caves Du Manor
SOUNDS OF ROOTS,http://www.bandsintown.com/SoundsOfRoots,7.298266,3548569,334526,Conthey,Switzerland,46.224322,2010-06-04T19:00:00,http://www.bandsintown.com/event/3548569?app_id=epfl,http://www.bandsintown.com/venue/334526,Nouveau Monde
Everton Blender,http://www.bandsintown.com/EvertonBlender,7.44034,3568648,298980,Berne,BE,46.9529419,2010-06-04T20:00:00,http://www.bandsintown.com/event/3568648?app_id=epfl,http://www.bandsintown.com/venue/298980,Reitschule
trio 7d9,http://www.bandsintown.com/Trio7d9,7.4442012,3648074,908452,Bern,,46.9407562,2010-06-04T20:00:00,http://www.bandsintown.com/event/3648074?app_id=epfl,http://www.bandsintown.com/venue/908452,Dampfzentrale Turbinensaal
Michael Schenker Group,http://www.bandsintown.com/MichaelSchenkerGroup,7.4833333,3648077,842559,Ostermundigen,05,46.95,2010-06-04T21:15:00,http://www.bandsintown.com/event/3648077?app_id=epfl,http://www.bandsintown.com/venue/842559,Tell Saal
Phunk Investigation,http://www.bandsintown.com/PhunkInvestigation,8.55,3618304,899900,Zurich,25,47.3666667,2010-06-04T01:00:00,http://www.bandsintown.com/event/3618304?app_id=epfl,http://www.bandsintown.com/venue/899900,Lotus Club Zurich Switzerland
Citizen Kain,http://www.bandsintown.com/CitizenKain,8.535557,3539972,772420,Zurich,25,47.343448,2010-06-04T12:00:00,http://www.bandsintown.com/event/3539972?app_id=epfl,http://www.bandsintown.com/venue/772420,Rote fabrik
Muhi Tahiri,http://www.bandsintown.com/MuhiTahiri,7.5901831,8679172,1973007,Basel,04,47.5689078,2010-06-04T19:00:00,http://www.bandsintown.com/event/8679172?app_id=epfl,http://www.bandsintown.com/venue/1973007,Union
