ambigous_result,genre,name,no_result,origin
0.0,"Ragga, Reggae, African Music, Dancehall",Loco Escrito,0.0,
0.0,"Ragga, Reggae, African Music, Dancehall",Zimmer by Muevete & Pepe-J,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",Klub by Monkey Groove,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",DJ Troja,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Sleeping Sun,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Motörblast,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",The Neighbour of the Beast,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Sad,0.0,Greece
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Living Theory,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",DJ Thomas,0.0,Poland
0.0,Electronic,Big Bang Bingo Showcase,1.0,
0.0,Electronic,DJ Adrian Bergmann,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Ab 16 Jahren,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",DJ Lucky G.,1.0,
0.0,"Hip Hop, R'n'B",DJs Big Boys,1.0,
0.0,"Hip Hop, R'n'B",MDMO,1.0,
,"Ragga, Reggae, African Music, Dancehall",DJ Romeo,,Cuba
0.0,"Hip Hop, R'n'B",DJ Skoob,1.0,
0.0,Pop,Ziggy Zaggy & the Disco Popes,1.0,
1.0,Pop,Brynn,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",The Tarantinos,1.0,
0.0,"Hip Hop, R'n'B",DJ Rizzo Musix,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",DJ Tschuppi,1.0,
0.0,"Hip Hop, R'n'B",DJs Sweep,1.0,
0.0,Pop,Tequila Boys,0.0,
0.0,"Hip Hop, R'n'B",Fake Drake,1.0,
0.0,"Hip Hop, R'n'B",Evelinn Trouble plays the songs of Drake,1.0,
0.0,Pop,Manillio,0.0,Switzerland
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Yarn feat. L'Effondras & Herr Geisha And The Boobs,1.0,
1.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Happy Sound,1.0,
0.0,"Hip Hop, R'n'B",DJ Classic,1.0,
0.0,"Hip Hop, R'n'B",DJs Metino,1.0,
0.0,"Hip Hop, R'n'B",Crazy,0.0,Trinidad and Tobago
0.0,"Hip Hop, R'n'B",DJ Jay-K,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",DJ Leclerc,1.0,
0.0,"Hip Hop, R'n'B",ILB DJ-Crew,1.0,
0.0,"Hip Hop, R'n'B",DJs Marcus Gram,1.0,
0.0,"Hip Hop, R'n'B",Don Pepe,0.0,
0.0,"Hip Hop, R'n'B",Christmas edition,1.0,
,"Hip Hop, R'n'B",DJs Wood Nox & Eric Santana,,Netherlands
0.0,"Hip Hop, R'n'B",I-Scratch,1.0,
0.0,"Hip Hop, R'n'B",Dany Rich,1.0,
0.0,"Hip Hop, R'n'B",Bordy Dee,1.0,
1.0,"Hip Hop, R'n'B",Mc B,1.0,
0.0,"Hip Hop, R'n'B",Mc Jay Jr.,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",Q-No,1.0,
0.0,"Hip Hop, R'n'B",DJ Replay M,1.0,
0.0,Electronic,Jean-Claude & Mystes System,1.0,
0.0,"Hip Hop, R'n'B",DJ Philippe Fierce,1.0,
0.0,"Hip Hop, R'n'B",DJs Hermes Conrad,1.0,
0.0,"Hip Hop, R'n'B",Tumult Crew,1.0,
0.0,"Hip Hop, R'n'B",Flatrate Zero Combo,1.0,
0.0,"Hip Hop, R'n'B",O-Kay,1.0,
0.0,"Hip Hop, R'n'B",DJs DNO,1.0,
0.0,"Hip Hop, R'n'B",Dizzy,0.0,Romania
0.0,"Hip Hop, R'n'B",Hugo R,1.0,
1.0,"Ragga, Reggae, African Music, Dancehall",DJ Jorge,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",New York Ska-Jazz Ensemble,0.0,United States of America
0.0,Pop,Müslüm,0.0,Switzerland
0.0,"Hip Hop, R'n'B",DJ Costa,0.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",The Fags,0.0,United States of America
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Scratch,0.0,United States of America
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",DJ X-Lingen-City-Rocker,1.0,
0.0,Pop,Deep Down,0.0,
0.0,"Hip Hop, R'n'B",DJ Kes Roc,1.0,
0.0,Pop,Kapelle Sorelle,1.0,
0.0,"Hip Hop, R'n'B",DJ Seniorr,1.0,
0.0,"Hip Hop, R'n'B",DJs Jesaya & Joe Bless,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Tuesday Sheep,0.0,
0.0,"Jazz, Blues, Soul",Niculin Janett,1.0,
0.0,"Jazz, Blues, Soul",Noam Szyfer,1.0,
0.0,"Jazz, Blues, Soul",Uzu,1.0,
0.0,"Jazz, Blues, Soul",Ursula Bachmann,1.0,
0.0,"Jazz, Blues, Soul",Raphael Kalt,1.0,
0.0,"Jazz, Blues, Soul",Philipp Saner,1.0,
0.0,"Jazz, Blues, Soul",Mischa Frey,1.0,
0.0,"Jazz, Blues, Soul",Marcio de Sousa,1.0,
0.0,"Jazz, Blues, Soul",Tanja Zimmermann,1.0,
0.0,Pop,Tourabschluss 2016,1.0,
0.0,"Jazz, Blues, Soul",Easy Listening Music Quartett,1.0,
0.0,"Jazz, Blues, Soul",Rebecca Spiteri,1.0,
0.0,"Jazz, Blues, Soul",Jürg Ramspeck,1.0,
1.0,"Jazz, Blues, Soul",Joel Reiff,1.0,
0.0,"Jazz, Blues, Soul",Rolf Lyssy,1.0,
0.0,Pop,Berührende Eigenkompositionen - melancholische und ironische Songs über Liebe,1.0,
0.0,Pop,Hoffnung und die kleinen Enttäuschungen im Leben.,1.0,
,"Jazz, Blues, Soul",Swiss Jazz Orchestra,,Switzerland
0.0,"Jazz, Blues, Soul",Rainer Tempel,0.0,Germany
0.0,Pop,Ueli Schmezer's Matter Live,1.0,
0.0,"Jazz, Blues, Soul",Ganesh Geymeier,1.0,
0.0,"Jazz, Blues, Soul",Raphael Walser,1.0,
0.0,"Jazz, Blues, Soul",Domi Chansorn,1.0,
0.0,Pop,Real Talent,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Effies Beast,1.0,
0.0,"Hip Hop, R'n'B",K.O.S.Crew,1.0,
0.0,"Hip Hop, R'n'B",DJs Acee,1.0,
0.0,"Hip Hop, R'n'B",A-Damn,1.0,
0.0,Electronic,Joke Lanz,0.0,
0.0,"Jazz, Blues, Soul",Laboratorium - Konzertreihe für frei improvisierte Musik,1.0,
0.0,"Jazz, Blues, Soul",Collin Vallon Trio,1.0,
0.0,"Jazz, Blues, Soul",Collin Vallon,1.0,
0.0,"Jazz, Blues, Soul",Julian Sartorius,0.0,Switzerland
0.0,"Ragga, Reggae, African Music, Dancehall",With Yanti and Kizomba Touch,1.0,
0.0,"Jazz, Blues, Soul",Sous les étoiles,1.0,
0.0,"Jazz, Blues, Soul",Dartin Dahanukar,1.0,
0.0,"Jazz, Blues, Soul",Dimitri,0.0,Finland
0.0,"Jazz, Blues, Soul",Howald,1.0,
0.0,"Jazz, Blues, Soul",Philipp Moll,1.0,
1.0,Pop,Yuval Dayan,1.0,
0.0,"Jazz, Blues, Soul",Iiro Rantala's Musicbox,1.0,
0.0,"Jazz, Blues, Soul",Wunschkonzert,1.0,
0.0,"Jazz, Blues, Soul",The Dixie Corporation & The Mariettes,1.0,
0.0,"Jazz, Blues, Soul",Markus Hächler,1.0,
0.0,"Jazz, Blues, Soul",Paul Tantanini,1.0,
0.0,"Jazz, Blues, Soul",John Service,1.0,
0.0,"Jazz, Blues, Soul",Thomas Grüninger,1.0,
0.0,"Jazz, Blues, Soul",Jimmy Wettach,1.0,
0.0,"Jazz, Blues, Soul",Hans Brunner,1.0,
0.0,Pop,Christian Schenker & Grüüveli Tüüfeli,1.0,
0.0,Pop,Männerchor Concordia Wil,1.0,
0.0,Pop,Werner und Company,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",DJs Ruben,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",Tiago,0.0,
0.0,"Ragga, Reggae, African Music, Dancehall",Mc Less,1.0,
0.0,"Hip Hop, R'n'B",Claasilisque Sound,1.0,
0.0,"Hip Hop, R'n'B",Live Drag Show by Milky Diamond,1.0,
0.0,"Hip Hop, R'n'B",Rap History Team,1.0,
0.0,"Hip Hop, R'n'B",DJs Gil Glaze,1.0,
0.0,"Hip Hop, R'n'B",Urban Hands,1.0,
0.0,Pop,Jontsch & Friends feat. Phil Dankner & Band,1.0,
0.0,Pop,Adrian Stern,0.0,Switzerland
,Pop,Lions Head,,United States
0.0,Pop,Pegasus,0.0,Switzerland
0.0,"Hip Hop, R'n'B",DJ Irresponsible,1.0,
0.0,"Hip Hop, R'n'B",Boss Hi-Fi,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",DJs Selecta Iray,1.0,
0.0,"Ragga, Reggae, African Music, Dancehall",Nat-Shizaru,1.0,
0.0,"Hip Hop, R'n'B",Open Season & Jahcoustix,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Kummerbuben,0.0,Switzerland
1.0,"Hip Hop, R'n'B",Albie Donnelly,1.0,
0.0,"Hip Hop, R'n'B",Thorsten Heitzmann,1.0,
0.0,Pop,Ab 18 Jahren,1.0,
0.0,"Hip Hop, R'n'B",J Who,1.0,
0.0,Pop,Donadio Family Ensemble,1.0,
0.0,Pop,Dalia Donadio,1.0,
0.0,Pop,Madlen Donadio,1.0,
0.0,Pop,Moreno Donadio,1.0,
0.0,Pop,Toni Donadio,1.0,
0.0,"Jazz, Blues, Soul",Aliéksey Vianna Trio convida Bodo Maier,1.0,
0.0,"Jazz, Blues, Soul",Bodo Maier,1.0,
0.0,"Jazz, Blues, Soul",Aliéksey Vianna,1.0,
0.0,"Jazz, Blues, Soul",Stephan Kurmann,1.0,
0.0,"Jazz, Blues, Soul",Mauro Martins,1.0,
0.0,"Jazz, Blues, Soul",Hommage an Billie Holiday,1.0,
0.0,"Hip Hop, R'n'B",Tüli,1.0,
0.0,"Jazz, Blues, Soul",Dela Hüttner,1.0,
0.0,"Jazz, Blues, Soul",Adrian Mira,0.0,
0.0,"Jazz, Blues, Soul",Samir Böhringer,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",The Escalator Haters,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Vizediktator,1.0,
0.0,Pop,Wilde,0.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Peter Maffay feat. Gölä,1.0,
,"Jazz, Blues, Soul",Swiss Yerba Buena Jazz Band,,Switzerland
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Sickret,0.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Taste My Sweet Revenge,1.0,
0.0,"Hip Hop, R'n'B",Live: Pyrit,1.0,
,"Hip Hop, R'n'B",DJs Jamie Rodigan,,United Kingdom
0.0,"Hip Hop, R'n'B",Lukie Wyniger,1.0,
0.0,"Hip Hop, R'n'B",DJs Audio Dope,1.0,
0.0,"Hip Hop, R'n'B",Feola & Ka tschi,1.0,
0.0,"Hip Hop, R'n'B",CNG,1.0,
0.0,"Hip Hop, R'n'B",Ba Du,1.0,
0.0,"Hip Hop, R'n'B",K Evans,1.0,
0.0,"Hip Hop, R'n'B",Lorenzo,0.0,United States of America
0.0,"Hip Hop, R'n'B",DJs Alex Terry,1.0,
0.0,"Hip Hop, R'n'B",Algeriii,1.0,
0.0,"Hip Hop, R'n'B",Ceem,1.0,
0.0,"Hip Hop, R'n'B",YouDubs,1.0,
0.0,"Hip Hop, R'n'B",Zyzz,1.0,
0.0,"Hip Hop, R'n'B",Flores,0.0,
0.0,"Hip Hop, R'n'B",Soyez,1.0,
0.0,"Hip Hop, R'n'B",DJs Nika,1.0,
0.0,"Hip Hop, R'n'B",Ruben,0.0,Mexico
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Rockaway DJs,1.0,
0.0,"Hip Hop, R'n'B",Burning Cloud Sound,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Hot Running Blood,0.0,
0.0,"Jazz, Blues, Soul",Djamanawak,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Los Dos,0.0,
1.0,Electronic,Delacave,1.0,
0.0,Electronic,Venrte de Biche,1.0,
0.0,Electronic,Zad Kokar,1.0,
0.0,Electronic,After-Show: DJ Triple Alliance,1.0,
0.0,Pop,Tobi Gmür,0.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Gangrenomity,1.0,
0.0,Pop,King Pepe & Le Rex,1.0,
0.0,"Jazz, Blues, Soul",Raphael Walsers Gangart,1.0,
0.0,"Jazz, Blues, Soul",Tobias Meier,1.0,
0.0,"Jazz, Blues, Soul",Marc Méan,1.0,
0.0,"Jazz, Blues, Soul",Jonas Ruther,1.0,
0.0,Pop,Jaël,0.0,Switzerland
0.0,Pop,Cédric Monnier,1.0,
0.0,Pop,Domi Schreiber,1.0,
0.0,Pop,Maryam Hammad,1.0,
0.0,Pop,Aurèle Louis,1.0,
0.0,Pop,Akustiktour,1.0,
0.0,Pop,Heidi Happy,0.0,Switzerland
0.0,Pop,Ephrem Lüchinger,0.0,Switzerland
0.0,Pop,Christmas Tour,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Divine,0.0,Turkey
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Kissin Black,0.0,
0.0,"Jazz, Blues, Soul",Bubaran,1.0,
0.0,"Jazz, Blues, Soul",Mats Spillmann,1.0,
0.0,"Jazz, Blues, Soul",Bernhard Bamert,0.0,Switzerland
0.0,"Jazz, Blues, Soul",Lionel Friedli,0.0,Switzerland
0.0,Pop,Trauffer,0.0,Switzerland
0.0,"Ragga, Reggae, African Music, Dancehall",DJ Mingo,0.0,
0.0,Pop,Tribu Project,1.0,
0.0,"Hip Hop, R'n'B",DJs A-Train,1.0,
0.0,"Hip Hop, R'n'B",Gro,1.0,
1.0,Electronic,Jonty Harrison,1.0,
,"Rock, Indie, Punk, Heavy Metal, Gothic",Japan Suicide,,Japan
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Cocaine Piss,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Kataxnia,1.0,
0.0,Pop,Devis World Of Sound,1.0,
0.0,"Rock, Indie, Punk, Heavy Metal, Gothic",Etienne Merula & Etienne,1.0,
0.0,"Hip Hop, R'n'B",DJ CNG & Stimulus,1.0,
0.0,Pop,The Peppermint Tea Group,1.0,
0.0,Pop,Marco Mengoni,0.0,Italy
,Electronic,Guidance,,United States
0.0,Pop,The Jackson Singers,1.0,
0.0,Pop,Christina Jaccard,0.0,
0.0,Pop,Daniel Pezzotti,0.0,
