artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Red Eagle,http://www.bandsintown.com/RedEagle,2011-07-01T16:15:00,Switzerland,http://www.bandsintown.com/event/4432239?app_id=epfl,http://www.bandsintown.com/venue/925228,Neuchâtel,46.99034,6.93112,Apollo 1,4432239,925228
Trollhunter,http://www.bandsintown.com/Trollhunter,2011-07-01T16:15:00,Switzerland,http://www.bandsintown.com/event/4432239?app_id=epfl,http://www.bandsintown.com/venue/925228,Neuchâtel,46.99034,6.93112,Apollo 1,4432239,925228
Parabellum,http://www.bandsintown.com/Parabellum,2011-07-01T19:00:00,,http://www.bandsintown.com/event/4157954?app_id=epfl,http://www.bandsintown.com/venue/1032140,Vuisternens-En-Ogoz,46.7006104,7.0467255,SUISSE,4157954,1032140
Parabellum (Officiel),http://www.bandsintown.com/Parabellum%28officiel%29,2011-07-01T19:00:00,,http://www.bandsintown.com/event/4221267?app_id=epfl,http://www.bandsintown.com/venue/921593,Vuisternens-En-Ogoz,46.7077,7.05299,Festival du Gibloux,4221267,921593
Hideaways,http://www.bandsintown.com/Hideaways,2011-07-01T19:30:00,Switzerland,http://www.bandsintown.com/event/4432240?app_id=epfl,http://www.bandsintown.com/venue/927427,Neuchâtel,46.99034,6.93112,ThÃ©Ã¢tre du Passage 1,4432240,927427
Terra Nova,http://www.bandsintown.com/TerraNova,2011-07-01T19:45:00,Switzerland,http://www.bandsintown.com/event/4432241?app_id=epfl,http://www.bandsintown.com/venue/925229,Neuchâtel,46.99034,6.93112,Apollo 3,4432241,925229
"""Montreux Jazz Festival""",http://www.bandsintown.com/%22montreuxJazzFestival%22,2011-07-01T20:00:00,Etr,http://www.bandsintown.com/event/4282044?app_id=epfl,http://www.bandsintown.com/venue/343180,Montreux,46.439312,6.904712,Auditorium Stravinski,4282044,343180
Carlos Santana,http://www.bandsintown.com/CarlosSantana,2011-07-01T20:00:00,Etr,http://www.bandsintown.com/event/4282044?app_id=epfl,http://www.bandsintown.com/venue/343180,Montreux,46.439312,6.904712,Auditorium Stravinski,4282044,343180
John McLaughlin,http://www.bandsintown.com/JohnMclaughlin,2011-07-01T20:00:00,Etr,http://www.bandsintown.com/event/4282044?app_id=epfl,http://www.bandsintown.com/venue/343180,Montreux,46.439312,6.904712,Auditorium Stravinski,4282044,343180
DeVotchKa,http://www.bandsintown.com/DeVotchKa,2011-07-01T20:00:00,23,http://www.bandsintown.com/event/4307922?app_id=epfl,http://www.bandsintown.com/venue/915817,Lausanne,46.5184936,6.6242167,Lausanne,4307922,915817
The Skatalites,http://www.bandsintown.com/TheSkatalites,2011-07-01T20:30:00,23,http://www.bandsintown.com/event/4399128?app_id=epfl,http://www.bandsintown.com/venue/169977,Montreux,46.439495,6.904878,Miles Davis Hall,4399128,169977
Jimmy Cliff,http://www.bandsintown.com/JimmyCliff,2011-07-01T20:30:00,23,http://www.bandsintown.com/event/4399128?app_id=epfl,http://www.bandsintown.com/venue/169977,Montreux,46.439495,6.904878,Miles Davis Hall,4399128,169977
Pro-Pain,http://www.bandsintown.com/Pro-Pain,2011-07-01T21:30:00,Canton Of Fribourg,http://www.bandsintown.com/event/4329399?app_id=epfl,http://www.bandsintown.com/venue/323397,Düdingen,46.8615737,7.1801778,Bad Bonn,4329399,323397
Gelivan,http://www.bandsintown.com/Gelivan,2011-07-01T22:00:00,Geneva,http://www.bandsintown.com/event/5903080?app_id=epfl,http://www.bandsintown.com/venue/641375,Geneva,46.201474,6.140584,Cirkus Bar,5903080,641375
DJ REAS,http://www.bandsintown.com/DjReas,2011-07-01T23:00:00,GE,http://www.bandsintown.com/event/4407415?app_id=epfl,http://www.bandsintown.com/venue/335681,Vernier,46.2143097,6.1051998,Weetamix,4407415,335681
Luluxpo,http://www.bandsintown.com/Luluxpo,2011-07-01T23:00:00,Switzerland,http://www.bandsintown.com/event/4386730?app_id=epfl,http://www.bandsintown.com/venue/445051,Neuchâtel,46.99034,6.93112,Para club,4386730,445051
Kevin da Silva,http://www.bandsintown.com/KevinDaSilva,2011-07-01T12:00:00,05,http://www.bandsintown.com/event/4418714?app_id=epfl,http://www.bandsintown.com/venue/1099960,Lyssach,47.0666667,7.5833333,Diskoteka Palma,4418714,1099960
Entrée 1 jour Vendredi,http://www.bandsintown.com/Entr%C3%A9e1JourVendredi,2011-07-01T15:00:00,22,http://www.bandsintown.com/event/4444800?app_id=epfl,http://www.bandsintown.com/venue/1132994,Sierre,46.3,7.5333333,Lac de GÃ©ronde,4444800,1132994
Abonnement 3 jours,http://www.bandsintown.com/Abonnement3Jours,2011-07-01T15:00:00,22,http://www.bandsintown.com/event/4444800?app_id=epfl,http://www.bandsintown.com/venue/1132994,Sierre,46.3,7.5333333,Lac de GÃ©ronde,4444800,1132994
Rough Roostars,http://www.bandsintown.com/RoughRoostars,2011-07-01T19:00:00,05,http://www.bandsintown.com/event/4159842?app_id=epfl,http://www.bandsintown.com/venue/1032980,Zollikofen,46.998629,7.4610617,Qn's Garage,4159842,1032980
Percubaba,http://www.bandsintown.com/Percubaba,2011-07-01T19:00:00,12,http://www.bandsintown.com/event/4123751?app_id=epfl,http://www.bandsintown.com/venue/1021651,Le Locle,47.056301,6.746851,Promo du Locle,4123751,1021651
Death by Stereo,http://www.bandsintown.com/DeathByStereo,2011-07-01T19:00:00,,http://www.bandsintown.com/event/4104843?app_id=epfl,http://www.bandsintown.com/venue/1014907,Biel - Switzerland,47.137067,7.249236,BARBARIE Festival,4104843,1014907
Motor City Drum Ensemble,http://www.bandsintown.com/MotorCityDrumEnsemble,2011-07-01T19:00:00,22,http://www.bandsintown.com/event/4292241?app_id=epfl,http://www.bandsintown.com/venue/1075203,Sierre,46.3,7.5333333,Festival au Bord de L Eau,4292241,1075203
Kellerkind,http://www.bandsintown.com/Kellerkind,2011-07-01T19:00:00,05,http://www.bandsintown.com/event/4386725?app_id=epfl,http://www.bandsintown.com/venue/1110975,Bern,46.9479222,7.4446085,Tanzkarussell,4386725,1110975
