artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
Two Door Cinema Club,http://www.bandsintown.com/TwoDoorCinemaClub,6.61819,3583398,289098,Lausanne,Switzerland,46.522385,2010-12-01T19:00:00,http://www.bandsintown.com/event/3583398?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
A Place to Bury Strangers,http://www.bandsintown.com/APlaceToBuryStrangers,6.136453,3963343,119670,Geneva,Geneva,46.203938,2010-12-01T20:00:00,http://www.bandsintown.com/event/3963343?app_id=epfl,http://www.bandsintown.com/venue/119670,L'Usine / PTR
Chapel Club,http://www.bandsintown.com/ChapelClub,6.6666667,4008881,1001024,Lausanne,23,46.5333333,2010-12-01T20:30:00,http://www.bandsintown.com/event/4008881?app_id=epfl,http://www.bandsintown.com/venue/1001024,Les Docks w/Two Door Cinema Club
Helmet 1ère partie,http://www.bandsintown.com/Helmet1%C3%A8rePartie,6.67119,3724182,169999,Cheseaux-Noréaz,Switzerland,46.781797,2010-12-01T21:00:00,http://www.bandsintown.com/event/3724182?app_id=epfl,http://www.bandsintown.com/venue/169999,Amalgame Club
Helmet,http://www.bandsintown.com/Helmet,6.67119,3724182,169999,Cheseaux-Noréaz,Switzerland,46.781797,2010-12-01T21:00:00,http://www.bandsintown.com/event/3724182?app_id=epfl,http://www.bandsintown.com/venue/169999,Amalgame Club
Catherine Russell,http://www.bandsintown.com/CatherineRussell,7.43941,3920631,306299,Berne,BE,46.96103,2010-12-01T19:00:00,http://www.bandsintown.com/event/3920631?app_id=epfl,http://www.bandsintown.com/venue/306299,Marians JazzRoom
Salome Schneebeli,http://www.bandsintown.com/SalomeSchneebeli,7.37737,4022320,841143,Roches,Switzerland,47.302299,2010-12-01T20:00:00,http://www.bandsintown.com/event/4022320?app_id=epfl,http://www.bandsintown.com/venue/841143,Halle
"klavierduo huber/thomet ""Schattenwürfe""",http://www.bandsintown.com/KlavierduoHuber%252Fthomet%22schattenw%C3%BCrfe%22,7.4442012,4022322,841044,Bern,,46.9407562,2010-12-01T20:00:00,http://www.bandsintown.com/event/4022322?app_id=epfl,http://www.bandsintown.com/venue/841044,Dampfzentrale Kesselhaus
Erfolg als Chance,http://www.bandsintown.com/ErfolgAlsChance,7.437954,4022323,289084,Berne,,46.956265,2010-12-01T20:00:00,http://www.bandsintown.com/event/4022323?app_id=epfl,http://www.bandsintown.com/venue/289084,Bierhubeli
Sylvan,http://www.bandsintown.com/Sylvan,7.68999,3883929,972800,Reichenbach,Switzerland,46.62455,2010-12-01T20:00:00,http://www.bandsintown.com/event/3883929?app_id=epfl,http://www.bandsintown.com/venue/972800,Reichenbach Bergkeller
Grand Pianoramax,http://www.bandsintown.com/GrandPianoramax,7.4429804,4022324,337236,Bern,,46.9503361,2010-12-01T20:30:00,http://www.bandsintown.com/event/4022324?app_id=epfl,http://www.bandsintown.com/venue/337236,Turnhalle im PROGR
Black Cracker,http://www.bandsintown.com/BlackCracker,7.4429804,4022324,337236,Bern,,46.9503361,2010-12-01T20:30:00,http://www.bandsintown.com/event/4022324?app_id=epfl,http://www.bandsintown.com/venue/337236,Turnhalle im PROGR
KUFA Member,http://www.bandsintown.com/KufaMember,7.30768,4029327,964975,Lyss,Canton Of Berne,47.07938,2010-12-01T22:00:00,http://www.bandsintown.com/event/4029327?app_id=epfl,http://www.bandsintown.com/venue/964975,Kulturfabrik Lyss
