name,genre,origin,ambigous_result,no_result
Framer,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Howdy,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Steff Müller,"Hip Hop, R'n'B",,,
Hen Wirz,"Hip Hop, R'n'B",,,
Beat Riggenbach,"Hip Hop, R'n'B",,,
Gaedan Lüscher,"Hip Hop, R'n'B",,,
Stephan Felber,"Hip Hop, R'n'B",,,
Madis,"Hip Hop, R'n'B",,,
DJs Peeza,Pop,,,
Angel O.,Pop,,,
Nolic,"Hip Hop, R'n'B",,,
DJ Baranka,"Ragga, Reggae, African Music, Dancehall",,,
Russendisko,"Ragga, Reggae, African Music, Dancehall",,,
Lester Menezes Duo,"Jazz, Blues, Soul",,,
Road Block feat. EKI con El Italiano,Pop,,,
Duversive,Pop,,,
Thomas Moeckel and his friendly Jazz-Fabs,"Jazz, Blues, Soul",,,
Vernissage ab 19 Uhr,"Jazz, Blues, Soul",,,
Cerfeda,Pop,,,
Toni Kitanovski Quartet,"Jazz, Blues, Soul",,,
Kostas Theodorou,"Jazz, Blues, Soul",,,
Oscar Salas,"Jazz, Blues, Soul",,,
WSO Werkstattorchester feat. Liliane Michel,Pop,,,
Rahel Hadorns Big Bounce,"Jazz, Blues, Soul",,,
Inês Pereira,Pop,,,
Diogo Rocha,Pop,,,
Pedro Morato,Pop,,,
Bitch Split Panic,"Jazz, Blues, Soul",Norway,,
Beat Keller & Reza Khota,"Jazz, Blues, Soul",,,
Ira May & The Seasons,"Hip Hop, R'n'B",,,
Sweatshop,"Hip Hop, R'n'B",Denmark,,
Medeski Martin & Wood,Electronic,United States,,
Billy Martin,Electronic,,,
Third Attempt,"Jazz, Blues, Soul",,,
Holger Kyas,"Jazz, Blues, Soul",,,
Tarzis Mueller,"Jazz, Blues, Soul",,,
Kyas,"Jazz, Blues, Soul",,,
Andreas Joerin,"Jazz, Blues, Soul",,,
Anni Weiler Quintet,"Jazz, Blues, Soul",,,
Anni Weiler,"Jazz, Blues, Soul",,,
Daniel Frei,"Jazz, Blues, Soul",,,
Manuel Diem,Pop,,,
Oscar van Hoogevest,Pop,,,
Les Lilas Marseille,Pop,,,
Goumour Almoctar,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Mohamed Emoud Atchinguel,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Kildjate Moussa Albade,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Corey Wilhelm,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Dizzly,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Fabian Capaldi,"Jazz, Blues, Soul",,,
Manu Troller,"Jazz, Blues, Soul",,,
Nick Bärtsch,"Jazz, Blues, Soul",,,
Günter Kühlwein Trio feat. Shelley Martin,"Jazz, Blues, Soul",,,
Shelley Martin,"Jazz, Blues, Soul",,,
Günter Kühlwein,"Jazz, Blues, Soul",,,
Matthias Kuert,"Jazz, Blues, Soul",,,
Fyddlehud,"Jazz, Blues, Soul",,,
Remo Albisser,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Albert & Andrea Adams Frey,Pop,,,
Gallus Hächler,Pop,,,
Rainer Fröhlich,Pop,,,
J. M. Rhythm Four feat. Sandy Patton,"Jazz, Blues, Soul",,,
DJs Sie K,"Hip Hop, R'n'B",,,
DJ Mc Mace,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Abfukk,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Kaput Krauts,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Todeskommando Atomsturm,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Lesung aus Popper lesen Punk,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Elektro Slam Poetry mit Beatpoeten,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Trouble H,"Hip Hop, R'n'B",,,
After-Party by Real Rock Sound,"Hip Hop, R'n'B",,,
Hear Again,Pop,,,
Ruth Marty,Pop,,,
Tony Artho,Pop,,,
Marcel Hässig,Pop,,,
Kofelgschroa,Pop,,,
The Seer,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs DJs:,Pop,,,
Garcias,Pop,,,
Bombaztic,Pop,,,
Stewart Rocks,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Restarts,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Faute De Frappe,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Morrow Mind,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Bohemian Breakfast,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jim Hunter,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Johnny Voodoo,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs The Burning Beggars,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Richard Dorfmeister & Ras MC T-Weed,Electronic,,,
DJs Tibner 97 Ner,Electronic,,,
Ben l'Oncle Soul & Monophonics,"Hip Hop, R'n'B",,,
Jeff Cascaro Band,"Jazz, Blues, Soul",,,
Mo Mat,"Hip Hop, R'n'B",,,
DJs Super Nova Pilots,"Hip Hop, R'n'B",,,
Hardly Booked,"Hip Hop, R'n'B",,,
Volanthen Family,"Hip Hop, R'n'B",,,
Frédéric Vonlanthen,"Hip Hop, R'n'B",,,
Alessandra Vonlanthen,"Hip Hop, R'n'B",,,
Julien Vonlanthen,"Hip Hop, R'n'B",,,
Demierre-Weber-Wolfarth,"Jazz, Blues, Soul",,,
Jacques Demierre,"Jazz, Blues, Soul",,,
Moncef Genoud Trio,"Jazz, Blues, Soul",,,
Trailerpark,"Hip Hop, R'n'B",,,
Franziska Stadelmann,"Jazz, Blues, Soul",,,
DJs 1Kub & The Wicked Wicked,"Hip Hop, R'n'B",,,
Watfatman,"Hip Hop, R'n'B",,,
Stubenrein,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Domino Gipsy-String Quartet,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Töbi Tobler & Ficht Tanner,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Emma Longard,Pop,,,
DJ Emigrante & Ruben,"Ragga, Reggae, African Music, Dancehall",,,
DJ Urs Rüüd,"Hip Hop, R'n'B",,,
Spinning Jamy,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Demented Are Go,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
DJs La Brick,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Vinyl Resistance et Explicite Streetwear,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Urgence Disk,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Disc-à-Brac,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Angelic Upstarts,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Crash Course,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
I am in Love,Pop,United Kingdom,,
Adrian-Emanuel-Egli-5tett,"Jazz, Blues, Soul",,,
Adrian Emanuel Egli,"Jazz, Blues, Soul",,,
Mario Söldi,"Jazz, Blues, Soul",,,
Michael Neff,"Jazz, Blues, Soul",,,
Stefan Andres,"Jazz, Blues, Soul",,,
DJ K.O.S Crew,"Hip Hop, R'n'B",,,
DJs OB One,"Hip Hop, R'n'B",,,
Season opening,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Tribute Night to Bob Mintzer,"Jazz, Blues, Soul",,,
Elina Duni Quartet,"Jazz, Blues, Soul",,,
Norbert Pfammater,"Jazz, Blues, Soul",,,
Adelheid,Pop,,,
Beck In Black,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs MK,"Hip Hop, R'n'B",,,
Raze,"Hip Hop, R'n'B",,,
Dot,"Hip Hop, R'n'B",,,
Morning Transfer,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rosa Dorn,Pop,,,
DJ Duo Gaia,Pop,,,
Nguru,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Books on Shelves,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Herrenmagazin,Pop,,,
Best Before,"Jazz, Blues, Soul",,,
The Dancing Queens,Pop,,,
DJ Alex Skretas,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Grauton,"Jazz, Blues, Soul",,,
Karen Geyer,"Jazz, Blues, Soul",,,
Echoes of Swing Orchestra,"Jazz, Blues, Soul",,,
Shaunette Hildabrand,"Jazz, Blues, Soul",,,
Dirk van der Linden,"Jazz, Blues, Soul",,,
Hot Club De Berne,Pop,,,
DJ Teo Bone,"Ragga, Reggae, African Music, Dancehall",,,
DJs Ali Baba Sound,"Hip Hop, R'n'B",,,
Sentinel Sound,"Hip Hop, R'n'B",,,
DJs Ataki,"Hip Hop, R'n'B",,,
DJ Grrrl in the Garage,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Lori. N,"Hip Hop, R'n'B",,,
DJs Pussy Cat,Pop,,,
Stereofox,Pop,,,
Licious,"Hip Hop, R'n'B",,,
Enomiss,"Hip Hop, R'n'B",,,
Phill-Ill,"Hip Hop, R'n'B",,,
G-Cue,"Hip Hop, R'n'B",,,
Pro Duct,Electronic,,,
Mathis Altmann,Electronic,,,
Jolly And The Flytrap,Electronic,,,
Trackselector Disco DJs,Electronic,,,
DJs Shark-T,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Irish Jukebox,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
David Gratzer,"Jazz, Blues, Soul",,,
Martin Grabher,"Jazz, Blues, Soul",,,
Reana & her Soulmates,"Hip Hop, R'n'B",,,
Dinner 4/5,"Hip Hop, R'n'B",,,
Trio La Shanté,Pop,,,
Hessian,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ruined Families,"Rock, Indie, Punk, Heavy Metal, Gothic",Greece,,
Vvovnds,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Kristoffer & The Harbour Heads,Pop,Sweden,,
Jorge Rossy Sextett,"Jazz, Blues, Soul",,,
Julian Sanchez,"Jazz, Blues, Soul",,,
Carlos Falanga,"Jazz, Blues, Soul",,,
Les Jazzticots,"Jazz, Blues, Soul",,,
Aurélie Tropez,"Jazz, Blues, Soul",,,
Déborah Tropez,"Jazz, Blues, Soul",,,
Jean Pierre Giraud,"Jazz, Blues, Soul",,,
Arallu,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Angry Buddha,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Axxelator,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ali Salvioni & Stefano Benini,"Jazz, Blues, Soul",,,
Baden Baden,Pop,,,
Kracoon,Electronic,,,
DJs Eva D,Electronic,,,
Ant 1,Electronic,,,
Pfuri Baldenweg,"Jazz, Blues, Soul",,,
Kniri Knaus,"Jazz, Blues, Soul",,,
Bruno Dietrich & Hans Rotschi,Pop,,,
Shoot the Girl First,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rock'n'R-Oli,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Barnakustica Trio,"Jazz, Blues, Soul",,,
Aurora Trio,"Jazz, Blues, Soul",,,
Agustí Fernándes,"Jazz, Blues, Soul",,,
Ramón López,"Jazz, Blues, Soul",,,
Ship Shape,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Venera 4,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Emilia Taubic and Band,"Hip Hop, R'n'B",,,
Lotus Feed,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Jenniffer Kae,Pop,,,
Jaz Ellington,Pop,United Kingdom,,
Sleepmakeswaves,"Rock, Indie, Punk, Heavy Metal, Gothic",Australia,,
Magna Carta Holy Grail Tour,"Hip Hop, R'n'B",,,
The Frogs,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Firebreather,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Golden Years Jazzband,"Jazz, Blues, Soul",,,
Peter Gottstein,"Jazz, Blues, Soul",,,
Erich Möschler,"Jazz, Blues, Soul",,,
Kurt Schlup,"Jazz, Blues, Soul",,,
Werner Siegenthaler,"Jazz, Blues, Soul",,,
Urs Brunner,"Jazz, Blues, Soul",,,
DJ I-scratch,"Ragga, Reggae, African Music, Dancehall",,,
DJs A:S. One,"Hip Hop, R'n'B",,,
Ally-Cat Sound,"Hip Hop, R'n'B",,,
Silva Stone Sound,"Hip Hop, R'n'B",,,
MC Jay,"Hip Hop, R'n'B",,,
DJs Mauri Amsterdam,"Ragga, Reggae, African Music, Dancehall",,,
Nono,"Ragga, Reggae, African Music, Dancehall",,,
DJ Nat Shizaru,"Hip Hop, R'n'B",,,
DJs E-Feezy,"Hip Hop, R'n'B",United States,,
DJs Rich Stone,"Hip Hop, R'n'B",United Kingdom,,
Trouble H & Orlando,"Hip Hop, R'n'B",,,
The King and I,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs LCP,Electronic,,,
Dimette,Electronic,,,
R.A.P.P.O.Z. and Joffre,Pop,,,
Evan Knapp,Pop,,,
Any More,Pop,,,
The Highflyers,Pop,,,
Thunderbird,"Jazz, Blues, Soul",,,
Angela Avetisyan Quartet,Pop,,,
Ryan Sheridan,Pop,Ireland,,
The Day You Live Forever Tour,Pop,,,
DJs Corey,"Hip Hop, R'n'B",,,
Moneypulation,"Hip Hop, R'n'B",,,
The Bosshoss,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs P-tess,"Hip Hop, R'n'B",,,
Soulfill Franklin,"Hip Hop, R'n'B",,,
Best Men DJs,"Hip Hop, R'n'B",,,
Samuel Huguenin Symbolic Quartet,"Jazz, Blues, Soul",,,
DJ Rockabella,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Dodo Hug und Efisio Contini,Pop,,,
Mark Soskin Quartet,"Jazz, Blues, Soul",,,
Mark Soskin,"Jazz, Blues, Soul",,,
Gildas Boclé,"Jazz, Blues, Soul",,,
DJ Zasou,"Hip Hop, R'n'B",,,
"DJ Captain
Teis","Hip Hop, R'n'B",,,
Noggy,"Hip Hop, R'n'B",,,
Mrb,"Hip Hop, R'n'B",,,
James Marley,"Hip Hop, R'n'B",,,
DJs Smiley,"Hip Hop, R'n'B",Netherlands,,
DJ Kool Kut Luke,"Hip Hop, R'n'B",,,
Karma to Burn feat. Rob The Exploited,Pop,United States,,
Guido Bruggmann,"Jazz, Blues, Soul",,,
Das Groofty Duo,Pop,,,
DKSJ All Star Project feat. Ohad Talmor,"Jazz, Blues, Soul",,,
Alony-Leicht-Wingold,"Jazz, Blues, Soul",,,
Efrat Alony,"Jazz, Blues, Soul",,,
Oliver Leicht,"Jazz, Blues, Soul",,,
Frank Wingold,"Jazz, Blues, Soul",,,
Songs and Soundscapes on Edge,"Jazz, Blues, Soul",,,
Vic Hofstetter,Pop,,,
Lonesome Station,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Keller's Ten,"Jazz, Blues, Soul",,,
Rafael Baier,"Jazz, Blues, Soul",,,
Linus Hunkeler,"Jazz, Blues, Soul",,,
Yannik Barman,"Jazz, Blues, Soul",,,
Fabian Beck,"Jazz, Blues, Soul",,,
Peter Gossweiler,"Jazz, Blues, Soul",,,
Leitung: Beat Keller,"Jazz, Blues, Soul",,,
Bored Nothing,"Rock, Indie, Punk, Heavy Metal, Gothic",Australia,,
Briggan Krauss,"Jazz, Blues, Soul",,,
Tony Scherr,"Jazz, Blues, Soul",,,
Eigenmann-Cervenka-Quartet,"Jazz, Blues, Soul",,,
Peter Eigenmann,"Jazz, Blues, Soul",,,
Ken Cervenka,"Jazz, Blues, Soul",,,
Melanie Pain,Pop,,,
Julian Hesse,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
His Dog Bingo / Lisa Stoller,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Claudio Egli,"Jazz, Blues, Soul",,,
Fabio Bianchi,"Jazz, Blues, Soul",,,
Toby Stiftner,"Jazz, Blues, Soul",,,
DJs I Scratch,"Hip Hop, R'n'B",,,
DJs Die Hündin,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Vaat Dafuq,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Mah-Mood,"Hip Hop, R'n'B",,,
Pazteq,"Hip Hop, R'n'B",,,
Gaston,"Hip Hop, R'n'B",,,
Riddler,"Hip Hop, R'n'B",,,
DJs Bruno Seven,"Ragga, Reggae, African Music, Dancehall",,,
Deshayla,"Ragga, Reggae, African Music, Dancehall",,,
DJs Olga,"Ragga, Reggae, African Music, Dancehall",,,
Ekspress,"Ragga, Reggae, African Music, Dancehall",,,
Jermaine & Mack Stax,"Hip Hop, R'n'B",,,
MC Sanders,"Hip Hop, R'n'B",,,
Kestekop II,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Scutluck,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Päuli Meier,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Fredi Meier,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Cyrill Gloor,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Aldo Fasano,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Fred Fahrni,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Mani Porno,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
I Made You A Tape,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Mape Tree Circus,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Orgazmik Troubadours,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Am Kap,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Brew UK,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Bassmen't,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Fallout,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Magnus Öström,"Jazz, Blues, Soul",Sweden,,
Andreas Hourdakis,"Jazz, Blues, Soul",,,
Gustav Karlöf,"Jazz, Blues, Soul",,,
Thobias Gabrielsson,"Jazz, Blues, Soul",,,
Dean Wilson & the Chilli Poppers,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Torch & Toni L,"Hip Hop, R'n'B",,,
Stieber Twins,"Hip Hop, R'n'B",,,
QR 7000 Allstars,"Hip Hop, R'n'B",,,
Eriah u. a.,"Hip Hop, R'n'B",,,
Babon,"Hip Hop, R'n'B",,,
Xamo,"Hip Hop, R'n'B",,,
MC Ash Money XL,"Hip Hop, R'n'B",,,
Ostkinder,Pop,,,
DJs Kai ausse Kiste & Peter Strom,Pop,,,
DJ Skoob & Link,"Hip Hop, R'n'B",,,
DJ Roger B.,"Hip Hop, R'n'B",,,
The Maladroits,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Watchtown Notes,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Band of Trash,"Jazz, Blues, Soul",,,
The Appleseed Cast,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
June Miller,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Bad Shakes,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Nicole Kammermann,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Dino Deckm,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Alex Lim,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Francesco Gasparini,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Petrol Patrol,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ I.N.I.,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJ Björn,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Toploader,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
DJs Cesar,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Psyched Dim,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Record,"Hip Hop, R'n'B",,,
Nausea,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
XL-Target,"Jazz, Blues, Soul",,,
Hosted by Thomi Erb,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
DJs Stimulus,"Hip Hop, R'n'B",,,
Mozes & The Firstborn,Pop,Netherlands,,
Sea + Air,Pop,,,
The Hero Brothers DJ-Team,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
Kissaway Trail,"Rock, Indie, Punk, Heavy Metal, Gothic",Denmark,,
Necros Christos,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Grave Miasma,"Rock, Indie, Punk, Heavy Metal, Gothic",United Kingdom,,
Misteur Valaire,"Jazz, Blues, Soul",Canada,,
Barnabas Nagy,"Jazz, Blues, Soul",,,
Susanne Werth,"Jazz, Blues, Soul",,,
DJ Paul Eduard,"Hip Hop, R'n'B",,,
Way,"Hip Hop, R'n'B",,,
Ruck P,"Hip Hop, R'n'B",,,
Kickz,"Hip Hop, R'n'B",,,
Capsule Corp.,"Hip Hop, R'n'B",,,
Index Crew,"Hip Hop, R'n'B",,,
DJs Luk Le Chuck,"Hip Hop, R'n'B",,,
Cut Norris,"Hip Hop, R'n'B",,,
Smokin Baces,"Hip Hop, R'n'B",,,
DJs Amir,"Hip Hop, R'n'B",United States,,
DJ Benji,"Hip Hop, R'n'B",Jamaica,,
Überballs,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Andrea Gygax,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Alexandra Huber,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Danja Schwegler,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Simone Lustenberger,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Julia Keller,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Tom Sprunger,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Ab 32 Jahren,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Adank & Rumpelorchester,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Simu Schaffer,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Tom Schmid,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Steffu Adank,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Simu Vögeli,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Roland Juker,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Pertness & Gonoreas,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Peetah Morgan,"Hip Hop, R'n'B",Jamaica,,
Pa Ous,"Hip Hop, R'n'B",,,
Hibiscus,Pop,,,
Stefanie Ruchti,Pop,,,
Maria Lobsiger,Pop,,,
Karin Kämpf,Pop,,,
Dominik Robellaz,Pop,,,
Sven Küenzi,Pop,,,
Urs Rüegsegger,Pop,,,
Jan Müller,Pop,,,
Pascal Roggli,Pop,,,
The Pikes,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Katy & The Escort Orchstra,"Hip Hop, R'n'B",,,
Bombee,Pop,,,
DJs Arival & Boo Boo Groove,Electronic,,,
Electrodudes,Electronic,,,
Bombers,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Brugglyn Blue,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
David Grottschreiber,"Jazz, Blues, Soul",,,
Get the Vibes,"Jazz, Blues, Soul",,,
Christoph Flueler,"Jazz, Blues, Soul",,,
Andres Käch,"Jazz, Blues, Soul",,,
Frank Rösler,"Jazz, Blues, Soul",,,
Essen ab 19 Uhr,"Jazz, Blues, Soul",,,
Anja Dietle,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Pat Richard,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Vito Vitacca,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Dusan Mircovic,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Nedja Ilic,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Küsu Walther,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Lengersi Mee,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Suspenders,Pop,,,
Chaise Rouge,Electronic,,,
Nosk,Electronic,,,
DJ Dakota Art Disco,Electronic,,,
Nathan Denyle and Deathrope,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Django Bates,"Jazz, Blues, Soul",,,
Ensemble Thomas Lüthi,"Jazz, Blues, Soul",,,
Jan Laacks,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Gregor Sonnenberg,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Lily Tour,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Chimaira Quartet,"Jazz, Blues, Soul",,,
Philipp Gropper,"Jazz, Blues, Soul",,,
John Schröder,"Jazz, Blues, Soul",,,
Oliver Potratz,"Jazz, Blues, Soul",,,
Georges Burki,"Jazz, Blues, Soul",,,
Andrea Panitz,"Jazz, Blues, Soul",,,
Florent Kirchmeyer,"Jazz, Blues, Soul",,,
Más Shake,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Five on Fire Strings Attached,"Jazz, Blues, Soul",,,
Loop,Pop,,,
Jamming mit Luka Corman,Pop,,,
Marianne Lilah,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
ClaireHuguenin,"Jazz, Blues, Soul",,,
Nolan Quinn,"Jazz, Blues, Soul",,,
Sebastianvon Keler,"Jazz, Blues, Soul",,,
Alexandre Soussi,"Jazz, Blues, Soul",,,
Florian Möbes,"Jazz, Blues, Soul",,,
Christian Spahni,"Jazz, Blues, Soul",,,
Reto Suhner Quartet,"Jazz, Blues, Soul",,,
Rita Share Quartett,"Jazz, Blues, Soul",,,
JBM,"Rock, Indie, Punk, Heavy Metal, Gothic",Canada,,
Gernet-Büttiker-Leipold,"Jazz, Blues, Soul",,,
Dillinger Escape Plan,"Rock, Indie, Punk, Heavy Metal, Gothic",United States,,
The Voyageurs,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Magor Szilagyi,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Rainer Schudel,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Robert Morbioli,"Jazz, Blues, Soul",,,
Paolo Legramanti,"Jazz, Blues, Soul",,,
DJ Phonque,"Hip Hop, R'n'B",,,
DJs Cursed Mind,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Spiderb,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Gvb,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Shniga,"Hip Hop, R'n'B",,,
Barmix Kurs,"Ragga, Reggae, African Music, Dancehall",,,
DJs Elvis,"Ragga, Reggae, African Music, Dancehall",,,
Exit International,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Captn Wendt,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
The Solid Stompers,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
France Porter,"Jazz, Blues, Soul",France,,
Trovesi-Coscia,"Jazz, Blues, Soul",,,
Fun Horns,"Jazz, Blues, Soul",,,
Volker Schlott,"Jazz, Blues, Soul",,,
Falk Breitkreuz,"Jazz, Blues, Soul",,,
Nikolaus Neuser,"Jazz, Blues, Soul",,,
Jörg Huke,"Jazz, Blues, Soul",,,
DJs Kalabrese,Electronic,,,
DJs Phat Phillie,"Hip Hop, R'n'B",,,
DJs Bandura,"Hip Hop, R'n'B",,,
Comoustache,"Hip Hop, R'n'B",,,
DJs Chiqui Dubs,"Ragga, Reggae, African Music, Dancehall",,,
Rubb a Dube Soundsystem,"Ragga, Reggae, African Music, Dancehall",,,
Nil,"Rock, Indie, Punk, Heavy Metal, Gothic",,,
Kaspar Ewalds Exorbitantes Kabinett,"Jazz, Blues, Soul",,,
Regula Schneider,"Jazz, Blues, Soul",,,
Pixie Paris,Pop,,,
