artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Black Lips,http://www.bandsintown.com/BlackLips,2011-06-01T19:00:00,Etr,http://www.bandsintown.com/event/4168618?app_id=epfl,http://www.bandsintown.com/venue/306332,Vevey,46.472145,6.851925,ROCKING CHAIR,4168618,306332
Pete tha Zouk,http://www.bandsintown.com/PeteThaZouk,2011-06-01T19:00:00,23,http://www.bandsintown.com/event/4352429?app_id=epfl,http://www.bandsintown.com/venue/813255,Lausanne,46.5218661,6.6271658,MAD CLUB,4352429,813255
The Prestige,http://www.bandsintown.com/ThePrestige,2011-06-01T19:00:00,France / S,http://www.bandsintown.com/event/4173049?app_id=epfl,http://www.bandsintown.com/venue/1036597,France / Switzerland,46.4542633,6.115265,Euro Tour,4173049,1036597
We Have Band,http://www.bandsintown.com/WeHaveBand,2011-06-01T20:00:00,,http://www.bandsintown.com/event/4312252?app_id=epfl,http://www.bandsintown.com/venue/1082070,NeuchâTel,46.9929793,6.9319325,choc,4312252,1082070
Capitaine Quichotte,http://www.bandsintown.com/CapitaineQuichotte,2011-06-01T21:00:00,Switzerland,http://www.bandsintown.com/event/4378254?app_id=epfl,http://www.bandsintown.com/venue/1099227,Fribourg,46.808383,7.156168,Belluard,4378254,1099227
DJ REAS,http://www.bandsintown.com/DjReas,2011-06-01T23:00:00,Genf,http://www.bandsintown.com/event/4374883?app_id=epfl,http://www.bandsintown.com/venue/1075205,Genf,46.2057645,6.141593,Silencio,4374883,1075205
Eugénie Rebetez,http://www.bandsintown.com/Eug%C3%A9nieRebetez,2011-06-01T20:00:00,Switzerland,http://www.bandsintown.com/event/4378250?app_id=epfl,http://www.bandsintown.com/venue/841143,Roches,47.302299,7.37737,Halle,4378250,841143
Community Arts Festival,http://www.bandsintown.com/CommunityArtsFestival,2011-06-01T20:00:00,,http://www.bandsintown.com/event/4378251?app_id=epfl,http://www.bandsintown.com/venue/908452,Bern,46.9407562,7.4442012,Dampfzentrale Turbinensaal,4378251,908452
DJ Evento,http://www.bandsintown.com/DjEvento,2011-06-01T21:00:00,05,http://www.bandsintown.com/event/4292848?app_id=epfl,http://www.bandsintown.com/venue/1060395,Bern,46.9166667,7.4666667,Wankdorf Club,4292848,1060395
DJ TECNIC (OFFICIAL FANPAGE),http://www.bandsintown.com/DjTecnic%28officialFanpage%29,2011-06-01T21:00:00,05,http://www.bandsintown.com/event/4292848?app_id=epfl,http://www.bandsintown.com/venue/1060395,Bern,46.9166667,7.4666667,Wankdorf Club,4292848,1060395
Max Robbers,http://www.bandsintown.com/MaxRobbers,2011-06-01T22:00:00,,http://www.bandsintown.com/event/4322455?app_id=epfl,http://www.bandsintown.com/venue/1043614,Berne,46.9479222,7.4446085,Liquid Club,4322455,1043614
DJ Fabiano,http://www.bandsintown.com/DjFabiano,2011-06-01T22:00:00,,http://www.bandsintown.com/event/4331744?app_id=epfl,http://www.bandsintown.com/venue/1089636,Bern,46.9636191,7.4656201,Wankdorf,4331744,1089636
Bravo Hits Party,http://www.bandsintown.com/BravoHitsParty,2011-06-01T23:00:00,,http://www.bandsintown.com/event/4378258?app_id=epfl,http://www.bandsintown.com/venue/289084,Berne,46.956265,7.437954,Bierhubeli,4378258,289084
[ 210 MHz ],http://www.bandsintown.com/%5B210Mhz%5D,2011-06-01T12:00:00,25,http://www.bandsintown.com/event/4235094?app_id=epfl,http://www.bandsintown.com/venue/1054634,Zurich,47.3666667,8.55,LabelParty,4235094,1054634
The sonic boomerang,http://www.bandsintown.com/TheSonicBoomerang,2011-06-01T12:00:00,Switzerland,http://www.bandsintown.com/event/4376457?app_id=epfl,http://www.bandsintown.com/venue/1107065,Canton Of Basel-Country,47.451221,7.82273,bla,4376457,1107065
Springtime Festival,http://www.bandsintown.com/SpringtimeFestival,2011-06-01T18:30:00,TG,http://www.bandsintown.com/event/4378247?app_id=epfl,http://www.bandsintown.com/venue/844709,Frauenfeld,47.5494194,8.89995,Festhalle Rüegerholz,4378247,844709
Chris Tomlin,http://www.bandsintown.com/ChrisTomlin,2011-06-01T18:30:00,TG,http://www.bandsintown.com/event/4378247?app_id=epfl,http://www.bandsintown.com/venue/844709,Frauenfeld,47.5494194,8.89995,Festhalle Rüegerholz,4378247,844709
weiteren Acts,http://www.bandsintown.com/WeiterenActs,2011-06-01T18:30:00,TG,http://www.bandsintown.com/event/4378247?app_id=epfl,http://www.bandsintown.com/venue/844709,Frauenfeld,47.5494194,8.89995,Festhalle Rüegerholz,4378247,844709
The Wave Pictures,http://www.bandsintown.com/TheWavePictures,2011-06-01T19:00:00,ZH,http://www.bandsintown.com/event/4298245?app_id=epfl,http://www.bandsintown.com/venue/697731,Zurich,47.3882217,8.5194702,Exil,4298245,697731
Prince Rama,http://www.bandsintown.com/PrinceRama,2011-06-01T19:00:00,01,http://www.bandsintown.com/event/4214825?app_id=epfl,http://www.bandsintown.com/venue/351795,Lausanne,47.514647,8.232066,Le Bourg,4214825,351795
Maissouille,http://www.bandsintown.com/Maissouille,2011-06-01T19:00:00,Suisse,http://www.bandsintown.com/event/4200773?app_id=epfl,http://www.bandsintown.com/venue/1044051,Suisse,46.818188,8.227512,Suisse,4200773,1044051
tobyMac,http://www.bandsintown.com/tobyMac,2011-06-01T19:00:00,19,http://www.bandsintown.com/event/4033912?app_id=epfl,http://www.bandsintown.com/venue/1004025,Frauenfeld,47.55,8.9,Festhalle Rueggerholz,4033912,1004025
Wildwuchs,http://www.bandsintown.com/Wildwuchs,2011-06-01T19:00:00,04,http://www.bandsintown.com/event/4378248?app_id=epfl,http://www.bandsintown.com/venue/169941,Basel,47.5638072,7.5911254,Kaserne,4378248,169941
R O T R I X fan,http://www.bandsintown.com/ROTRIXFan,2011-06-01T19:00:00,25,http://www.bandsintown.com/event/4187342?app_id=epfl,http://www.bandsintown.com/venue/1040223,Zurich,47.3666667,8.55,Grisons,4187342,1040223
Karima Nayt Fanclub,http://www.bandsintown.com/KarimaNaytFanclub,2011-06-01T20:00:00,01,http://www.bandsintown.com/event/4217882?app_id=epfl,http://www.bandsintown.com/venue/1049188,Windisch,47.4666667,8.2333333,Klosterkirche Köningsfelden,4217882,1049188
Maywa Denki,http://www.bandsintown.com/MaywaDenki,2011-06-01T20:00:00,25,http://www.bandsintown.com/event/4378249?app_id=epfl,http://www.bandsintown.com/venue/999800,Zurich,47.3666667,8.55,Plaza,4378249,999800
"Vera Kaa ""50 Ways""",http://www.bandsintown.com/VeraKaa%2250Ways%22,2011-06-01T20:30:00,25,http://www.bandsintown.com/event/4378252?app_id=epfl,http://www.bandsintown.com/venue/10674,Zurich,47.3666667,8.55,Moods,4378252,10674
Kutless,http://www.bandsintown.com/Kutless,2011-06-01T20:30:00,Switzerland,http://www.bandsintown.com/event/4162222?app_id=epfl,http://www.bandsintown.com/venue/1005538,Frauenfeld,47.549236,8.899573,Springtime Festival/Festhalle Ruegerholz,4162222,1005538
Puerta Sur,http://www.bandsintown.com/PuertaSur,2011-06-01T20:45:00,,http://www.bandsintown.com/event/4378253?app_id=epfl,http://www.bandsintown.com/venue/908925,Zürich,47.3684781,8.5420203,"barfussbar, Frauenbadi",4378253,908925
Palmas,http://www.bandsintown.com/Palmas,2011-06-01T21:00:00,Lucerne,http://www.bandsintown.com/event/4378255?app_id=epfl,http://www.bandsintown.com/venue/334152,Lucerne,47.044019,8.311746,Schüür,4378255,334152
Palace,http://www.bandsintown.com/Palace,2011-06-01T22:00:00,,http://www.bandsintown.com/event/4378256?app_id=epfl,http://www.bandsintown.com/venue/901787,ZüRich,47.3588502,8.5369727,Acqua,4378256,901787
DJ Mark Main,http://www.bandsintown.com/DjMarkMain,2011-06-01T22:00:00,25,http://www.bandsintown.com/event/4331183?app_id=epfl,http://www.bandsintown.com/venue/1089282,Wetzikon,47.3166667,8.7833333,Bar & Pub Festival,4331183,1089282
Steve Lawler,http://www.bandsintown.com/SteveLawler,2011-06-01T22:00:00,Switzerland,http://www.bandsintown.com/event/4321786?app_id=epfl,http://www.bandsintown.com/venue/169942,Basel-City,47.54874,7.58768,Das Schiff,4321786,169942
Killer,http://www.bandsintown.com/Killer,2011-06-01T22:30:00,Switzerland,http://www.bandsintown.com/event/4378257?app_id=epfl,http://www.bandsintown.com/venue/356201,Zurich,47.368768,8.537917,Alte Börse,4378257,356201
Adrian Martin,http://www.bandsintown.com/AdrianMartin,2011-06-01T23:00:00,BS,http://www.bandsintown.com/event/4201274?app_id=epfl,http://www.bandsintown.com/venue/361282,Basel,47.5710602,7.58002,Nordstern,4201274,361282
DJ Spooky,http://www.bandsintown.com/DjSpooky,2011-06-01T19:00:00,Switzerland,http://www.bandsintown.com/event/4348797?app_id=epfl,http://www.bandsintown.com/venue/1096368,Saas Fee,46.111719,7.933673,EGS,4348797,1096368
Marco Marchi & The Mojo Workers,http://www.bandsintown.com/MarcoMarchiAndTheMojoWorkers,2011-06-01T19:00:00,20,http://www.bandsintown.com/event/5785611?app_id=epfl,http://www.bandsintown.com/venue/1573317,Tesserete,46.0666667,8.9666667,Irish Pub,5785611,1573317
Dracula - L'amour plus fort que la mort,http://www.bandsintown.com/Dracula-L%27amourPlusFortQueLaMort,2011-06-02T14:30:00,Etr,http://www.bandsintown.com/event/4244842?app_id=epfl,http://www.bandsintown.com/venue/798119,Geneve,46.233597,6.112283,ARENA DE GENEVE,4244842,798119
The Peacocks,http://www.bandsintown.com/ThePeacocks,2011-06-02T19:00:00,07,http://www.bandsintown.com/event/4924647?app_id=epfl,http://www.bandsintown.com/venue/1302468,Genf,46.2,6.1666667,"Usine, Antifa-Festival",4924647,1302468
The John Spencer Blues Explosion,http://www.bandsintown.com/TheJohnSpencerBluesExplosion,2011-06-02T19:00:00,Switzerland,http://www.bandsintown.com/event/4285436?app_id=epfl,http://www.bandsintown.com/venue/289098,Lausanne,46.522385,6.61819,Le Docks,4285436,289098
