artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Folge 5,http://www.bandsintown.com/Folge5,2011-01-01T19:30:00,,http://www.bandsintown.com/event/4061866?app_id=epfl,http://www.bandsintown.com/venue/901242,Bern,46.9501562,7.4438737,Aula im Progr,4061866,901242
Geschenkgutschein,http://www.bandsintown.com/Geschenkgutschein,2011-01-01T21:00:00,Canton Of Berne,http://www.bandsintown.com/event/4620374?app_id=epfl,http://www.bandsintown.com/venue/964975,Lyss,47.07938,7.30768,Kulturfabrik Lyss,4620374,964975
Slam & Howie,http://www.bandsintown.com/SlamAndHowie,2011-01-01T21:30:00,Canton Of Berne,http://www.bandsintown.com/event/4061868?app_id=epfl,http://www.bandsintown.com/venue/351767,Adelboden,46.497234,7.56557,Alte Taverne,4061868,351767
Delinquent Habits,http://www.bandsintown.com/DelinquentHabits,2011-01-01T22:00:00,Canton Of Solothurn,http://www.bandsintown.com/event/4061869?app_id=epfl,http://www.bandsintown.com/venue/833080,Solothurn,47.210541,7.53692,Kulturfabrik Kofmehl,4061869,833080
New Year's Ladies Night,http://www.bandsintown.com/NewYear%27sLadiesNight,2011-01-01T21:00:00,ZH,http://www.bandsintown.com/event/4061867?app_id=epfl,http://www.bandsintown.com/venue/982340,Zurich,47.37704,8.5292,Alte Kaserne,4061867,982340
DJ BLUNT,http://www.bandsintown.com/DjBlunt,2011-01-01T22:00:00,,http://www.bandsintown.com/event/3974795?app_id=epfl,http://www.bandsintown.com/venue/975763,Rümlang,47.4499931,8.5275698,Rinora 4,3974795,975763
Amazing,http://www.bandsintown.com/Amazing,2011-01-01T22:00:00,,http://www.bandsintown.com/event/4061870?app_id=epfl,http://www.bandsintown.com/venue/864965,Aarau,47.3943495,8.0429822,Kettenbrücke,4061870,864965
In The Mix,http://www.bandsintown.com/InTheMix,2011-01-01T22:00:00,25,http://www.bandsintown.com/event/4061871?app_id=epfl,http://www.bandsintown.com/venue/1007640,Zurich,47.38765,8.51839,Acanto,4061871,1007640
BANDITS,http://www.bandsintown.com/BANDITS,2011-01-01T22:00:00,,http://www.bandsintown.com/event/4061872?app_id=epfl,http://www.bandsintown.com/venue/840867,Aarburg,47.3201994,7.9071709,Moonwalker Club,4061872,840867
DJ Vinylman,http://www.bandsintown.com/DjVinylman,2011-01-01T22:00:00,,http://www.bandsintown.com/event/4061872?app_id=epfl,http://www.bandsintown.com/venue/840867,Aarburg,47.3201994,7.9071709,Moonwalker Club,4061872,840867
United Diggaz,http://www.bandsintown.com/UnitedDiggaz,2011-01-01T22:00:00,,http://www.bandsintown.com/event/4061872?app_id=epfl,http://www.bandsintown.com/venue/840867,Aarburg,47.3201994,7.9071709,Moonwalker Club,4061872,840867
Soul Survivor,http://www.bandsintown.com/SoulSurvivor,2011-01-01T23:00:00,ZH,http://www.bandsintown.com/event/4061873?app_id=epfl,http://www.bandsintown.com/venue/697731,Zurich,47.3882217,8.5194702,Exil,4061873,697731
The Tarantinos,http://www.bandsintown.com/TheTarantinos,2011-01-02T21:00:00,Canton Of Berne,http://www.bandsintown.com/event/4062473?app_id=epfl,http://www.bandsintown.com/venue/351767,Adelboden,46.497234,7.56557,Alte Taverne,4062473,351767
Moscow Art Trio,http://www.bandsintown.com/MoscowArtTrio,2011-01-03T20:00:00,,http://www.bandsintown.com/event/4062474?app_id=epfl,http://www.bandsintown.com/venue/908452,Bern,46.9407562,7.4442012,Dampfzentrale Turbinensaal,4062474,908452
Völlig ausgebucht,http://www.bandsintown.com/V%C3%B6lligAusgebucht,2011-01-03T20:30:00,25,http://www.bandsintown.com/event/4062475?app_id=epfl,http://www.bandsintown.com/venue/903135,Zurich,47.378021,8.508807,Maiers Theater,4062475,903135
Revolving Door,http://www.bandsintown.com/RevolvingDoor,2011-01-03T18:00:00,Switzerland,http://www.bandsintown.com/event/3748100?app_id=epfl,http://www.bandsintown.com/venue/356220,St. Gallen,47.42638,9.37369,Grabenhalle,3748100,356220
LastDayHere,http://www.bandsintown.com/LastDayHere,2011-01-03T20:00:00,Switzerland,http://www.bandsintown.com/event/3919471?app_id=epfl,http://www.bandsintown.com/venue/982878,St. Gallen,47.422501,9.37418,Grabenhalle St. Gallen,3919471,982878
Concert avec Novin Afrouz,http://www.bandsintown.com/ConcertAvecNovinAfrouz,2011-01-04T20:00:00,22,http://www.bandsintown.com/event/4065003?app_id=epfl,http://www.bandsintown.com/venue/1006821,Crans,46.3,7.4666667,Chapelle St-Christophe,4065003,1006821
Revolving Door,http://www.bandsintown.com/RevolvingDoor,2011-01-04T18:00:00,Switzerland,http://www.bandsintown.com/event/3748101?app_id=epfl,http://www.bandsintown.com/venue/293614,Basel,47.547538,7.598329,Sommercasino,3748101,293614
LastDayHere,http://www.bandsintown.com/LastDayHere,2011-01-04T18:00:00,Switzerland,http://www.bandsintown.com/event/3748101?app_id=epfl,http://www.bandsintown.com/venue/293614,Basel,47.547538,7.598329,Sommercasino,3748101,293614
Veri,http://www.bandsintown.com/Veri,2011-01-04T20:30:00,,http://www.bandsintown.com/event/4062476?app_id=epfl,http://www.bandsintown.com/venue/1007754,Luzern,47.053448,8.307227,Musik-Restaurant Stadtkeller,4062476,1007754
der Abwart,http://www.bandsintown.com/DerAbwart,2011-01-04T20:30:00,,http://www.bandsintown.com/event/4062476?app_id=epfl,http://www.bandsintown.com/venue/1007754,Luzern,47.053448,8.307227,Musik-Restaurant Stadtkeller,4062476,1007754
NORMANDIE,http://www.bandsintown.com/NORMANDIE,2011-01-05T19:00:00,11,http://www.bandsintown.com/event/6307901?app_id=epfl,http://www.bandsintown.com/venue/1004791,Luzern,47.0833333,8.2666667,Bar 59,6307901,1004791
hilaria kramer,http://www.bandsintown.com/HilariaKramer,2011-01-05T20:00:00,ZH,http://www.bandsintown.com/event/3753681?app_id=epfl,http://www.bandsintown.com/venue/940317,Winterthur,47.49844,8.72334,Theater am Gleis,3753681,940317
