artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
GONJASUFI,http://www.bandsintown.com/GONJASUFI,7.1801778,3713733,323397,Düdingen,Canton Of Fribourg,46.8615737,2010-09-01T19:00:00,http://www.bandsintown.com/event/3713733?app_id=epfl,http://www.bandsintown.com/venue/323397,Bad Bonn
The Gaslamp Killer,http://www.bandsintown.com/TheGaslampKiller,7.1801778,3713733,323397,Düdingen,Canton Of Fribourg,46.8615737,2010-09-01T19:00:00,http://www.bandsintown.com/event/3713733?app_id=epfl,http://www.bandsintown.com/venue/323397,Bad Bonn
R2,http://www.bandsintown.com/R2,7.37737,3849077,959612,Roches,Switzerland,47.302299,2010-09-01T19:30:00,http://www.bandsintown.com/event/3849077?app_id=epfl,http://www.bandsintown.com/venue/959612,Landiwiese SÃ¼d
Y5,http://www.bandsintown.com/Y5,7.37737,3849078,960479,Roches,Switzerland,47.302299,2010-09-01T19:30:00,http://www.bandsintown.com/event/3849078?app_id=epfl,http://www.bandsintown.com/venue/960479,Rote Fabrik Fabriktheater
"Poetry Slam ""Mundgerecht""",http://www.bandsintown.com/PoetrySlam%22mundgerecht%22,7.53692,3849079,833080,Solothurn,Canton Of Solothurn,47.210541,2010-09-01T20:00:00,http://www.bandsintown.com/event/3849079?app_id=epfl,http://www.bandsintown.com/venue/833080,Kulturfabrik Kofmehl
LUCERNE FESTIVAL IM SOMMER,http://www.bandsintown.com/LucerneFestivalImSommer,8.311669,3289194,811170,Lucerne,Switzerland,47.051079,2010-09-01T19:30:00,http://www.bandsintown.com/event/3289194?app_id=epfl,http://www.bandsintown.com/venue/811170,KKL Konzertsaal
Rolf Schmid,http://www.bandsintown.com/RolfSchmid,9.560535,3849076,964479,Malans,Switzerland,46.971775,2010-09-01T19:00:00,http://www.bandsintown.com/event/3849076?app_id=epfl,http://www.bandsintown.com/venue/964479,"Kulturtorggel, Weinhaus Cottinelli"
Heavy Trash,http://www.bandsintown.com/HeavyTrash,6.61819,3631384,289098,Lausanne,Switzerland,46.522385,2010-09-02T19:00:00,http://www.bandsintown.com/event/3631384?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
The Peacocks,http://www.bandsintown.com/ThePeacocks,6.61819,3631384,289098,Lausanne,Switzerland,46.522385,2010-09-02T19:00:00,http://www.bandsintown.com/event/3631384?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
D1,http://www.bandsintown.com/D1,7.37737,3851047,960757,Roches,Switzerland,47.302299,2010-09-02T19:30:00,http://www.bandsintown.com/event/3851047?app_id=epfl,http://www.bandsintown.com/venue/960757,Werft
R3,http://www.bandsintown.com/R3,7.37737,3851048,959612,Roches,Switzerland,47.302299,2010-09-02T19:30:00,http://www.bandsintown.com/event/3851048?app_id=epfl,http://www.bandsintown.com/venue/959612,Landiwiese SÃ¼d
Eröffnung Kulturfabrik Lyss,http://www.bandsintown.com/Er%C3%B6ffnungKulturfabrikLyss,7.30768,3852698,964975,Lyss,Canton Of Berne,47.07938,2010-09-02T21:00:00,http://www.bandsintown.com/event/3852698?app_id=epfl,http://www.bandsintown.com/venue/964975,Kulturfabrik Lyss
LUCERNE FESTIVAL IM SOMMER,http://www.bandsintown.com/LucerneFestivalImSommer,8.2666667,3289195,351799,Lucerne,11,47.0833333,2010-09-02T12:15:00,http://www.bandsintown.com/event/3289195?app_id=epfl,http://www.bandsintown.com/venue/351799,Casineum Grand Casino
Jars of Clay,http://www.bandsintown.com/JarsOfClay,8.57289,3667312,912263,Canton Of Schaffhausen,Switzerland,47.72327,2010-09-02T19:00:00,http://www.bandsintown.com/event/3667312?app_id=epfl,http://www.bandsintown.com/venue/912263,International Chirstian Fellowship
Hatesphere,http://www.bandsintown.com/Hatesphere,8.53801,3803282,953309,Zurich,Switzerland,47.369091,2010-09-02T19:00:00,http://www.bandsintown.com/event/3803282?app_id=epfl,http://www.bandsintown.com/venue/953309,Ridehuset
Flatfoot 56,http://www.bandsintown.com/Flatfoot56,8.5393729,3505839,867890,Zürich,25,47.3833133,2010-09-02T19:00:00,http://www.bandsintown.com/event/3505839?app_id=epfl,http://www.bandsintown.com/venue/867890,Dynamo Jugendkulturhaus
The Briggs,http://www.bandsintown.com/TheBriggs,8.5393729,3505839,867890,Zürich,25,47.3833133,2010-09-02T19:00:00,http://www.bandsintown.com/event/3505839?app_id=epfl,http://www.bandsintown.com/venue/867890,Dynamo Jugendkulturhaus
Treasure Fingers,http://www.bandsintown.com/TreasureFingers,8.5204697,3749723,547907,Zurich,ZH,47.3853683,2010-09-02T23:00:00,http://www.bandsintown.com/event/3749723?app_id=epfl,http://www.bandsintown.com/venue/547907,Hive Club
Rolf Schmid,http://www.bandsintown.com/RolfSchmid,9.560535,3851046,964479,Malans,Switzerland,46.971775,2010-09-02T19:00:00,http://www.bandsintown.com/event/3851046?app_id=epfl,http://www.bandsintown.com/venue/964479,"Kulturtorggel, Weinhaus Cottinelli"
SINFONIEKONZERT,http://www.bandsintown.com/SINFONIEKONZERT,7.1147633,3852706,959804,Murten,,46.9279052,2010-09-03T20:00:00,http://www.bandsintown.com/event/3852706?app_id=epfl,http://www.bandsintown.com/venue/959804,Schlosshof
Breakdown Of Sanity,http://www.bandsintown.com/BreakdownOfSanity,5.972675,3729151,931165,Chancy,Switzerland,46.14944,2010-09-03T20:00:00,http://www.bandsintown.com/event/3729151?app_id=epfl,http://www.bandsintown.com/venue/931165,Biubstock Festival
Clawerfield,http://www.bandsintown.com/Clawerfield,5.972675,3729151,931165,Chancy,Switzerland,46.14944,2010-09-03T20:00:00,http://www.bandsintown.com/event/3729151?app_id=epfl,http://www.bandsintown.com/venue/931165,Biubstock Festival
Cris,http://www.bandsintown.com/Cris,7.44866,3734174,934495,Berne,Switzerland,46.9478,2010-09-03T19:00:00,http://www.bandsintown.com/event/3734174?app_id=epfl,http://www.bandsintown.com/venue/934495,City Beach
The Mahones,http://www.bandsintown.com/TheMahones,7.3,3831218,931037,Lyss,Switzerland,47.0666667,2010-09-03T19:00:00,http://www.bandsintown.com/event/3831218?app_id=epfl,http://www.bandsintown.com/venue/931037,KUFA
D_2,http://www.bandsintown.com/D_2,7.37737,3852702,960757,Roches,Switzerland,47.302299,2010-09-03T19:30:00,http://www.bandsintown.com/event/3852702?app_id=epfl,http://www.bandsintown.com/venue/960757,Werft
Symbolyc One,http://www.bandsintown.com/SymbolycOne,7.37737,3852703,959612,Roches,Switzerland,47.302299,2010-09-03T19:30:00,http://www.bandsintown.com/event/3852703?app_id=epfl,http://www.bandsintown.com/venue/959612,Landiwiese SÃ¼d
T16,http://www.bandsintown.com/T16,7.37737,3852704,959807,Roches,Switzerland,47.302299,2010-09-03T19:30:00,http://www.bandsintown.com/event/3852704?app_id=epfl,http://www.bandsintown.com/venue/959807,Landiwiese Club
"Ho Orchestra ""Spoon River Project""",http://www.bandsintown.com/HoOrchestra%22spoonRiverProject%22,7.4442012,3852708,908452,Bern,,46.9407562,2010-09-03T20:00:00,http://www.bandsintown.com/event/3852708?app_id=epfl,http://www.bandsintown.com/venue/908452,Dampfzentrale Turbinensaal
n1,http://www.bandsintown.com/n1,7.37737,3852710,960758,Roches,Switzerland,47.302299,2010-09-03T20:30:00,http://www.bandsintown.com/event/3852710?app_id=epfl,http://www.bandsintown.com/venue/960758,Landiwiese Nord
Eröffnung Kulturfabrik Lyss Freitag,http://www.bandsintown.com/Er%C3%B6ffnungKulturfabrikLyssFreitag,7.30768,3852712,964975,Lyss,Canton Of Berne,47.07938,2010-09-03T21:00:00,http://www.bandsintown.com/event/3852712?app_id=epfl,http://www.bandsintown.com/venue/964975,Kulturfabrik Lyss
F3,http://www.bandsintown.com/F3,7.37737,3852713,959806,Roches,Switzerland,47.302299,2010-09-03T21:00:00,http://www.bandsintown.com/event/3852713?app_id=epfl,http://www.bandsintown.com/venue/959806,Landiwiese SeebÃ¼hne
X2,http://www.bandsintown.com/X2,7.37737,3852714,959809,Roches,Switzerland,47.302299,2010-09-03T21:00:00,http://www.bandsintown.com/event/3852714?app_id=epfl,http://www.bandsintown.com/venue/959809,Rote Fabrik Aktionshalle
Anthony B,http://www.bandsintown.com/AnthonyB,7.25196,3804373,432191,Biel/Bienne,BE,47.13686,2010-09-03T21:00:00,http://www.bandsintown.com/event/3804373?app_id=epfl,http://www.bandsintown.com/venue/432191,Coupole
Tausendmal berührt,http://www.bandsintown.com/TausendmalBer%C3%BChrt,7.437954,3852720,289084,Berne,,46.956265,2010-09-03T22:00:00,http://www.bandsintown.com/event/3852720?app_id=epfl,http://www.bandsintown.com/venue/289084,Bierhubeli
Stoopid,http://www.bandsintown.com/Stoopid,7.53692,3852721,833080,Solothurn,Canton Of Solothurn,47.210541,2010-09-03T22:30:00,http://www.bandsintown.com/event/3852721?app_id=epfl,http://www.bandsintown.com/venue/833080,Kulturfabrik Kofmehl
Fiji,http://www.bandsintown.com/Fiji,8.2666667,3815266,351799,Lucerne,11,47.0833333,2010-09-03T00:30:00,http://www.bandsintown.com/event/3815266?app_id=epfl,http://www.bandsintown.com/venue/351799,Casineum Grand Casino
Seabear,http://www.bandsintown.com/Seabear,8.2969799,3680415,433386,Kriens,LU,47.0327682,2010-09-03T09:00:00,http://www.bandsintown.com/event/3680415?app_id=epfl,http://www.bandsintown.com/venue/433386,Südpol
