artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
Dianne Reeves,http://www.bandsintown.com/DianneReeves,6.141799,3159926,169960,Geneve,Etr,46.2012,2010-05-01T19:00:00,http://www.bandsintown.com/event/3159926?app_id=epfl,http://www.bandsintown.com/venue/169960,VICTORIA HALL
BOY GEORGE DJ SET,http://www.bandsintown.com/BoyGeorgeDjSet,6.63175,3504585,781376,Lausanne,Etr,46.52087,2010-05-01T19:00:00,http://www.bandsintown.com/event/3504585?app_id=epfl,http://www.bandsintown.com/venue/781376,D! CLUB
Nicolas Masson,http://www.bandsintown.com/NicolasMasson,6.14106,3332883,821856,Carouge,07,46.183255,2010-05-01T21:00:00,http://www.bandsintown.com/event/3332883?app_id=epfl,http://www.bandsintown.com/venue/821856,LE CHAT NOIR
Grand Avenue,http://www.bandsintown.com/GrandAvenue,6.67119,3406802,169999,Cheseaux-Noréaz,Switzerland,46.781797,2010-05-01T21:30:00,http://www.bandsintown.com/event/3406802?app_id=epfl,http://www.bandsintown.com/venue/169999,Amalgame Club
Rudresh Mahanthappa,http://www.bandsintown.com/RudreshMahanthappa,7.4666667,3518324,868353,Bern,05,46.9166667,2010-05-01T19:30:00,http://www.bandsintown.com/event/3518324?app_id=epfl,http://www.bandsintown.com/venue/868353,JazzFestival Bern
Reverend Beat-Man,http://www.bandsintown.com/ReverendBeat-man,7.446495,3509706,767858,Berne,Berne,46.958934,2010-05-01T20:00:00,http://www.bandsintown.com/event/3509706?app_id=epfl,http://www.bandsintown.com/venue/767858,Café Kairo
Subway to Sally,http://www.bandsintown.com/SubwayToSally,7.53692,3381956,833080,Solothurn,Canton Of Solothurn,47.210541,2010-05-01T21:00:00,http://www.bandsintown.com/event/3381956?app_id=epfl,http://www.bandsintown.com/venue/833080,Kulturfabrik Kofmehl
Parov Stelar,http://www.bandsintown.com/ParovStelar,7.44821,3411198,838247,Berne,Switzerland,46.948021,2010-05-01T22:00:00,http://www.bandsintown.com/event/3411198?app_id=epfl,http://www.bandsintown.com/venue/838247,Reitschule Bern
individualperformer,http://www.bandsintown.com/individualperformer,8.55,3492754,860066,Zurich,25,47.3666667,2010-05-01T12:00:00,http://www.bandsintown.com/event/3492754?app_id=epfl,http://www.bandsintown.com/venue/860066,"""1.-Mai-am-1.Mai""-Festival"
Unheilig,http://www.bandsintown.com/Unheilig,7.6,3159726,747119,Basel,04,47.5666667,2010-05-01T19:00:00,http://www.bandsintown.com/event/3159726?app_id=epfl,http://www.bandsintown.com/venue/747119,Konzertfabrik Z7
Die grosse Freiheit Tour 2010,http://www.bandsintown.com/DieGrosseFreiheitTour2010,7.6,3159726,747119,Basel,04,47.5666667,2010-05-01T19:00:00,http://www.bandsintown.com/event/3159726?app_id=epfl,http://www.bandsintown.com/venue/747119,Konzertfabrik Z7
D.O.A.,http://www.bandsintown.com/D.O.A.,8.55,3425779,317992,Zurich,25,47.3666667,2010-05-01T19:00:00,http://www.bandsintown.com/event/3425779?app_id=epfl,http://www.bandsintown.com/venue/317992,TBA
Ill Bill,http://www.bandsintown.com/IllBill,8.539312,3305474,594255,Zurich,Etr,47.383297,2010-05-01T20:00:00,http://www.bandsintown.com/event/3305474?app_id=epfl,http://www.bandsintown.com/venue/594255,Dynamo
Slaine,http://www.bandsintown.com/Slaine,8.539312,3305474,594255,Zurich,Etr,47.383297,2010-05-01T20:00:00,http://www.bandsintown.com/event/3305474?app_id=epfl,http://www.bandsintown.com/venue/594255,Dynamo
La Coka Nostra,http://www.bandsintown.com/LaCokaNostra,8.3003268,3513120,639666,Baden,01,47.4811889,2010-05-01T20:00:00,http://www.bandsintown.com/event/3513120?app_id=epfl,http://www.bandsintown.com/venue/639666,Nordportal
K7 Records,http://www.bandsintown.com/K7Records,8.537917,3480885,356201,Zurich,Switzerland,47.368768,2010-05-01T20:00:00,http://www.bandsintown.com/event/3480885?app_id=epfl,http://www.bandsintown.com/venue/356201,Alte Börse
Surkin,http://www.bandsintown.com/Surkin,8.54673,3359294,293622,Zurich,ZH,47.3663788,2010-05-01T20:00:00,http://www.bandsintown.com/event/3359294?app_id=epfl,http://www.bandsintown.com/venue/293622,Mascotte
KID FRESH,http://www.bandsintown.com/KidFresh,9.0972227,3508332,843346,Weinfelden,,47.5690363,2010-05-01T20:00:00,http://www.bandsintown.com/event/3508332?app_id=epfl,http://www.bandsintown.com/venue/843346,"La Luna Club, Weststr. 14"
Impaled Nazarene,http://www.bandsintown.com/ImpaledNazarene,8.55,3471808,850670,Zurich,25,47.3666667,2010-05-01T20:00:00,http://www.bandsintown.com/event/3471808?app_id=epfl,http://www.bandsintown.com/venue/850670,Fiesta Pagana II festival
Maroon,http://www.bandsintown.com/Maroon,8.945299,3306956,817276,Schmerikon,Switzerland,47.226043,2010-05-01T20:00:00,http://www.bandsintown.com/event/3306956?app_id=epfl,http://www.bandsintown.com/venue/817276,Fiesta Pagana Open Air
Samael,http://www.bandsintown.com/Samael,8.53955,3485148,856623,Zurich,Switzerland,47.37706,2010-05-01T20:00:00,http://www.bandsintown.com/event/3485148?app_id=epfl,http://www.bandsintown.com/venue/856623,Schmerikon
Bo Porter,http://www.bandsintown.com/BoPorter,7.41809,3512053,865842,Liesberg Dorf,Switzerland,47.3969,2010-05-01T20:00:00,http://www.bandsintown.com/event/3512053?app_id=epfl,http://www.bandsintown.com/venue/865842,Bo Porter Band
The Fire,http://www.bandsintown.com/TheFire,8.752316,3469441,849547,Fehraltorf,Switzerland,47.387851,2010-05-01T21:00:00,http://www.bandsintown.com/event/3469441?app_id=epfl,http://www.bandsintown.com/venue/849547,SPECK RUN
25 Jahre OXA,http://www.bandsintown.com/25JahreOxa,8.558865,3564482,41955,Zürich,,47.412958,2010-05-01T22:00:00,http://www.bandsintown.com/event/3564482?app_id=epfl,http://www.bandsintown.com/venue/41955,OXA
Dubfire,http://www.bandsintown.com/Dubfire,8.55,3508977,864001,Zurich,25,47.3666667,2010-05-01T22:00:00,http://www.bandsintown.com/event/3508977?app_id=epfl,http://www.bandsintown.com/venue/864001,Rohstoflagger
Saalschutz,http://www.bandsintown.com/Saalschutz,8.55,3475931,852775,Zurich,25,47.3666667,2010-05-01T23:00:00,http://www.bandsintown.com/event/3475931?app_id=epfl,http://www.bandsintown.com/venue/852775,BOMBAY BAR
The Brian Jonestown Massacre,http://www.bandsintown.com/TheBrianJonestownMassacre,7.1801778,3285833,323397,Düdingen,Canton Of Fribourg,46.8615737,2010-05-02T19:00:00,http://www.bandsintown.com/event/3285833?app_id=epfl,http://www.bandsintown.com/venue/323397,Bad Bonn
Sparrow,http://www.bandsintown.com/Sparrow,7.1801778,3285833,323397,Düdingen,Canton Of Fribourg,46.8615737,2010-05-02T19:00:00,http://www.bandsintown.com/event/3285833?app_id=epfl,http://www.bandsintown.com/venue/323397,Bad Bonn
The Workshop,http://www.bandsintown.com/TheWorkshop,7.1801778,3285833,323397,Düdingen,Canton Of Fribourg,46.8615737,2010-05-02T19:00:00,http://www.bandsintown.com/event/3285833?app_id=epfl,http://www.bandsintown.com/venue/323397,Bad Bonn
Introdans,http://www.bandsintown.com/Introdans,6.85,3564483,881023,Vevey,23,46.45,2010-05-02T19:00:00,http://www.bandsintown.com/event/3564483?app_id=epfl,http://www.bandsintown.com/venue/881023,ThÃ©Ã¢tre de Vevey
Saez,http://www.bandsintown.com/Saez,6.61819,3401837,289098,Lausanne,Switzerland,46.522385,2010-05-02T20:30:00,http://www.bandsintown.com/event/3401837?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
Whale Watching Tour,http://www.bandsintown.com/WhaleWatchingTour,7.151038,3564489,275156,Fribourg,Etr,46.79489,2010-05-02T21:00:00,http://www.bandsintown.com/event/3564489?app_id=epfl,http://www.bandsintown.com/venue/275156,Fri-Son
Bo Porter,http://www.bandsintown.com/BoPorter,7.582563,3557439,879424,Kiesen,Switzerland,46.8194,2010-05-02T20:00:00,http://www.bandsintown.com/event/3557439?app_id=epfl,http://www.bandsintown.com/venue/879424,Restaurant Green
