artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
L'avenir seulement,http://www.bandsintown.com/L%27avenirSeulement,2011-05-01T18:00:00,,http://www.bandsintown.com/event/4315600?app_id=epfl,http://www.bandsintown.com/venue/1071547,Fully,46.138745,7.114621,Belle Usine,4315600,1071547
François Couturier Tarkovsky Quartet,http://www.bandsintown.com/Fran%C3%A7oisCouturierTarkovskyQuartet,2011-05-01T19:00:00,Switzerland,http://www.bandsintown.com/event/4315601?app_id=epfl,http://www.bandsintown.com/venue/983464,Roches,47.302299,7.37737,Exil,4315601,983464
Das Frühlingsfest der Volksmusik 2011,http://www.bandsintown.com/DasFr%C3%BChlingsfestDerVolksmusik2011,2011-05-01T18:00:00,Etr,http://www.bandsintown.com/event/3637403?app_id=epfl,http://www.bandsintown.com/venue/293615,Basel,47.54055,7.617658,ST. JAKOBSHALLE,3637403,293615
Frühlingsfest der Volksmusik,http://www.bandsintown.com/Fr%C3%BChlingsfestDerVolksmusik,2011-05-01T18:00:00,03,http://www.bandsintown.com/event/3960006?app_id=epfl,http://www.bandsintown.com/venue/771610,Basel,47.5398991,7.6182583,ST. JAKOBSHALLE BASEL,3960006,771610
Andrea & Albert Adams Frey,http://www.bandsintown.com/AndreaAndAlbertAdamsFrey,2011-05-01T19:00:00,24,http://www.bandsintown.com/event/4315602?app_id=epfl,http://www.bandsintown.com/venue/854786,Cham,47.180688,8.459448,Lorzensaal,4315602,854786
Band -,http://www.bandsintown.com/Band-,2011-05-01T19:00:00,24,http://www.bandsintown.com/event/4315602?app_id=epfl,http://www.bandsintown.com/venue/854786,Cham,47.180688,8.459448,Lorzensaal,4315602,854786
"Céline Bonacina Trio ""Way of Life""",http://www.bandsintown.com/C%C3%A9lineBonacinaTrio%22wayOfLife%22,2011-05-01T19:00:00,25,http://www.bandsintown.com/event/4315603?app_id=epfl,http://www.bandsintown.com/venue/10674,Zurich,47.3666667,8.55,Moods,4315603,10674
Nick Howard,http://www.bandsintown.com/NickHoward,2011-05-01T20:00:00,25,http://www.bandsintown.com/event/4192597?app_id=epfl,http://www.bandsintown.com/venue/1041836,Zurich,47.3666667,8.55,Härterei w/ Sunrise Avenue,4192597,1041836
Francis International Airport,http://www.bandsintown.com/FrancisInternationalAirport,2011-05-01T21:00:00,Switzerland,http://www.bandsintown.com/event/4123241?app_id=epfl,http://www.bandsintown.com/venue/309955,Lucerne,47.04258,8.319649,Treibhaus,4123241,309955
Medea,http://www.bandsintown.com/Medea,2011-05-01T19:30:00,Switzerland,http://www.bandsintown.com/event/4315604?app_id=epfl,http://www.bandsintown.com/venue/351778,Chur,46.848558,9.530686,Werkstatt,4315604,351778
Africa Unite,http://www.bandsintown.com/AfricaUnite,2011-05-01T21:30:00,TI,http://www.bandsintown.com/event/4313403?app_id=epfl,http://www.bandsintown.com/venue/1082610,Lugano,46.0056179,8.9612988,Lugano,4313403,1082610
Ontroerend Goed,http://www.bandsintown.com/OntroerendGoed,2011-05-02T18:00:00,,http://www.bandsintown.com/event/4317415?app_id=epfl,http://www.bandsintown.com/venue/1084204,Bern,46.94182,7.449988,Museum für Kommunikation,4317415,1084204
Sarr Djibril,http://www.bandsintown.com/SarrDjibril,2011-05-02T12:00:00,25,http://www.bandsintown.com/event/4301415?app_id=epfl,http://www.bandsintown.com/venue/1078307,Zurich,47.3666667,8.55,Royal Club,4301415,1078307
John Waite,http://www.bandsintown.com/JohnWaite,2011-05-02T19:00:00,,http://www.bandsintown.com/event/4110571?app_id=epfl,http://www.bandsintown.com/venue/1016748,Uster (Zürich - Ch),47.3484905,8.7175286,RockCity,4110571,1016748
Crimson Glory,http://www.bandsintown.com/CrimsonGlory,2011-05-02T20:00:00,04,http://www.bandsintown.com/event/4004977?app_id=epfl,http://www.bandsintown.com/venue/747119,Basel,47.5666667,7.6,Konzertfabrik Z7,4004977,747119
Boyce Avenue,http://www.bandsintown.com/BoyceAvenue,2011-05-02T20:00:00,Switzerland,http://www.bandsintown.com/event/4277157?app_id=epfl,http://www.bandsintown.com/venue/48122,Zurich,47.362215,8.522239,Abart,4277157,48122
The Evidence,http://www.bandsintown.com/TheEvidence,2011-05-03T20:00:00,Switzerland,http://www.bandsintown.com/event/4266527?app_id=epfl,http://www.bandsintown.com/venue/327173,Carouge,46.189923,6.134431,Tiki's Pub,4266527,327173
Spanish Gamble,http://www.bandsintown.com/SpanishGamble,2011-05-03T20:00:00,Switzerland,http://www.bandsintown.com/event/4266527?app_id=epfl,http://www.bandsintown.com/venue/327173,Carouge,46.189923,6.134431,Tiki's Pub,4266527,327173
Leagues Apart,http://www.bandsintown.com/LeaguesApart,2011-05-03T20:00:00,Switzerland,http://www.bandsintown.com/event/4266527?app_id=epfl,http://www.bandsintown.com/venue/327173,Carouge,46.189923,6.134431,Tiki's Pub,4266527,327173
Sacred songs,http://www.bandsintown.com/SacredSongs,2011-05-03T20:00:00,Etr,http://www.bandsintown.com/event/4319698?app_id=epfl,http://www.bandsintown.com/venue/940865,La Tour-De-Treme,46.60594,7.05908,SALLE CO2,4319698,940865
Deva Premal,http://www.bandsintown.com/DevaPremal,2011-05-03T20:00:00,Etr,http://www.bandsintown.com/event/4319698?app_id=epfl,http://www.bandsintown.com/venue/940865,La Tour-De-Treme,46.60594,7.05908,SALLE CO2,4319698,940865
Miten,http://www.bandsintown.com/Miten,2011-05-03T20:00:00,Etr,http://www.bandsintown.com/event/4319698?app_id=epfl,http://www.bandsintown.com/venue/940865,La Tour-De-Treme,46.60594,7.05908,SALLE CO2,4319698,940865
Manose,http://www.bandsintown.com/Manose,2011-05-03T20:00:00,Etr,http://www.bandsintown.com/event/4319698?app_id=epfl,http://www.bandsintown.com/venue/940865,La Tour-De-Treme,46.60594,7.05908,SALLE CO2,4319698,940865
Les Visiteurs Du Soir,http://www.bandsintown.com/LesVisiteursDuSoir,2011-05-03T20:00:00,23,http://www.bandsintown.com/event/4305887?app_id=epfl,http://www.bandsintown.com/venue/1079926,Morges,46.5166667,6.5,Jean-Louis Trintignant,4305887,1079926
Tom Harrell Quintet,http://www.bandsintown.com/TomHarrellQuintet,2011-05-03T19:30:00,BE,http://www.bandsintown.com/event/4319697?app_id=epfl,http://www.bandsintown.com/venue/306299,Berne,46.96103,7.43941,Marians JazzRoom,4319697,306299
Mariano Pensotti,http://www.bandsintown.com/MarianoPensotti,2011-05-03T20:00:00,BE,http://www.bandsintown.com/event/4319700?app_id=epfl,http://www.bandsintown.com/venue/297152,Berne,46.9408303,7.4424743,Dampfzentrale,4319700,297152
Heimathafen Neukölln,http://www.bandsintown.com/HeimathafenNeuk%C3%B6lln,2011-05-03T20:00:00,,http://www.bandsintown.com/event/4319701?app_id=epfl,http://www.bandsintown.com/venue/971353,Bern,46.9529358,7.4403401,Tojo Theater Reitschule,4319701,971353
Macabre,http://www.bandsintown.com/Macabre,2011-05-03T20:00:00,Switzerland,http://www.bandsintown.com/event/4319702?app_id=epfl,http://www.bandsintown.com/venue/885399,Roches,47.302299,7.37737,Dynamo Werk 21,4319702,885399
Erland & The Carnival,http://www.bandsintown.com/ErlandAndTheCarnival,2011-05-03T19:00:00,ZH,http://www.bandsintown.com/event/4124296?app_id=epfl,http://www.bandsintown.com/venue/697731,Zurich,47.3882217,8.5194702,Exil,4124296,697731
