artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
Phil Collins,http://www.bandsintown.com/PhilCollins,6.9166667,3560114,169978,Montreux,23,46.4333333,2010-07-01T19:00:00,http://www.bandsintown.com/event/3560114?app_id=epfl,http://www.bandsintown.com/venue/169978,Stravinski Auditorium
DevilDriver,http://www.bandsintown.com/DevilDriver,6.61819,3453120,289098,Lausanne,Switzerland,46.522385,2010-07-01T19:00:00,http://www.bandsintown.com/event/3453120?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
Malefice,http://www.bandsintown.com/Malefice,6.61819,3453120,289098,Lausanne,Switzerland,46.522385,2010-07-01T19:00:00,http://www.bandsintown.com/event/3453120?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
Requiem,http://www.bandsintown.com/Requiem,6.61819,3453120,289098,Lausanne,Switzerland,46.522385,2010-07-01T19:00:00,http://www.bandsintown.com/event/3453120?app_id=epfl,http://www.bandsintown.com/venue/289098,Le Docks
Le Singe Blanc,http://www.bandsintown.com/LeSingeBlanc,6.85,3730224,881023,Vevey,23,46.45,2010-07-01T20:00:00,http://www.bandsintown.com/event/3730224?app_id=epfl,http://www.bandsintown.com/venue/881023,ThÃ©Ã¢tre de Vevey
"""Montreux Jazz Festival""",http://www.bandsintown.com/%22montreuxJazzFestival%22,6.904712,3584761,343180,Montreux,Etr,46.439312,2010-07-01T20:00:00,http://www.bandsintown.com/event/3584761?app_id=epfl,http://www.bandsintown.com/venue/343180,Auditorium Stravinski
Phil Collins plays 60' Motown,http://www.bandsintown.com/PhilCollinsPlays60%27Motown,6.904712,3584761,343180,Montreux,Etr,46.439312,2010-07-01T20:00:00,http://www.bandsintown.com/event/3584761?app_id=epfl,http://www.bandsintown.com/venue/343180,Auditorium Stravinski
Soul,http://www.bandsintown.com/Soul,6.904712,3584761,343180,Montreux,Etr,46.439312,2010-07-01T20:00:00,http://www.bandsintown.com/event/3584761?app_id=epfl,http://www.bandsintown.com/venue/343180,Auditorium Stravinski
Naif,http://www.bandsintown.com/Naif,6.1427,3727550,930184,Geneva,Switzerland,46.208351,2010-07-01T22:00:00,http://www.bandsintown.com/event/3727550?app_id=epfl,http://www.bandsintown.com/venue/930184,ESPLANADE DE LA PRAILLE
Die lange Nacht der elektronischen Musik,http://www.bandsintown.com/DieLangeNachtDerElektronischenMusik,7.4442012,3703972,841044,Bern,,46.9407562,2010-07-01T21:00:00,http://www.bandsintown.com/event/3703972?app_id=epfl,http://www.bandsintown.com/venue/841044,Dampfzentrale Kesselhaus
Henrik Belden,http://www.bandsintown.com/HenrikBelden,8.5275402,3618960,338600,Zurich,ZH,47.3772316,2010-07-01T20:00:00,http://www.bandsintown.com/event/3618960?app_id=epfl,http://www.bandsintown.com/venue/338600,La Catrina
Egotronic,http://www.bandsintown.com/Egotronic,8.55,3689191,297164,Zurich,25,47.3666667,2010-07-01T21:00:00,http://www.bandsintown.com/event/3689191?app_id=epfl,http://www.bandsintown.com/venue/297164,Hive
Khainz,http://www.bandsintown.com/Khainz,9.57142,3607651,893746,Canton Of Graubunden,Switzerland,46.617241,2010-07-01T20:00:00,http://www.bandsintown.com/event/3607651?app_id=epfl,http://www.bandsintown.com/venue/893746,Engadin Spirit
Incognito,http://www.bandsintown.com/Incognito,8.945135,3470270,916619,Massagno,Switzerland,46.01305,2010-07-01T20:00:00,http://www.bandsintown.com/event/3470270?app_id=epfl,http://www.bandsintown.com/venue/916619,Estival Jazz Lugano
Roxy Music,http://www.bandsintown.com/RoxyMusic,6.904712,3562129,343180,Montreux,Etr,46.439312,2010-07-02T19:00:00,http://www.bandsintown.com/event/3562129?app_id=epfl,http://www.bandsintown.com/venue/343180,Auditorium Stravinski
Auf der Maur,http://www.bandsintown.com/AufDerMaur,6.904712,3562129,343180,Montreux,Etr,46.439312,2010-07-02T19:00:00,http://www.bandsintown.com/event/3562129?app_id=epfl,http://www.bandsintown.com/venue/343180,Auditorium Stravinski
"""Montreux Jazz Festival""",http://www.bandsintown.com/%22montreuxJazzFestival%22,6.904878,3560105,169977,Montreux,23,46.439495,2010-07-02T20:30:00,http://www.bandsintown.com/event/3560105?app_id=epfl,http://www.bandsintown.com/venue/169977,Miles Davis Hall
Beach House,http://www.bandsintown.com/BeachHouse,6.904878,3560105,169977,Montreux,23,46.439495,2010-07-02T20:30:00,http://www.bandsintown.com/event/3560105?app_id=epfl,http://www.bandsintown.com/venue/169977,Miles Davis Hall
Reverend Beat-Man,http://www.bandsintown.com/ReverendBeat-man,7.053399,3688510,920013,Vuisternens-En-Ogoz,Switzerland,46.707625,2010-07-02T22:00:00,http://www.bandsintown.com/event/3688510?app_id=epfl,http://www.bandsintown.com/venue/920013,FESTIFAL DU GIBLOUX
Benjamin Vial,http://www.bandsintown.com/BenjaminVial,6.1666667,3645012,907925,Geneve,07,46.2,2010-07-02T22:00:00,http://www.bandsintown.com/event/3645012?app_id=epfl,http://www.bandsintown.com/venue/907925,Cirküs
Mathias Kaden,http://www.bandsintown.com/MathiasKaden,6.1051998,3556467,335681,Vernier,GE,46.2143097,2010-07-02T23:00:00,http://www.bandsintown.com/event/3556467?app_id=epfl,http://www.bandsintown.com/venue/335681,Weetamix
The Sickest Squad,http://www.bandsintown.com/TheSickestSquad,7.298266,3729309,931253,Conthey,Switzerland,46.224322,2010-07-02T19:00:00,http://www.bandsintown.com/event/3729309?app_id=epfl,http://www.bandsintown.com/venue/931253,HARDCORE ANIMAL
Los Straitjackets,http://www.bandsintown.com/LosStraitjackets,7.39684,3638091,906667,St. Stephan,Switzerland,46.507599,2010-07-02T20:00:00,http://www.bandsintown.com/event/3638091?app_id=epfl,http://www.bandsintown.com/venue/906667,Flugplatz St Stephan
Valient Thorr,http://www.bandsintown.com/ValientThorr,7.247257,3675543,862414,Biel/Bienne,Switzerland,47.140888,2010-07-02T20:00:00,http://www.bandsintown.com/event/3675543?app_id=epfl,http://www.bandsintown.com/venue/862414,Gaskessel Barbarie Festival 2010
