Adress,City,Latitude,Longitude,Venue
,Villmergen,47.35,8.25,Traff
,Zürich,47.366667,8.55,Stars club
,Zürich,47.366667,8.55,2 akt
,Baden,47.466667,8.3,Kiste club
,Basel,47.54874,7.58768,Schiff basel
,Cazis,46.716667,9.433333,Real frontier
,Canton of graubunden,46.617241,9.57142,Real fronter
,St. gallen,47.426392,9.37371,Kugl  *|between the lines album tour|*
,Lugano,46.0,8.966667,Palco ai giovani
,Sankt moritz-dorf,46.5,9.833333,Vivai club
,Lausanne,46.533333,6.666667,Lozannes burning/salle de vennes
,Geneva,46.198392,6.142296,Milk club
,Geneva,46.2,6.166667,Arcade 46 w/ axel bk
,Geneva,46.2,6.166667,Arcade 46
,Bern,46.964565,7.466534,Sporthalle wankdorf
,Berne,46.964001,7.45922,Graffiti
,Balsthal,47.316667,7.683333,Psyeffect
,Venthône,46.30731,7.53009,Bourask festival
,Thun,46.75,7.616667,Komplott
,Delemont,47.361019,7.355077,Stage club
,Bern,46.916667,7.466667,Audiotheque 3rd birthday
,Zürich,47.366667,8.55,"Escherwyss club ""temptation"""
,Acquarossa,46.45,8.95,Nara  snowpark
,Aarau,47.383333,8.05,Flosserplatz
,Delemont,47.366667,7.333333,Stage clube
,Tuggen,47.2,8.933333,Bandits
,Basel,47.566667,7.6,Cafe el mundo
,Basel,47.566667,7.6,Hauptquartier // with palmer (ch)  snarf (ch)
,Adliswil,47.316667,8.516667,Unknown
,Luzern,47.060837,8.301019,Gondmolchliab prod label night
,Winterthur,47.5,8.75,Rhythm of psy
,Disentis/mustér,46.7009,8.84545,Nangijala
,Zürich,47.366667,8.55,Loop38
,Zürich,47.366667,8.55,Hot like in instanbul / acanto
,Sankt gallen,47.466667,9.4,Deadline festival 2012
,St. gallen,47.426392,9.37371,"Deadline festival 2011, grabenhalle"
,St. gallen,47.426392,9.37371,St gallen
,St. gallen,47.426392,9.37371,Deadline festival
,Flums,47.079186,9.348995,Sonderbar
,Chiasso,45.834721,9.0313,Chiasso
,Frauenfeld,47.556862,8.89528,Casino
,St. gallen,47.426392,9.37371,Grabenhalle sg
,Lugano,46.007168,8.962681,Centro esposizioni di lugano
,Martigny,46.101375,7.072902,Les caves du manor
,Martigny,46.1,7.083333,Les cave du manoir
,Martigny,46.101742,7.07149,Caves du manoir
,Zürich,47.362227,8.522428,Abart/komplex
,Bellinzona,46.2,9.016667,Rabadan
,Mendrisio,45.866667,8.983333,Arena live (maninalto! ska festival)
,Geneva,46.2,6.166667,Flux laboratory
,Geneva,46.209735,6.145827,AMR
,Bern,46.916667,7.466667,Bejazz winterfestival
,Brugg,47.483333,8.2,Kultur im dampfschiff
,Zürich,47.369024,8.538033,Ziegel og lac
,Zürich,47.380058,8.52772,Gonzo club
,Zürich,47.343403,8.535742,Fabriktheater rote fabrik
,Basel,47.566667,7.6,Club masquerade
,Bulach,47.516667,8.533333,Ug
,Niederrohrdorf,47.416667,8.3,Sportnacht
,Flums,47.079186,9.348995,Goggeien star club
,Geneva,46.2,6.166667,Jetlag
,Chateau-d'oex,46.466667,7.133333,Festival balloon chateau
,Yverdon-les-bains,46.783333,6.65,Lamalgame
,Perly,46.158298,6.09238,Chantappart
,Berne,46.916667,7.466667,Nb
,Thun,46.743241,7.629527,Schadausaal
,Bern,46.940756,7.444201,Dampfzentrale kesselhaus
,Luzern,47.083333,8.266667,"L&g club ""nerd"""
,Lucerne,47.083333,8.266667,
,Brunnen,46.983333,8.6,Galerie am leewasser
,Zürich,47.366667,8.55,Encore
,Brugg,47.479542,8.20739,Dampfschiff
,Winterthur,47.49848,8.72917,Albani
,Zürich,47.388744,8.518469,Blok
,Zürich,47.388726,8.525219,Club indochine
,Zürich,47.366667,8.55,Most wanted / queens
,Saas fee,46.111719,7.933673,Poison club
,Albonago,46.013599,8.97426,Centro giovani di viganello
,Lugano,46.005618,8.961299,"""teatro il foce"""
,Geneva,46.2,6.166667,Motel campo
,Montana,46.311842,7.478825,Zerodix
,Sion,46.233333,7.35,Kingdom club
,Balsthal,47.316667,7.683333,Mr da nos feat roby rob
,Gstaad,46.466667,7.283333,Split clubbing
,Bern,46.916667,7.466667,"Tour de lorraine, aare garage"
,Luzern,47.083333,8.266667,Das waren noch zeiten iidas waren noch zeiten ii
,Zürich,47.366667,8.55,Frieda´s buxe
,Dietikon,47.416667,8.4,Project fusionthe ultraedition iix 10 years decibel army
,Zürich,47.366667,8.55,Xces
,Winterthur,47.494777,8.717944,Verein kraftfeld
,Krienz,47.033333,8.283333,Imperio club label release
,Luzern,47.083333,8.266667,Das waren noch zeiten ii
,Solothurn,47.207933,7.537565,Kino palace
,Bern,46.916667,7.466667,Roesli bar
,Thun,46.75,7.616667,Hotel emmental
,Horgen,47.260124,8.597007,Schinzenhofsaal
,Delemont,47.366667,7.333333,Stage
,Yverdon-les-bains,46.778471,6.642492,Stuckysina
,La chaux-de-fonds,47.101768,6.82876,Salle de musique
,Yverdon-les-bains,46.778471,6.642492,Stucky sina
,Langenthal,47.216667,7.783333,Restaurant gastro elema¤nt
,Wetzikon,47.316667,8.783333,Classroom
,Flims,46.833333,9.283333,Eisspeedway
,Lugano,46.0,8.966667,Palazzo del congressi
,Sementina,46.183333,8.983333,Carnevale sementina
,Geneva,46.198392,6.142296,Tattoo convention
,Lausanne,46.533333,6.666667,Europa tour
,Cossonay,46.616667,6.516667,Theatre du pre aux moines
,Montreux,46.431698,6.910445,Auditorium stravinsky
,Geneva,46.2,6.166667,Trash skins party w/ gwaumz
,Geneva,46.2,6.166667,Trash skins party w/ axel bk
,Lausanne,46.533333,6.666667,Jet lag club
,Adelboden,46.483333,7.566667,Berna bar
,Lyss,47.066667,7.3,Kufa
,Zürich,47.366667,8.55,"Moods ""tba"""
,Wettingen,47.466667,8.316667,Caruso club
,Brig,46.316667,7.983333,Spycher
,Wetzikon,47.316667,8.783333,Staff club
,Baden,47.466667,8.3,Kulak
,Huttwil,47.113997,7.84726,Nationales sportcenter
,Birsfelden,47.55034,7.624551,Sissys place
,Wetzikon,47.322366,8.797128,Drei linden
,Langenthal,47.214626,7.788981,Stadttheater
,Zürich,47.387299,8.52492,Viadukt
,Delemont,47.366667,7.333333,Patchwork festival
,Winterthur,47.502267,8.726476,Banlieu
,Bulach,47.516667,8.533333,1 year last friday
,Chur,46.847729,9.527726,Selig
,Lugano,46.002975,8.951305,Il molino
,Sementina,46.183333,8.983333,Carnevale di sementina
,Lausanne,46.533333,6.666667,Vinyl club 52000beats
,Geneva,46.2,6.166667,Brutal grind assault vii
,Neuchâtel,46.975195,6.771555,Queen kong club
,Geneva,46.2,6.166667,Winter live music
,Sion,46.22978,7.37238,Ferme asile
,Balsthal,47.316667,7.683333,Room 31
,Bern,46.916667,7.466667,Downtown
,Bern,46.916667,7.466667,Cuclub
,Montana,46.3,7.466667,Festivalps
,Gstaad,46.47603,7.28427,Greengo
,Berne,46.952733,7.440159,Cafete
,Berne,46.916667,7.466667,Dj battle wankdorfclub
,Basel,47.54874,7.58768,Hardcore italia
,Basel,47.54974,7.58434,Die kuppel
,Basel,47.54974,7.58434,Garage
,Basel,47.548807,7.58782,Raum/d
,Zürich,47.37706,8.53955,Extra
,Basel,47.566667,7.6,Clubborderline
,Zürich,47.367347,8.550002,Jesus was a zombie 3
,Zürich,47.366667,8.55,Club mehrspur
,Oberhof,47.45166,8.00568,22:00 uhr guggentreff
,Zürich,47.366667,8.55,Amber
,Zürich,47.366667,8.55,Xces club
,Schaffhausen,47.7,8.633333,Michel van dinteren
,Pfaffikon,47.366667,8.783333,Alpamare poolparty u16
,Zug,47.166667,8.516667,"Galvanik, andrej dj set"
,Zürich,47.38562,8.51966,Cityfox
,Luzern,47.083333,8.266667,Strichpunkt
,Zürich,47.366667,8.55,Discodust
,Felsberg,46.85,9.483333,Sub terra vol3
,Davos,46.793878,9.820916,Cabanna
,Lugano,46.0,8.966667,Csoa ii molino
,Davos,46.79657,9.82148,Cabanna club
,Geneva,46.198392,6.142296,Bourse aux disques
,Lausanne,46.512695,6.622465,Aula des cedres
,Neuchatel,47.0,6.966667,The queen kongo klub
,Winterthur,47.505247,8.734935,Musikschule konservatorium
,Zürich,47.366667,8.55,Stairs after hours 13:00  16:00 h
,Winterthur,47.504075,8.725535,Banana city
,Basel,47.566667,7.6,"Duo at grenzgangerslam, kulturpavillon"
,Fisibach,47.564225,8.4089,Facebook
,Lausanne,46.533333,6.666667,Spectacle avec le rudra bejart ballet
,Lausanne,46.533333,6.666667,Aula des ca¨dres
,Zürich,47.366667,8.55,Maghall
,Illnau/effretikon,47.427314,8.685784,Stadthaussaal
,Baden,47.473032,8.308619,Roter turm
,Saignelégier,47.255896,6.995409,La trappe
,Zürich,47.37739,8.5109,Friedas buxe
,Zürich,47.38635,8.49877,Stairs club
,Interlaken,46.683333,7.85,Touch the mountain
,Buren,46.933333,8.4,Pdm
,St. gallen,47.426392,9.37371,Olmamessegelande
,Zürich,47.38766,8.52994,Heldenbar
,Sankt moritz-dorf,46.5,9.833333,Hotel hauser
,Zürich,47.366667,8.55,Afterwork goa  ice club
,Lugano,46.0,8.966667,Underground
,Aux acacias,46.18408,6.14053,Au chat noir
,Bern,46.943427,7.438318,Tbc
,Delemont,47.36422,7.34302,Sas
,Zürich,47.366667,8.55,Ug bulach
,Baden,47.466667,8.3,Lwb
,Zürich,47.364643,8.546484,Opernhaus zurich
,Langenthal,47.21121,7.7924,Reformierte kirche geissberg
,Basel,47.566667,7.6,Musik park
,Raron,46.3,7.8,Blonde 25
,Zürich,47.366667,8.55,Meets joy  club hiltl
,Glarus,47.033333,9.066667,The club glarus
,Payerne,46.816667,6.933333,Very open party
,Vevey,46.45,6.85,"Le local, wsdc fest"
,Neuchatel,47.0,6.966667,Q k c
,Solothurn,47.233333,7.516667,Club eleven
,Ittigen,46.97467,7.47166,Bronx bar
,Zürich,47.392162,8.510582,Queens club
,Zürich,47.377038,8.53951,2 akt restaurant & bar
,Baden,47.47113,8.30613,Kiste baden
,Luzern,47.055072,8.315002,The loft
,Zürich,47.366667,8.55,Roc boyz  indochine
,Bülach,47.517685,8.541009,Ueberschall
,Lichtensteig,47.333333,9.083333,Cha¶ssi theater
,Zürich,47.378151,8.52664,Bagatelle
,Zürich,47.366667,8.55,Distric4
,Olten,47.348839,7.90283,Schutzi
,Aarau,47.383333,8.05,Kba
,Wasen,47.033333,7.783333,Ice rock festival
,Basel,47.57407,7.56901,Club borderline
,Basel,47.566667,7.6,Sugar & sax
,Luzern,47.083333,8.266667,Zwischenbuhne horw
,Lucerne,47.083333,8.266667,Tschuppi’s wonderbar
,Lucerne,47.055004,8.315321,The loft club
,Zürich,47.366667,8.55,District4
,Klingnau,47.583333,8.25,M1 mistero club
,Zürich,47.36766,8.54597,Club bellevue
,Zürich,47.388031,8.51756,Pfingstweide
,Zürich,47.386581,8.52896,Untergang club
,Basel,47.551319,7.5883,Kult club
,Brugg,47.483333,8.2,Halli galli club
,Eichberg,47.34145,9.53071,Partylokal falken
,Sankt moritz,46.485837,9.836934,"Konzertsaal, hotel laudinella"
,Bellinzona,46.194461,9.024119,Espocentro
,Bellinzona,46.193581,9.02609,Viale
,Ascona,46.15,8.766667,Seventyseven club
,Basel,47.548722,7.58769,Le saxo
,St. gallen,47.4198,9.354,Qyps
,Lausanne,46.519595,6.632335,Option musique
,Neuchâtel,46.99034,6.93112,"Rtn, rjb et rfj"
,Zürich,47.37815,8.52743,Bar3000
,Kloten,47.45488,8.5876,Stadtsaal zentrum schluefweg
,Geneva,46.208358,6.142701,Taverne de la republique
,Lausanne,46.533333,6.666667,Watergate bar
,Geneva,46.203999,6.13628,Ptr
,Le locle,47.055429,6.742969,Cafe lux
,Landquart,46.95743,9.562965,Forum im ried
,Geneva,46.2,6.166667,Station ski
,Geneva,46.2,6.166667,La cave electro
,Winterthur,47.5,8.75,Flauschedelic psychedelic!
,Luzern,47.083333,8.266667,Kkl concert hall
,Baden,47.466667,8.3,Prima vista restaurant
,Aarau,47.39305,8.04409,3 stock
,Sankt moritz-dorf,46.5,9.833333,Djane 2hot4you
,Neuchâtel,46.99034,6.93112,"Interview de lauranne et annick surrtn, rjb et rfj"
,Geneva,46.2,6.166667,Le zoo
,La sarraz,46.65435,6.50346,La bille
,Lausanne,46.533333,6.666667,"Option musique, emission les chanteurs ont du coeur"
,Geneva,46.19473,6.143512,Casino theatre
,Solothurn,47.211788,7.52516,Hidden club
,Schaffhausen,47.7,8.633333,Taptab
,Sursee,47.166667,8.1,Kulturwerk118
,Basel,47.566667,7.6,Openhouse
,Basel,47.567301,7.595035,Cafe hammer
,Basel,47.55814,7.60118,Sud basel
,Zürich,47.34365,8.535794,"Rote fabrik, ziegel oh lac"
,Zürich,47.367347,8.550002,Stairs
,Sargans,47.05,9.433333,Dixie & jazz club
,Lugano,46.0,8.966667,Musicnet
,Locarno,46.166667,8.8,Bar sport xxx
,Lausanne,46.520199,6.57303,Preselection nag night
,Vevey,46.4629,6.84315,Le veme
,Collombey,46.266667,6.95,Vibes club
,Lausanne,46.533333,6.666667,Grand vennes
,Neuchatel,47.0,6.966667,Delirium festival
,Vevey,46.45,6.85,Veme
,Geneva,46.2,6.166667,Britannia pub (tbc)
,Treyvaux,46.733333,7.133333,Larbanel
,Echallens,46.633333,6.633333,Golden lion pub
,Neuchatel,46.98938,6.9361,La case a chocs
,Fribourg,46.8,7.15,Le quai
,Geneva,46.204239,6.14581,Le baroque
,Fribourg,46.8,7.15,Mythic club
,Nyon,46.383333,6.25,After club
,Geneva,46.203026,6.134888,Moulin a danses
,Thun,46.75,7.616667,"Tanzbare bern ""reise zum nachtstern"""
,Bern,46.916667,7.466667,Celtic ceili
,Balsthal,47.30237,7.695567,Schaltzentrale
,Berne,46.95294,7.44034,Dachstock reitschule
,Muraz,46.297825,7.52981,Hacienda
,Bern,46.916667,7.466667,Wildlife!
,Biel bienne,47.154674,7.28474,Ohm10
,Olten,47.35,7.916667,Club hardware
,Zürich,47.366667,8.55,Progress x ug club
,Zürich,47.366667,8.55,Station club
,Baden,47.47578,8.30505,Merkker kulturlokal
,Zürich,47.366667,8.55,Dynamo grosser saal
,Auenstein,47.416667,8.133333,Riisserfescht auenstein
,Zürich,47.366667,8.55,Swiss nightlife award
,Luzern,47.083333,8.266667,Loft
,Wohlen,47.351976,8.275728,Zamba loca
,Naters,46.333333,7.983333,Moshpit
,Olten,47.35196,7.90373,Terminus club
,Schaffhausen,47.7,8.633333,Tap tab club
,Zürich,47.366667,8.55,Bar
,Uznach,47.216667,8.983333,Rotfarb
,Basel,47.552741,7.591161,Elisabethenkirche
,Pratteln,47.52729,7.694064,Z7 konzertfabrik
,Unteriberg,47.05,8.783333,"Tanzboden, https://wwwfacebookcom/tanzbodenunteriberg"
,Zürich,47.37923,8.52746,Memphis
,Zürich,47.366667,8.55,Iq bar
,Zürich,47.366667,8.55,Swiss nightlife award afterparty
,Zug,47.166667,8.516667,Grand cafe (club)
,Basel,47.566667,7.6,Club borderline (live)
,Zürich,47.3857,8.51991,Cabaret
,Lugano,46.0,8.966667,Musicnet 2013
,Bellinzona,46.2,9.016667,Chupito
,Berne,46.948429,7.44046,Kulturhof
,Basel,47.55468,7.60347,Basler papiermuhle museum
,Zürich,47.387428,8.519093,Komplex (ages 14)
,Neuhausen am rheinfall,47.683333,8.616667,Ifc
,Lugano,46.0,8.966667,"Palco ai giovani, winter session"
,Lugano,46.002975,8.951305,Ns  palco ai giovani
,Lugano,46.0,8.966667,Musicnet c/o centro esposizioni
,Basel,47.566667,7.6,La bodega
,Fribourg,46.8,7.15,Frison w/ the black atlantic
,Lausanne,46.519595,6.632335,Theatre de vidy
,Zürich,47.366667,8.55,Henrici
,Zürich,47.366667,8.55,Complex
,Nyon,46.382365,6.23908,"Chapiteau ii, parking piscine de colovray"
,Bern,46.946466,7.436182,Kino alhambra
,Ruti,47.25,8.85,Weinberg restaurant
,Basel,47.538017,7.619264,St jakob arena
,Zürich,47.366667,8.55,Suisse diagonale jazz in moods
,Frick,47.5,8.016667,Monti
,Basel,47.562744,7.599387,Saal san francisco congress center basel
,Engelberg,46.833333,8.416667,Dream life bar  hotel central  wwwcentralengelbergcom
,Chur,46.855326,9.528658,Titthof
,Geneva,46.210275,6.14661,Laiglon
,Lausanne,46.533333,6.666667,Le lapin vert
,Geneva,46.208358,6.142701,Bl club
,Saanen,46.49511,7.26126,Hotel solsana
,Gossau,47.414263,9.252213,Furstenlandsaal
,Chur,46.85,9.5,Barbar vero
,Lancy,46.18939,6.10853,Villa tacchini
,Geneva,46.2,6.166667,Silencio du nuit
,Geneva,46.20401,6.13645,Le spoutnik
,Fribourg,46.8,7.15,"Frison w/ uneven structure, elizabeth and more"
,Geneva,46.201106,6.141633,Les cinemas du grutli
,Geneva,46.200859,6.14006,Auditorium arditi
,Nyon,46.382365,6.23908,Das zelt
,Neuchatel,47.0,6.966667,Queen kong cafe
,Berne,46.939434,7.448665,Ader befla¼gelnde treffpunkt!aoe heutschi pianos
,Weinfelden,47.56607,9.110375,Gate 14
,Allschwil,47.55,7.533333,Forsthaus kirschner
,Luzern,47.083333,8.266667,Suisse diagonale jazz in jazzkantine
,Munchwilen,47.45,9.0,Soundindustrie
,Zürich,47.366667,8.55,Vip opening  aura
,San bernardino,46.45,9.2,Ermellino
,Luzern,47.083333,8.266667,Tunnel club  patrick
,Savognin,46.6,9.6,Snow valley
,Savognin,46.6,9.6,Various
,Berneck,47.416667,9.6,Wein berneck
,St. gallen,47.42597,9.373015,Titty twister bar
,Lugano,46.005611,8.96119,Studio foce
,Geneva,46.2,6.166667,Private event
,Rue,46.616667,6.816667,Terre et mer
,Rue,46.619101,6.822002,Entre terre et mer
,Geneva,46.209273,6.139373,Uptown
,Berne,46.93835,7.4424,Gaskessel bern
,Berne,46.95165,7.44173,Kapitel
,Berne,46.95442,7.46137,Barstreet festival
,Berne,46.953098,7.44938,Kursaalarena
,Bern,46.916667,7.466667,Terminal club
,Bern,46.916667,7.466667,Vidmarhalle
,Bern,46.916667,7.466667,Kultarena
,Kehrsatz,46.907547,7.474519,Kultarena eventhalle
,Zürich,47.366667,8.55,Circus at stairs club
,Basel,47.54874,7.58768,Saxo
,Frauenfeld,47.55549,8.89723,Bday bash
,Wengen,46.6,7.916667,Zielarena innerwengen
,Baden,47.466667,8.3,Exklusive zirkusshow
,Oberhelfenschwil,47.325646,9.113036,Chossi theater
,Winterthur,47.5,8.75,Private gig
,Wohlen,47.366667,8.283333,Zanzibar
,Zürich,47.366667,8.55,Private event  aura
,Mollis,47.083333,9.083333,Nordhuuler  d huulata
,Baden,47.466667,8.3,Zirkuszelt
,Gamsen,46.302774,7.951185,Perron1
,Wohlen,47.366667,8.283333,Revolution club
,Zug,47.181332,8.48393,Galvanik zug
,Zürich,47.378151,8.52664,Bagatelle 93
,Lugano,46.0,8.966667,Metamorphosis
,Geneva,46.201091,6.141535,Fonction
,Biel/bienne,47.135364,7.244969,Kino & theatersaal biel/bienne
,Winterthur,47.5018,8.72711,Theater winterthur im foyer
,Zürich,47.366667,8.55,Volkshaus w/ conor oberst
,Lucerne,47.051079,8.311669,Kkl luzern
,Beckenried,46.966667,8.466667,Ermitage
,Geneva,46.201501,6.141369,Victoria hall geneve
,Zürich,47.366667,8.55,Boschbar
,Zürich,47.371098,8.541056,St peter zurich
,Zürich,47.366667,8.55,4akt
,Lausanne,46.52021,6.634749,Le lido comedy & club
,Aclens,46.568321,6.51007,Showcase
,Geneva,46.2,6.166667,Nrj radio
,Geneva,46.203911,6.15808,Les scala
,Verbier,46.1,7.216667,The casbah
,Basel,47.566667,7.6,Panne con carne
,Liestal,47.49138,7.72724,Club modus
,Ragaz,47.0,9.5,Beatz
,Geneva,46.2,6.166667,Geneve
,Geneva,46.2,6.166667,Neus
,Neuchatel,47.0,6.966667,Suisse diagonale jazz in barking
,Carouge,46.18504,6.14242,Le chat noir
,Vevey,46.462145,6.84329,Le local
,Yverdon-les-bains,46.78029,6.64447,Les citrons masques
,Fribourg,46.805321,7.15651,Sous sol
,Nyon,46.38166,6.23897,La parenthese
,Lausanne,46.52589,6.634922,Vinyl club
,Yverdon-les-bains,46.783333,6.65,Hell in a cell
,Lausanne,46.533333,6.666667,"Vinyl club special guest ""no fake"""
,Verbier,46.1,7.216667,Lounge bar farinet/casbah
,Kandersteg,46.483333,7.666667,Belleepoque
,Biel,47.166667,7.25,Ufo club
,Oensingen,47.288607,7.7159,Bienkensaal
,Zürich,47.366667,8.55,Encore club
,Lucerne,47.05024,8.30776,Rok klub
,Sankt gallen,47.407598,9.304573,"Villa wahnsinn, afgarena"
,Zürich,47.372314,8.54843,Zhdk kleiner saal
,Therwil,47.499248,7.555924,Mehrzweckhalle
,Luzern,47.083333,8.266667,Bruchbrothers bar
,Ueken,47.481779,8.052684,Chlopfer openair ueken
,Biel-benken,47.505215,7.525353,Coupole
,Langnau,46.95,7.766667,Sidedoormusic
,Aarau,47.383333,8.05,Kettenbruecke
,Basel,47.53994,7.60698,Hinterhof bar
,Lucerne,47.05024,8.30776,Rok club
,Chur,46.85,9.5,Selig with navel
,Sankt gallen,47.428643,9.376237,Russendisko / offene kirche
,Mels,47.046365,9.419952,Lowen saal
,Chur,46.85,9.5,Kulturhaus
,Mendrisio,45.87537,8.98016,Arena mendrisio
,Lugano,46.020729,8.95788,Living room club
,Mendrisio,45.866667,8.983333,Arena club
,Geneva,46.2,6.166667,Antigel festival
,Geneva,46.2,6.166667,"Fnac, balexert"
,Yverdon-les-bains,46.783333,6.65,Suisse diagonale jazz in echandole
,Neuchatel,46.98894,6.921616,Caseachocs
,Kerzers,46.976009,7.19546,Le bar
,Le lignon,46.20436,6.100518,Piscine le lignon
,Monthey,46.256423,6.957167,Monthey
,Meyrin,46.23115,6.1087,Aerogare
,Geneva,46.2,6.166667,Moa club
,Nendaz,46.183333,7.3,Edelweiss
,Tramelan,47.233333,7.1,Salle de la marelle
,Delemont,47.363511,7.35706,Guillaume perret & electric epic
,Berne,46.946892,7.44871,Kultur casino
,Lyss,47.08557,7.304845,Opposition
,Zürich,47.383304,8.539304,Dynamo saal
,Zürich,47.366667,8.55,Alte kaserne w/vader & aborted
,Zürich,47.366667,8.55,Talacker
,Wurenlingen,47.533333,8.266667,Mockefestival
,Brig,46.31583,7.98769,Caffebar artisti
,Luzern,47.083333,8.266667,Luz
,Munchenstein,47.516667,7.616667,Rest schutzen
,Wollerau,47.183333,8.7,25 jahr jubilaum roosschranzer
,Luzern,47.007856,8.40525,Sedel muzikzentrum
,Basel,47.540461,7.617568,Musikpark a2
,Zürich,47.366667,8.55,Mellow club
,Dietlikon,47.433333,8.616667,Diskoteka face
,Burchen,46.266667,7.816667,King of rail
,Basel,47.54874,7.58768,Eidgenoss label technonight
,Flums,47.083333,9.35,Freeberg party
,Sankt gallen,47.428643,9.376237,Savoy ballroom 1937 / offene kirche
,Wil,47.466667,9.05,Eg erdgeschoss
,Zürich,47.366667,8.55,Pfingstweide zh
,Zürich,47.366667,8.55,Depot
,Chur,46.847708,9.528504,Tabaco downstairs
,Vevey,46.45,6.85,Studio 603
,Zürich,47.377039,8.53951,Queens zurich
,Zürich,47.366667,8.55,Queens afterhours
,Winterthur,47.5,8.75,Fabrikkirche [marco  solo]
,St. gallen,47.426392,9.37371,Tankstell
,Fully,46.155308,7.130839,Le sans reserve
,Zürich,47.366667,8.55,Rock woche festival
,Basel,47.566667,7.6,Stoffero [marco  solo]
,Nyon,46.383333,6.25,La map w/le singe blanc
,Nyon,46.388182,6.234062,La map
,Volketswil,47.389984,8.686525,Wallbergsaal
,Zürich,47.366667,8.55,Volkhaus (the script tour support)
,Locarno,46.170326,8.799735,Palazzetto fevi
,Lausanne,46.519962,6.633597,Lespace autoger
,Lausanne,46.533333,6.666667,Lespace autogere w/le singe blanc
,Ins,47.016667,7.1,Schuexenahus
,Rolle,46.457561,6.33803,Theatre de rolle
,Geneva,46.2,6.166667,Ana moura  victoria hall
,Bagnes,46.09697,7.22344,Les verbiers club
,Schaffhausen,47.696185,8.630243,Park casino
,Zürich,47.336658,8.47029,Kirchgemeindesaal
,Münchwilen,47.476719,8.999705,Blues fabrik / dance inn
,Zürich,47.366667,8.55,Vis a vis
,St. gallen,47.41378,9.35595,Stgallen
,Roveredo,46.233333,9.133333,Lingera
,Delémont,47.365355,7.34397,Wintersound festival
,Schwarzenburg,46.833333,7.333333,Mzh poschen
,Ruswil,47.0858,8.12394,Indoorhalle
,Zürich,47.366667,8.55,Glass raum closing
,Zürich,47.366667,8.55,Club night
,Zürich,47.366667,8.55,Circus  stairs club
,Amsoldingen,46.726791,7.579405,Ev ref kirche
,Locarno,46.16944,8.79508,Locarno on ice
,Fribourg,46.804569,7.1527,Xxeme
,Gysenstein,46.890282,7.59149,Chasi
,Bern,46.916667,7.466667,Isc  an evening with ldc
,Thun,46.75,7.616667,Bierkonig  the club
,Zürich,47.366667,8.55,Bbc club
,Zürich,47.366667,8.55,Matteo arcuccimirco caruso
,Zürich,47.365066,8.530921,Station
,Olten,47.347031,7.91427,Evref friedenskriche
,Basel,47.566667,7.6,Musik park a2
,Bremgarten,47.366667,8.333333,Die bar 08/16
,Fribourg,46.8,7.15,Bal folk
,Fleurier,46.902309,6.5804,Vsd
,Morgins,46.233333,6.85,Saf club
,Vevey,46.45,6.85,Epsylon club
,Solothurn,47.233333,7.516667,Eleven
,Bern,46.916667,7.466667,Downi club
,Zürich,47.365822,8.54677,Studiobuhne u
,Zürich,47.366667,8.55,Cafe gold
,Oensingen,47.283333,7.733333,Rossli
,Lenzburg,47.391151,8.18034,Metbar
,Wetzikon,47.316667,8.783333,Musik burkhalter
,Basel,47.566667,7.6,Zer alte schmitti [duo]
,Baden,47.466667,8.3,Kistebaden
,Lucerne,47.04847,8.31399,Tunnel
,Luzern,47.055038,8.317068,Casineum
,Tübach,47.485604,9.451956,Vallon s disco
,Porrentruy,47.41645,7.091739,Complexe 3d
,Winterthur,47.5,8.75,Bistro dimensione [duo]
,Bellinzona,46.2,9.016667,Habana disco club
,Bern,46.916667,7.466667,Radio energy
,Biel,47.166667,7.25,Literaturcafe
,Dubendorf,47.4,8.616667,Kino orion [solo]
,Geneva,46.199009,6.15619,Zoe live bar
,Fribourg,46.803746,7.153683,Interview radio fribourg
,Geneva,46.208358,6.142701,Tv  rts1
,Basel,47.54874,7.58768,Elisabethen kirche
,Wetzikon,47.326611,8.79843,Ev
,Zürich,47.366667,8.55,Komplex
,Zürich,47.366667,8.55,Abs
,St. gallen,47.426392,9.37371,Bhakti sanga
,Rue,46.61915,6.82212,Entre terre & mer
,Solothurn,47.233333,7.516667,Insane festival
,Berne,46.948432,7.440461,5eme etage
,Zug,47.166667,8.516667,Concert prive
,Airolo,46.533333,8.6,Deep purple tribute
,Montreux,46.433899,6.91235,Ned music club
,Bulle,46.61925,7.05649,Le buro
,Geneva,46.208358,6.142701,L ecurie
,Lausanne,46.519595,6.632335,Bar labc
,Chatel-saint-denis,46.533333,6.9,Seven bar
,Montreux,46.433333,6.916667,Bonerizing records party!
,Carouge,46.183136,6.139867,Cafe bizarre
,Geneva,46.2,6.166667,One FM
,Montreux,46.433333,6.916667,Bonerizing records party
,Geneva,46.2,6.166667,Inglourious basslines
,Munsingen,46.883333,7.566667,Klosterli pub
,Thun,46.75,7.616667,Mokka club
,Thun,46.75,7.616667,Bierkoenig
,Biel,47.166667,7.25,Eldorado bar
,Bern,46.916667,7.466667,Fourclub
,Kreuzlingen,47.647426,9.17759,Dreispitz
,Kreuzlingen,47.64743,9.17759,Dreispitz sport
,Aarau,47.383333,8.05,Atmarama
,Witterswil,47.48468,7.52242,Corbeau [duo]
,Liestal,47.466667,7.733333,Provolution 2 (italaho)
