name,origin,genre
Niculin Janett Quartet feat. Rich Perry,NaN,"Jazz, Blues, Soul"
Rich Perry, U.S.,"Jazz, Blues, Soul"
Lisa Hoppe,NaN,"Jazz, Blues, Soul"
Claudio Strüby,NaN,"Jazz, Blues, Soul"
I Cut Out Your Name,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Heritage Of Unres,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Piano Süd Trio,NaN,"Jazz, Blues, Soul"
Antonello Messina, Italy,"Jazz, Blues, Soul"
Luca Lo Bianco,NaN,"Jazz, Blues, Soul"
Silvano Borzacchiello,NaN,"Jazz, Blues, Soul"
Deborah Rosenkranz,NaN,Pop
Michael Schlierf,NaN,Pop
Vale Tudo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Giving,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Def Cue,NaN,"Hip Hop, R'n'B"
Soul Madison,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Luzerner Musikstudenten,NaN,"Jazz, Blues, Soul"
José Scarabello,NaN,Pop
Erich Fischer Quartett,NaN,"Jazz, Blues, Soul"
Vasko Atanasovski,NaN,"Jazz, Blues, Soul"
Erich Fischer,NaN,"Jazz, Blues, Soul"
Silvan Jeger,NaN,"Jazz, Blues, Soul"
Benno Kaiser,NaN,"Jazz, Blues, Soul"
Hier spricht Paul,NaN,Pop
Levin,NaN,Pop
Open Season,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Laurence Jones,United Kingdom,"Jazz, Blues, Soul"
Andy Egert Blues Band,NaN,"Jazz, Blues, Soul"
DJ César Swing,NaN,Electronic
Mike Wexler,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Borja Flames,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Julian Primeaux,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Mambo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Eldorado Orchestra,NaN,Pop
DJ Def Domingo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Joko Likes It Hard,NaN,"Hip Hop, R'n'B"
Hanna Marchand ,NaN,"Hip Hop, R'n'B"
Mischa Maurer,NaN,"Hip Hop, R'n'B"
Florian Hösl,NaN,"Hip Hop, R'n'B"
Roli Frei & The Soulful Desert,NaN,Pop
Granadas & Friends,NaN,Pop
DJs Daniel,NaN,"Ragga, Reggae, African Music, Dancehall"
Engelz,NaN,"Ragga, Reggae, African Music, Dancehall"
Amina Figarova Sextet,NaN,"Jazz, Blues, Soul"
Amina Figarova,NaN,"Jazz, Blues, Soul"
Bart Platteau,NaN,"Jazz, Blues, Soul"
Alex P. Norris,NaN,"Jazz, Blues, Soul"
Luques Curtis,United States,"Jazz, Blues, Soul"
Jason Brown,NaN,"Jazz, Blues, Soul"
Dave Ruosch Trio,NaN,"Jazz, Blues, Soul"
Luca Leombruni,NaN,"Jazz, Blues, Soul"
Steve Grant,NaN,"Jazz, Blues, Soul"
Nick Africano,United States,"Rock, Indie, Punk, Heavy Metal, Gothic"
Always Know Monk,NaN,"Jazz, Blues, Soul"
Shems Bendali,NaN,"Jazz, Blues, Soul"
Zacharie Canut,NaN,"Jazz, Blues, Soul"
Yves Marcotte,NaN,"Jazz, Blues, Soul"
Nathan Vandenbulcke,NaN,"Jazz, Blues, Soul"
Abrahan Aristilde,NaN,"Jazz, Blues, Soul"
Javier Zalba,NaN,"Jazz, Blues, Soul"
Jimmy Jenks,NaN,"Jazz, Blues, Soul"
Matthew Simon,NaN,"Jazz, Blues, Soul"
Oldseed,Canada,Pop
Myles Sanko,United Kingdom,"Hip Hop, R'n'B"
The David Regan Orchestra,NaN,"Jazz, Blues, Soul"
Beck-Landolf-Rossy,NaN,"Jazz, Blues, Soul"
Michael Beck, U.S.,"Jazz, Blues, Soul"
Domenic Landolf,NaN,"Jazz, Blues, Soul"
Jorge Rossy,NaN,"Jazz, Blues, Soul"
Josh,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Rivenbell,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Pete-G,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DZ,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Luciano,NaN,"Hip Hop, R'n'B"
Schlakks,NaN,"Hip Hop, R'n'B"
Mosh Feratu,NaN,"Hip Hop, R'n'B"
After-Party: DJ TreBeats,NaN,"Hip Hop, R'n'B"
Andrea Pensado,United States,"Jazz, Blues, Soul"
Jiflure,NaN,"Jazz, Blues, Soul"
DJs Ker,NaN,"Hip Hop, R'n'B"
K-Risma,NaN,"Hip Hop, R'n'B"
Da Locwilder,NaN,"Hip Hop, R'n'B"
DJ Papi Electric,NaN,"Hip Hop, R'n'B"
DJ Hucci,NaN,"Hip Hop, R'n'B"
DJs Rumba Stereo,NaN,"Ragga, Reggae, African Music, Dancehall"
Anselmo,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Aurelio,NaN,"Ragga, Reggae, African Music, Dancehall"
Montuno,NaN,"Ragga, Reggae, African Music, Dancehall"
Perkel & John Gailo,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ O.H.,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Wod,NaN,"Hip Hop, R'n'B"
DJ G. P.,NaN,"Ragga, Reggae, African Music, Dancehall"
Q-Fu & Pfaff Cäsi,NaN,"Hip Hop, R'n'B"
DJ Drifter,NaN,"Hip Hop, R'n'B"
Eva Katz Trio,NaN,"Jazz, Blues, Soul"
Silvan Zingg & -minu,NaN,"Jazz, Blues, Soul"
DJs Irene,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Guy,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Shy Lajoie,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Whisker,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Creme,NaN,"Hip Hop, R'n'B"
Nika,NaN,"Hip Hop, R'n'B"
El Nino,NaN,"Hip Hop, R'n'B"
MC Less,NaN,"Hip Hop, R'n'B"
Bizarre Ride,NaN,"Hip Hop, R'n'B"
DJ Lil' Maze,NaN,"Hip Hop, R'n'B"
DJ Dr. Sommer,NaN,"Hip Hop, R'n'B"
DJ Kriss-T,NaN,"Hip Hop, R'n'B"
Faada Fredy,Senegal,"Hip Hop, R'n'B"
Saandia,NaN,"Hip Hop, R'n'B"
King King,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Baschi,NaN,Pop
Scacciapensieri,NaN,Pop
ARA Music,NaN,"Hip Hop, R'n'B"
Fickt-Euch-Allee-Tour,NaN,Pop
Duo Di Vento Suoni,NaN,"Jazz, Blues, Soul"
DJs Don Pepe,NaN,"Hip Hop, R'n'B"
Darka,NaN,"Hip Hop, R'n'B"
DJs Jugglerz,NaN,"Hip Hop, R'n'B"
Ruffa than Ruff,NaN,"Hip Hop, R'n'B"
The Sparklettes,NaN,"Jazz, Blues, Soul"
Isabelle Ritter,NaN,"Jazz, Blues, Soul"
Nina Gutknecht,NaN,"Jazz, Blues, Soul"
Doris McVeigh,NaN,"Jazz, Blues, Soul"
Xenia Zampieri,NaN,"Jazz, Blues, Soul"
Omri Ziegele,NaN,"Jazz, Blues, Soul"
Marco Von Orelli,NaN,"Jazz, Blues, Soul"
Klaus Koenig Seven Things,NaN,"Jazz, Blues, Soul"
Daniel Schenker,NaN,"Jazz, Blues, Soul"
Christoph Merki,NaN,"Jazz, Blues, Soul"
Patrick Sommer,NaN,"Jazz, Blues, Soul"
Andi Wettstein,NaN,"Jazz, Blues, Soul"
Vein,NaN,"Jazz, Blues, Soul"
Michael Arbenz,NaN,"Jazz, Blues, Soul"
Thomas Lähns,NaN,"Jazz, Blues, Soul"
Florian Arbenz,NaN,"Jazz, Blues, Soul"
Spax & Mirko Machine,NaN,"Hip Hop, R'n'B"
Acquaroli,NaN,Pop
Nadja Acquaroli,NaN,Pop
Vero Kreienbühl,NaN,Pop
Dänu Affolter,NaN,Pop
Zaani,NaN,Pop
Simi Grenacher,NaN,Pop
Gypsy Business,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Settore Giada,NaN,Pop
DJ Kid Soul,NaN,"Ragga, Reggae, African Music, Dancehall"
Kid Soul,NaN,"Ragga, Reggae, African Music, Dancehall"
Chef dé Kef,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Pierre Omer's Swing Revue,NaN,"Jazz, Blues, Soul"
Raffaele Bossard,NaN,"Jazz, Blues, Soul"
Dominic Egli,NaN,"Jazz, Blues, Soul"
Mbongwana Star, The Democratic Republic of the,"Hip Hop, R'n'B"
DJ Rainer,NaN,"Hip Hop, R'n'B"
Quintero's Descarga,NaN,"Jazz, Blues, Soul"
District Five Quartet,NaN,"Jazz, Blues, Soul"
Tapiwa Svosve,NaN,"Jazz, Blues, Soul"
Vojko Huter,NaN,"Jazz, Blues, Soul"
Xaver Rüegg,NaN,"Jazz, Blues, Soul"
Trummer,NaN,"Jazz, Blues, Soul"
DJ Lovolution,NaN,"Jazz, Blues, Soul"
Scherrer-Brodbeck-Gisler-Strüby,NaN,"Jazz, Blues, Soul"
Fabian Gisler,NaN,"Jazz, Blues, Soul"
Anna Lu & Acoustic Project,NaN,"Jazz, Blues, Soul"
DJs Skor,NaN,"Ragga, Reggae, African Music, Dancehall"
Johnny Roxx,NaN,"Ragga, Reggae, African Music, Dancehall"
K.O.S. Crew,NaN,"Hip Hop, R'n'B"
DJs A. S. One,NaN,"Hip Hop, R'n'B"
DJs Joe Axo & Gigi Caputo,NaN,"Ragga, Reggae, African Music, Dancehall"
Lena Fennel,NaN,Pop
Frankl-Walser-De Sousa,NaN,"Jazz, Blues, Soul"
Marcio de Souca,NaN,"Jazz, Blues, Soul"
Marcel Thomi,NaN,"Jazz, Blues, Soul"
Thomas Quasthoff Jazz Project,NaN,"Jazz, Blues, Soul"
Thomas Quasthoff,NaN,"Jazz, Blues, Soul"
Frank Chastenier,NaN,"Jazz, Blues, Soul"
Wolfgang Haffner,NaN,"Jazz, Blues, Soul"
DJ Johnny Lopez,NaN,"Hip Hop, R'n'B"
Beyond feat. Barry Guy & Lucas Niggli,NaN,"Jazz, Blues, Soul"
Jakob Bro,"
Denmark","Jazz, Blues, Soul"
Thomas Morgan,NaN,"Jazz, Blues, Soul"
Joey Baron, U.S.,"Jazz, Blues, Soul"
Barry Guy,NaN,"Jazz, Blues, Soul"
Christof Sänger,NaN,"Jazz, Blues, Soul"
Alpha Strategy,Canada,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lem Phago,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dezibelles,NaN,Pop
Luca Filastro,NaN,"Jazz, Blues, Soul"
Hallo Frau Müller,NaN,"Jazz, Blues, Soul"
Martin von Aesch,NaN,"Jazz, Blues, Soul"
Dani Solimine,NaN,"Jazz, Blues, Soul"
DJ Cutzilla Sokus Cut-Efx,NaN,"Hip Hop, R'n'B"
DJs Kudos,NaN,"Hip Hop, R'n'B"
O-KAY,NaN,"Hip Hop, R'n'B"
DJ Irresponsible & Kanaka,NaN,"Hip Hop, R'n'B"
DJ Discoflaire Extraordinäre,NaN,"Hip Hop, R'n'B"
DJs D-Rock,NaN,"Hip Hop, R'n'B"
Deekayz,NaN,"Hip Hop, R'n'B"
DJs Banana,NaN,"Ragga, Reggae, African Music, Dancehall"
Björn Meyer,NaN,"Jazz, Blues, Soul"
Trin-T,NaN,"Hip Hop, R'n'B"
DJ L-Cut vs. Kriss-T,NaN,"Hip Hop, R'n'B"
DJ Rockay,NaN,"Hip Hop, R'n'B"
Jaël Malli,NaN,Pop
DeFrank,NaN,"Jazz, Blues, Soul"
Span,NaN,Pop
Shakra,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Funkey,NaN,"Hip Hop, R'n'B"
Caravan Palace,NaN,Electronic
Simon Mulligan,NaN,"Jazz, Blues, Soul"
Frank Muschalle,NaN,"Jazz, Blues, Soul"
Live: Flook,Ireland,"Ragga, Reggae, African Music, Dancehall"
Téada,Ireland,"Ragga, Reggae, African Music, Dancehall"
Kerry the Dog,NaN,"Ragga, Reggae, African Music, Dancehall"
Kindsköpfe Tour,NaN,Pop
Claire Huguenin,NaN,"Jazz, Blues, Soul"
DJ Fabian,NaN,"Hip Hop, R'n'B"
DJs Rel,NaN,"Hip Hop, R'n'B"
DJs Töme,NaN,"Hip Hop, R'n'B"
Miguel M.,NaN,"Hip Hop, R'n'B"
Hugo R. Latin Lover,NaN,"Hip Hop, R'n'B"
DJs Soulchild,NaN,"Hip Hop, R'n'B"
E. Miller,NaN,"Hip Hop, R'n'B"
Chicos de Nazca,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Harvey Rushmore & The Octopus,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Blind Butcher,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Studer TM,NaN,"Ragga, Reggae, African Music, Dancehall"
The Dillians,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Selah Sue, Belgium,Pop
Rock Circus mit Marc Storace und Christa Rigozzi,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Benefizkonzert,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Pietro,NaN,"Ragga, Reggae, African Music, Dancehall"
Gruz & Bonez MC,NaN,"Hip Hop, R'n'B"
Merula,NaN,Pop
Bloody Horseface,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dark Samhain,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Sweap,NaN,"Hip Hop, R'n'B"
J & L Defer,NaN,Pop
DJ Stand in the Stars,NaN,Pop
Jam-Plattform von Luzerner Musikstudenten,NaN,"Jazz, Blues, Soul"
Odd Couple,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Franziska Welti & Roger Girod,NaN,Pop
DJ Patrick,NaN,"Ragga, Reggae, African Music, Dancehall"
Colour of Rice,NaN,Pop
Gregor Loepfe Trio feat. Katja Baumann,NaN,"Jazz, Blues, Soul"
Katja Baumann,NaN,"Jazz, Blues, Soul"
Gregor Loepfe,NaN,"Jazz, Blues, Soul"
Richard Pechota,NaN,"Jazz, Blues, Soul"
Peter Preibisch,NaN,"Jazz, Blues, Soul"
Larrys Blues Band,NaN,"Jazz, Blues, Soul"
Larry Schmuki,NaN,"Jazz, Blues, Soul"
Beat Aschwanden,NaN,"Jazz, Blues, Soul"
Markus Fritzsche,NaN,"Jazz, Blues, Soul"
The Sweet, United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Rubettes feat. Bill Hurd,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Pablo Morris,NaN,"Hip Hop, R'n'B"
Fliza,NaN,"Hip Hop, R'n'B"
Get The Blessing,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Simon Kwe,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Big-Tex,NaN,"Hip Hop, R'n'B"
Nord,NaN,"Jazz, Blues, Soul"
Hofmann & Stahel,NaN,"Jazz, Blues, Soul"
Colin Vallon Trio,NaN,"Jazz, Blues, Soul"
Colin Vallon, Switzerland,"Jazz, Blues, Soul"
Biondini-Giuliani Quartet,NaN,"Jazz, Blues, Soul"
Lilly Martin & Band,NaN,"Hip Hop, R'n'B"
Ohad Talmor & Big Band der Hochschule Luzern,NaN,"Jazz, Blues, Soul"
Dan Weiss, U.S.,"Jazz, Blues, Soul"
Leitung: Ohad Talmor,NaN,"Jazz, Blues, Soul"
Lieblingsfarben und Tiere Tour,NaN,Pop
Battle of the Bays Europe Tour,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Adhd,NaN,"Jazz, Blues, Soul"
Óskar Guðjónsson,NaN,"Jazz, Blues, Soul"
Ómar Guðjónsson,NaN,"Jazz, Blues, Soul"
Davíð Þór Jónsson,NaN,"Jazz, Blues, Soul"
Magnús Trygvason Eliassen,NaN,"Jazz, Blues, Soul"
Ivo Jeschofnik,NaN,"Jazz, Blues, Soul"
Silberbüx,NaN,Pop
DJs Jesaya,NaN,"Hip Hop, R'n'B"
Redrum,NaN,"Hip Hop, R'n'B"
Mo-Mat,NaN,"Hip Hop, R'n'B"
DJs Skoob & Link,NaN,"Hip Hop, R'n'B"
Esa,NaN,"Hip Hop, R'n'B"
Echolot Dubsystem,NaN,Electronic
DJs Ace,NaN,"Hip Hop, R'n'B"
Freedo,NaN,"Hip Hop, R'n'B"
Acee,NaN,"Hip Hop, R'n'B"
Action Thomson & Jacques Lemac,NaN,"Hip Hop, R'n'B"
DJ Goran Potkonjak,NaN,"Ragga, Reggae, African Music, Dancehall"
M. Rozenberg,NaN,"Hip Hop, R'n'B"
Rocsta,NaN,"Hip Hop, R'n'B"
DJs Slam,NaN,"Hip Hop, R'n'B"
DJs Ghen da Paul,NaN,"Hip Hop, R'n'B"
D-Rock,NaN,"Hip Hop, R'n'B"
Don Morello,NaN,"Hip Hop, R'n'B"
DJs Sir-K,NaN,"Hip Hop, R'n'B"
MC S-Rock,NaN,"Hip Hop, R'n'B"
Daniel Riegler's Studio Dan,NaN,"Jazz, Blues, Soul"
Sophia Goidinger-Koch,NaN,"Jazz, Blues, Soul"
Manuel Mayr,NaN,"Jazz, Blues, Soul"
Thomas Frey,NaN,"Jazz, Blues, Soul"
Dominik Fuss,NaN,"Jazz, Blues, Soul"
Wayes Blood,United States,Pop
The Cheating Hearts,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Hund und Schwein,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJs Yvette,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dänu,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mike Maurer,NaN,"Hip Hop, R'n'B"
Luca Hänni,NaN,Pop
Swing Kids,NaN,"Jazz, Blues, Soul"
Ab 20 Jahren,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Fiin & Gmüetli,NaN,Pop
Lord Trash,NaN,"Hip Hop, R'n'B"
T & W Kollektiv,NaN,"Hip Hop, R'n'B"
DJ U.R.S.N.,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Foxhound,NaN,"Hip Hop, R'n'B"
Alex SoulBrigada,NaN,"Hip Hop, R'n'B"
Herr Wempe,NaN,"Hip Hop, R'n'B"
Vorwärts,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Lurkers,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Dans Dans & Drame,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ-Set: Rubin Steiner,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Die Höchste Eisenbahn,NaN,Pop
Naima Husseini,NaN,Pop
DJ Psy,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Al Pride & Les Touristes,NaN,Electronic
Hans Nötig,NaN,"Hip Hop, R'n'B"
DJ Etienne,NaN,"Hip Hop, R'n'B"
Marco Müller,NaN,"Jazz, Blues, Soul"
Enders Room,NaN,"Jazz, Blues, Soul"
Bastian Stein,NaN,"Jazz, Blues, Soul"
Johannes Enders,NaN,"Jazz, Blues, Soul"
Karl Ivar Refseth,NaN,"Jazz, Blues, Soul"
Wolfgang Zwiauer,NaN,"Jazz, Blues, Soul"
Gregor Hilbe,NaN,"Jazz, Blues, Soul"
Tonic Strings feat. Witek Kornacki,NaN,"Jazz, Blues, Soul"
Marius Tilly,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Blues from the Heart,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Sandro Vanetti,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Jürg Amrein,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Steppin Stompers Dixieland Band,NaN,"Jazz, Blues, Soul"
Bob Hägler,NaN,"Jazz, Blues, Soul"
Hansi Rudin,NaN,"Jazz, Blues, Soul"
Louis Bürgi,NaN,"Jazz, Blues, Soul"
Andy Spinnler,NaN,"Jazz, Blues, Soul"
René Hemmig,NaN,"Jazz, Blues, Soul"
Chrigel Grieder,NaN,"Jazz, Blues, Soul"
Urs Bürgi,NaN,"Jazz, Blues, Soul"
Wellküren,NaN,Pop
Walter Pietsch,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Me & Reas,NaN,Electronic
DJ Eamonn Barrett,Ireland,Electronic
DJ Captain Teis,NaN,"Hip Hop, R'n'B"
Polar,United Kingdom,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Ully,NaN,Pop
Simon Grohé,NaN,"Hip Hop, R'n'B"
Dirty Slips,NaN,Pop
Cotton Mafia,NaN,"Jazz, Blues, Soul"
Pone Radiant,NaN,Electronic
Troyboi,United Kingdom,Electronic
DJs Dvice,NaN,"Hip Hop, R'n'B"
Headrush,NaN,"Hip Hop, R'n'B"
Studierende der Hochschule für Musik Basel präsentieren ihre neuesten Arbeiten,NaN,Electronic
Werkschau der Musikschule Jazz im Konzertformat,NaN,"Jazz, Blues, Soul"
Galgevögel,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Sina,NaN,Pop
Peter Wagner,NaN,Pop
Michael Chylewski,NaN,Pop
A-F-R-O & Marco Polo,United States,"Hip Hop, R'n'B"
Le Flow,NaN,"Hip Hop, R'n'B"
François Lana,NaN,"Jazz, Blues, Soul"
Martin Perret,NaN,"Jazz, Blues, Soul"
Walter's Groove Yard,NaN,"Jazz, Blues, Soul"
Walter Jauslin,NaN,"Jazz, Blues, Soul"
Giorgos Antoniou,NaN,"Jazz, Blues, Soul"
Michi Wipf,NaN,"Jazz, Blues, Soul"
Banoffee,NaN,Pop
Niels Van Der Waerden,NaN,Pop
Robi Weber,NaN,"Hip Hop, R'n'B"
Amon Amarth,Sweden,"Rock, Indie, Punk, Heavy Metal, Gothic"
Black Rainbows,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Blue Jam,NaN,"Jazz, Blues, Soul"
Kevin Morby,United States,Pop
Remo Helfenstein,NaN,Pop
Die Leiden des jungen Webers,NaN,"Jazz, Blues, Soul"
Benjamin Knecht,NaN,"Jazz, Blues, Soul"
Xavier Almeida,NaN,"Jazz, Blues, Soul"
Marius Meier,NaN,"Jazz, Blues, Soul"
Noah Weber,NaN,"Jazz, Blues, Soul"
Steve Swallow,NaN,"Jazz, Blues, Soul"
Bill Stewart,NaN,"Jazz, Blues, Soul"
Gregor Müller,NaN,Pop
Thomas Dürst, West Germany,Pop
The Musical Box,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Grab-Lüscher-Walser-Ruther,NaN,"Jazz, Blues, Soul"
Nik Bärtschs Ronin,NaN,"Jazz, Blues, Soul"
Kaspar Rast,NaN,"Jazz, Blues, Soul"
Thomy Jordi,NaN,"Jazz, Blues, Soul"
Gabriela Krapf & Horns,NaN,"Jazz, Blues, Soul"
Gabriela Krapf,NaN,"Jazz, Blues, Soul"
Silvan Kiser,NaN,"Jazz, Blues, Soul"
Raffaele Lunardi,NaN,"Jazz, Blues, Soul"
Phil Powell,NaN,"Jazz, Blues, Soul"
The Big Nose Attack,Greece,"Jazz, Blues, Soul"
Mammoth Voices & Lets Sing Choir,NaN,Pop
Kevin Chesham,NaN,"Jazz, Blues, Soul"
Jürg Bucher,NaN,"Jazz, Blues, Soul"
Rizzle,England,"Hip Hop, R'n'B"
Kay-Cut,NaN,"Hip Hop, R'n'B"
DJ Colombiana,NaN,"Ragga, Reggae, African Music, Dancehall"
DJs Lucenzo,NaN,"Hip Hop, R'n'B"
Meniino,NaN,"Hip Hop, R'n'B"
JayDee,NaN,"Hip Hop, R'n'B"
Jeev P,NaN,"Hip Hop, R'n'B"
Engels Rodriguez,NaN,"Hip Hop, R'n'B"
Damian Lynn,NaN,Pop
Ralph and the Legends,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Pepe,NaN,"Ragga, Reggae, African Music, Dancehall"
DJ Seppi,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Melinda NaAbonji,NaN,Electronic
Balts Nill,NaN,Electronic
Peter Schärli Trio feat. Glenn Ferris,NaN,"Jazz, Blues, Soul"
Hans-Peter Pfammatter,NaN,"Jazz, Blues, Soul"
Glen Ferris,NaN,"Jazz, Blues, Soul"
Fougue,NaN,Pop
Lions Law,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Lammkotze,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Marc O'Reilly & Band,Ireland,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Daltons,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mister Milano,NaN,Pop
Yvonne & Davide,NaN,Pop
Apple's Paradise Big Band,NaN,"Jazz, Blues, Soul"
DJs Kay Cut,NaN,"Hip Hop, R'n'B"
R-Suda,NaN,"Hip Hop, R'n'B"
DJs 2-Takt,NaN,"Hip Hop, R'n'B"
Fänster Off,NaN,"Hip Hop, R'n'B"
DJs Hashman,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Oliv,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Hubble Suite,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Tiago & Whitecut,NaN,"Hip Hop, R'n'B"
DJ Chosen One,NaN,"Hip Hop, R'n'B"
DJs Strømo & Strakton,NaN,"Hip Hop, R'n'B"
Booskopp,NaN,"Hip Hop, R'n'B"
Guilty Pleasure,NaN,"Hip Hop, R'n'B"
DJs Pablo,NaN,"Hip Hop, R'n'B"
Blazer,NaN,"Hip Hop, R'n'B"
Turntill,NaN,"Hip Hop, R'n'B"
DJs Miguel M,NaN,"Hip Hop, R'n'B"
Crazy Diamond,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
DJ Pink Floyd Tribute,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Facio,NaN,Pop
Dave Eleanor & Friends,NaN,Electronic
Cross Connection,NaN,"Hip Hop, R'n'B"
Shirley Grimes,NaN,Pop
Jazz Connection feat. Angela van Rijthoven,NaN,"Jazz, Blues, Soul"
Angela van Rijthoven,NaN,"Jazz, Blues, Soul"
Jurgen Feskens,NaN,"Jazz, Blues, Soul"
Peter van Steen,NaN,"Jazz, Blues, Soul"
Rob Henneveld,NaN,"Jazz, Blues, Soul"
Bart Maassen,NaN,"Jazz, Blues, Soul"
Allemano-Binder-Schlegel,NaN,"Jazz, Blues, Soul"
Lina Allemano,NaN,"Jazz, Blues, Soul"
Claudia Ulla Binder,NaN,"Jazz, Blues, Soul"
Jan Schlegel,NaN,"Jazz, Blues, Soul"
Carolynn & Michael Adagion,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Green River Burial,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Anja Braun,NaN,Pop
Anita Samuel,NaN,Pop
Obelyskkh,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Astrowhale,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
The Big Moon,NaN,"Rock, Indie, Punk, Heavy Metal, Gothic"
Mnozil Brass,NaN,"Jazz, Blues, Soul"
Living Session Band,NaN,"Jazz, Blues, Soul"
DJs Vincz Lee,NaN,"Hip Hop, R'n'B"
Mef,NaN,"Hip Hop, R'n'B"
DJs Kool Kut Luke,NaN,"Hip Hop, R'n'B"
Rayman,NaN,"Hip Hop, R'n'B"
Ramso,NaN,"Hip Hop, R'n'B"
Steve!,NaN,"Jazz, Blues, Soul"
Silvan Schmid Trio,NaN,"Jazz, Blues, Soul"
Silvan Schmid,NaN,"Jazz, Blues, Soul"
