ambigous_result,genre,name,no_result,origin
0,,Winnetous Sohn,1,
1,,The Legacy,0,
0,,Bodyshaker,1,
0,indie anthem-folk,Andreas Moe,0,
0,,Arvingerne,1,
0,,The Sun And The Wolf,1,
0,,Bleak Moments,1,
0,electro jazz,Jehro,0,
0,,The Shocking Pinks,1,
0,,Disco de Rêves,1,
0,dance pop,Omarion,0,
1,,The Trap,0,
0,,Hatefull Monday,1,
0,,Bal Des Diplômés de l'EPFL,1,
0,neo-psychedelic,Dengue Fever,0,
0,,Tagesticket Samstag 03.10.2015,1,
0,,Eliott Jane,0,
0,,Holy Groove Festival,1,
0,,Montreux Sundance 2015,1,
0,,Cartel Land,1,
0,,Komplextreme Festival,1,
0,,The Man Who Knew Infinity,1,
0,,Mississippi Grind,1,
0,,Louder Than Bombs,1,
1,,High-Rise,0,
0,,TerraZzza Summer Closing Party,1,
1,,Goa,0,
0,,#PushYourDrumming/RolandVDrums,1,
0,,VENOM INC.,1,
0,oi,The Oppressed,0,
0,deep german hip hop,Fabian Römer,0,
0,,Double Veterans,0,
0,,Bloodnstuff,0,
0,doom metal,Monolord,0,
0,,Zofinger Oktoberfest 2015,1,
0,electrofox,Wild at Heart,0,
0,,La guerre est déclarée,1,
0,,Manu Louis,0,
0,,DECLARATION OF WAR,1,
0,,Bruno Castro Cantor,1,
0,,Bedraget,1,
0,,Follow the Money,1,
0,,Mountains May Depart,1,
1,,Orchestre National de Barbès,0,
0,,Shan He Gu Ren,1,
0,,"Cellofabrik, Werke von Samuel Barber, Barrière, Thomas Demenga u. a., Schlusskonzert",1,
0,,"Jan Heinke (cello, electr), Don Li (cl, electr)",1,
0,,"Christian Buck (Git), Christian Wolfarth (Schlagz), Werke von Jürg Frey (UA), Tomas Kober (UA), Katharina Weber u. a.",1,
0,,"DJs Gremel, Beck in Black, LX, ab 22 Jahren",1,
0,,"Live: The Muzik Junkies (USA), Jair&Tierrez (B), Juan Cuba, DJs Manza, Xapa Kente",1,
0,,"DJs Missterious, Meville",1,
0,,happy monday,0,
1,,An Evening,0,
1,,Taylor Ho Bynum,0,
0,,Tomas Fujiwara,0,
0,,Kaiser Quartett,1,
0,,Great Lake Swimmer,1,
0,compositional ambient,Chilly Gonzales & Kaiser Quartett,0,
0,finnish hardcore,Blossom Hill,0,
0,,"Blossom Hill, Aintuse",1,
0,,Das Haustrio,1,
1,,Keston Cobblers' Club,0,
1,,Torpus & The Art Directors,0,
0,,Markus Schönholzer,0,
0,austindie,Quiet Company,0,
0,,Waltari 2015,1,
0,finnish metal,Waltari,0,
0,,"ZS (USA), PC Worship (USA), DJ Sam Hillmer (USA)",1,
0,,"Sophie Zelmani (SWE), Everywhere Tour",1,
0,,Richard Thompson (USA),1,
0,,"Arcane Roots (GB), Second Function",1,
0,,Hungrytown,0,
0,,"Glenn Hughes (GB), Jared James Nichols, ab 16 Jahren",1,
0,,20 Jahre Amar Quartett oder die Liebe zu Paul Hindemith,1,
0,,Concert de soirée n°1,1,
0,alternative country,Richard Thompson,0,
0,album rock,Glenn Hughes,0,
1,,HILDEBRANDT,0,
0,,Lucia di Lammermoor,1,
0,,"New Model Army (GB), Ouijaboard Club",1,
0,,"Sean Taylor (GB), DJ Carlo Cannone",1,
0,,"Mark Guiliana Jazz Quartet, Mark Giuliana (dr), Jason Rigby (sax), Fabian Almazan (p), Chris Morrissey (b)",1,
1,,"Gina & The Swing Cats, Gina Corti (voc), Oskar Szutenberg (tp), Lukas Reinert (tb), David Cogliatti (p), Luca Aaron (g), Pau Lligadas (b), Michael Heidepriem (dr)",0,
0,,The Shalalalas (I),1,
0,,"Brainstorming, Matthias Kohler (as), Lukas Wyss (tb), Luzius Schuler (p), Raphael Walser (b), Gregor Lisser (dr)",1,
0,,Keston Cobblers (GB),1,
0,,Playgrounds Extract,1,
0,,Μαρία Φαραντούρη,1,
0,,Roggenmoser,0,
0,deep german hip hop,die Andern,0,
0,,The Shalalalas,0,
0,,Mark Giuliana Jazz Quartet,1,
0,,Driving Mrs. Satan,0,
0,,Ryan McGarvey (USA),1,
1,,Ups,0,
1,,Downs,0,
0,,Bad I Luck 01,1,
0,,shnit Opening,1,
0,,Summerstage 2014,1,
0,,Sean Taylor Songs,1,
0,,Höchste Zeit,1,
0,,"Tonhalle-Orchester Zürich, Simone Kermes (S), Leitung: Jan Willem de Vriend, Werke von Rossini, Mozart, Donizetti, Händel, Einführung um 18.30 Uhr",1,
0,,Le Gant de Léontine,1,
0,,Bad I Luck 02,1,
0,,Sory Kaba,1,
0,chanson,Maurane,0,
0,,Brendon Burns,0,
0,,John Hastings,0,
0,,Flavio vs Antitus,1,
0,,Jeremy Sunsets,0,
0,,Electro Thursday,1,
0,,Vielfarbig,1,
0,,Greg Robert,1,
1,,Black Beats,0,
0,,S-MorSillo,1,
1,,aBeS,0,
0,,Les 30 ans du Patron,1,
0,,Deep to Tek,1,
0,,Moes Anthill,0,
0,,The Tuxedo Blues,1,
0,,Silhouette Tales,0,
1,,THE NIGHT SWEATS,0,
0,stomp and holler,Nathaniel Rateliff,0,
0,,Three CH-Indie-Lables Tour 2015,1,
0,garage psych,Lust For Youth,0,
0,,Lez Zeppelin (USA),1,
0,,Choufleur Mimos,1,
0,,M44K,1,
0,,B.O.M. aka Ben Kaczor,1,
0,,Audiothèque,0,
0,canadian indie,The Strumbellas,0,
1,,The Opposite,0,
0,,Cube Session #12,1,
0,,HC Motor Zaporozhye,1,
0,,Bad I Luck 03,1,
0,,Swiss Made 02,1,
0,death core,In Hearts Wake,0,
0,,"Vagabee, Mathieu Friz (key), Simon Boss (g), Rafael Scheiwiller (b), Nici Struchen (dr)",1,
0,,"Noveller (USA), Buriers (GB)",1,
0,,P. Archer Band,1,
0,portland indie,Radiation City,0,
0,,Up the Chain (USA),1,
0,melodic hardcore,Great Collapse,0,
0,,Revue delémontaine 2015,1,
0,abstractro,Noveller,0,
0,,Heavy shnit,1,
0,,Bad I Luck 04,1,
0,,Prodjection,1,
0,tribal house,Satoshi Tomiie,0,
0,,Menu McBeth,1,
0,,Dj Nevahdie,0,
0,,Kay Rubenz,1,
0,vapor soul,Classik Luvanga,0,
0,,BraccoBrax,0,
0,electro swing,Makala,0,
0,,Rico Tha Kid,0,
1,,Pink Flamingo,0,
0,nwothm,Christian Mistress,0,
0,,Trailer Park Sex,0,
0,,Hi[story] Lichtspiel,1,
0,,"Matthias Machwerk ""Frauen denken  anders",1,
0,j-punk,orgel,0,
1,,Pat Thomas & Kwashibu Area Band,0,
0,,Tester Bentley,1,
0,anthem worship,Beckah Shae,0,
0,,Louise Zbinden,0,
0,,Mikhail Zhvanetskiy,1,
0,,Alter Ego Trio,1,
0,alternative rock,Public Image Ltd.,0,
0,alternative hip hop,Lords of the Underground,0,
0,,Original Flow Mastaz,0,
0,brooklyn indie,PC Worship,0,
1,,Surprise,0,
1,,Suprise,0,
0,,00 Kun,1,
1,,30,0,
0,,30 Masaya,1,
0,,30 Adolpho,1,
0,,Pass 2 Soirs,1,
0,,"Walliser Sinfonieorchester, Manuel Mengis (Trp, Elektr), Yannick Barman (Trp, Elektr), Leitung: Etienne Mounir, Werke von Jonas Imhof",1,
0,,Frittenbude (D),1,
0,,"Philipp Eden Trio, Philipp Eden (p), Dominique Girod (b), Nicolas Stocker (dr)",1,
0,,"Scott-Svosve & Funato-Pedretti, Richard Scott (v), Tapiwa Svosve (sax), Hiroshi Funato (b), Jean-Jacques Pedretti (tb)",1,
0,,"Orchestre de la Suisse Romande, Alexander Gavrylyuk (Kl), Leitung: Cornelius Meister, Werke von Schumann, Bruckner",1,
0,,The Tuts (GB),1,
1,,"Bonton & Deef, Artisan & Elaine, Sky Captain",0,
1,,Greed,0,
0,,"Bonaparte, 45 Jahre ISC Club",1,
0,,Surprise Guest,1,
0,,Joe Colombo feat. Kasia Skoczek,1,
0,,Shiverburn,0,
1,,Lizzard,0,
0,chillwave,Sales,0,
0,funk,Saun & Starr,0,
1,,Oli P.,0,
1,,Mount Analogue,0,
0,,Ben Rau,0,
1,,Rich NxT,0,
1,,Ge-ology,0,
0,minimal techno,Federleicht,0,
0,,Riklós,1,
0,,"DJs Krypt, Miss B-havin",1,
0,,Deaf'n'Dumb,0,
0,alternative country,Sons of Bill,0,
0,,Made in Portugal 2015,1,
0,anti-folk,Dufus,0,
0,,Mad Sox,0,
0,minimal dub,Dscrd,0,
0,minimal dub,Antigone,0,
0,,Dynamo Dreesen,0,
0,,Space Chaser,0,
0,,Dorothea a tribute to DORO,1,
0,,"Brain Damage (F), High Tone (F), DJ Phrex",1,
1,,"Da Sign & The Opposite, Areyouveda DJ-Team",0,
0,,Goodbye Johnnys,0,
0,,"DJs Meniino, Casco, Miguel M",1,
0,,"Gotz Widmann (D), Falk",1,
0,chanson,Aldebert,0,
0,bass music,Blue Daisy,0,
0,,"DJs Busy P (F), Boston Bun (F), Skor & Nadeeya, Jas Crew, Mannequine, Disco D",1,
1,,"Collegium Vocale & Collegium Musicum Grossmünster, Leitung: Kantor Daniel Schmid, offene Chorgemeinschaft und Vorabendgottesdienst",0,
0,,"Rocky Wood, support: The Shalalalas (I)",1,
0,,"Pezzo Acoustic, anschl. Rockstation After-Party",1,
0,,"The Vibes, Purple View, Ricky Harsh",1,
0,,Howlong Wolf,0,
0,,"Tasterbox, Paul Sails for Rome",1,
0,,"DJs Le Wax, O-Kay, MC Big Tex, ab 21 Jahren, mit Brock O'Hurn & Fanny Neguesha",1,
0,,Ken Zuckerman (sarod) & Sanju Sahai (tabla),1,
1,,"Saun & Starr (USA), DJs Pun, Rainer, Saisonstart",0,
0,,"I Not Dance (A), Suchas, Hunted Like Thieves",1,
0,,Youssoupha (F),1,
0,,"Shades of Purple, The Deep Purple Tribute Band",1,
1,,"Saun & Starr (USA), DJs Herr Wempe, Sir Dancelot",0,
1,,Heads.,0,
1,,The Bank,0,
1,,David Guetta & Robin Schulz,0,
0,,Chainer,1,
0,,Das Röckt,0,
0,,Barely Alive,0,
1,,Challenger,0,
0,,Maria Schneider Jazz Orchestra,1,
0,,JJ Rosa,0,
0,,David Murray Infinity Quartet,1,
0,,Abba Gold 2014,1,
1,,Deva Premal & Miten & Manose,0,
0,,DJs Jazzasapien & Stonehat,1,
0,,"Dixkson (Plattentaufe), Basement Roots (Plattentaufe)",1,
0,,"DJs Deekayz, Double Dice, Fringe, Boombaztic",1,
0,,"DJs Squizz, Latinlover, Jamal",1,
0,,Andrej Hermlin and his Swing Dance Orchestra Berlin,1,
0,,Sophie et ses Gigolos,1,
0,,"Leitung: Gerrit Priessnitz, Regie: Carlos Wagner, Gesamtleitung: Verena Keller, Ehrenpräsidium: Bundesrat Didier Burkhalter",1,
0,,BSV Bern Muri,1,
0,,Toni Rios (OFFICIAL),1,
0,,Giuseppe Giacobazzi,0,
1,,Best Of,0,
1,,Ben Jeger,0,
0,,Barbara Gasser,1,
0,,Jérémy Bruyere,1,
0,,Sarah McKenzie,0,
0,,Speedy Ortiz (USA),1,
0,channel pop,Jacob Whitesides,0,
0,,"Samo Salamon Bassless Trio feat. Paul McCandless & Roberto Dani, Samo Salamon (g), Paul McCandless (tb, bcl, ss)",1,
0,,"Anton Kernjak, Rainer Schmidt",1,
0,,Bo Katzman,0,
0,,Bo Katzmann,0,
1,,Severino,0,
0,,Lorenzo nei Palazzi dello Sport 2015/2016,1,
0,,Bio-Cancer,0,
0,deep symphonic black metal,Crest of Darkness,0,
0,,Cvinger,0,
0,,Heinz Däpp,1,
0,,The Jackson Singers 2015,1,
1,,Mike del Ferro,0,
0,alternative rock,Speedy Ortiz,0,
1,,TRUST FUND,0,
0,,Yuri Storione,0,
0,blues-rock,Rich Robinson,0,
0,boy band,Take That,0,
0,,"""My Americana""",1,
0,,"Sebastian Bohren (V), Benjamin Engeli (Kl), Werke von Brahms, Strauss",1,
0,,"Ensiferum (FIN), support: Abinchova",1,
0,muziek voor kinderen,JORIS,0,
0,,"The Yerevan State Chamber Choir ""Luys i Luso""",1,
0,,What We Feel hardcore,1,
0,,Konus Quartett,0,
0,dance pop,Blue,0,
0,,Harlott,0,
0,russelater,Archer,0,
1,,Isaac Rother & The Phantoms,0,
0,canzone napoletana,Gigi D'Alessio,0,
1,,"Chris Jones & The Nights Drivers (USA), The Country Pickers",0,
0,,"Luisa Splett (Kl), Werke von Skrjabin, Emil Frey, Schubert",1,
0,,"Das Neue Nichts, präsentiert von Dichtungsring",1,
0,,"Rea Claudia Kost (voc, cl, acc, g), Niklaus Kost (voc, b, acc)",1,
0,heavy christmas,Raven,0,
0,,Qualiläufe,1,
1,,Carlo Mombelli,0,
0,,Mi-Abokonzert,1,
0,show tunes,My Fair Lady,0,
0,,The Yerevan State Chamber Choir,1,
1,,NISHE,0,
0,,Simon Kempston (SCO),1,
0,,WTFUNK !?,1,
1,,DJ Remo,0,
0,,"Michael Bucher (g), Herbie Kopf (b), Florian Reichle (dr)",1,
0,,Cipmo,1,
0,,Elias 308,1,
0,,Anne Air,1,
0,german indie,ADAM ANGST,0,
1,,luca ciarla,0,
0,contemporary jazz,Logan Richardson,0,
0,,"Werke von Händel, Haydn, Eröffnungskonzert mit anschl. Künstlerapéro",1,
0,,Euroradio Jazz Orchestra,1,
0,,Sisters Band (SLO),1,
0,,"Francesco Piemontesi (Kl), Werke von Haydn, Karlheinz Stockhausen, Beethoven, Mozart",1,
0,,"Le Rex (CD-Taufe), Benedikt Reising (sax), Marc Stucki (sax), Andreas Tschopp (tb), Marc Unternährer (tuba), Rico Baumann (dr)",1,
0,,"Luzerner Sinfonieorchester LSO, Nelson Freiere (Kl), Leitung: James Gaffigan, Werke von Rachmaninoff, Wagner, Konzerteinführung durch Wener Pfister um 18.30 Uhr",1,
0,,Nadia Leonti & Biggles,1,
0,,Tim Vantol (NL),1,
0,south african jazz,"Marcus Wyatt & Band, Marcus Wyatt (tp), Domenic Landolf (ts, bcl), Bänz Oester (b), Dominic Egli (dr)",0,
0,,"Hogjaw (USA), Those Furious Flames",1,
0,,Quali-/Vorläufe,1,
0,,Finalläufe,1,
1,,SUPER BOWL,0,
0,bubblegum dance,E-Type,0,
0,,MixMasters.ch,1,
0,deep australian indie,Hellions,0,
0,,The Fat BGB promotion,1,
0,,TonTon Pierrick astique le Rock,1,
0,,Desperados Night,1,
0,,Skjern Handbold,1,
0,,Chris Power,1,
0,,Alternatives Oktoberfest Winterthur,1,
0,hardcore punk,Sham 69,0,
0,,10 Jahre Nordportal,1,
0,,"Le Rex ""Wild Man""",1,
0,,RIO WOLTA,0,
0,,Slam Poetry,1,
0,,Do-Abokonzert,1,
0,french indietronica,Animali,0,
0,,Sound Mechanc,1,
1,,Samantha,0,
0,,Alex Kennon,0,
0,,Alex Kennon  (Official),1,
0,,Silly works,1,
0,,Sgt. Monkey,0,
0,,"""Hellness""",1,
0,,the Zimmis auf Reisen,1,
0,,Raphael Oldani,1,
0,,Spocht,1,
1,,SØS Gunver Ryberg,0,
0,drumfunk,Alaska,0,
0,,Cirillo (Official Fanpage),1,
0,,Fever Dog,0,
0,,Jeff Ballard Trio,0,
0,,Ampere Eel,1,
0,,Delphine Loutre,1,
1,,Annie Errez,0,
1,,Canzoni,0,
1,,Chansons,0,
0,francoton,LARTISTE,0,
1,,Jerome Sydenham,0,
0,,The JEFF BALLARD Trio with Lionel Loueke & Chris Cheek,1,
0,,Papaya Fuzz,1,
0,alternative emo,Pianos Become the Teeth,0,
0,indie anthem-folk,The Franklin Electric,0,
0,deep new americana,Phil Cook,0,
0,,Shoot The Satellite,0,
0,deep indie r&b,Sweater Beats,0,
0,,Joyful Noise in the Dark II,1,
0,folk punk,Apologies I Have None,0,
1,,The Sigourney Weavers,0,
1,,I Have None,0,
0,,"Molotow Brass Orkestar ""Schaubeschad!""",1,
0,,Schertenlaib,1,
0,,Jegerlehner,1,
0,,La Banda Della Posta,1,
0,,Gleiswerk Oktoberfest Weekend,1,
1,,Apologies,0,
0,,"Philharmonie Baden-Baden, Irina Shishkova (Mezzo-S), Maria Solozobova (V), Leitung: Maestro Fabio Mastrangelo, Werke von Tschaikowski, Rimski-Korsakow, Sibelius u. a.",1,
0,,"Marc Perrenoud Trio, Marc Perrenoud (p), Marco Müller (b), Cyril Regamey (dr)",1,
0,,"Shilpa Ray (USA), The Franklin Electric (CAN)",1,
1,,"Vinicio Capossela & La Banda della Posta (I), DJ Bobby Baguette",0,
0,,Duo Artos,1,
0,,"Wrong Rabbit, 69/6",1,
1,,Cachét,0,
0,,"Rams, Rams (voc, b), Philip Zeman (g), Pidi Leuenberger (dr)",1,
0,,"Hendrix Ackle & Friends, TRD, Collateral Brain Damage",0,
0,,"David Emanuel, Reinheart, Container 6, Nappy Paco, DJs C. Stone, Amin",1,
0,,"Tapas Mixtas, Adrian Balmer (sax, voc), Uele Hartmann (b), Dide Heiniger (voc, perc), George Hartmann (dr), Role Wüthrich (perc), Henry Mühlethaler (tb, voc), Willy Müller (p)",1,
0,,DJ Reki,1,
0,,"DJs Vincz Lee, Tenzking, K-Risma, ab 21 Jahren, visuals by Motionlab, hosted by MC D Law",1,
0,,"The Soft Moon (USA), Codex Empire",1,
0,,"Franziska Hauser Band, Franziska Hauser (voc, g), Simon Huwiler (g), Andreas Caplazi (key, voc), Ron Sumners (dr), Oliver Gayk (b)",1,
0,,Olgas Bagasch,0,
0,,"Kunz, support: Collie Herb Soundshow",1,
0,,"Leitung: Dominik Kiefer, Werke von Telemann, Händel, Boismortier, Erlebach, Bach",1,
0,,"Sara Franchini (Fl), Francesco Braggio (Git), Werke von Telemann, Mario Castelnuovo-Tedesco, Astor Piazzolla u. a.",1,
0,,"Shades of Purple, The Deep Purple Tribute Band, support: DC/AC",1,
0,,"Zar Quartet, Marcus Wyatt (tp), Domenic Landolf (ts, bcl), Bänz Oester (b), Dominic Egli (dr)",1,
0,,10 Jahre Nordportal Party,1,
0,,Swiss Cake Festival Workshop,1,
0,alternative rock,Wheatus,0,
0,,"Urs Augstburger ""Kleine Fluchten""",1,
0,,"Kleine Fluchten ""Auch ein erotischer Abend""",1,
0,,"Wheatus mit ""Teenage Dirtbag""",1,
0,,Swiss Hip Hop Jam 2015 Party,1,
0,,Swiss Cake Festival,1,
0,,Vintage Cupcakes,1,
0,,Pfingstrose aus Blütenpaste,1,
0,,Malen auf Fondant-Cookies,1,
0,,Rosely's Cake,1,
0,,Dulce Decoración,1,
0,,Swiss Hip Hop Jam 2015,1,
1,,"Bang""",0,
0,,Succursale,1,
0,,BAD MULES,0,
0,neurofunk,Hybris,0,
1,,Law,0,
1,,Order,0,
1,,Nordwestdeutsche Philharmonie,0,
0,louvor,Bruno Menezes,0,
1,,Boom,0,
0,classic norwegian pop,Marius Müller,0,
0,deep melodic euro house,SevenDoors,0,
0,deep german pop rock,Marius Müller-Westernhagen,0,
0,,Ministry of Bad Taste,1,
0,post-doom metal,USA Out Of Vietnam,0,
1,,Wolf,0,
0,,Alfred Dorfer,0,
0,,"Mann singt ""Mit der A Cappellachor Ostinato""",1,
0,,LowQui Mc,1,
0,french folk,Motis,0,
0,kabarett,Rick Kavanian,0,
0,,Bombilla,0,
0,,"Terrolokaust (E), DJs Exitus, K.haos, Erebos, Jesus 66+",1,
0,,Basement Roots & DJ Ras Romano,1,
0,,Two Piece Champions,1,
0,,Giovanni Tomassucci,0,
0,,Elyne,0,
0,,Brainfreeze,0,
0,,Surselva Unplugged,1,
0,,Voltumna,0,
0,,Chris Hazeltucky (BRA),1,
0,,STEREOPHONICS 2015,1,
0,,"Handsome Hank, More Cash",1,
0,,"Klan, Eun-Ah Cho-Nitschke (Org), Leitung: Beat Spörri, Werke von Mozart, Zemlinsky, Schubert",1,
0,,"DJ Cut Killer, Kids of the stoned Age, Ali & LC One u. a.",1,
0,,"Emmanuel Pahud (Fl), Andreas Ottensamer (Klar), José Gallardo (Kl), Werke von Brahms, Bach, Villa-Lobos u. a.",1,
0,,"Starbugs ""Crash",1,
0,,"Live: Simba Lion, Miss SZE8, DJs Scratchy, Legacy, Futue, Sound Haunted, Flex, White Boy, Zionni, Blood a Run Sound, Souljah",1,
0,,"A-WA (ISR), DJ Wayne Champagne",1,
0,,"Antibiotics, Jackrock",1,
0,,"Zar Quartet, Marcus Wyatt (tp), Domenic Landolf (ts, bcl), Bänz Oester (b), Dominic Egli (dr), auch um 00.30 Uhr",1,
0,,Sean Johnston,0,
0,,"DJs REEZM, Paul Neumann, Gary Oldman",1,
0,,The Phantom Band (SCO),1,
0,,Michael Vitali Trio feat. Jonas Labhart,1,
0,,The Outside Track (SCO/CAN/IRL),1,
0,,"DJs K-Rim, M. Rozenberg, Rocsta, Mwp, MC Piment",1,
0,,"Fratres Trio, Andrew Tyson (Kl), Vasilisa Berzhanskaya (S), Hayrapet Arakelyan (Sax), Fedor Rudi (V), Rudolfs Vanks (Kl), Werke von Ravel, Chopin, Russel Peterson u. a.",1,
0,,Marko Pasa,1,
0,,The Red Hot Serenaders,1,
0,,"Korpiklaani (FIN), Die Apokalyptischen Reiter (D), Finntroll (FIN), Varg (D), Hämatom (D), Skyforger (LV), Winterstorm (D)",1,
0,,"Thomas Trotter (Org), Werke von Bach, Mozart, Mendelssohn u. a.",1,
0,,"DJs Maloni, Jermaine, Rob Handz",1,
0,,invités du Wati B,1,
1,,Wati B,0,
0,azontobeats,The Shin Sekai,0,
0,blaskapelle,die Egerländer Musikanten,0,
0,,Hilari-Musik,1,
0,francoton,Maska,0,
0,,für Familen,1,
0,garage psych,Girl Band,0,
1,,Pee Wee Ellis,0,
0,,Heidenfest 2015,1,
0,,"DJs Pepe (D), Nestor (D), Philly",1,
0,,DJ TenCe,1,
0,,Herbstmeeting,1,
0,bass music,Maribou State,0,
0,,Mary Torte,1,
0,,Rose aus Blütenpaste,1,
0,,Waferpaper Blumen,1,
