ambigous_result,genre,name,no_result,origin
0,,Never Blond,0,
0,,DJ Lady Black Sally,1,
0,,"Trompetenensemble und Ensemble Blechwind, Leitung: Franz Leuenberger, Musikschule Basel",1,
1,,Ina Müller & Band,0,
0,float house,Call Super,0,
0,,"DJ Zok-P, live: Crying Children, Demonium, Dawn Driven",1,
0,,Dear Helmut,1,
0,,Sinside and Sickret,1,
0,,Boris Pilleri's Jammin',1,
0,,Juhana (FIN),1,
0,,Marc Zino,1,
0,,ADRIAN STERN CHUR,1,
0,,Adhmad Til,1,
0,,The Green Flamingos,0,
0,,Julien Kano,0,
0,,Max Stenz ZÜRICH,1,
0,,Manu Katché ZÜRICH,1,
0,,Girls Names (IRL),1,
0,,Mr. Tambourine Men,1,
0,,"DJs Aystep, K-Rim, Mwp, ab 22 Jahren, visuals by A. G., hosted by MC D Law",1,
0,,"DJs Papi Electric, Adrinard, El Nino, ab 20 Jahren",1,
0,,"DJs Tommy Milfiger, Skor, Manolito",1,
0,,"DJs Rocky Rock (USA), Intresst, Louis",1,
0,,"DJs I-Scratch, Kronix, MC B & MC Jay Jr.",1,
0,,Il barbiere di Siviglia CHIASSO,1,
0,pop,James Arthur,0,
0,,JAMES ARTHUR LAUSANNE,1,
0,cantautor,Manel,0,
0,,DJ Bärbel Rücker,1,
0,,"Christine Lather (voc), Patricia Draeger (acc)",1,
0,,James Arthur ZÜRICH,1,
0,,"Edita Gruberova (S), Leitung: Douglas Boyd, Werke von Mozart",1,
0,,James Arthur (GB),1,
0,,"Kelley Stoltz (USA), support: Davv",1,
0,,"DJs Samy, Segundo, Tanzkurse mit Horacio",1,
1,,Gamble & Dice,0,
0,,Levin feat. Pablito MC,1,
0,,Andreas Tschopp,0,
0,,La Notte Italiana LUGANO,1,
0,,Axel Rudi Pell (D),1,
0,,Me and Oceans,0,
0,,Rapanoia,1,
0,,"Glauco Cataldo (voc, g), Matthias Brägger (b), Camille Bossart (dr), hosted by Maze",1,
0,,Die Große Giuseppe Verdi Nacht BERN,1,
0,chillwave,Connan Mockasin,0,
0,,"Panda Lux, DJ Ms. Hyde",1,
0,,"DJs D-Rock, Slice",1,
0,,"Call Me Cat (DK), hosted by Bruchteil",1,
0,,"Klavierklasse Samuel Roesti, Musikschule Basel",1,
0,,CALLmeKAT,0,
0,,Shanir Blumenkranz' Abraxas,1,
0,,Sunrise Avenue ZÜRICH,1,
0,,Elena Filonova BASEL,1,
0,,Solenne Paidassi,0,
0,,"Ankebok, DJ M-Day",1,
0,,Bullet For My Valentine ZÜRICH,1,
0,j-metal,Coldrain,0,
0,,"Die Freitagsakademie, Verena Fischer (Fl), Katharina Suske (Ob), Leila Schayegh (V), Bernhard Maurer (Vc), Vital Julian Frey (Cemb), Werke von Janitsch, Telemann, Händel, Bach",1,
1,,Willy Tell,0,
0,classic funk rock,Mint Condition,0,
0,,La Notte Italiana ZÜRICH,1,
0,,Ennio Morricone ZÜRICH,1,
0,,"Monique Fragnière (p), Katarzyna Rzymska (voc), Lieder, zudem Vortrag von Prof. Sylvain Malfroy",1,
0,,"DJs Sweap, Pfund 500, ab 21 Jahren, visuals by Motionlab, hosted by MC D Law",1,
0,,"Kaki King (USA), support: Abu",1,
0,,"Take Away Caddy, Headless Projekt, Monica and the Wolf, Sheivo, Qualifikationsabend",1,
0,,"T-ng, DJ Nameless",1,
0,,"Pools, Yves Martinek (p), Willy Ramos (b), Thomas Sonderegger (dr)",1,
0,,"Matthias Tschopp Quartet, Matthias Tschopp (bs), Yves Theiler (p), Raffaele Bossard (b), Alex Huber (dr)",1,
0,,Los Terribles de Tijuana (I),1,
0,,Sky189 ZÜRICH,1,
1,,Monte Carlo,0,
0,,"Camerata variabile Basel, Leitung: Helena Winkelman, Werke von Beethoven, Haydn, Schumann, Grisey",1,
0,,"Luzerner Sinfonieorchester, Alexander Melnikov (Kl), Leitung: Andrey Boreyko, Werke von Chopin, Dinu Lipatti, Bela Bartók, Konzerteinführung um 18.30 Uhr",1,
0,,"Mustang Sally (USA), Lennrockers (D)",1,
0,,"Musikkollegium Winterthur, Orchester der Zürcher Hochschule der Künste, Lawrence Power (Va), Leitung: Douglas Boyd, Werke von Berlioz, Igor Strawinski",1,
0,,"Pink Pedrazzi, Dawn Driven",1,
0,,BABBUTZI ORKESTAR,0,
0,,Not Scientists,0,
0,,The Gladiators Band,1,
0,soundtrack,Ennio Morricone,0,
0,,ENKI BILAL,1,
0,,cie par Terre,1,
0,,Mustang Sally ZÜRICH,1,
0,danspunk,Lennerockers,0,
0,new americana,My bubba,0,
1,,Manuel Fischer,0,
0,,"Inside The Baxter Building, Simon Petermann (tb/electr), Christian Schütz (ts/electr), Samuel Würgler (tp/electr), Fabian Gutscher (electr)",1,
0,,"Gerard (A), support: Alex The Flipper",1,
0,,"DJs Gordon, Limone & Musi",1,
0,,Esteemates,1,
0,,"The Monotones, To Go",1,
0,alternative pop rock,Divided By Friday,0,
0,,Steven Parry feat. Sugar,1,
0,,DJ D-Tale,0,
0,,Rembrandt Frerichs Trio ZÜRICH,1,
0,,La Notte Italiana ST. GALLEN,1,
1,,Iberia,0,
0,swiss hip hop,Steff la Cheffe,0,
0,italian arena pop,Max Pezzali,0,
1,,The Heart & The Void,0,
0,,"Mauro Valli (Vc), Dominik Röglin (Org), Werke von Bach",1,
0,,"AoxoToxoA, Melopea, Last Avenue, Josh Ziltener, Das Beste aus dem Schweizer Rock Underground",1,
0,indie garage rock,The Garden,0,
0,,"DJs Tom Best, Sonoflono, Uptone",1,
0,,"Sonic Wire, DJ Goofy",1,
1,,London Nebel,0,
0,,"Dellatorre, DJ Bob Rock",1,
0,emo,Mayday Parade,0,
0,,"Depeche Mode (GB), Delta Machine World Tour",1,
0,,"Antike Schweizer Musik vom frühen Mittelalter bis ins 18. Jahrhundert, zudem Geschichtenerzählung",1,
0,,"Doris Grossenbacher (Ges, V), Bernhard Hörler (Org), Werke von Porter, Dolly Parton, James Horner u. a.",1,
0,,"Mayday Parade (USA), Our Last Night (USA), Man Overboard (USA), Secrets (USA), Divided By Friday (USA), Empires Fade",1,
0,,"Nico Brina, auch um 21.30-23 Uhr",1,
0,,BINGO PLAYERS LAUSANNE,1,
0,,Andybody,0,
0,,Valentine-Special,1,
0,,DJ Noisefreaker,1,
0,polka,The Shanes,0,
1,,David Philips,0,
1,,Eco & Tanua,0,
0,big room,Carl Tricks,0,
0,,"DJs Malik, MT Dancefloor",1,
0,,Concert dans le Noir,1,
0,,Navneløs,0,
1,,Luke Parker,0,
0,,Rons Rockpalast,1,
0,,Antun Opic,0,
0,,Depeche Mode ZÜRICH,1,
0,acid house,Lil' Louis,0,
0,,La XXe Tribu,1,
0,,BERNARD LAVILLIERS GENÈVE,1,
0,,NOLWENN LEROY MONTREUX,1,
0,,Vive la Patrie LAUSANNE,1,
0,chanson,Bernard Lavilliers,0,
0,,Intenable,0,
0,rock steady,Dandy,0,
0,,Don Carlo ZÜRICH,1,
0,,Sorronia,0,
0,folk punk,Sam Russo,0,
0,,High South ZÜRICH,1,
0,,DJ Enova,1,
0,,Confusion Festival 2014,1,
1,,Ragnum,0,
0,,Ryan Saladin Photography,1,
1,,Samuri,0,
0,,DJ Spruzzi,1,
0,,OBF Soundsystem DJs,1,
0,,John Dimas,0,
0,deep soul house,Benedikt Frey,0,
0,,DJ Kronix,1,
0,,"Camerata variabile, Stefka Perifanova (Kl), Karin Dornbusch (Klar), Werke von Haydn, Beethoven, Schumann, Grisey, von und mit Helena Winkelman (V)",1,
0,,"Andrea Manzoni Trio (I), Andrea Manzoni (p), Luca Curcio (b), Andrea Beccaro (dr)",1,
0,,Thee Silver Mt. Zion Memorial Orchestra (CAN),1,
0,,"Andrea Manzoni Trio (I, CD-Taufe), Andrea Manzoni (p), Luca Curcio (b), Andrea Beccaro (dr)",1,
0,psychedelic blues-rock,Head over Heels,0,
0,,"Ivan Paduart Trio, Trio Ivan Paduart (p), Philippe Aerts (b), Hans Van Oosterhout (dr), auch um 21.45 Uhr",1,
0,,"Kadebostany, Lune Palmer, Verveine",1,
0,,"DJs L-Way, Deefly, Fresh, ab 22 Jahren",1,
0,,"Call Me Kat (DK), DJs Brinx, Mint",1,
0,,"Die Abstürzende Brieftauben, Uristier",1,
0,,Stefania Kaye,0,
1,,"Retrogott & Hulk Hodn (D), Mirko Machine & Spax (D), Eloquent (D)",0,
0,,Oli Kehrli,0,
0,,Patrischa,1,
0,,I am Frost,0,
0,bass music,Asusu,0,
0,,"DJ Tamara et Patrick, pour jeunes musiciens Lausannois",1,
0,,"DJs Die Herren Siegrist & Wempe, Miss Venturini",1,
0,,Samaris (ISL),1,
0,,"Roland Zoss, Bandidos, Jimmy Flitz, auch für Erwachsene",1,
0,,"Beatie Bossy, Vincent Glanzmann (voc), Hanspeter Pfammatter (keys), Manuel Troller (g), Mario Hänni (b), Emanuel Künzi (dr), Lukas Weber (perc), DJ KG",1,
0,,"DJs Mike Steez, Pfund, Redrum, Sharon, ab 22 Jahren",1,
0,,"No Hook DJ Team, Hip-Hop Reim-Battle",1,
0,,DJ Intresst,1,
1,,Clouds & Saalschutz,0,
0,,Cosi fan tutte VV ZÜRICH,1,
0,,Christoph Irniger - Artist Page,1,
0,chamber psych,Samaris,0,
0,,Christoph Irniger Trio ZÜRICH,1,
1,,Christoph Irniger,0,
0,,Maurice Steger BASEL,1,
0,,Las Vegas Country Band ZÜRICH,1,
0,,nevroshockingiochi,0,
0,,"DJs Freaza, Teyst, Fresh",1,
0,,"Rob Tognoni (AUS), ab 16 Jahren",1,
0,,"Swiss Jazz Orchestra feat. Bert Joris, SJO presents the HKB Orchestra",1,
1,,Rumpel & Racine,0,
0,,"Breton (GB), Did (I)",1,
1,,Did,0,
1,,Sergey Khachatryan,0,
0,,"Belcea Quartet (GB), Werke von Purcell, Britten, Mozart",1,
0,,Get The Blessing ZÜRICH,1,
0,,A Pale Horse Named Death PRATTELN,1,
0,,Andy McKee ZÜRICH,1,
0,,Tschechische Philharmonie Prag BASEL,1,
0,,A PALE HORSE NAMED DEATH,0,
0,alternative metal,Starset,0,
0,,"Beady Eye (GB), ab 16 Jahren",1,
1,,"Rumpel & Racine, Jojo Kunz (b), Marianne Racine (voc)",0,
0,,Beady Eye ZÜRICH,1,
0,,Workshopkonzerte,1,
1,,Howe Gelb & Band (USA),0,
0,alternative country,Howe Gelb,0,
0,,OneRepublic BERN,1,
0,,DJ Paul Gallagher,1,
0,,DJ Solveg O.X.O Records,1,
0,groove metal,Battlecross,0,
0,,"Yes I'm Very Tired Now, DJ Tusk",1,
0,,REProduce Artists,1,
0,,Bombay Bicycle Club ZÜRICH,1,
0,french indietronica,Forever Pavot,0,
0,,"DJs Simone, Exitus, ab 18 Jahren",1,
1,,"Rumpel & Racine, Marianne Racine (voc), Jojo Kunz (b)",0,
0,,DJ Miss Golightly,1,
0,,The Mozzarellas,1,
0,,"Ursina und Band & Th. Hoffmann, hosted by Inox",1,
