club_adress,club_id,club_name,club_ref,date,ref_event,artiste
"Bahnhofstrasse 22, 6300 Zug",99373, Grand Cafe,/club.aspx?id=99373,"Sat, 27 Dec 2014",/event.aspx?665416,Mirko Paoloni
