artist_name,artist_url,event_venue.latitude,event_venue.city,event_datetime,event_venue.region,event_venue.id,event_venue.url,event_id,event_venue.name,event_venue.longitude,event_url
Zuul FX,http://www.bandsintown.com/ZuulFx,46.216775,Saint-Maurice,2010-10-01T19:00:00,Switzerland,933687,http://www.bandsintown.com/venue/933687,3733049,Manoir pub,7.004455,http://www.bandsintown.com/event/3733049?app_id=epfl
Casey,http://www.bandsintown.com/Casey,46.55459,Vers-Chez-Les-Blanc,2010-10-01T19:00:00,Switzerland,938406,http://www.bandsintown.com/venue/938406,3746243,Amalgame,6.694775,http://www.bandsintown.com/event/3746243?app_id=epfl
Marcel Dettmann,http://www.bandsintown.com/MarcelDettmann,46.519595,Lausanne,2010-10-01T20:00:00,Switzerland,749156,http://www.bandsintown.com/venue/749156,3853597,DClub,6.632335,http://www.bandsintown.com/event/3853597?app_id=epfl
Moncef Genoud Trio,http://www.bandsintown.com/MoncefGenoudTrio,46.80382,Fribourg,2010-10-01T21:00:00,Etr,928437,http://www.bandsintown.com/venue/928437,3916076,La Spirale,7.168626,http://www.bandsintown.com/event/3916076?app_id=epfl
Prostitute Disfigurement,http://www.bandsintown.com/ProstituteDisfigurement,46.54047,Lausanne,2010-10-01T22:00:00,Switzerland,799732,http://www.bandsintown.com/venue/799732,3479841,Salle de Grand-Vennes,6.64697,http://www.bandsintown.com/event/3479841?app_id=epfl
Samael,http://www.bandsintown.com/Samael,46.54047,Lausanne,2010-10-01T22:00:00,Switzerland,799732,http://www.bandsintown.com/venue/799732,3479841,Salle de Grand-Vennes,6.64697,http://www.bandsintown.com/event/3479841?app_id=epfl
Metal Assault Festival,http://www.bandsintown.com/MetalAssaultFestival,46.54047,Lausanne,2010-10-01T22:00:00,Switzerland,799732,http://www.bandsintown.com/venue/799732,3479841,Salle de Grand-Vennes,6.64697,http://www.bandsintown.com/event/3479841?app_id=epfl
Christian Prommer,http://www.bandsintown.com/ChristianPrommer,46.208351,Geneva,2010-10-01T23:00:00,Switzerland,979442,http://www.bandsintown.com/venue/979442,3906312,The MaD,6.1427,http://www.bandsintown.com/event/3906312?app_id=epfl
Bobmo,http://www.bandsintown.com/Bobmo,46.519595,Lausanne,2010-10-01T23:00:00,Switzerland,790850,http://www.bandsintown.com/venue/790850,3868460,Loft Club,6.632335,http://www.bandsintown.com/event/3868460?app_id=epfl
Eliana Burki,http://www.bandsintown.com/ElianaBurki,47.210542,Solothurn,2010-10-01T20:00:00,Switzerland,966406,http://www.bandsintown.com/venue/966406,3855723,Kreuz Solothurn,7.536927,http://www.bandsintown.com/event/3855723?app_id=epfl
