artist_name,artist_url,event_venue.longitude,event_url,event_venue.region,event_datetime,event_venue.id,event_venue.url,event_venue.latitude,event_venue.name,event_id,event_venue.city
Babylon Circus,http://www.bandsintown.com/BabylonCircus,8.2666667,http://www.bandsintown.com/event/5473387?app_id=epfl,11,2006-03-16T19:00:00,1479163,http://www.bandsintown.com/venue/1479163,47.0833333,Boa,5473387,Lucerne
shEver,http://www.bandsintown.com/shEver,7.5283048,http://www.bandsintown.com/event/5572088?app_id=epfl,Canton Of Solothurn,2006-03-24T19:00:00,1509340,http://www.bandsintown.com/venue/1509340,47.2006314,Kofmehl Raumbar,5572088,Solothurn
