artist_name,artist_url,event_venue.latitude,event_venue.city,event_datetime,event_venue.region,event_venue.id,event_venue.url,event_id,event_venue.name,event_venue.longitude,event_url
Cameron Carpenter,http://www.bandsintown.com/CameronCarpenter,46.2,Geneve,2014-06-01T11:00:00,07,2281033,http://www.bandsintown.com/venue/2281033,8129911,VICTORIA HALL*,6.1666667,http://www.bandsintown.com/event/8129911?app_id=epfl
Création 2014 du Cirque Starlight,http://www.bandsintown.com/Cr%C3%A9ation2014DuCirqueStarlight,46.5365982,Prilly,2014-06-01T14:00:00,VD,1389057,http://www.bandsintown.com/venue/1389057,8225141,Cirque Starlight,6.6011686,http://www.bandsintown.com/event/8225141?app_id=epfl
E-Force,http://www.bandsintown.com/E-Force,46.216775,Saint-Maurice,2014-06-01T17:00:00,Switzerland,933687,http://www.bandsintown.com/venue/933687,8101877,Manoir pub,7.004455,http://www.bandsintown.com/event/8101877?app_id=epfl
Age of Woe,http://www.bandsintown.com/AgeOfWoe,46.9527332,Berne,2014-06-01T19:00:00,BE,1262518,http://www.bandsintown.com/venue/1262518,8141684,Cafete,7.4401592,http://www.bandsintown.com/event/8141684?app_id=epfl
Les Chercheurs d'or,http://www.bandsintown.com/LesChercheursD%27or,46.1939392,Mase,2014-06-01T20:00:00,,2243048,http://www.bandsintown.com/venue/2243048,8001663,Festival «Mase m'enchante»,7.4308701,http://www.bandsintown.com/event/8001663?app_id=epfl
Les Hay Babies,http://www.bandsintown.com/LesHayBabies,46.951694,Berne,2014-06-01T20:00:00,Canton Of Berne,793581,http://www.bandsintown.com/venue/793581,7096964,bee-flat im Progr,7.428265,http://www.bandsintown.com/event/7096964?app_id=epfl
The Slimbuddies,http://www.bandsintown.com/TheSlimbuddies,47.032299,Weggis,2014-06-01T00:00:00,,2302348,http://www.bandsintown.com/venue/2302348,8200204,Trainingslager Schweizer Fussball Nati,8.4336205,http://www.bandsintown.com/event/8200204?app_id=epfl
Infected Mushroom,http://www.bandsintown.com/InfectedMushroom,47.0477982,Lucerne,2014-06-01T01:00:00,,2172289,http://www.bandsintown.com/venue/2172289,8105653,Future Universe,8.3038797,http://www.bandsintown.com/event/8105653?app_id=epfl
Infected Mushroom,http://www.bandsintown.com/InfectedMushroom,47.57407,Basel,2014-06-01T04:30:00,Switzerland,954297,http://www.bandsintown.com/venue/954297,8105655,Club Borderline,7.56901,http://www.bandsintown.com/event/8105655?app_id=epfl
Europäisches Jugendchor Festival Basel 2014,http://www.bandsintown.com/Europ%C3%A4ischesJugendchorFestivalBasel2014,47.5535699,Basel,2014-06-01T11:00:00,04,2135023,http://www.bandsintown.com/venue/2135023,7920961,Theater,7.5903967,http://www.bandsintown.com/event/7920961?app_id=epfl
Schlusskonzert BASEL,http://www.bandsintown.com/SchlusskonzertBasel,47.5535699,Basel,2014-06-01T11:00:00,04,2135023,http://www.bandsintown.com/venue/2135023,7920961,Theater,7.5903967,http://www.bandsintown.com/event/7920961?app_id=epfl
Philharmonisches Konzert ZÜRICH,http://www.bandsintown.com/PhilharmonischesKonzertZ%C3%9Crich,47.366217,Zurich,2014-06-01T11:15:00,25,170014,http://www.bandsintown.com/venue/170014,6743705,Tonhalle,8.538193,http://www.bandsintown.com/event/6743705?app_id=epfl
KOYASAN SHOMYO,http://www.bandsintown.com/KoyasanShomyo,47.5542488,Basel,2014-06-01T16:00:00,BS,906906,http://www.bandsintown.com/venue/906906,7825064,Stadtcasino,7.5893602,http://www.bandsintown.com/event/7825064?app_id=epfl
Basel Flöte Trio BASEL,http://www.bandsintown.com/BaselFl%C3%B6teTrioBasel,47.5542488,Basel,2014-06-01T16:00:00,BS,906906,http://www.bandsintown.com/venue/906906,7825064,Stadtcasino,7.5893602,http://www.bandsintown.com/event/7825064?app_id=epfl
The Temperance Movement,http://www.bandsintown.com/TheTemperanceMovement,47.3831596,Zurich,2014-06-01T19:00:00,ZH,827823,http://www.bandsintown.com/venue/827823,8209153,Letzigrund Stadium,8.5035,http://www.bandsintown.com/event/8209153?app_id=epfl
Young the Giant,http://www.bandsintown.com/YoungTheGiant,47.3882217,Zurich,2014-06-01T19:00:00,ZH,697731,http://www.bandsintown.com/venue/697731,7929859,Exil,8.5194702,http://www.bandsintown.com/event/7929859?app_id=epfl
ZONKA,http://www.bandsintown.com/ZONKA,47.37706,Zurich,2014-06-01T19:00:00,,2119376,http://www.bandsintown.com/venue/2119376,7603240,Europe Summer Tour Open Dates!!!,8.53955,http://www.bandsintown.com/event/7603240?app_id=epfl
Jagwar Ma,http://www.bandsintown.com/JagwarMa,47.3666667,Zurich,2014-06-01T19:00:00,25,999800,http://www.bandsintown.com/venue/999800,7737389,Plaza,8.55,http://www.bandsintown.com/event/7737389?app_id=epfl
The Rolling Stones,http://www.bandsintown.com/TheRollingStones,47.3666667,Zurich,2014-06-01T19:00:00,25,2211923,http://www.bandsintown.com/venue/2211923,7887935,Letzigrund Sadion,8.55,http://www.bandsintown.com/event/7887935?app_id=epfl
