club_adress,club_id,club_name,club_ref,date,ref_event,artiste
"Chemin du Stand 5; Pully, 1009",31409, Abraxas,/club.aspx?id=31409,"Sat, 12 Nov 2011",/event.aspx?292693,The Cruzaders
"Chemin du Stand 5; Pully, 1009",31409, Abraxas,/club.aspx?id=31409,"Fri, 4 Feb 2011",/event.aspx?224466,The Cruzaders
"Chemin du Stand 5; Pully, 1009",31409, Abraxas,/club.aspx?id=31409,"Fri, 3 Sep 2010",/event.aspx?172824,The Cruzaders
