name,day,month,year,ville,festival
RAINER TRUBY,17,Mar.,2016,Leysin,WORLDWIDE FESTIVAL LEYSIN
LEFTO,18,Mar.,2016,Leysin,WORLDWIDE FESTIVAL LEYSIN
KIDKANEVIL,19,Mar.,2016,Leysin,WORLDWIDE FESTIVAL LEYSIN
GILLES PETERSON,20,Mar.,2016,Leysin,WORLDWIDE FESTIVAL LEYSIN
DAVID RODIGAN,26,Mar.,2015,Leysin,WORLDWIDE FESTIVAL LEYSIN
JULIO BASHMORE,27,Mar.,2015,Leysin,WORLDWIDE FESTIVAL LEYSIN
BRANDT BRAUER FRICK,28,Mar.,2015,Leysin,WORLDWIDE FESTIVAL LEYSIN
MATTHEW HALSALL,29,Mar.,2015,Leysin,WORLDWIDE FESTIVAL LEYSIN
