name,day,month,year,ville,festival
CELYANE,14,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
RITA MITSOUKO,14,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
RICKIE LEE JONES,15,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
JEFF BECK,15,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
MARIA BETHANIA,15,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
LARRY CARLTON,16,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
"MEDESKI, MARTIN & WOOD",16,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
ROBBEN FORD,16,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
NORAH JONES,17,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
ROGER HODGSON & HIS BAND,17,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
FOREIGNER,17,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
GIANNA NANNINI,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
CANDY DULFER,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
VAN MORRISON,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
WU TANG CLAN,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
RZA,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
GZA THE GENIUS,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
METHOD MAN,18,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
THE B 52's,19,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
PET SHOP BOYS,19,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
PAOLO NUTINI,19,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
PETER VON POEHL,19,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
DR JOHN & THE NITE TRIPPERS,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
VAN MORRISON,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
SOLOMON BURKE,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
ERIK TRUFFAZ,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
KEREN ANN,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
ED HARCOURT,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
ABD AL MALIK,20,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
JIMMY CLIFF,21,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
SEAL,21,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
LAURENT GARNIER,21,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
ROCE,21,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
GALAXY 2 GALAXY,21,Juil.,2007,Montreux,MONTREUX JAZZ FESTIVAL
CHIC FEAT. NILE RODGERS,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
JIMMY PAGE/ROBERT PLANT,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
GEORGE DUKE,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
KID ROCK,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
JEFF BECK,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
SOLOMON BURKE,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
ASHER SELECTOR,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
PRINCE BUSTER,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
THE TWINKLE BROTHERS,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
ROOTSMAN,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
PAOLO CONTE,30,Juin,2006,Montreux,MONTREUX JAZZ FESTIVAL
MARCELO D2,01,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
BLACK EYED PEAS,01,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
BROTHER ALI,01,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
KLAUS DOLDINGER & PASSPORT,01,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ORNETTE COLEMAN,02,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SERGIO MENDES,02,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
CLAP YOUR HANDS SAY YEAH !,02,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ADAM GREEN,02,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
VAN MORRISON,02,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
JOE SAMPLE,02,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
LEELA JAMES,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
BB KING,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
FERNANDO CORONA aka MURCOF,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SIGUR ROS,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ERIK TRUFFAZ,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TALVIN SINGH,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DAVID SANBORN,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
AL JARREAU,03,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TERRY CALLIER,04,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MASSIVE ATTACK,04,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
THE DEFTONES,04,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
GLADYS KNIGHT,04,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
RAUL MIDON,05,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SIMPLY RED,05,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TRACY CHAPMAN,05,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DIANA KRALL,05,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
BRYAN ADAMS,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
CARL CRAIG,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
RICARDO VILLALOBOS,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
LUCIANO (reggae),06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DANDY JACK,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
RICHIE HAWTIN,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MAURIZIO MARTUSCIELLO,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
JOHN SCOFIELD,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
LARRY GOLDINGS,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ABDULLAH IBRAHIM,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
JACK DEJOHNETTE,06,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MARIA RITA,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MARTINHO DA VILA,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
NEY MATOGROSSO,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MARTIN LUTHER,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
PETE ROCK,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
JAY DEE,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
BILAL,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
CHICK COREA,07,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
CARLINHOS BROWN,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
GILBERTO GIL,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DJ QBERT,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
KID KOALA,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
AMON TOBIN,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
HAROLD LOPEZ NUSSA,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
OMARA PORTUONDO,08,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SANTANA,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
KORA JAZZ,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
CARLINHOS BROWN,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
IDRISSA DIOP,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MORY KANTE,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ISMAEL LO,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ANGELIQUE KIDJO,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TOURE KUNDA,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DAVID WALTERS,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
GOTAN PROJECT,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
RANDY NEWMAN,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TAJ MAHAL,09,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SANTANA,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TAJ MAHAL,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ZUCCHERO,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
THE NEVILLE BROTHERS,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
BERNARD LAVILLIERS,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
VICTORIA ABRIL,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ALDO ROMANO,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ARTHUR H,10,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
STING,11,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
STARSAILOR,11,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MORRISSEY,11,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SONS & DAUGHTERS,11,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
HERBIE HANCOCK,11,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
LARRY CARLTON,11,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
TOWER OF POWER,12,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SANTANA,12,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MARCUS MILLER,12,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
CHARLES LLOYD,12,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
ZAKIR HUSSAIN,12,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SEAN PAUL,13,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DANI SICILIANO,13,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SOIL,13,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
GILLES PETERSON,13,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
SOLOMON BURKE,13,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
IGGY POP,14,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
GOTTHARD,14,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
THE STROKES,14,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
PONI HOAX,14,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DIEGO EL CIGALA,14,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
DEEP PURPLE,15,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
MATHEW JONSON,15,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
JAMES HOLDEN,15,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
NATHAN FAKE,15,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
KONRAD BLACK,15,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
PACO DE LUCIA,15,Juil.,2006,Montreux,MONTREUX JAZZ FESTIVAL
