name,day,month,year,ville,festival
BIGFLO ET OLI,28,Jan.,2017,Geneve,THE BEAT FESTIVAL
MAKALA DI-MEH ET SLIM K,28,Jan.,2017,Geneve,THE BEAT FESTIVAL
SCH (MATHAFACK),28,Jan.,2017,Geneve,THE BEAT FESTIVAL
RAE SREMMURD,28,Jan.,2017,Geneve,THE BEAT FESTIVAL
VALD,28,Jan.,2017,Geneve,THE BEAT FESTIVAL
MHD,28,Jan.,2017,Geneve,THE BEAT FESTIVAL
