artist_name,artist_url,event_venue.longitude,event_url,event_venue.region,event_datetime,event_venue.id,event_venue.url,event_venue.latitude,event_venue.name,event_id,event_venue.city
Groombridge,http://www.bandsintown.com/Groombridge,7.789998,http://www.bandsintown.com/event/6874651?app_id=epfl,,2006-01-06T21:00:00,1907741,http://www.bandsintown.com/venue/1907741,47.21206,Rock in Church,6874651,Langenthal
Painhead,http://www.bandsintown.com/Painhead,9.49519,http://www.bandsintown.com/event/9916095?app_id=epfl,St. Gallen,2006-01-07T21:00:00,2802510,http://www.bandsintown.com/venue/2802510,47.477928,Hafenbuffet,9916095,Rorschach
shEver,http://www.bandsintown.com/shEver,8.5207599,http://www.bandsintown.com/event/5572126?app_id=epfl,ZG,2006-01-14T19:00:00,618787,http://www.bandsintown.com/venue/618787,47.18222,Industrie 45,5572126,Zug
Painhead,http://www.bandsintown.com/Painhead,9.25495,http://www.bandsintown.com/event/9916100?app_id=epfl,Switzerland,2006-01-15T21:00:00,2802526,http://www.bandsintown.com/venue/2802526,47.414415,The Office,9916100,Gossau (Sankt Gallen)
Mando Diao,http://www.bandsintown.com/MandoDiao,9.25,http://www.bandsintown.com/event/5838278?app_id=epfl,09,2006-01-21T19:00:00,1589432,http://www.bandsintown.com/venue/1589432,46.8,PALACE CLUB AT RIDERS PALACE,5838278,Laax
Foo Fighters,http://www.bandsintown.com/FooFighters,8.7484798,http://www.bandsintown.com/event/5809569?app_id=epfl,25,2006-01-25T19:00:00,169998,http://www.bandsintown.com/venue/169998,47.4956551,Eishalle Duetwag,5809569,Winterthur
Groombridge,http://www.bandsintown.com/Groombridge,7.6166667,http://www.bandsintown.com/event/6874780?app_id=epfl,05,2006-01-27T20:00:00,1907742,http://www.bandsintown.com/venue/1907742,47.05,Gymfest ,6874780,Burgdorf
