artist_name,artist_url,event_venue.latitude,event_venue.city,event_datetime,event_venue.region,event_venue.id,event_venue.url,event_id,event_venue.name,event_venue.longitude,event_url
Out of Order,http://www.bandsintown.com/OutOfOrder,47.3166667,Balstal,2012-01-01T17:00:00,01,1188352,http://www.bandsintown.com/venue/1188352,4591671,New Years Eve,7.6833333,http://www.bandsintown.com/event/4591671?app_id=epfl
DJ Antoine Live  @ Le Lapin Vert Club,http://www.bandsintown.com/DjAntoineLive%40LeLapinVertClub,46.183307,Haute-Nendaz,2012-01-01T22:00:00,,1268622,http://www.bandsintown.com/venue/1268622,4828744,Le Lapin Vert Club,7.294446,http://www.bandsintown.com/event/4828744?app_id=epfl
da fr3ak,http://www.bandsintown.com/DaFr3ak,47.5666667,Basel,2012-01-01T21:00:00,04,1264826,http://www.bandsintown.com/venue/1264826,4805635,Basel meets Zürich @ CU Club,7.6,http://www.bandsintown.com/event/4805635?app_id=epfl
The Legendary New Year's Ladies Night,http://www.bandsintown.com/TheLegendaryNewYear%27sLadiesNight,47.37704,Zurich,2012-01-01T22:00:00,ZH,982340,http://www.bandsintown.com/venue/982340,4828745,Alte Kaserne,8.5292,http://www.bandsintown.com/event/4828745?app_id=epfl
Max B. Grant Hardstyle Music,http://www.bandsintown.com/MaxB.GrantHardstyleMusic,47.3666667,Zurich,2012-01-01T23:00:00,25,1214669,http://www.bandsintown.com/venue/1214669,4664227,Hardstyle Night OXA,8.55,http://www.bandsintown.com/event/4664227?app_id=epfl
Der Weihnachtscircus GO,http://www.bandsintown.com/DerWeihnachtscircusGo,46.31763,Brig,2012-01-03T14:30:00,Switzerland,926449,http://www.bandsintown.com/venue/926449,4831081,Kongresszentrum Simplonhalle,7.9838,http://www.bandsintown.com/event/4831081?app_id=epfl
Scaloni ,http://www.bandsintown.com/Scaloni,47.3666667,Zurich,2012-01-03T19:00:00,25,1273447,http://www.bandsintown.com/venue/1273447,4829846,Vior Club,8.55,http://www.bandsintown.com/event/4829846?app_id=epfl
Obtrusive,http://www.bandsintown.com/Obtrusive,46.8043821,Davos,2012-01-04T20:00:00,,253038,http://www.bandsintown.com/venue/253038,4787350,Box,9.8368549,http://www.bandsintown.com/event/4787350?app_id=epfl
Archers and Arrows,http://www.bandsintown.com/ArchersAndArrows,46.45,Vevey,2012-01-05T19:00:00,23,1646617,http://www.bandsintown.com/venue/1646617,6048725,WSDC festival,6.85,http://www.bandsintown.com/event/6048725?app_id=epfl
Obtrusive,http://www.bandsintown.com/Obtrusive,47.383297,Zurich,2012-01-05T08:00:00,Etr,594255,http://www.bandsintown.com/venue/594255,4787351,Dynamo,8.539312,http://www.bandsintown.com/event/4787351?app_id=epfl
some kind of noise,http://www.bandsintown.com/SomeKindOfNoise,47.043598,Wasen Im Emmental,2012-01-05T19:00:00,Switzerland,1169879,http://www.bandsintown.com/venue/1169879,4542193,ICE ROCK FESTIVAL '12,7.79796,http://www.bandsintown.com/event/4542193?app_id=epfl
Clawerfield,http://www.bandsintown.com/Clawerfield,47.043598,Wasen Im Emmental,2012-01-05T19:00:00,Switzerland,1169879,http://www.bandsintown.com/venue/1169879,4542193,ICE ROCK FESTIVAL '12,7.79796,http://www.bandsintown.com/event/4542193?app_id=epfl
