Artist,Date,Genre,Venue,City
"Five On Fire, Daniel Gubelmann (sax), Matthias Studer (p), Mirco Häberli (b) u. a.",2016-03-11,"Jazz, Blues, Soul",Jazzclub, Rorschach
"DJ Nameless, ab 40 Jahren",2016-03-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Hangar 11, Winterthur
Alieksey Vianna & Stephan Kurmann,2016-03-11,"Jazz, Blues, Soul",Lola, Basel
Dodo Hug & Efisio Contini,2016-03-11,Pop,Theater am Gleis, Winterthur
"Pommelhorse, Lukas Roos (cl), Joel Graf (sax), Olivier Zurkirchen (b, p), Jeremias Keller (b), Gregor Lisser (dr)",2016-03-11,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
Patent Ochsner,2016-03-11,Pop,Bierhübeli, Bern
"Marcel Lüscher, Anton Bruhin, Amok Amor",2016-03-11,"Jazz, Blues, Soul",Stanzerei, Baden
Nadja Zela (Plattentaufe),2016-03-11,Pop,Bogen F, Zürich
"Werke von Bach, Billing und O'Carolan",2016-03-11,Classic,Humanus-Haus Beitenwil, Rubigen
Baroness (USA),2016-03-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Mascotte, Zürich
"James Intveld & Band (USA), Nashville Rebels",2016-03-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli, Zürich
Keltikon,2016-03-11,"Rock, Indie, Punk, Heavy Metal, Gothic",Tegia Larnags,
Hello Cleveland,2016-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Gotthard Bar, Zürich
Failed Teachers & Urban Junior,2016-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Musikzentrum Sedel, Luzern
"Newton Faulkner (GB), Louis Jucker",2016-03-10,Pop,Bogen F, Zürich
Revatos,2016-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Grace, Basel
Praxmarer-Bondt,2016-03-10,"Jazz, Blues, Soul",Restaurant Grünwald, Zürich
"Abu, The New Polarities",2016-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Royal, Baden
"Klavierduo Huber-Thomet, Susanne Huber (Kl), André Thomet (Kl), Werke von György Kurtág, Bach, Machaut",2016-03-10,Classic,Gare du Nord, Basel
Public Service Broadcasting (GB),2016-03-10,"Rock, Indie, Punk, Heavy Metal, Gothic",Exil, Zürich
"Hary de Ville feat. Arno Haas, Arno Haas (sax), Reinhold Hettich (org), Jörg Bach (dr), Hary de Ville (voc)",2016-03-10,"Jazz, Blues, Soul",Burghof Lörrach,
"All Them Witches (USA), Monoski",2016-03-10,Electronic,Usine,
"The Brooks Brothers, Marcel Lüscher (sax, cl), Jörg Sandmeier (sax, cl), Claude Meier (b), Emanuel Künzi (dr)",2016-03-10,"Jazz, Blues, Soul",Grand Casino Baden, Baden
Jeremy Ellis US & Melodiesinfonie,2016-03-09,Electronic,Kaserne, Basel
"Fufanu (ISL), Mrs. Burroughs",2016-03-09,"Rock, Indie, Punk, Heavy Metal, Gothic",Bad Bonn, Düdingen
DJ Manuel,2016-03-09,"Ragga, Reggae, African Music, Dancehall",Vior Club, Zürich
Andy Bilinski (USA),2016-03-09,Pop,Gewerbehalle, Luzern
"Sylphe, Sylvia Heckendorn (voc), Christian Müller (p)",2016-03-09,Pop,Keller 62, Zürich
Blues Max,2016-03-09,"Jazz, Blues, Soul",Kleintheater Luzern, Luzern
"Mondrian Ensemble, Werke von Franco Donatoni, Luigi Dallapiccola, Arturo Fuentes u. a.",2016-03-09,Classic,Schlössli Wartegg, Luzern
Till Brönner (D),2016-03-09,"Jazz, Blues, Soul",Saal am Lindaplatz - SaL,
The Vanderbilt Melodores,2016-03-09,Pop,KKThun, Thun
"Vokal-, und Instrumentalmusik",2016-03-09,Classic,Offene Kirche Elisabethen, Basel
Money (GB),2016-03-08,Pop,Hafenkneipe, Zürich
The Neighbourhood (USA),2016-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Härterei Club, Zürich
Federico Albanese (I),2016-03-08,Pop,Exil, Zürich
Anna Rossinelli,2016-03-08,Pop,Tabourettli, Basel
DJ Elkaphone,2016-03-08,"Hip Hop, R'n'B",Relax Lounge,
Schlamassel,2016-03-08,"Rock, Indie, Punk, Heavy Metal, Gothic",Ono - Das Kulturlokal, Bern
"Sylphe, Sylvia Heckendorn (voc), Christian Müller (p)",2016-03-08,Pop,Keller 62, Zürich
"Nik Bärtsch's Ronin, Joel Gilardini, Nik Bärtsch (p), Kaspar Rast (dr), Sha (bcl, sax), Thomy Jordi (b)",2016-03-07,"Jazz, Blues, Soul",Exil, Zürich
All Them Witches (USA),2016-03-07,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7, Pratteln
"Thomas Grossenbacher (Vc), Petya Mihneva (Kl), Werke von Mendelssohn, Martin Schlumpf, Beethoven, Chopin",2016-03-07,Classic,Druckereihalle, Basel
"Babette Mondry (Org), Werke von Bach, de Grigny, Alain",2016-03-06,Classic,Domkirche, Arlesheim
"The Leaving, Frédéric Hug",2016-03-06,Pop,Sud, Basel
"Gershwin Piano Quartet, André Desponds (Kl), Stefan Wirth (Kl), Benjamin Engeli (Kl), Mischa Cheung (Kl), Werke von Rachmaninow, Skrjabin, Sergei Prokofjew u. a.",2016-03-06,Classic,Tonhalle, Zürich
"Vokalensemble Zürich West, Tobias Willi (Org), Leitung: Marco Amherd, Werke von Benjamin Britten, John Rutter, Byrd u. a.",2016-03-06,Classic,Dorfkirche Veltheim, Winterthur
"Klassikkuppel-Ensemble, Werke von Bach, Mathias Inoue",2016-03-06,Classic,Kuppel, Basel
"Ils Trais Baritons Grischuns, Risch Biert (Kl)",2016-03-06,Classic,Evangelisch-reformierte Kirchgemeinde Kloten, Kloten
"Paul Giger (V, Va), Marie-Louise Dähler (Cemb), Werke von Bach",2016-03-06,Classic,St. Martin,
"Madeleine Nussbaumer (Kl), Tobias Steymans (V), Luzius Gartmann (Vc), Werke von Beethoven, Lili Boulanger, Juon",2016-03-06,Classic,Gewürzmühle, Zug
Ruth Urech (Fl) Lea Hosch (Vc) Nicola Hanck (Harfe),2016-03-06,Classic,Burggartenkeller, Bottmingen
"Orchester der Chamber Academy Basel, Leitung: Brian Dean, Werke von Haydn",2016-03-06,Classic,Kath. Kirche St. Nikolaus,
"Richard Justin Fields (Kl), Eva Szabo (Kl), Werke von Bach, Frank, Liszt, Ravel u. a., zugunsten Wohnheim Schanzacker, Zürich",2016-03-06,Classic,Ref. Kirche Oberstrass, Zürich
"Silvia Harnisch (Kl), Werke von Bach, Chopin, Liszt u. a.",2016-03-06,Classic,Altes Stadthaus, Winterthur
John Arthur Martinez (USA),2016-03-06,"Rock, Indie, Punk, Heavy Metal, Gothic",Gasthaus zum Widder,
"DJs Gro, Still Phill, O",2016-03-06,"Hip Hop, R'n'B",Rok, Luzern
"DJs Chippendales, Veneno, Kay-C",2016-03-06,"Ragga, Reggae, African Music, Dancehall",Mythic,
"DJs Chippendales, Veneno, Kay-C",2016-03-06,"Ragga, Reggae, African Music, Dancehall",Mythic,
"DJs Ras Romano, Humbel Natty",2016-03-06,"Hip Hop, R'n'B",Reitschule, Bern
"DJs Vincz Lee, Babovski",2016-03-06,"Hip Hop, R'n'B",Le Ciel, Bern
DJ Svenja,2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Big Ben Westside, Zürich
"Lord Kesseli & The Drums, Lou Ees, Emilie Zoé",2016-03-05,Electronic,Palace, Sankt Gallen
"Welträumer (ZG), Lilit and the Men in Grey (D)",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Industrie 45, Zug
"Cattlefood, anschl. VerRockt mit DJ Rockoholic",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
"Jamie R. Hawkins (GB), Jamie R. Hawkins (voc, g), Philippe Kuhn (key), Robbie Caruso (b), Reto Spörli (dr, perc)",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",The Classroom,
"To Kill A King (GB), The Glue, Baum, Julia & Emilia, DJs Simon Lemont & Nik Frankenberg",2016-03-05,Pop,Kaserne, Basel
"Shilf, Mistral",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",8 Bar, Basel
Das Monkee Palace Orchestra,2016-03-05,"Hip Hop, R'n'B",Scala, Wetzikon
"The Jon Spencer Blues Explosion (USA), Gemma Ray, Roy and the Devil's Motorcylce",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Les Docks, Lausanne
Ab 40 Jahren,2016-03-05,"Hip Hop, R'n'B",Utopia Disco-Club, Aarau
System of Pain,2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Brügglibar, Thun
"Patent Ochsner, Finitolavoro-Tour",2016-03-05,Pop,Parkhotel Langenthal, Langenthal
Anna Rossinelli,2016-03-05,Pop,Capitol, Olten
"Graham Candy (NZ), Yes I'm Very Tired Now, Goldkraut (D)",2016-03-05,Pop,KiFF, Aarau
"Adrian Mira Group, Adrian Mira (cl, sax), Gregor Müller (p), Dudu Penz (b), Tupac Mantilla (perc)",2016-03-05,"Jazz, Blues, Soul",Moods, Zürich
Luca Hänni,2016-03-05,Pop,Chollerhalle, Zug
"Faun (D), Luna Tour",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus, Zürich
"DJs Aurora, Guy, ab 35 Jahren",2016-03-05,"Hip Hop, R'n'B",Zeughaushof, Zürich
"Basel Sinfonietta, Leitung: Johannes Kalitzke, Werke von Kalitzke",2016-03-05,Classic,Dreispitzhalle, Münchenstein
"DJs Sokus, Kas Roc, Rafsta, Nocee D",2016-03-05,"Hip Hop, R'n'B",Bar 59, Luzern
"Christina Jaccard (voc), Dave Ruosch (p)",2016-03-05,"Jazz, Blues, Soul",Alte Rumfabrik Coruba, Basel
"Fabian, Laerm",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Mundwerk, Zürich
"Lina Button & Band, Urs Müller (g), Luca Burkhalter (key), Simon Kaufmann (b), Lukas Gasser (dr)",2016-03-05,Pop,Kulturhotel Guggenheim, Liestal
"Leimentaler Kammerorchester, Muriel Rochat Rienth (Fl), Leitung: Wim Viersen, Werke von Byrd, Händel, Jacob, Rutter, Englische Musik von der Renaissance bis heute",2016-03-05,Classic,Ev.-ref. Kirche, Birsfelden
"Bob van Asperen (Cemb), Werke von Froberger, Couperin, Prélude mit Studierenden der ZHdK, Leitung: Martin Zeller",2016-03-05,Classic,Kulturhaus Helferei, Zürich
"Heidi Happy, Blind Butcher, Pink Spider, Me & Marie, DJ Eulenatelier",2016-03-05,Pop,Tropenhaus Wolhusen, Wolhusen
"Baschi, Troubas Kater, Dean Wilson and the Chilli Poppers, Pipo",2016-03-05,Pop,Schulhausstrasse, Zimmerwald
"DJs Kudos (E), O-Kay, ab 21 Jahren",2016-03-05,"Hip Hop, R'n'B",Jade Club, Zürich
"DJs Jillionaire, Bad Nelson, Redshift, WYLA, A.S One, Freaza, Somon Kwe, TiKK",2016-03-05,"Hip Hop, R'n'B",Plaza Zürich, Zürich
DJ Papi Electric,2016-03-05,"Hip Hop, R'n'B",Terminus, Olten
"DJs Ker, Kame",2016-03-05,"Hip Hop, R'n'B",Duo Club,
"DJs Max Power, Rollo Tomasi, ab 23 Jahren",2016-03-05,"Hip Hop, R'n'B",Kanzlei, Zürich
"DJs Robi Insinna, AM Khamsaa & Auntone",2016-03-05,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld, Winterthur
"DJs Manuel, Jorge, Nando",2016-03-04,"Ragga, Reggae, African Music, Dancehall",Toro Bar, Zürich
"Ludwig Seuss Band (D/USA), DJ Nadine Kägi",2016-03-04,"Jazz, Blues, Soul",Riders Palace,
Lamski,2016-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Acqua Lounge, Basel
"Chilli Mari (Plattentaufe), DJs Mykel Rozenberg, Ruff, Djo, Manodio",2016-03-04,Pop,Jugendkulturhaus Flösserplatz, Aarau
"DJs Buke One, Pun, Rainer",2016-03-04,"Ragga, Reggae, African Music, Dancehall",Kaschemme, Basel
Nive Nielsen & The Deer Children (GL),2016-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Café Kairo, Bern
"The Fabulous Band of Trash, Brüder Fërns",2016-03-04,"Jazz, Blues, Soul",8 Bar, Basel
"Feu Chatterton (F), Le roi angus",2016-03-04,Pop,Les Docks, Lausanne
"DJ The Barber, ab 40 Jahren",2016-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Hangar 11, Winterthur
"Jantos Holding, Karin Ospelt (voc), Sebastian von Keler (ts, ss, cl), Lucas Wirz (tb), Jan-Andrea Bard (rhodes), Florian Krause (dr, b), Crossed Fates Tour",2016-03-04,"Jazz, Blues, Soul",Lola, Basel
"Jaël, Etienne Merula",2016-03-04,Pop,Galvanik, Zug
"Fjørt (D), We Never Learned To Live (GB)",2016-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk, Winterthur
"Ricky Harsh, Rusted Guns",2016-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",KiFF, Aarau
"Loney Dear, Ensemble This, Ensemble That, David T. Little, Ensemble Perforator, A&O Ensemble",2016-03-04,Pop,Moods, Zürich
"Rosario Bonaccorso Travel Notes Quartet, Flavio Boltro (tp), Andrea Pozza (p), Rosario Bonaccorso (b), Nicola Angelucci (dr), auch um 21.45 Uhr",2016-03-04,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
Mozart Heroes,2016-03-04,"Rock, Indie, Punk, Heavy Metal, Gothic",Hotel Wetterhorn, Hasliberg Hohfluh
"Lala Ackermann (Ges), Florin (Kl)",2016-03-04,Classic,Hotel Palace, Luzern
"DJs Diggin Dave, Ada Loveshake, Rude Lead, Davide Borello, Henning Boogaloo, Emel Ilter, Dr. Fu Man Chu, Pazi the Fist, Buddy Flo, Scoundrel the Fatman, Thee Snufferer, Flo Dalton",2016-03-04,"Hip Hop, R'n'B",Madeleine, Luzern
Mark Elliott & Kelvin Bullen (GB),2016-03-04,"Jazz, Blues, Soul",Five, Basel
"Objets Trouvés, Gabriela Friedli (p), Co Streiff (as, ss), Jan Schlege (b), Dieter Ulrich (dr)",2016-03-04,"Jazz, Blues, Soul",Märtkafi, Dübendorf
Mick and Elli,2016-03-04,Pop,Kulturhotel Guggenheim, Liestal
Cordon Blues Band feat. Lukas Schellenberg,2016-03-04,"Jazz, Blues, Soul",Bloom Bar-Restaurant, Winterthur
"Jörg Ulrich Busch (Org), Werke von Bach, Arthur Honegger u. a.",2016-03-04,Classic,Leonhardskirche, Basel
"Charly Black, Jugglerz, Riddim Soldiers",2016-03-04,"Hip Hop, R'n'B",Amboss Rampe, Zürich
"DJs Bazooka, Wiz & Rozenberg, ab 21 Jahren, visuals by Motionlab, hosted by MC D Law",2016-03-03,"Hip Hop, R'n'B",Mascotte, Zürich
Ab 16 Jahren,2016-03-03,"Rock, Indie, Punk, Heavy Metal, Gothic",Galvanik, Zug
"Loéfen, support: The Crystal Elephant",2016-03-03,Pop,La Catrina, Zürich
"Swiss Ramblers Dixieland Jazzband, Stany Andenmatten (tp), Karl Gsteiger (tb, voc), Jean-Pierre Privet (cl, sax), Urs Schweizer (p, voc) u. a.",2016-03-03,"Jazz, Blues, Soul",Gastwirtschaft zum Bären, Biglen
"Omri Ziegele (as, voc), Jürg Wickihalder (ss, as), Gabriela Friedli (p) u. a.",2016-03-03,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik, Zürich
José Scarabello (Git),2016-03-03,Classic,Eisenwerk, Frauenfeld
"David Helbock Trio, David Helbock (p), Raphael Preuschl (b-uku), Reinhold Schmölzer (dr)",2016-03-03,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
Studierende der Schola Cantorum Basiliensis,2016-03-03,Classic,HMB - Museum für Musik, Basel
Andrea Bignasca,2016-03-02,"Jazz, Blues, Soul",Grabenhalle,
Fuzzman & The Singin Rebels,2016-03-02,Pop,Rote Fabrik, Zürich
"Nive Nielsen & The Deer Children, support: Bikini Beach",2016-03-02,Pop,Kulturladen,
Open mic,2016-03-02,"Hip Hop, R'n'B",Gewerbehalle, Luzern
"Stanley Clarke & Hiromi Duo (USA/JPN), Stanley Clarke (b), Hiromi (p), hosted by Vulcain Jazz Classics",2016-03-02,"Jazz, Blues, Soul",Tonhalle, Zürich
"Kaleidoscope String Quartet, Whitcher & Stocker",2016-03-02,"Rock, Indie, Punk, Heavy Metal, Gothic",Exil, Zürich
Bosse (D),2016-03-01,Pop,Exil, Zürich
Half Moon Run (CAN),2016-02-29,"Rock, Indie, Punk, Heavy Metal, Gothic",X-tra, Zürich
"Basement (GB), support: Tigers Jaw (USA)",2016-02-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Dynamo, Zürich
Kodaline (IRL),2016-02-29,Pop,Kulturfabrik Kofmehl, Solothurn
"Swiss Jazz Orchestra, groove night",2016-02-29,"Jazz, Blues, Soul",Bierhübeli, Bern
"Blizz Rhythmia, Massimo Buonanno (dr), Marcel Waldburger (key), Stefan Widmer (sax), Niko Zellweger (g), Urs Streckeisen (b)",2016-02-29,"Jazz, Blues, Soul",1733 - Weinlokal,
Gusti Pollak,2016-02-29,Pop,Ono - Das Kulturlokal, Bern
"Gipsy Dynasty feat. Friends & Family, Vali Mayer (b), Martin Weiss (vl), Holzmanno Winterstein (g), Sha (bcl), Delia Mayer (voc), Jojo Mayer (dr), Kaspar Rast (dr) u. a.",2016-02-28,"Jazz, Blues, Soul",Moods, Zürich
Kasai & Marron,2016-02-28,Classic,Ono - Das Kulturlokal, Bern
"Inscriptum, Leitung: Christian Döhring, Werke von Arvo Pärt",2016-02-28,Classic,Kloster Fischingen, Fischingen
"Live: Mark B, Los Del Blocke, DJs Cochano, Gilb, Chris Rose",2016-02-28,"Hip Hop, R'n'B",Lion Club, Luzern
"DJs Slice, Shade, MK",2016-02-28,"Hip Hop, R'n'B",El Cartel, Luzern
"DJs Red Killer, K'Enzo",2016-02-28,"Hip Hop, R'n'B",Xoxo, Lausanne
DJ Tentse,2016-02-27,"Ragga, Reggae, African Music, Dancehall",Provitreff, Zürich
DJ Pino,2016-02-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Big Ben Westside, Zürich
"The Animen, Mojo Experience",2016-02-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Tap Tab Musikraum, Schaffhausen
Uppressor's Sound,2016-02-27,"Ragga, Reggae, African Music, Dancehall",La Catrina, Zürich
"DJs Joe Axo, Gigi Caputo, Raffi Lusso",2016-02-27,"Ragga, Reggae, African Music, Dancehall",P1 Club, Dübendorf
DJ Theo Terzis,2016-02-27,"Ragga, Reggae, African Music, Dancehall",Car Bar Max, Luzern
DJ Solace,2016-02-27,"Hip Hop, R'n'B",Nelson Pub Zürich, Zürich
"DJs Äl Jawala, Emina",2016-02-27,"Ragga, Reggae, African Music, Dancehall",Kulturwerk 118, Sursee
"Heather Nova, Support: Mishka",2016-02-27,Pop,Mühle Hunziken, Rubigen
Whole Lotta DC,2016-02-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Bären Buchsi, Münchenbuchsee
"Eddie's Beast, Kilmister, DC/AC, Iron Maiden-, Motörhead- & AC/DC-Tributkonzert",2016-02-27,"Rock, Indie, Punk, Heavy Metal, Gothic",Estrich, Winistorf
Prinz Pi,2016-02-27,"Hip Hop, R'n'B",Volkshaus, Zürich
"P.S. Corporation All Stars feat. Reggie Johnson, Alex Felix (tp, voc), Jürg Morgenthaler (cl), Hans Meier (tb), Vince Benedetti (p), Reggie Johnson (b), Elmar Frey (dr)",2016-02-27,"Jazz, Blues, Soul",Häbse-Theater Basel, Basel
Shantel & Bucovina Club Orkestar,2016-02-27,Pop,Burghof Lörrach,
"High Striker, öffentliche Probe",2016-02-27,"Jazz, Blues, Soul",Turnhalle im Progr, Bern
"Philharmonie Baden-Baden, Leitung: Heiko-Mathias Förster, auch um 18.30 Uhr",2016-02-27,Classic,Tonhalle, Zürich
Bürgermeister Der Nacht (D),2016-02-26,Pop,Helsinki, Zürich
"The Schorchettes, anschl. After-Party",2016-02-26,Pop,Treibhaus, Luzern
DJ Skoob,2016-02-26,"Hip Hop, R'n'B",Propeller-Bar, Bern
"Sin Logica & Entwaffnung, hosted by The Royal Noise Permit",2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Royal, Baden
DJ Peter Wermelinger,2016-02-26,"Hip Hop, R'n'B",Victoria Bar,
Bettina Schelker & Special Guests,2016-02-26,"Jazz, Blues, Soul",Parterre One, Basel
"Moes Anthill, Heidi Happy",2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Bogen F, Zürich
The Pussywarmers & Réka,2016-02-26,Pop,Schüür, Luzern
"Gloria Volt, Dreadful, DJ Mike",2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",The Bruch Brothers, Luzern
Jaël,2016-02-26,Pop,Nordportal, Baden
Shirley Grimes & Band,2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Alte Kaserne, Winterthur
C+C = Maxigross (I),2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Kafi für Dich, Zürich
"Tonic Strings, Toni Donadio (g), Nic Niedermann (g)",2016-02-26,"Jazz, Blues, Soul",Prima Vista, Baden
"Howlong Wolf, The Circle Brothers",2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",KiFF, Aarau
"Edi Nulz (A), Jazzwerkstatt Blockparty, Qoniak, DJ KG",2016-02-26,"Jazz, Blues, Soul",Turnhalle im Progr, Bern
Hitziger Appenzeller Chor,2016-02-26,Pop,Casinotheater, Winterthur
"Arizona Contemporary Music Ensemble, Leitung: Simone Mancuso, Werke von Gary Berger, Jody Rockmaker, Felix Baumann u. a.",2016-02-26,Classic,Zürcher Hochschule der Künste (ZHdK), Zürich
"Tonhalle-Orchester Zürich, Sol Gabetta (Vc), Leitung: Krzysztof Urbanski, Werke von Elgar, Dmitri Schostakowitsch, Einführung mit Matthias von Orelli um 18.30 Uhr",2016-02-26,Classic,Tonhalle, Zürich
Blood A Run Sound,2016-02-26,"Hip Hop, R'n'B",Amboss Rampe, Zürich
"DJs Milieu Mauri, Oh Snap",2016-02-26,"Rock, Indie, Punk, Heavy Metal, Gothic",Gonzo, Zürich
"Howe Gelb (USA), Präsentiert von Christoph Rölli und Altes Spital Solothurn",2016-02-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Altes Spital, Solothurn
Span,2016-02-25,Pop,Stadtkeller, Luzern
"Mistura feat. Peter Madsen & David Helbock, Peter Madsen (p), David Helbock (key), Dietmar Kirchner (b), Andreas Wettstein (dr)",2016-02-25,"Jazz, Blues, Soul",Moods, Zürich
"Tony Renold Quartet, Michael Gassmann (tp, electr), Michael Bucher (g), Patrick Sommer (b), Tony Renold (dr)",2016-02-25,"Jazz, Blues, Soul",The Bird's Eye Jazz Club, Basel
"Promethee, No Reward, Art Of Phobia",2016-02-25,"Rock, Indie, Punk, Heavy Metal, Gothic",ISC Club, Bern
"Bonnie & The Groove Cats, Bonnie (voc), Didi Meier (g, voc), Etienne Irscartel (dr), Ueli Hofstetter (b, voc)",2016-02-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Prima Vista, Baden
Katie O'Connor,2016-02-25,Pop,B&B; Bettstatt, Luzern
"Marylane, Abschlussfest",2016-02-25,Pop,Gessnerallee Zürich, Zürich
"Arkady Shilkloper (Alphorn), Leitung: Droujelub Yanakiew, Werke von Alexander Nikolajewitsch Tscherepnin, Arkadi Fimowitsch Schilkloper, Dvorak",2016-02-25,Classic,Kultur-Casino, Bern
"Daniel Hope (V), Sophie Heinrich (V), Blythe Teh Engstroem (Va), Daniel Geiss (Vc), Jacques Ammon (Kl), literarisch-musikalische Reise mit Klaus Maria Brandauer, auch um 20.30 Uhr",2016-02-25,Classic,Schauspielhaus Pfauen, Zürich
Trigger Concert Big Band,2016-02-24,"Jazz, Blues, Soul",Alte Fabrik,
The Weather Machine,2016-02-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Kafi für Dich, Zürich
"Oggy & The Phonics, Louis Billette (sax), Theo Duboule (g), Gaspard Colin (b), Clement Meunier (cl), Marton Kiss (dr)",2016-02-24,"Jazz, Blues, Soul",Theater am Gleis, Winterthur
Silvan Jeger,2016-02-24,"Jazz, Blues, Soul",Eisenwerk, Frauenfeld
Co Streiff,2016-02-24,"Jazz, Blues, Soul",Stanzerei, Baden
"Chris & Mike, Boogie Woogie Musikshow",2016-02-24,"Jazz, Blues, Soul",Sala Grava, Savognin
"Ghost Town Trio feat. Eiko, Eiko (voc), Urs Vögeli (g), Claude Meier (b), Lukas Mantel (dr)",2016-02-24,"Jazz, Blues, Soul",Esse Musicbar, Winterthur
"Augur Ensemble, Eirik Dørsdal (tp), Anni Elif Egecioglu (cello, voc), Fabian M. Mueller (p), Kaspar von Grünigen (b), Alex Huber (dr)",2016-02-24,"Jazz, Blues, Soul",GZ Riesbach, Zürich
"Texas Martha & The House of Twang (USA), Roger & The Wildhorses",2016-02-24,"Rock, Indie, Punk, Heavy Metal, Gothic",Schützenhaus Albisgütli, Zürich
"Tonhalle-Orchester Zürich, Sol Gabetta (Vc), Leitung: Krzysztof Urbanski, Werke von Elgar, Dmitri Schostakowitsch",2016-02-24,Classic,Tonhalle, Zürich
"Sinfonieorchester Basel, Immanuel Richter (Trp), Leitung: Marc Piollet, Werke von Brahms, Hummel",2016-02-24,Classic,Stadtcasino, Basel
"Katia und Marielle Labèque (Kl), Leitung: Louis Langrée, Werke von Haydn, Mozart, Mendelssohn",2016-02-24,Classic,Kultur-Casino, Bern
Glen Hansard (IRL),2016-02-23,"Rock, Indie, Punk, Heavy Metal, Gothic",KKL, Luzern
DJ Editanstalt,2016-02-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld, Winterthur
Hubi Urknall und die Musketiere,2016-02-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Bierhalle Wolf, Zürich
"DJs Aystep, Platinum",2016-02-23,"Hip Hop, R'n'B",Labor, Zürich
Nik Bärtsch's Ronin,2016-02-22,"Jazz, Blues, Soul",Exil, Zürich
