club_adress,club_name,date,artiste
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 16 Apr 2016",Chica Paula
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 16 Apr 2016",Eli Verveine
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 16 Apr 2016",Styro 2000
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 16 Apr 2016",Amilcare
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Mar 2016",Livio & Roby
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Mar 2016",Premiesku
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Mar 2016",Madnax
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Mar 2016",Alci
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Mar 2016",Chris Ahn
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 11 Mar 2016",Jama Deejay
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 27 Feb 2016",Cesar Merveille
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 27 Feb 2016",Aparde
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 27 Feb 2016",Scotty.A
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 27 Feb 2016",Alessandro Crimi
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 27 Feb 2016",Idealist
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sun, 21 Feb 2016",Lee Jokes
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 24 Oct 2015",Extrawelt
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 24 Oct 2015",Sven Dohse
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 24 Oct 2015",Manon
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 24 Oct 2015",Moosfiebr
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 3 Oct 2015",Andrey Pushkarev
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 3 Oct 2015",Canson
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 3 Oct 2015",Rumlaut
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 3 Oct 2015",Patrischa
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 28 Mar 2015",Galoppierende Zuversicht
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 28 Mar 2015",Styro 2000
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 28 Mar 2015",Lorenzo Gangi
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 31 Jan 2015",Nicola Kazimir
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 31 Jan 2015",Love Cult
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 31 Jan 2015",Samsara
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Dec 2014",Renato Broccini
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Dec 2014",Deneha
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 6 Dec 2014",Sascha Cawa
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 6 Dec 2014",Lee Jokes
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 22 Nov 2014",Tristan Bohn
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 11 Oct 2014",Der Dritte Raum
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 11 Oct 2014",Canson
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 11 Oct 2014",Manon
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 11 Oct 2014",Don Ramon
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 11 Oct 2014",Moosfiebr
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 3 Oct 2014",Heimlich Knüller
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 3 Oct 2014",Dave Dinger
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 3 Oct 2014",ron.kanditt
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Wed, 28 May 2014",Proudly People
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Wed, 28 May 2014",Kurilian Kratz
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Wed, 28 May 2014",The Rah
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 24 May 2014",Livio & Roby
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Apr 2014",Timoteo
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Apr 2014",Nekow
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Apr 2014",Rearte
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 26 Apr 2014",Pete & Pete
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 12 Apr 2014",Cris Lange
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 12 Apr 2014",Switchbox
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 12 Apr 2014",Sandro Kühne
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 12 Apr 2014",Wicked Wilma
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 12 Apr 2014",Moosfiebr
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 8 Mar 2014",Nicolas Ruiz
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 8 Mar 2014",Jessica Diaz
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 8 Mar 2014",Dubphone
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 8 Mar 2014",Timoteo
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 7 Mar 2014",Barbir
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 7 Mar 2014",Pablo Einzig
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 7 Mar 2014",Andreas Ramos
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 7 Mar 2014",Schmerol
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 7 Mar 2014",Zouaoui
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 15 Feb 2014",Samuri
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 15 Feb 2014",Kate Simko
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 15 Feb 2014",Möggli
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 15 Feb 2014",Ajele
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 15 Feb 2014",Patrischa
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 15 Feb 2014",Samsara
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Thu, 30 Jan 2014",Renato Broccini
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Adi Shabat
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Andreas Ramos
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Chak Besh
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Chris Lattner
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Chris Tietjen
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",David Gtronic
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",tINI
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",East End Dubs
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Markus Kenel
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Nici Faerber
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 14 Dec 2013",Schmerol
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 25 Oct 2013",The Rah
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",Mira
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",Chris Schwarzwälder
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",The Joy Boys
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",Jan Oberlaender
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",Foolik
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",Pablo Einzig
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 19 Oct 2013",Cosmo & Kramer
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Jun Akimoto
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Ittetsu
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Chad Andrew
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",tINI
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Elliver
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Stipé
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Max Buchalik
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 20 Jul 2013",Timoteo
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 11 May 2013",Electrosexual
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 26 Apr 2013",Lexx
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Fri, 26 Apr 2013",Permanent Vacation
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 6 Apr 2013",Pilocka Krach
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",East End Dubs
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Chak Besh
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Gunnar Guess
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Markus Kenel
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Rumlaut
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Andreas Ramos
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Schmerol
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 23 Mar 2013",Pablo Einzig
"Zollstrasse 80, 8005 Zürich", Amboss Rampe,"Sat, 28 May 2011",Ertu & Pushkin
"Esplanade de l'ancienne gare, 1700 Fribourg", Ancienne Gare Café,"Sat, 14 Feb 2015",Chris Ahn
"Rue du Commerce 122, 2300 La Chaux-de-Fonds, Suisse", Anciens Abattoirs,"Fri, 14 Oct 2016",Nakadia
"Rue du Commerce 122, 2300 La Chaux-de-Fonds, Suisse", Anciens Abattoirs,"Fri, 14 Oct 2016",Claude Laurier
"Rue du Commerce 122, 2300 La Chaux-de-Fonds, Suisse", Anciens Abattoirs,"Fri, 14 Oct 2016",Twinsmatic
Binningerstrasse 14, Annex & Kuppel Basel,"Sat, 13 Nov 2010",Fred Linger
Binningerstrasse 14, Annex & Kuppel Basel,"Sat, 16 Jan 2010",Johannes Heil
Binningerstrasse 14, Annex & Kuppel Basel,"Sat, 16 Jan 2010",Herzschwester
Binningerstrasse 14, Annex & Kuppel Basel,"Sat, 16 Jan 2010",Cristian Tamborrini
"Rheingasse 8, 4058 Basel", Apawi Pure Lounge,"Fri, 5 Feb 2016",Music P
"Rheingasse 8, 4058 Basel", Apawi Pure Lounge,"Fri, 18 Dec 2015",Music P
"Rheingasse 8, 4058 Basel", Apawi Pure Lounge,"Fri, 20 Nov 2015",Music P
"Rheingasse 8, 4058 Basel", Apawi Pure Lounge,"Fri, 23 Oct 2015",Music P
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 13 Dec 2014",Polar Inertia
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 13 Dec 2014",Garçon
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Fri, 21 Nov 2014",Simon Lemont
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 30 Aug 2014",Simon Lemont
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 30 Aug 2014",Philipp Weibel
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 30 Aug 2014",Morard
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Fri, 30 May 2014",Mikkel Metal
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Fri, 30 May 2014",Johannes Volk
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Fri, 30 May 2014",Morard
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 9 Nov 2013",Philipp Weibel
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 9 Nov 2013",Simon Lemont
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 28 Sep 2013",Florian Kupfer
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 28 Sep 2013",Garçon
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 28 Sep 2013",Morard
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 21 Sep 2013",Ed Luis
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 7 Sep 2013",Morard
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 17 Aug 2013",Morard
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Fri, 16 Aug 2013",ECHOLOT
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Fri, 16 Aug 2013",Guyus
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 27 Jul 2013",Simon Lemont
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 27 Jul 2013",Morard
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 29 Jun 2013",Oram Modular
"Lehenmattstrasse 353, 4052 Basel", Archiv,"Sat, 29 Jun 2013",Morard
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 28 Sep 2013",Onur Özer
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 26 Apr 2013",Dubfire
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 26 Apr 2013",SHADED
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 26 Apr 2013",Romano Rapeso
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 26 Apr 2013",Hiivemind
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 5 Apr 2013",Luca Agnelli
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 5 Apr 2013",Marco Faraone
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 5 Apr 2013",Marco Rossi
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 5 Apr 2013",Frank Storm
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 5 Apr 2013",Teo Ermotti
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 29 Mar 2013",Matador
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 29 Mar 2013",Heartthrob
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 29 Mar 2013",Hobo
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 23 Mar 2013",Dr. Lektroluv
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 23 Mar 2013",Hiivemind
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 22 Feb 2013",Paco Osuna
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 22 Feb 2013",Simon T
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 22 Feb 2013",Mattia Presta
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 22 Feb 2013",Matteo Melillo
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 25 Jan 2013",Michel Cleis
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 25 Jan 2013",Mendo
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 25 Jan 2013",Kenny Ground
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 25 Jan 2013",Alexander Vogt
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 30 Nov 2012",Gaiser
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 30 Nov 2012",Heartthrob
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 30 Nov 2012",Romano Rapeso
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 17 Nov 2012",Tucillo
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 17 Nov 2012",Marco Rossi
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 17 Nov 2012",Matteo Melillo
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 17 Nov 2012",Stallo
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 17 Nov 2012",Hiivemind
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 12 Oct 2012",M.A.N.D.Y.
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Fri, 12 Oct 2012",Audiofly
"Via Angelo Maspoli, 24 CH-6850 Mendrisio", Arena Mendrisio,"Sat, 7 Jan 2012",Raf Marchesini
"Rue Henry-Grandjean 1, 2400 Le Locle", Athome Club,"Fri, 28 Feb 2014",Dyson_c
"Rue Henry-Grandjean 1, 2400 Le Locle", Athome Club,"Fri, 20 Dec 2013",Daparec
"Rue Henry-Grandjean 1, 2400 Le Locle", Athome Club,"Fri, 20 Dec 2013",Olafson
"Rue Henry-Grandjean 1, 2400 Le Locle", Athome Club,"Fri, 20 Dec 2013",Dyson_c
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 4 Jun 2016",Souldynamic
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 16 Apr 2016",Richard Earnshaw
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 16 Apr 2016",DJ Le Baron
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 20 Feb 2016",Luis Radio
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 19 Dec 2015",Mr. V
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 24 Oct 2015",Terry Hunter
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 22 Jun 2012",Fred Linger
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 10 Dec 2010",Ralf GUM
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 10 Dec 2010",Ben Moss
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 10 Dec 2010",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 10 Dec 2010",Ray Jones
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 15 Oct 2010",Willie Graff
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 15 Oct 2010",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 3 Sep 2010",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 3 Sep 2010",Cristian Tamborrini
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 3 Sep 2010",Fabio Tamborrini
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 3 Sep 2010",Ray Jones
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 6 Aug 2010",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 6 Aug 2010",Morard
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 11 Jun 2010",Gorge
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 12 Mar 2010",Nicc Johnson
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 12 Mar 2010",Fabio Tamborrini
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 29 Jan 2010",Alex Barck
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 29 Jan 2010",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 13 Nov 2009",Ralf GUM
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 13 Nov 2009",Ben Moss
"Klosterberg 13; 4051, Basel", Atlantis Club,"Fri, 13 Nov 2009",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 1 Aug 2009",DJ Le Roi
"Klosterberg 13; 4051, Basel", Atlantis Club,"Sat, 1 Aug 2009",Ray Jones
"Bleicherweg 5, 8001 Zürich", Aura,"Sat, 22 Feb 2014",Vanilla Ace
"Bleicherweg 5, 8001 Zürich", Aura,"Sat, 22 Feb 2014",JSebK
"Bleicherweg 5, 8001 Zürich", Aura,"Sat, 27 Jul 2013",JSebK
"Im Alten Riet 22, 9494 Schaan, Liechtenstein", B'eat,"Fri, 24 Jun 2016",Karotte
"Im Alten Riet 22, 9494 Schaan, Liechtenstein", B'eat,"Fri, 24 Jun 2016",Marvin Aloys
"Im Alten Riet 22, 9494 Schaan, Liechtenstein", B'eat,"Fri, 24 Jun 2016",Lilly Palmer
Via Carlo Pasta 2 6830 Chiasso, B-Side Club,"Wed, 30 Apr 2014",Mimanos
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 4 Mar 2017",Shlomi Aber
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 4 Mar 2017",Saime
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 25 Feb 2017",Roy Rosenfeld
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 25 Feb 2017",Khainz
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 25 Feb 2017",Andrea Bertolini
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 25 Feb 2017",Liv Stone
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 24 Feb 2017",Phil Weeks
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 24 Feb 2017",Sebo K
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 24 Feb 2017",DJ W!ld
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 24 Feb 2017",Francesco Parla
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 24 Feb 2017",Kantarik
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 24 Feb 2017",Boy.An
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 17 Feb 2017",Oliver Huntemann
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 17 Feb 2017",Dubspeeka
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 17 Feb 2017",Meikel
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 17 Feb 2017",Ragesh Nair
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 10 Feb 2017",Stephan Bodzin
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 4 Feb 2017",Dustin Zahn
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 4 Feb 2017",Timmo
"Langstrasse 83, 8004, Zurich", Babette Club,"Sat, 4 Feb 2017",Suspect One
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 3 Feb 2017",Julian Jeweil
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 3 Feb 2017",Pig & Dan
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 3 Feb 2017",Luca Agnelli
"Langstrasse 83, 8004, Zurich", Babette Club,"Fri, 3 Feb 2017",Marco Berto
"22 rue Cendrier, Geneva", Baby Boa,"Thu, 31 Dec 2015",Jeff Swing
"22 rue Cendrier, Geneva", Baby Boa,"Thu, 31 Dec 2015",Dylan Casale
"22 rue Cendrier, Geneva", Baby Boa,"Thu, 31 Dec 2015",Sebas O Verde
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 19 Dec 2015",VAlpen
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 19 Dec 2015",Dachshund
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 19 Dec 2015",Dave The Hustler
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 18 Dec 2015",Dada Disco
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 12 Dec 2015",Paul Eg
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 11 Dec 2015",Borrowed Identity
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 11 Dec 2015",Mordax
"22 rue Cendrier, Geneva", Baby Boa,"Tue, 8 Dec 2015",Central Rodeo
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 5 Dec 2015",Gel Abril
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 4 Dec 2015",Paul Eg
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 4 Dec 2015",DJ Dub
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 27 Nov 2015",Kevin Saunderson
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 27 Nov 2015",Paul Eg
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 21 Nov 2015",Tigerskin
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 21 Nov 2015",Dub Taylor
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 20 Nov 2015",Thabo Getsome
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 20 Nov 2015",Dachshund
"22 rue Cendrier, Geneva", Baby Boa,"Thu, 19 Nov 2015",Martin Buttrich
"22 rue Cendrier, Geneva", Baby Boa,"Thu, 19 Nov 2015",DJ Dub
"22 rue Cendrier, Geneva", Baby Boa,"Thu, 19 Nov 2015",Dylan Casale
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 14 Nov 2015",Someone Else
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 14 Nov 2015",Paul Eg
"22 rue Cendrier, Geneva", Baby Boa,"Sat, 14 Nov 2015",Kim Prevedello
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 13 Nov 2015",Did Low
"22 rue Cendrier, Geneva", Baby Boa,"Fri, 6 Nov 2015",Dana Ruh
