Adress,City,Latitude,Longitude,Venue
,Liestal,47.48342,7.73421,Hitchys rockbar
,Basel,47.566667,7.6,Habse theater
,Baden,47.466667,8.3,Merrker kulturlokal
,Winterthur,47.498482,8.72917,Albani music club ag
,Scherzingen,47.630379,9.22682,Scherzingen
,Gruningen,47.283333,8.75,Baren gruningen
,Schaffhausen,47.695301,8.63159,Neustadt 52
,St. gallen,47.426392,9.37371,Jack & jones
,Saint gallen,47.466667,9.4,Einstein congress bar
,Kreuzlingen,47.6441,9.19519,"Hello again, tv show"
,Rheinfelden,47.55,7.783333,Plug in
,Mendrisio,45.866667,8.983333,Hardcore italia  the propaganda
,Lugano,46.0,8.966667,Festival of urban cultures
,Lugano,46.0,8.966667,Ti/street/art
,Chexbres,46.483333,6.783333,Caveau du coeur d’or
,Thun,46.740105,7.623785,Arena thun
,Moutier,47.278498,7.35969,Salle de chantemerle
,Muri,47.27464,8.34065,Kellylee evans
,Lucerne,47.083333,8.266667,Schuur  w/ a storm of light  mgr
,Stans,46.966667,8.35,Stanser musiktage festival
,Berne,46.948432,7.440461,Vidmar 1
,Zürich,47.366667,8.55,Rote fabrick (supporting san fermin)
,Zürich,47.366667,8.55,Moods (zkb jazzaward)
,Geneva,46.208358,6.142701,Urgence disk / red gloves
,Vernier,46.216667,6.083333,Salle des faªtes du lignon
,Ostermundigen,46.95,7.483333,Mosli ost
,Bern,46.916667,7.466667,"Konzert theater bern, stadttheater"
,Zürich,47.366667,8.55,Loudfest at komplex
,Winterthur,47.5,8.75,Center lokwerk
,Zürich,47.366667,8.55,Loud festival
,Zürich,47.366667,8.55,Masters of dirt
,Basel,47.566667,7.6,Rouge club
,Uster,47.333333,8.7,Rock city (star club)
,Munchenstein,47.516667,7.616667,Rest schuetzen
,Zürich,47.388139,8.519792,Escher wyss club
,Castione,46.233333,9.033333,Fabrique
,Lugano,46.0,8.966667,Wknd vans party
,Lausanne,46.533333,6.666667,Festival unilive
,Geneva,46.208358,6.142701,Parc des bations
,Geneva,46.2,6.166667,International school of geneva
,Lausanne,46.533333,6.666667,Unilive
,Lausanne,46.519595,6.632335,Jetlag club (kiss me baby)
,Berne,46.916667,7.466667,Punkt6 afterwork
,Biel/bienne,47.140888,7.247257,Spectacles frana§ais
,La chaux-de-fonds,47.101398,6.83022,Centraf tropic
,Aarau,47.383333,8.05,Gais center
,Lupfig,47.440239,8.20477,Einkaufszentrum seebli
,Zürich,47.366667,8.55,The charm the fury  loudfest
,Stans,46.966667,8.35,Stans
,Bellinzona,46.2,9.016667,Bellinzona w/ the goose bumps  black bear
,Capriasca,46.06803,8.96635,Piazza manzoni
,Lausanne,46.521728,6.6308,Satellite bar
,Zürich,47.366667,8.55,Rusterei (sihlcity)
,Lausanne,46.528301,6.63075,Various venues
,Geneva,46.2,6.166667,Daniel haaksman
,Ins,47.016667,7.1,Shuxenhaus
,Geneva,46.200901,6.13978,Le moulin rouge
,Kerzers,46.966667,7.2,Bahnhof club cafe
,Berne,46.952782,7.44054,The great hall
,Bern,46.916667,7.466667,Bouderhalle rossfeld
,Thun,46.75,7.616667,Schadauball
,Gstaad,46.466667,7.283333,Chesery bar and lounge
,Wunnewil,46.883333,7.266667,Outside club
,Basel,47.54874,7.58768,Moondaze
,Boswil,47.299324,8.315289,Zentralstrasse 12
,Luzern,47.083333,8.266667,Meyer kulturbeiz
,Lichtensteig,47.322109,9.08773,Storchen bar (organized by jazz club lichtensteig)
,Zürich,47.366667,8.55,Talacker bar
,Zürich,47.346932,8.5626,Ganz yacht
,Zug,47.166667,8.516667,Grand cafe
,Näfels,47.100114,9.062551,Perplex lounge
,Zürich,47.366667,8.55,Wetzikon
,Lucerne,47.055038,8.31707,Casineum im grand casino luzern
,Lausanne,46.518421,6.63405,Qwertz bar
,Tramelan,47.222511,7.11039,Glatz music bar
,Verbier,46.1,7.216667,La farinet
,Elm,46.916667,9.166667,Alpli
,Rapperswil,47.216667,8.816667,Villa kunterbund
,Basel,47.566667,7.6,"Volkshaus, festsaal"
,Winterthur,47.5,8.75,Albana
,Zürich,47.366667,8.55,Forum
,Capriasca,46.068901,8.96764,Babilonia
,Ponte tresa,45.969178,8.860375,Tonino
,Villars-sur-ollon,46.3,7.05,Jimmy bar
,Lausanne,46.533333,6.666667,After season festival
,Salavaux,46.918159,7.02234,Chez riklette
,Geneva,46.2,6.166667,En vouge
,Geneva,46.208351,6.1427,"Le cabinet, 54 blv st georges"
,Lausanne,46.52034,6.62986,N2o bar
,Lenk,46.45,7.433333,Tipi zelt
,Thun,46.75,7.616667,Eventfabrik
,Biglen,46.933333,7.616667,Bike & board shop neueroffnung
,Bern,46.916667,7.466667,One songone take
,Canton of jura,47.327419,7.19955,Neuchatel
,Flamatt,46.89008,7.31671,Outside festival
,Bern,46.916667,7.466667,Traumtanz 16
,Sierre,46.3,7.533333,"Fun & floor clubnight, hacienda"
,Burgistein,46.785432,7.500091,Electric station
,Delémont,47.365349,7.34397,Shannons irish pub
,Berne,46.9643,7.38235,Wartsaal
,Wichtrach,46.85,7.583333,Bar & pub festival
,Amriswil,47.533333,9.3,Amris
,Zürich,47.34333,8.536636,Rote
,Altdorf,46.883333,8.65,Green spirit & spacedock label event in havana club
,Winterthur,47.5,8.75,Jazz in a nutshell
,Sankt gallen,47.426381,9.373692,Mahom dub
,Chur,46.85,9.5,Destroyer fest pt1 w/ gests
,Thun,46.75,7.616667,Eventfabrik thun
,Lugano,46.006512,8.952312,Noir at wknd
,Lugano,46.00671,8.95788,Sonnenstube
,Sankt moritz-dorf,46.5,9.833333,Vivai (pre album release)
,Geneva,46.2,6.166667,Electron festival (workshop only)
,Lausanne,46.533333,6.666667,Le club flon
,Geneva,46.2,6.166667,Electron festivak
,Berne,46.94725,7.44687,Delfino bar lounge
,Wünnewil-flamatt,46.86525,7.26954,Outside festival vol2
,Berne,46.951382,7.4413,Le ciel club
,Thun,46.75,7.616667,Bierkonig club
,Zürich,47.366667,8.55,Frau gerolds garten
,Wil,47.466667,9.05,Gare de lyon
,Lenzerheide,46.75,9.55,"Larchenlounge, hotel kurhaus"
,Pratteln,47.516667,7.683333,Z7 mini
,Crans-montana,46.311859,7.47875,Sport palace
,Winterthur,47.5,8.75,Gaswerk (w the toy dolls)
,Bellinzona,46.2,9.016667,Veneta
,Arosa,46.783333,9.666667,P13 arotunes ( season end )
,Lausanne,46.533333,6.666667,Eco web radio
,Basel,47.55613,7.58821,Lunique (marco solo)
,Bourg-en-lavaux,46.488551,6.727147,Cully jazz festival 2015
,Lausanne,46.519595,6.632335,The spirit bar
,Colombier,46.966667,6.866667,Sheridans tavern
,Neuchâtel,46.978565,6.940844,"Queen kong club, case a choc"
,La neuveville,47.063552,7.092745,La tour de rive
,Bern,46.916667,7.466667,Taxi club
,Brig,46.316667,7.983333,City bar
,Zürich,47.366667,8.55,Liebe zur musik
,Basel,47.566667,7.6,Adesso
,Pratteln,47.520515,7.691785,Tramstubli marco solo
,Sihlbrugg,47.183333,8.583333,Unplugged dukes
,Basel,47.566667,7.6,St jakobshalle  night of the jumps
,Zürich,47.366667,8.55,Voice  music academy
,Zürich,47.366667,8.55,"Clouds, prime tower"
,Niederglatt,47.494291,8.501899,Ultralowen
,Gams,47.20367,9.452,Guitarrepairs
,Trubbach,47.066667,9.466667,Jonnys lion cave
,Lugano,46.006512,8.952312,Casotto
,Morgins,46.233333,6.85,Cho rock festival
,Morgins,46.237518,6.85875,U yeu tsale
,Lausanne,46.520486,6.630371,Festigouts 2015
,Cully,46.488178,6.73032,Ana moura  cully jazz
,Romont,46.7,6.916667,Cafe xve
,Geneva,46.2,6.166667,Ns dancefloor festival
,Geneva,46.208358,6.142701,La cintra
,La sonnaz,46.833839,7.13665,Cave a mazout
,Geneva,46.210789,6.14858,Cafe arts
,Neuchatel,46.992489,6.9329,Tabooclub
,Bern,46.916667,7.466667,Design festival
,Verbier,46.1,7.216667,High five by carlsberg
,Bern,46.916667,7.466667,Private event with bastian baker
,Tramelan,47.233333,7.1,Le glatz
,Zürich,47.366667,8.55,Hospitality
,Baar,47.184601,8.51984,Schutt & asche vol2
,Kleine scheidegg,46.585602,7.96191,Jungfraujoch
,Zürich,47.366667,8.55,"6 jahre fluk, transit"
,Zürich,47.376129,8.51629,Hypokrat (im cafe derby)
,Niderwil,47.455799,9.29522,Springbreak event
,Tuggen,47.2,8.933333,The bandits (pre album release)
,Zürich,47.366667,8.55,Stuba
,Affoltern am albis,47.276298,8.45794,Cq bar
,Gluringen,46.465408,8.23347,Bulls eye bar
,St. gallen,47.426392,9.37371,Raumstation club
,Saint gallen,47.466667,9.4,Buena onda
,Mendrisio,45.866667,8.983333,Humus dance / dj marathon live
,Mendrisio,45.866667,8.983333,Humus dance
,Locarno,46.167,8.7979,Monobar
,Chur,46.85,9.5,Kulturbar werkstatt
,Geneva,46.19743,6.13014,La parfumerie
,Arosa,46.783333,9.666667,Seehof
,Kriens,47.033333,8.283333,Kulturbrauerei
,Cully,46.483333,6.733333,Cully jazz festival <br> (le silence de lexode)
,Münchenstein,47.513401,7.621,Schuetzen
,Saint-maurice,46.21677,7.00445,La bouche qui rit
,Bern,46.916667,7.466667,Die cafete / reithalle
,Zürich,47.366667,8.55,Som
,Basel,47.566667,7.6,Blues festival basel im volkshaus
,Zürich,47.366667,8.55,Bqm bar (polyterasse)
,Geneva,46.2,6.166667,La greviere
,Geneva,46.2,6.166667,Leman theatre
,Cully,46.483333,6.733333,Caveau weber cully jazz festival (off)
,Bern,46.916667,7.466667,Bierhibeli
,Bern,46.916667,7.466667,Biehubeli
,Berne,46.916667,7.466667,Club du theatre (punkt6)
,Mümliswil-ramiswil,47.3414,7.7024,Konzertaula bra¼hl
,Thun,46.757622,7.63235,Aek caffe
,Zürich,47.366667,8.55,Ladylicious beauty lounge
,Rümlang,47.450001,8.52957,Vogis challer
,Vevey,46.45,6.85,Diva
,Vevey,46.45,6.85,Vevey
,Geneva,46.208358,6.142701,Dubquake festival
,Cully,46.483333,6.733333,Cafe de la poste cully jazz festival (off)
,Lausanne,46.533333,6.666667,Rouge fm
,Cormoret,47.175079,7.0561,Festival cormometal
,Berne,46.948151,7.45031,Konsi bern
,Berne,46.94828,7.45467,Kaffee montag
,Cormoret,47.174839,7.05457,Cormoret
,Burgdorf,47.058449,7.63063,Rockwall festival
,Fontainemelon,47.055901,6.88951,Salle de spectacle
,Cormoret,47.170502,7.04719,Comorock festival
,Ardon,46.208302,7.26967,Acappella bar
,Villmergen,47.346401,8.2463,Discoteca manuciao
,Langnau,46.95,7.766667,Ifishalle
,Lucerne,47.05175,8.29826,Madeleine musiktheater
,Zürich,47.38937,8.52485,Roth bar & studio
,Langnau im emmental,46.936166,7.786093,Remady & manul
,Zürich,47.366667,8.55,Harrerei
,Rheineck,47.469799,9.58395,Jay jays
,Silvaplana,46.457909,9.81274,Play engadina
,St moritz,46.497051,9.83816,Play engadin festival
,Dudingen,46.85,7.2,Bad bonn w/a place to bury strangers
,Fribourg,46.803746,7.153683,Cafe du tunnel
,Geneva,46.208358,6.142701,Thonex
,Wichtrach,46.85,7.583333,Barfestival // glow in the dark
,Bern,46.916667,7.466667,Caffette
,Burgdorf,47.05,7.616667,Burgdorf
,Thun,46.75,7.616667,"Bierkonig club ""fuck the dj"""
,Delemont,47.366667,7.333333,Impetus fest
,Basel,47.566667,7.6,Sonic 24
,Basel,47.572281,7.57681,Block56
,Zürich,47.366667,8.55,Friedas buexe
,Zürich,47.366667,8.55,Dee dee bridgewater & china moses  just family
,Kreuzlingen,47.65,9.183333,"""hello again!"" bodensee arena"
,Basel,47.566667,7.6,St jackobshalle
,Emmenbrucke,47.066667,8.266667,Sun pub
,Basel,47.54874,7.58768,Passion of psy
,Kreuzlingen,47.65,9.183333,Srf 1  live aus der bodenseearena
,Berschis,47.1,9.35,Rest linde
,Saint gallen,47.466667,9.4,Stadtplatz
,Agno,45.983333,8.85,Parco comunale al lago agno
,Silvaplana,46.45,9.783333,Play festival
,Lugano,46.00853,8.95999,Csoa il mattatoio
,Osogna,46.3115,8.9877,Osogna
,Davos,46.793878,9.820916,Rotlichtli
,Lausanne,46.51862,6.63576,Le capitole
,Bern,46.947922,7.444609,Westside (miss bern event)
,Zürich,47.366667,8.55,Joiz studio
,La chaux-de-fonds,47.10322,6.832715,125ans meuble leitenberg
,La chaux-de-fonds,47.10322,6.832715,Theatre de lheure bleue
,Zürich,47.366667,8.55,Ebrietas club
,Lausanne,46.5076,6.629868,Beau rivage palace
,Le locle,47.056475,6.746745,Casino la grange
,Wichtrach,46.85,7.583333,Sportzentrum aaretal
,Balsthal,47.31636,7.69743,Irish tavern
,Bern,46.916667,7.466667,Bunker
,Olten,47.35,7.916667,Le coq d´or
,Zürich,47.366667,8.55,Lebewohlfabrik (marco duo)
,Bulle,46.618603,7.057381,Ce
,Versoix,46.281055,6.166665,40 ans des colombieres
,Versoix,46.278969,6.16229,Co les colombieres
,Lausanne,46.533333,6.666667,Tech a break
,Avenches,46.881199,7.04382,Centro portugues de avenches
,Lausanne,46.533333,6.666667,Bounce club
,Biel/bienne,47.141178,7.24457,Altstadt biel
,Saignelégier,47.255896,6.995409,Medailles dor de la chanson
,La chaux de fonda,47.113701,6.82655,Petit paris
,Berne,46.916667,7.466667,Gluglu memberclub
,Saignelégier,47.255896,6.995409,Medaille de la chanson
,Herzogenbuchsee,47.183333,7.7,Heartbeat
,Zürich,47.366667,8.55,Impericon festival 2015 // komplex
,Luzern,47.083333,8.266667,Primavera casineum
,Zürich,47.366667,8.55,Impericon fest
,Zürich,47.366667,8.55,Dynamo/ werk 21
,Zürich,47.366667,8.55,Impericon festival
,Zürich,47.366667,8.55,Deez nuts  stick to your guns  impericon fest
,Frick,47.504959,8.02218,La meck
,Gelterkinden,47.466667,7.85,Privatevent
,Basel,47.56938,7.58999,Off bar
,Pratteln,47.516667,7.683333,Konzertfabrik z7  pratteln
,Stafa,47.233333,8.716667,Rossli stafa
,Frauenfeld,47.569538,8.90857,Olfleck eventbar
,Chur,46.854657,9.529288,Calanda spring festival
,Chur,46.85,9.5,Rock bar
,Rorschach,47.478601,9.506552,Wurth haus rorschach
,Neuchâtel,46.99034,6.93112,Centre de la maladiere
,Gland,46.42257,6.25795,Backstage pub
,Lausanne,46.533333,6.666667,Petros klampanis  chorous
,Geneva,46.198392,6.142296,Onex
,Givisiez,46.81385,7.1307,Khaos club
,Lausanne,46.519588,6.63233,Sander kleinenberg
,Vernier,46.223259,6.11009,Ptit musichohl
,Thônex,46.188018,6.198293,Salles des fetes
,Bern,46.916667,7.466667,Zebra
,Bern,46.916667,7.466667,Offene kirche heiliggeist bern
,Berne,46.948432,7.440461,La¶tschberg
,Bern,46.947922,7.444609,Kornhaus conference (electric brazil)
,Bern,46.916667,7.466667,Theaterplatz 2
,Worb,46.927799,7.56422,Braui kleintheater
,Solothurn,47.233333,7.516667,Kulturnacht solothurn (kulturm)
,Zürich,47.366667,8.55,Destination dream
,Basel,47.566667,7.6,Custom event
,Winterthur,47.5,8.75,Podcast010
,Einsiedeln,47.116667,8.75,Lets fetz
,Münchenstein,47.518795,7.613918,Oslo night
,Zürich,47.37706,8.53955,Uster
,Münchenstein,47.533428,7.6096,Oslonight festival
,Madiswil,47.15501,7.78974,Jazzclub lowen
,St. gallen,47.42638,9.37369,Honky tonk festival kugl
,Sankt gallen,47.466667,9.4,Hotel & congress einstein
,Saint gallen,47.466667,9.4,Honky tonk (the room)
,Mendrisio,45.866667,8.983333,Festa della birra
,Fribourg,46.8,7.15,Live sessions
,Muri,46.916667,7.483333,Petros klampanis  musig im pflegidach
,Berne,46.916667,7.466667,Rossli club
,Zürich,47.366667,8.55,Albisguetli
,Zürich,47.366667,8.55,Fashion hotel
,Winterthur,47.4982,8.74354,Centro portugues
,Pratteln,47.516667,7.683333,Z7 w/ prong  steak number eight
,Zürich,47.380482,8.52774,Stray cat
,Kreuzlingen,47.65,9.183333,Horstklub
,Flawil,47.414501,9.18848,Kulturkeller restaurant park
,Vilters-wangs,47.029202,9.44553,Generationenhaus kiesfang
,Fribourg,46.79502,7.15138,Fri son
,La chaux-de-fonds,47.133333,6.85,Lac la chauxdefonds
,Zürich,47.366667,8.55,Urbano bar & lounge
,Lugano,46.0,8.966667,Usi / aiesec global village 2015
,Chavannes,46.523281,6.5855,Festival unilive 2015
,Glarus,47.039951,9.06806,Veka/landsgemeinde
,Lucerne,47.044579,8.31125,Schurr
,Zürich,47.366667,8.55,Arthouse movie
,Wetzikon,47.316667,8.783333,Pub festival
,Lavertezzo,46.25,8.833333,Vanilla club (historia)
,Chur,46.847931,9.53312,Klibuhni
,Lancy,46.182809,6.1205,Institut florimont
,Fribourg,46.800701,7.1549,Friair
,Geneva,46.2,6.166667,Pub mr pickwick
,Bossonnens,46.52597,6.85219,La taverne excalibar
,Champex,46.033333,7.116667,Champex
,Bern,46.916667,7.466667,Auawirleben festival
,Lyss,47.080963,7.295246,Kufa lyss
,Berne,46.959469,7.45184,La sappella
,Biel/bienne,47.143848,7.26664,Rennweg space culturel
,Bern,46.916667,7.466667,Junkerngasse (house konzert)
,Le noirmont,47.216667,6.95,Halle polyvalente
,Adelboden,46.490299,7.56112,Ehcrocknight
,Berne,46.949631,7.44115,Rondel club bern
,Steffisburg,46.783333,7.633333,Rocketair festival
,Zürich,47.366667,8.55,Ar
,Allschwil,47.54894,7.53366,Out in the green
,Zürich,47.366667,8.55,1  1  3 album release
,Winterthur,47.5,8.75,"Album ""together"" release"
,Zürich,47.366667,8.55,"Musig am zurisee festival, horgen (click here)"
,Luzern,47.083333,8.266667,Voliere
,Horgen,47.266667,8.583333,Salle blanche
,Wil,47.466667,9.05,Rock am freitag
,Luzern,47.083333,8.266667,Datcha mandala at bruch brothers
,Brunnen sz,46.993828,8.605202,Kombuse
,Kusnacht,47.316667,8.583333,Barstreet (album release)
,Basel,47.559681,7.5959,Irrsinn bar
,Langnau im emmental,46.93803,7.79116,Intergame festival 2015
,Aarau,47.39869,8.0637,Schlaflos
,St. gallen,47.42638,9.37369,Association palace stgallen
,Lugano,46.0,8.966667,Festa primo maggio
,Riazzino,46.174561,8.8976,Disco boomerang
,Thônex,46.193982,6.20505,Thonex party hall
,Neuchâtel,46.9813,6.89581,Chocolake weekender
,Lausanne,46.51955,6.633835,White club
,Geneva,46.2,6.166667,La cigue
,Burgdorf,47.05,7.616667,Nachtmarkt
,Gerlafingen,47.17086,7.566019,Nirvana lounge
,Zug,47.18044,8.51849,Niente
,Zürich,47.366667,8.55,Zum gaul
,Münchenstein,47.520012,7.61802,Hotel hofmatt
,Aarau,47.398689,8.0637,Club schlaflos aarau
,Emmen,47.08207,8.26559,Lutown band festival
,Brugg,47.483333,8.2,Dampschiff
,Lausen,47.470501,7.76551,Bei den sportanlagen
,Saint gallen,47.424482,9.376717,Sing & play
,Saint gallen,47.466667,9.4,Sing & play festival
,Lenzerheide,46.725624,9.554638,Corner bar  kurhaus
,Villars,46.3,7.05,Hotel du lac
,Lausanne,46.533333,6.666667,La rouche
,Lausanne,46.52414,6.62394,Cinema oblo
,Montreux,46.43921,6.90626,Lofta46
,Thyon,46.181794,7.372637,Le panorama
,Rubigen,46.9,7.543245,Muhle huziken
,Stans,46.965698,8.36224,Senkek
,Stans,46.966667,8.35,Iron force festival
,Baden,47.466667,8.3,Fest gefahren
,Langnau im emmental,46.938039,7.791178,Chaschaller
,Zürich,47.38149,8.53596,Hafnerstrasse
,Ebikon,47.08021,8.33906,Hangover bar
,Basel,47.56954,7.60432,Schwarze erle
,Zürich,47.366667,8.55,Eden au lac hotel
,Basel,47.56943,7.6044,Metal assault
,Porto ronco,46.133333,8.733333,Porto ronco beach club
,Flims,46.826236,9.291212,Sunstar alpine hotel flims
,Biel,47.166667,7.25,Ohm 10
,Muri,46.916667,7.483333,Pflegidach
,Stans,46.9639,8.36435,Gemeinschaftshaus siedlung wechsel
,Zürich,47.37171,8.54399,Bar munster
,Zürich,47.38547,8.53849,Musikatelier (yoga tribe)
,Lugano,46.004398,8.95441,Padgilione conza
,Arosa,46.783333,9.666667,Seehof badtaste
,Bern,46.916667,7.466667,Uni
,Bern,46.916667,7.466667,Bern jazz festival
,Stans,46.966667,8.35,Stanser musikstage
,Basel,47.566667,7.6,Landgasthof riehen
,Zürich,47.374708,8.538955,Bahnhofstrasse
,Frick,47.5,8.016667,Kino monti
,Zürich,47.366667,8.55,Bar rossi  gavin james
,Uster,47.35039,8.71206,Zeughausbar uster
,Zürich,47.366667,8.55,Lima
,Vevey,46.462145,6.84329,Lebou dumonde
,Lausanne,46.533333,6.666667,Postmodern jukebox tour
,Lausanne,46.519654,6.632273,Zelig unil
,Lausanne,46.530039,6.61795,Impetus lausanne
,La chaux-de-fonds,47.133333,6.85,Dublins old irish pub
,Pratteln,47.527374,7.694176,Z7 (leprous)
,Zürich,47.366667,8.55,Jelmoli
,Basel,47.566667,7.6,Basel blues festival
,Bubendorf,47.445744,7.736912,Circusplatz bei migros/landi
,Lenzerheide,46.75,9.55,Boat bar
,Aarau,47.383333,8.05,Jazz club aarau
,Zürich,47.366667,8.55,Raumbau
,Saint-maurice,46.22024,7.00671,Centre sportif
,Lausanne,46.528301,6.63075,Hardstyle forever
,Bourg-en-lavaux,46.488449,6.730717,"Chapiteau, next step, temple"
,Steffisburg,46.77981,7.63447,Alte schmitte
,Bern,46.916667,7.466667,Band || cafe kairo
,Wangen an der aare,47.233333,7.65,Schutzenhouse
,Basel,47.566667,7.6,Blues festival  w/ rsb
,Steinhausen,47.2,8.466667,Jojo jam boogie night
,Sempach,47.13546,8.19222,Imschtei
,Merishausen,47.768057,8.611229,Mehrzweckhalle merishausen sh
,Zürich,47.366667,8.55,Keller
,Heiden,47.445855,9.53193,Kursaal heiden
,Tesserete,46.068459,8.96609,Irish club alpino
,Murten,46.933333,7.116667,Ship ship hurra
,Lausanne,46.520486,6.630371,Festigouts (terre des hommes)
,Lausanne,46.520486,6.630371,Festigouts
,Geneva,46.204391,6.143158,Eglise la rive droite
,Geneva,46.19411,6.14523,Cafe jules vernes/nemo bar
,Solothurn,47.210542,7.536927,Gebetshaus
,Bern,46.916667,7.466667,Nachmittag mit flava & stevenson in der stadt bern
,Tramelan,47.233333,7.1,Insomnia night
,Zug,47.166667,8.516667,Metalli
,Zürich,47.382486,8.540407,Zurich marriott hotel
,Stans,46.957265,8.36591,Stans musiktage festival
,Zürich,47.366667,8.55,Band || el lokal
,Lenzerheide,46.75,9.55,Boar bar
,Saas fee,46.109107,7.929712,Pit stop
,Saas fee,46.11083,7.92918,The capra
,Windisch,47.466667,8.233333,Bossartschuur kulturverein
,Lugano,46.0,8.966667,Club wknd
,Lugano,45.964338,8.925245,Via cantonale 22
,Lugano,46.0,8.966667,International boogie woogie festival switzerland
,Riazzino,46.174568,8.89761,Vanilla club (steve angello)
,Ilanz/glion,46.77593,9.18582,Aula schulhaus ilanz
,Stans,46.966667,8.35,"Kollegi stans, festival „stanser musik tage“"
,Fideris,46.916667,9.733333,Unirock
,Acquarossa,46.45,8.95,Irish fest acquarossa
,Sion,46.233333,7.35,Animation privee
