Adress,City,Latitude,Longitude,Venue
,Lausanne,46.519595,6.632335,Boy 8bitelectrosanne festival
,La tène,47.009216,6.999756,La tene celtic festival
,Dürrenast,46.74107,7.62773,Nahe thun
,Sense,46.769871,7.26174,Reading festival {radio 1 tent
,Sigriswil,46.716667,7.7,Vision festival
,Gstaad,46.476238,7.28395,The jam
,Zürich,47.368178,8.541794,Frauenbadi stadthausquai
,Zürich,47.366667,8.55,Open air venue
,Reinach,47.25148,8.179876,Kunsteisbahn reinach
,Basel,47.54874,7.58768,Livingroomfm
,Zürich,47.387001,8.52111,Smart urban stage
,Zug,47.1729,8.5055,Rock the docks
,Eichberg,47.35,9.533333,Eichberg
,Arbon,47.516041,9.43494,Summer daysfestival 2010
,Appenzell,47.331429,9.40768,Clanx festival 2010
,Sankt gallen,47.426381,9.373692,Clanx festival
,Locarno,46.166667,8.8,Harleydavidson party
,Auvernier,46.966667,6.866667,Samuel blaser & malcolm braff extended duo
,Porrentruy,47.417007,7.078217,Braderie bruntutaine
,Chiasso,45.833416,9.031406,Jazz matinee  at  mendrisiotto  jazzclub
,Geneva,46.2,6.166667,Emission de la fete national sur tsrsrfrsi
,Nendaz,46.0784,7.30938,Fete nationale de nendaz
,Rüschlikon,47.30143,8.557011,"1 augustfest, park im grunen"
,Horw,47.019157,8.311521,Winkelbadi  1 augustfeier
,Geneva,46.2,6.166667,Aaa
,Zürich,47.366667,8.55,Studio a der power play studios (with elli erl)
,Avenches,46.883333,7.05,Rock ozarenes festival
,Geneva,46.20381,6.139959,Theatre de verdure scene ella fitzgerald
,Meilen zh,47.267567,8.648622,Strandbad
,Geneva,46.198392,6.142296,Parc lagrange
,Paquis,46.2201,6.14535,Bdm is not dead !
,Niederried bei kallnach,47.010828,7.250364,Festzelt und camping grien
,Avenches,46.883333,7.05,Rock’oz arenes
,Lausanne,46.533333,6.666667,Trip on blitz
,Yvonand,46.800299,6.742547,Yvonand
,La brévine,46.981926,6.608337,Halle du mannerot
,Geneva,46.198392,6.142296,Bateau de geneve
,Gränichen,47.360308,8.096135,Openair graenichen
,Gränichen ch,47.359394,8.101045,Granichenmoortal
,Granichen,47.35,8.1,Open air granichen w/ bad religion  strung out
,Granichen,47.35,8.1,Open air graenichen
,Luzern,47.083333,8.266667,Pravda club
,Sils im domleschg,46.7,9.45,Hohen ratien open air festival
,Montana,46.3,7.466667,Eglise du sacra©coeur
,Dachsen,47.676737,8.615019,Schloss laufen am rheinfall
,Geneva,46.2,6.166667,Music festival (bernard allison group)
,Crans,46.3,7.466667,Salle du ra©gent
,Biel,47.166667,7.25,Xdays
,Le locle,47.066667,6.75,Rock altitude
,Münsingen,46.877899,7.561319,Maurer blumen oekogartnerei
,Hunenberg,47.166667,8.416667,Kulturraum
,Kempten,47.331669,8.80849,Hof eichholz
,Zug,47.166667,8.516667,Zenti
,Aarau,47.383333,8.05,Jetaime bar
,Basel,47.559662,7.58053,Kuntsmuseum basel
,Lichtensteig,47.324009,9.08761,Jazztage lichtensteig
,Zürich,47.366667,8.55,Club downtown
,Bellinzona,46.2,9.016667,Bellinzona das zelt
,Neuchâtel,46.992979,6.931932,Birthday bash
,Giez,46.811905,6.618225,Lombric festival
,Le locle,47.066667,6.75,Rockaltitude
,Basel,47.559614,7.580611,Rock im fluss
,Geschinen,46.495411,8.2802,Metalday festival
,Zürich,47.367347,8.550002,Special night stairs club
,Basel,47.566667,7.6,Staadtmusikfestival
,Schenkon,47.151236,8.166199,Seepark am sempachersee
,Zug,47.166667,8.516667,"Ms zug, landsgemeindeplatz"
,Wettingen,47.466667,8.316667,Bluegrass family festival
,Winterthur,47.501765,8.718406,Schlauer bauer openair
,Zürich,47.366667,8.55,Traditional sp safari show
,Zürich,47.381791,8.535325,Electric city
,Zürich,47.366667,8.55,Energy 2011
,Ascona,46.15,8.766667,Sunset bar al lido di ascona
,Zürich,47.366667,8.55,Wollishofen
,Tenero,46.183333,8.85,Tenero music nights
,Bern,46.916667,7.466667,Gmf  grand mothers funck feat akil the mc tour 2011 west festival
,Geneva,46.198392,6.142296,Scene det
,Aubonne,46.483333,6.4,Barbicane
,Maroggia,45.933225,8.972265,Reggae on the lake pt4
,Pully,46.516667,6.65,For noise festival
,Gampel,46.316667,7.733333,Festivalgela¤nde am rotten
,Basel,47.544819,7.583009,Margarethengarage
,Zürich,47.383333,8.533333,Zuercher theaterspektakel
,Basel,47.538368,7.60449,St margarethen basel
,Lausanne,46.533333,6.666667,For noise
,Neuchatel,47.0,6.966667,Rodolpheavantclub
,Berne,46.916667,7.466667,Culcub
,Daniken,47.366667,7.966667,Skateanlage
,Gampel,46.316667,7.733333,Gmf  grand mothers funck feat akil the mc tour 2011 open air
,Basel,47.55672,7.58742,Em bebbi sy jazz
,Muri,47.271904,8.341769,Openair frischluftkultur
,Muotathal,46.974208,8.763024,Mountains of death 2011
,Basel,47.548807,7.58782,Rheinschiff ms christoph merian
,Gampel,46.316667,7.733333,Openair  gampel
,Nussbaumen,47.616667,8.816667,10 ruinen openair
,Zürich,47.366667,8.55,Pfingstweid
,Lausanne,46.533333,6.666667,Noize festival
,Lausanne,46.533333,6.666667,Pully for noise festival
,Hermance,46.29053,6.246758,Schnaps hermance
,Geneva,46.2,6.166667,Terje bakke: overground festival
,Penthalaz,46.60125,6.52912,Venoge festival
,Geneva,46.208358,6.142701,Overground festival
,Biel/bienne,47.140888,7.247257,Royal arena festival (ch)
,Zug,47.174589,8.513854,Tba zug
,Muri,47.276632,8.339027,Frischluftkultur muri
,Winterthur,47.499879,8.72616,Winterthur schweiz
,Schwarzenberg,47.016399,8.17323,Matt
,Oberiberg,47.038841,8.778678,Rockabilly on the rocks festival
,Windisch,47.466667,8.233333,Badi windisch
,Basel,47.566667,7.6,Bash wildstyle
,Zizers,46.920525,9.560953,"Event stage w/ breakdown of sanity, a dying ember"
,Oberems,46.211842,7.70569,Gampel
,Basel,47.549912,7.59013,Zum kuss
,Geneva,46.2,6.166667,Flush/shark
,Bern,46.916667,7.466667,Haus des sports
,Lucerne,47.044576,8.311251,Locals! festival
,Zürich,47.366667,8.55,"Werk 21 w/ breakdown of sanity, blissful oblivion"
,Lausanne,46.519962,6.633597,Musicomax tsr
,Winterthur,47.5,8.75,Albini
,Zürich,47.366667,8.55,Xtra w/ rise against
,Winterthur,47.5,8.75,Musikwochen
,Sierre,46.293604,7.533826,Villa bayard
,Geneva,46.2,6.166667,Festiverbant
,Balsthal,47.316667,7.683333,Caribbean deluxe
,Sierre,46.293858,7.521303,Chateau de villa
,Wiggiswil,47.028845,7.470305,Broncos mc festival
,Roches,47.302299,7.37737,Alte ba¶rse
,Sursee,47.166667,8.1,New orleans night
,Wohlen ag,47.351976,8.275728,Kulturbeiz wohlen ag
,Wettingen,47.460041,8.31628,"Sonafe, kanti"
,Münchwilen,47.483206,8.995681,Roots / dance inn
,Pfaffikon,47.366667,8.783333,A3 (baywatch)
,Melano,45.92097,8.984875,Feste di melano
,Geneva,46.2,6.166667,Skatepark des cherpines
,Martigny,46.098224,7.078422,Cerm
,Burgdorf,47.05,7.616667,Rock the bridge
,Roches,47.302299,7.37737,Landiwiese open air
,St. ursen,46.789558,7.21838,Highland games
,Berne,46.948429,7.44046,City beach bern
,Biel,47.166667,7.25,Altstadtchilbi
,Frauenfeld,47.55,8.9,"Elf:entertainments ""soundstorm"""
,Winterthur,47.49853,8.73299,Dirty district
,Zug,47.174589,8.513854,More gigs on
,Luzern,47.083333,8.266667,Steinenstrassen fest
,Basel,47.45,7.8,Rap jam
,Ruti,47.25,8.85,Hohlenzauber
,Brienz,46.666667,9.6,Pff
,Zug,47.166667,8.516667,Lounge and gallery
,Basel,47.566667,7.6,Voltahalle
,Canton of ticino,46.225288,8.77111,Goanica at work 4 edition
,Coldrerio,45.85421,8.98758,Terre di frontiera
,Meyriez,46.924648,7.10674,Le vieux manoir
,Zürich,47.366667,8.55,Soiree privee  cartier
,Versam,46.8,9.333333,Gasthaus roessli
,Geneva,46.204424,6.151505,Bus depart geneve
,Neuchatel,47.0,6.966667,Jfx boat party
,Yverdon-les-bains,46.778471,6.642492,La plage
,Morges,46.516667,6.5,Quai
,Bern,46.916667,7.466667,Brunnengut
,Zürich,47.391827,8.51056,Citybeach
,Ascona,46.15,8.766667,Wwwasconabigbandch
,Geneva,46.2,6.166667,Baby plage festival
,Zürich,47.371635,8.53658,Sommer sounds 2012
,Basel,47.548721,7.58769,X club
,Zürich,47.366667,8.55,Art district
,Avenches,46.883333,7.05,Rock oz arenes festival
,Geneva,46.2,6.166667,Fete de geneve (ch)
,Le brouillet,46.950119,6.53425,Sports hall
,Birsfelden,47.550621,7.633171,Fridolinsmatte birsfelden
,Niedergösgen,47.372608,7.99447,Feel good festival
,Steinmaur,47.496899,8.45278,Steinbruch
,Zürich,47.366667,8.55,Eis am stiel // blok
,Winterthur,47.5,8.75,Karls kuhne gassenschau
,Altstatten,47.383333,9.533333,In der hohle des lowen
,Melide,45.954739,8.94728,Teatro sul lago open air
,Sils im engadin/segl,46.428766,9.764172,Bergkirche fexcrasta
,Geneva,46.2,6.166667,Les digitales
,Avenches,46.880058,7.04078,Rockoz
,Avenches,46.880058,7.04078,Arenes
,Avenches,46.883333,7.05,Electroz arenes
,Avenches,46.883333,7.05,Arena davenches
,Geneva,46.2,6.166667,Electroclette
,Avenches,46.883333,7.05,Lmfao  rock ozarenes
,Geneva,46.209769,6.168016,Port noir / geneva art festival
,Biel,47.166667,7.25,Bieler open air festival
,Vinelz,47.035278,7.10982,Open air am bielersee
,Granois,46.250019,7.34844,The honor oak
,Weinfelden,47.560296,9.124569,Las inlinedrom
,Zürich,47.366667,8.55,Werdinsel openair
,Birsfelden,47.55,7.616667,Fridolinsmatte
,Birsfelden,47.550621,7.633171,Openair birsfelden
,Thusis,46.683333,9.433333,Openair hohen ratien
,Geneva,46.2,6.166667,Garden party
,Avenches,46.880058,7.04078,Festival rock ozarenes
,Biel,47.166667,7.25,Open air am bieler see
,Huttwil,47.113997,7.84726,Opensky
,Bulle,46.618525,7.057825,Place du petit marche
,Salavaux,46.918159,7.02234,Fete de jeunesse
,Aarau,47.383333,8.05,Tuchlaube cafe/bar
,Locarno,46.166667,8.8,Silvano borzacchiello
,Sankt moritz,46.485205,9.819703,"Hotel suvretta, speisesaal"
,Locarno,46.166667,8.8,Spazio rsi
,Locarno,46.166667,8.8,Magazzini del festival
,Geneva,46.2,6.166667,Fc barcelona  manchester united
,Schaffhausen,47.694612,8.636273,Full price ticket
,Zürich,47.366667,8.55,Munz
,Schaffhausen,47.7,8.633333,Das festival w/ cuba
,Laufen,47.420363,7.501455,Basel switzerland
,Zofingen,47.283333,7.933333,Heitere
,Rorschach,47.477928,9.49519,"Lakeside unplugged, rorschach ( mit mich gerber)"
,Alle,47.424548,7.127316,Cafe de lechouerie
,Locarno,46.166667,8.8,Film festival locarno
,Motiers,46.916667,6.6,Festival hors tribu
,Berne,46.916667,7.466667,Buskers berne
,Bern,46.916667,7.466667,Buskers bern strassenmusikfestival 2012
,Bern,46.916667,7.466667,Bern buskers festival
,Lyss,47.066667,7.3,1 to 1 energy happening
,Bad zurzach,47.58889,8.290305,Kurpark
,Vernier,46.216667,6.083333,Zofingen(ch)
,Bern,46.916667,7.466667,Bea bern expo
,Densburen,47.45,8.05,Sicht feld openair
,Zofingen,47.283333,7.933333,Lmfao  heitere open air festival
,Zürich,47.366667,8.55,A different touch boat party
,Zofingen,47.283333,7.933333,Heitere open air festival
,Hochdorf,47.166667,8.283333,Zanolla halle
,Frick,47.5,8.016667,Fricktal
,Bischofszell,47.494228,9.24083,Freaky p outdoor soundz
,Zürich,47.366667,8.55,Babes at amber club
,Mels,47.045611,9.420982,Sargans switzerland
,Gams,47.205796,9.441038,Mzh widem
,Locarno,46.166667,8.8,Rivellino film festival
,Thun,46.75555,7.62337,Thunfest
,Zürich,47.366667,8.55,Nightmare vs hotter than hell
,Schlieren,47.4,8.45,Bahnhof schlieren
,Zürich,47.366667,8.55,Bellvue
,Zürich,47.366667,8.55,Street parade  love mobile
,Zürich,47.366667,8.55,:)
,Zürich,47.366667,8.55,Cityfox rimini bar
,Schanis,47.15,9.05,Linthbiitsch openair
,Zürich,47.366667,8.55,Energy12
,Zürich,47.366667,8.55,Seefeld
,Dietikon,47.416667,8.4,Street parade 2012
,Basel,47.54874,7.58768,Carambolage sommerresidenz
,Glattfelden,47.55,8.5,Phoenix festival
,Zürich,47.366667,8.55,Around festival
,Laax,46.8,9.25,Brainbq festival
,Porrentruy,47.417,7.07821,Parc du predeletang
,Zofingen,47.284611,7.95511,Heitere openair
,Zürich,47.388696,8.483637,Six9six lifestyle club
,Visp,46.283333,7.866667,Vespia beach night
,Nyon,46.383333,6.25,Ruclon
,Nyon,46.392742,6.217985,Le ruclon squat
,Derendingen,47.2,7.583333,Tc sporting
,Zürich,47.366667,8.55,Cafe zahringer (brunchkonzert)
,Grindelwald,46.616667,8.05,Bergrestaurant
,Tenero,46.183333,8.85,Tenero music night
,Neuchatel,46.975195,6.771555,Neuchatel festival
,Flendruz,46.489731,7.21081,Normal price
,Luzern,47.083333,8.266667,Schweizerhof / showcase yvan peacemaker
,Bellinzona,46.2,9.016667,Lido di arbedo
,Lugano,46.0,8.966667,Private boat party
,Adelboden,46.492909,7.559311,Adler adleboden
,Winterthur,47.5,8.75,Musikfestwochen festival
,Zürich,47.366667,8.55,Backi sommerkonzert
,Luzern,47.083333,8.266667,Sudpol  opening for & playing w/ giant giant sand
,Arbedo,46.2,9.05,Spiaggetta arbedo
,Gampel-bratsch,46.314308,7.74446,Openair gampel
,Luzern,47.083333,8.266667,Schueuer
,Porrentruy,47.416667,7.083333,10 years biolive
,La tour-de-peilz,46.45,6.866667,Nox orae
,Geneva,46.165521,6.116018,Plein les watts
,Geneva,46.16835,6.11779,Festival plein les watts
,Geneva,46.2,6.166667,Djing at motel campo
,Fribourg,46.8,7.15,Rencontres de folklore internationales de fribourg
,Seiry,46.826099,6.80885,Festival bazic
,Orpund,47.133333,7.3,Ra¶merareal
,Le locle,47.066667,6.75,Rock altidude festival
,Roches,47.302299,7.37737,Landiwiese haus am see
,Kehrsatz,46.915349,7.467878,Rossli art bistro
,Greifensee,47.366667,8.666667,Jazz am see
,Flaach,47.57225,8.60235,Heavenstage festival
,Muri (ag),47.271904,8.341769,Open air frischluftkultur
,Geroldswil,47.421953,8.409528,Hotel geroldswil
,Chur,46.85,9.5,Park live
,Chêne-bougeries,46.196173,6.186928,Parcs sismondi et stagni
,Seiry,46.826099,6.80885,Bonafiesta festival
,Seiry,46.826099,6.80885,Bazic festival (ch)
,Hermance,46.3,6.233333,Scene des dix vins
,Vevey,46.45,6.85,Nox orae festival
,Saanen,46.470921,7.28053,Festivalzelt
,Roches,47.302299,7.37737,Gessnerallee za¼rich
,Bern,46.916667,7.466667,150 jahre murtenstrasse 2030
,Berne,46.953093,7.439923,Dschungelfestival
,Le locle,47.066667,6.75,Rock altitude (live)
,Zürich,47.371975,8.543798,Aaah club
,Zürich,47.366667,8.55,Club prive
,Lucerne,47.052258,8.335611,Funk am see
,Switzerland,46.818188,8.227512,Heavenstage
,Zürich,47.366667,8.55,Madonna concert afterparty at privee
,Baden,47.476416,8.304973,Stadtfest baden
,Weesen,47.1362,9.10201,"Beach party, radio zurisee"
,Villmergen,47.35,8.25,Beachparty 2012
,Baden,47.466667,8.3,Badener fest
,Zürich,47.366667,8.55,With reflex
,St. gallen,47.426392,9.37371,Braintwist > level 666
,Davos,46.793878,9.820916,Cabana club
,Rougemont,46.511155,7.206588,Alphutte les ouges
,Geneva,46.2,6.166667,Bain des paquis
,Bern,46.916667,7.466667,Musigborse
,Muri,46.916667,7.483333,Musigimochsen
,Roches,47.302299,7.37737,Landiwiese lido
,Liestal,47.484882,7.737141,Obergestadeckplatz
,Rheinfelden,47.55,7.783333,Bruckensensationen
,Gampel,46.316667,7.733333,Rock gampel
,Basel,47.541721,7.59317,Backpackers hostel
,Winterthur,47.5,8.75,Winterthurer musikfestwochen  opening for & playing w/ giant giant sand
,Monchaltorf,47.316667,8.716667,Wueristadl
,Baden,47.466667,8.3,Badenfahrt
,Zürich,47.366667,8.55,Wwwstromkraftradiocom
,Zürich,47.371635,8.53658,Summer sounds
,Baden,47.466667,8.3,"With george gruntz at stadtfest baden, stanzerei"
,Lausanne,46.533333,6.666667,For noise festical
,Lausanne,46.533333,6.666667,Scene abraxas
,Zürich,47.366667,8.55,Birthday
,Zürich,47.366667,8.55,Gruter & burgin  radio drs / virus  live! tune in
,Zürich,47.366667,8.55,Gruter&burgin / radio drs
,Zug,47.166667,8.516667,Jazz night
,Baden,47.466667,8.3,Stadtfest  bibaxbar
,Sankt gallen,47.425642,9.374345,Sud bar
,Trelex,46.416667,6.2,Trelex
,Lausanne,46.533333,6.666667,Far noise festival
,Geneva,46.2,6.166667,Le palace de menthon (private event)
,Basel,47.566667,7.6,Festival au salon
,Basel,47.566667,7.6,Klosterbergfest
,Basel,47.566667,7.6,Klosterbergfest 2012
,Meilen,47.269482,8.64402,Scooter treffen
,Lenzburg,47.383333,8.183333,Lisa and renzos wedding party
,Glarus,47.039917,9.068122,Sound of glarus
,Zürich,47.366667,8.55,Club queens
,Auvernier,46.966667,6.866667,Auvernier jazz festival
,Onex,46.183333,6.1,Gande scene
,Curtilles,46.7047,6.84431,Sunrise open air
,Meyrin,46.216667,6.066667,Festival octopode
,Pully,46.516667,6.65,For noise fest
,Lausanne,46.533333,6.666667,Plug festival
,Vionnaz,46.3,6.9,Cerise sur electro festival
,La chaux-de-fonds,47.099457,6.826395,Parcs des musees
,Thun,46.75,7.616667,Mocca
,Biel/bienne,47.140888,7.247257,Guisanplatzcecil
,Wohlen,47.366667,8.283333,Bubble live zambaloca
,Zürich,47.366667,8.55,Openair oberreiden
,Pfaffikon,47.366667,8.783333,Open air seedamm
,Wohlen,47.35159,8.27826,Festival zamba loca
,Aarau,47.383333,8.05,Liz & chrige
,Aarau,47.391815,8.04999,Musig ide altstadt  mr pickwick
,Zürich,47.366667,8.55,Mach
,Baden,47.466667,8.3,Stadtfest baden  gentlemans club
,Chur,46.85,9.5,La cucaracha club
,Appenzell,47.331435,9.407683,Burg clanx
,Arbon,47.516667,9.433333,Summer days festival
,Lugano,46.0,8.966667,Titatoo convention
,Meyriez,46.925435,7.10882,Schulanlage osrm
,Saint-prex,46.479845,6.459385,Eglise romane
,Lamboing,47.116667,7.15,Fete de lamoing
,Vitznau,47.01034,8.48331,"Rigi eventzelt, rigi staffel"
,Zürich,47.385,8.47718,Basislager altstetten
,Zürich,47.366667,8.55,Stubete am see kongresshaus gartensaal
,Roches,47.302299,7.37737,Landiwiese specials
,Lausanne,46.533333,6.666667,Interview sur lfm
,Malans,46.970084,9.565578,Kulturtorggel cottinelli
,Geneva,46.2,6.166667,Chancy  contest biubstock festival
,Chancy,46.15,5.966667,Biubstock band contest
,Lausanne,46.512041,6.609199,Watergate
,Chancy,46.14944,5.972675,Biubstock festival
,Zürich,47.366667,8.55,Gassmann fashion event
,Mels,47.05,9.416667,Dorfmarkt mels
,Lugano,46.003591,8.953397,Lugano blues to bop festival
,Geneva,46.2,6.166667,Biubstuck festival
,Geneva,46.2,6.166667,Festival monniati
,Monthey,46.25,6.95,Pont rouge club
,Biel,47.166667,7.25,Coupoleseason opening
,Uznach,47.216667,8.983333,Uznach openair
,Basel,47.566667,7.6,Sommercasino w/everytime i die
,Zullwil,47.390701,7.6001,Burgfestival gilgenberg
,Dulliken,47.346279,7.94465,Beizlifest
,Homburg,47.633333,9.0,Schloss klingenberg
,Gossau (sankt gallen),47.414415,9.25495,Bbc open
,Biasca,46.35,8.966667,Acustico live
,Zürich,47.366667,8.55,The crybaby club
,Gossau,47.416667,9.25,Open air gossau
,St. gallen,47.4198,9.354,Kugl st gallen
,St. gallen,47.42638,9.37369,Birdfest
,Yverdon-les-bains,46.783333,6.65,Lautre 1er aout
,Neuenburg,47.0,6.966667,We lake at neuenburger see
,Lausanne,46.533333,6.666667,(dj set) malley plage
,Nyon,46.380467,6.237251,Promenade ditalie
,Geneva,46.2,6.166667,English garden
,Hofstetten,47.466667,8.85,Ballenberg
,Gibswil,47.3,8.916667,Panorama open air 2013
,Zürich,47.366667,8.55,Sommer seminar
,Basel,47.566667,7.6,Boarderline tension
,Weggis,47.033333,8.433333,Luchtuurmli
,Luzern,47.083333,8.266667,Helvetiagartli
,Gibswil,47.3,8.916667,Panorama open air
,Zürich,47.366667,8.55,Ams fascht
,Rona,46.55,9.616667,Summer never ends festival (italbigbang)
,Ascona,46.15,8.766667,Switzerland national day
,Estavayer-le-lac,46.848805,6.84832,Lestivale open air
,Geneva,46.2,6.166667,Festival musique en ete
,Tramelan,47.233333,7.1,"Festichaux (with black widows project, pyt)"
,Thun,46.75,7.616667,Beo bike week
,Bern,46.916667,7.466667,Radio 1 interview
,Aarberg,47.043251,7.27738,Aarefescht
,Cevio,46.316667,8.6,"Vallemaggia  magic blues festival,"
,Meggen,47.05,8.383333,Schloss meggen
,Freienstein-teufen,47.535351,8.58135,Piedra libre openair
,Zürich,47.366667,8.55,Radio 105 interview
,Davos,46.79306,9.82054,Jugendkultur
,Geneva,46.2,6.166667,La plateforme
,Liebistorf,46.907982,7.19327,Contra openair
,Radelfingen,47.016667,7.266667,Aare
,Burgdorf,47.05,7.616667,Sommernachtstraum
,Bern,46.916667,7.466667,Summer jam
,Basel,47.566667,7.6,Holi festival  fest der farben
,Niedergosgen,47.366667,7.966667,Feelgood music festival
,Langnau,46.95,7.766667,Summerparty
,Zürich,47.366667,8.55,Friedas buxe opening
,Granichen,47.35,8.1,Granichen open air
,Zürich,47.366667,8.55,Beauty krach fest
,Freienstein-teufen,47.535351,8.58135,Piedra libre
,Granichen,47.35,8.1,Granicher moortal
,Zofingen,47.283333,7.933333,Gasthof zum goldenen ochsen
,Seelisberg,46.95415,8.5846,Waldweidli
,Schupfheim,46.95,8.016667,Sommernacht festival
,Brienz,46.666667,9.6,Brienzerseerockfestival
,Schlatt,47.35701,9.39537,Badi winterthur
,Goldach,47.466667,9.466667,Tiki strandbar
,Vaz/obervaz,46.72458,9.55786,"Chapiteau i, dorfzentrum"
,Canton of ticino,46.225288,8.77111,Verzaska country festival
,Geneva,46.208358,6.142701,Parc mon repos
,St. gallen,47.426392,9.37371,Cancelled qyps on the sea
,Sankt moritz,46.50045,9.84372,Dorfkirche st moritz
,Zofingen,47.283333,7.933333,Magic night heitere
,Pfäffikon,47.367448,8.781544,Seebuhne pfaffikersee
,St. gallen,47.426392,9.37371,Gnuss
,Locarno,46.166667,8.8,Spazio rsi film festival locarno 2013
,Lausanne,46.519595,6.632335,Lausanne estivale
,Chermignon,46.307488,7.468204,Hotel de letrier
,Lyss,47.066667,7.3,1to1 energy happening
,Sion,46.228096,7.358863,Guinness irish fest
,Schaffhausen,47.695301,8.63159,Altstadt schaffhausen
,Basel,47.570446,7.572602,Bahnhof st johann
,Porrentruy,47.416667,7.083333,Rock air festival
,Lausanne,46.519588,6.63233,Grill the hill
,Solothurn,47.233333,7.516667,Baragge
,Schwadernau,47.12648,7.30034,Chaferfescht
,Zürich,47.366667,8.55,Lethargy  rote fabrik
,Basel,47.566667,7.6,Basel openair
,Rapperswil-jona,47.22536,8.817225,Seenachtfest rapperswiljona
,Basel,47.566667,7.6,Open air basel
,Frick,47.5,8.016667,Open air sichtfeld
,Zofingen,47.283333,7.933333,Heitere openair festival (w public enemy)
,Bremgarten,47.366667,8.333333,Altstadtfest (w/brass&visuals)
,San bernardino,46.45,9.2,Ermellino disco club
,Rheinfelden,47.555302,7.79352,Sicht feld open air
,Schaffhausen,47.69567,8.633521,Stars in town festival
,Porrentruy,47.417007,7.078217,Rock air festival (with anthrax)
,Locarno,46.166667,8.8,Caffe paolino ( film festival locarno)
,Lausanne,46.519595,6.632335,Malley plage
,Lausanne,46.519595,6.632335,Grill the hill festival
,Lausanne,46.519595,6.632335,Grill the hill fest 3
,Ins,47.016667,7.1,Gallashow
,Geneva,46.2,6.166667,Gare de cornavin
,Rapperswil,47.062473,7.410978,Jubilaum 30 jahre radio zurisee / seenachtfest
,Bern,46.916667,7.466667,Project x be
,Zürich,47.366667,8.55,"Street parade, amato´s love mobile"
,Hüttikon,47.436973,8.387357,Huttikerberg
,Bulach,47.516667,8.533333,Braindeath | ug
,Zürich,47.366667,8.55,Swiss innovations stage
,Liestal,47.485451,7.73241,Stedtli unplugged
,Zürich,47.366667,8.55,The city of zurich
,Zurigo,47.36865,8.539183,Zurigo
,Zürich,47.366667,8.55,A small world lovemobile
,Winterthur,47.519676,8.757177,Halle 710
,Zürich,47.366667,8.55,Street parade / zurich sound stage burkliplatz
,Wetzikon,47.316667,8.783333,Openair schlauerbauer
,Schaffhausen,47.7,8.633333,Stars in the town
,Zürich,47.366667,8.55,Electric city festival
,Degersheim,47.373909,9.20007,Openair hintertschwil
,Hüttikon,47.44606,8.38714,Mehsuff! metal festival
,Zürich,47.366667,8.55,Zukunft block party
,Zürich,47.366667,8.55,Liquid dance for freedom
,Zürich,47.366667,8.55,Street bass festival
,Wetzikon,47.33432,8.82614,Schlauer bauer
