name,day,month,year,ville,festival
KATERINE (PHILIPPE KATERINE),20,Mar.,2017,Geneve,VOIX DE FETE
VLAD,22,Mar.,2017,Geneve,VOIX DE FETE
MAGGY BOLLE,22,Mar.,2017,Geneve,VOIX DE FETE
DIDIER SUPER,22,Mar.,2017,Geneve,VOIX DE FETE
PETER PETER,22,Mar.,2017,Geneve,VOIX DE FETE
LOUIS JEAN CORMIER,22,Mar.,2017,Geneve,VOIX DE FETE
MA LIBERTE DE DIRE,23,Mar.,2017,Geneve,VOIX DE FETE
SAMIA TAWIL,23,Mar.,2017,Geneve,VOIX DE FETE
FEFE (FENIKSI),23,Mar.,2017,Geneve,VOIX DE FETE
LESCOP,23,Mar.,2017,Geneve,VOIX DE FETE
GAEL FAYE,23,Mar.,2017,Geneve,VOIX DE FETE
BREL AU SUIVANT,23,Mar.,2017,Geneve,VOIX DE FETE
FISHBACH,23,Mar.,2017,Geneve,VOIX DE FETE
LA BRONZE,23,Mar.,2017,Geneve,VOIX DE FETE
PIERRE GUITARD,24,Mar.,2017,Geneve,VOIX DE FETE
JACK'S SOUND,24,Mar.,2017,Geneve,VOIX DE FETE
DALTON TELEGRAMME,24,Mar.,2017,Geneve,VOIX DE FETE
LA BELLE BLEUE,24,Mar.,2017,Geneve,VOIX DE FETE
LA CANAILLE,24,Mar.,2017,Geneve,VOIX DE FETE
DEMI PORTION,24,Mar.,2017,Geneve,VOIX DE FETE
YOUSSOUPHA,24,Mar.,2017,Geneve,VOIX DE FETE
GUIZMO,24,Mar.,2017,Geneve,VOIX DE FETE
YVES JAMAIT,24,Mar.,2017,Geneve,VOIX DE FETE
SARATOGA,24,Mar.,2017,Geneve,VOIX DE FETE
IMBERT IMBERT,24,Mar.,2017,Geneve,VOIX DE FETE
ADIEU GARY COOPER,24,Mar.,2017,Geneve,VOIX DE FETE
CHEPTEL,24,Mar.,2017,Geneve,VOIX DE FETE
MACAO,25,Mar.,2017,Geneve,VOIX DE FETE
SANDOR,25,Mar.,2017,Geneve,VOIX DE FETE
PATRICK BEBEY,25,Mar.,2017,Geneve,VOIX DE FETE
NAHAM TRIO,25,Mar.,2017,Geneve,VOIX DE FETE
NOGA,25,Mar.,2017,Geneve,VOIX DE FETE
MARY ZOO,25,Mar.,2017,Geneve,VOIX DE FETE
TETE,25,Mar.,2017,Geneve,VOIX DE FETE
IAROSS,25,Mar.,2017,Geneve,VOIX DE FETE
A-WA (A WA),25,Mar.,2017,Geneve,VOIX DE FETE
ALIOSE,25,Mar.,2017,Geneve,VOIX DE FETE
NICOLAS MICHAUX,25,Mar.,2017,Geneve,VOIX DE FETE
THIERRY ROMANENS,25,Mar.,2017,Geneve,VOIX DE FETE
DICK ANNEGARN,25,Mar.,2017,Geneve,VOIX DE FETE
COLOCKS,25,Mar.,2017,Geneve,VOIX DE FETE
VIOLETT PI,26,Mar.,2017,Geneve,VOIX DE FETE
LAST MINUTE PANIC,26,Mar.,2017,Geneve,VOIX DE FETE
