name,day,month,year,ville,festival
FETTES BROT,30,Juin,2016,Saint Gallen,OPEN AIR DE SAINT GALLEN
DEICHKIND,01,Juil.,2016,Saint Gallen,OPEN AIR DE SAINT GALLEN
RADIOHEAD,02,Juil.,2016,Saint Gallen,OPEN AIR DE SAINT GALLEN
MUMFORD & SONS,03,Juil.,2016,Saint Gallen,OPEN AIR DE SAINT GALLEN
FRANK TURNER,25,Juin,2015,Saint Gallen,OPEN AIR DE SAINT GALLEN
THE CHEMICAL BROTHERS,26,Juin,2015,Saint Gallen,OPEN AIR DE SAINT GALLEN
PLACEBO,27,Juin,2015,Saint Gallen,OPEN AIR DE SAINT GALLEN
KODALINE,28,Juin,2015,Saint Gallen,OPEN AIR DE SAINT GALLEN
ROYAL REPUBLIC,27,Juin,2013,Saint Gallen,OPEN AIR DE SAINT GALLEN
DEAD BUNNY,28,Juin,2013,Saint Gallen,OPEN AIR DE SAINT GALLEN
CONTRABANDO,29,Juin,2013,Saint Gallen,OPEN AIR DE SAINT GALLEN
CAROLINE CHEVIN,30,Juin,2013,Saint Gallen,OPEN AIR DE SAINT GALLEN
DANKO JONES,28,Juin,2012,Saint Gallen,OPEN AIR DE SAINT GALLEN
INCUBUS,29,Juin,2012,Saint Gallen,OPEN AIR DE SAINT GALLEN
DIE TOTEN HOSEN,30,Juin,2012,Saint Gallen,OPEN AIR DE SAINT GALLEN
MUMFORD & SONS,01,Juil.,2012,Saint Gallen,OPEN AIR DE SAINT GALLEN
CULCHA CANDELA,30,Juin,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
BLUMENTOPF,01,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
ROUND TABLE KNIGHTS,01,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
SOLANGE LA FRANGE / LA PATRONNE,01,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
BLUSH,01,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
FRIENDLY FIRES,02,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
ALVIN ZEALOT,02,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
JESSE ROSE,02,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
TRAKTORKESTAR,03,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
BEIRUT,03,Juil.,2011,Saint Gallen,OPEN AIR DE SAINT GALLEN
