name,day,month,year,ville,festival
BASTIAN BAKER,30,Juil.,2017,Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER
MAITRE GIMS,31,Juil.,2017,Estavayer le Lac,L'ESTIVALE OPEN AIR D'ESTAVAYER
